CDBASE;DATE_Livraison;PICKING;QTE_Permanent;QTE_Promo;QTE_totale;CA_HT_Permanent;CA_HT_Promo;CA_HT_total;CA_TTC_Permanent;CA_TTC_Promo;CA_TTC_total
433369;27/05/2025;Picking Entrepot;10;;10;22,6;;22,6;23,9;;23,9
433372;27/05/2025;Picking Entrepot;60;;60;74,6;;74,6;78,7;;78,7
433409;27/05/2025;Picking Entrepot;22;;22;30,3;;30,3;32;;32
433414;27/05/2025;Picking Entrepot;4;;4;14,8;;14,8;15,7;;15,7
433811;27/05/2025;Picking Entrepot;7;1;8;10,8;1,5;12,3;11,4;1,6;12,9
433932;27/05/2025;Picking Entrepot;152;116;268;173,3;113,6;286,9;182,7;119,6;302,3
433945;27/05/2025;Picking Entrepot;7;;7;29,5;;29,5;31,1;;31,1
433959;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
434042;27/05/2025;Picking Entrepot;17;;17;36,3;;36,3;38,2;;38,2
434052;27/05/2025;Picking Entrepot;2;;2;6,9;;6,9;7,3;;7,3
434069;27/05/2025;Picking Entrepot;36;;36;67;;67;70,6;;70,6
434070;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
434072;27/05/2025;Picking Entrepot;78;112;190;105,3;106,3;211,6;111,1;112;223,1
434112;27/05/2025;Picking Entrepot;4;;4;4,8;;4,8;5,1;;5,1
435312;27/05/2025;Picking Entrepot;10;2;12;64,5;10,2;74,7;68;10,8;78,8
436907;27/05/2025;Picking Entrepot;11;;11;34,6;;34,6;36,5;;36,5
438346;27/05/2025;Picking Entrepot;1;;1;7,6;;7,6;8;;8
455080;27/05/2025;Picking Entrepot;15;;15;36,9;;36,9;39;;39
457078;27/05/2025;Picking Entrepot;4;8;12;9,9;19,9;29,8;10,4;21;31,4
457466;27/05/2025;Picking Entrepot;2;;2;4,1;;4,1;4,3;;4,3
457769;27/05/2025;Picking Entrepot;5;;5;69,5;;69,5;83,5;;83,5
459869;27/05/2025;Picking Entrepot;5;;5;11,6;;11,6;12,2;;12,2
464535;27/05/2025;Picking Entrepot;1;4;5;2;8,3;10,4;2,1;8,8;10,9
468601;27/05/2025;Picking Entrepot;3;3;6;8,2;8,2;16,4;8,7;8,7;17,3
468667;27/05/2025;Picking Entrepot;2;1;3;6,6;3,3;9,9;7;3,5;10,5
468672;27/05/2025;Picking Entrepot;;3;3;;8,3;8,3;;8,8;8,8
468713;27/05/2025;Picking Entrepot;2;;2;5,8;;5,8;6,1;;6,1
469220;27/05/2025;Picking Entrepot;4;;4;8,3;;8,3;8,7;;8,7
470554;27/05/2025;Picking Entrepot;;1;1;;1,7;1,7;;1,8;1,8
472315;27/05/2025;Picking Entrepot;4;;4;12,6;;12,6;13,3;;13,3
472450;27/05/2025;Picking Entrepot;3;;3;9,8;;9,8;10,3;;10,3
474695;27/05/2025;Picking Entrepot;132;;132;87,3;;87,3;92,2;;92,2
474705;27/05/2025;Picking Entrepot;12;;12;18,2;;18,2;19,2;;19,2
479056;27/05/2025;Picking Entrepot;4;;4;6,6;;6,6;7;;7
481060;27/05/2025;Picking Entrepot;4;;4;6,5;;6,5;6,8;;6,8
481074;27/05/2025;Picking Entrepot;2;;2;5;;5;5,2;;5,2
481351;27/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
485431;27/05/2025;Picking Entrepot;4;2;6;7;3,4;10,4;7,4;3,6;11
486051;27/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,2;;1,2
486068;27/05/2025;Picking Entrepot;4;;4;4,7;;4,7;5;;5
488966;27/05/2025;Picking Entrepot;3;;3;4,3;;4,3;5,1;;5,1
489894;27/05/2025;Picking Entrepot;1;1;2;2,2;2,2;4,3;2,3;2,3;4,6
489992;27/05/2025;Picking Entrepot;18;;18;14,4;;14,4;15,2;;15,2
491234;27/05/2025;Picking Entrepot;;4;4;;20,5;20,5;;24,6;24,6
495890;27/05/2025;Picking Entrepot;2;7;9;5,7;18,1;23,8;6;19,1;25,1
496223;27/05/2025;Picking Entrepot;4;;4;4,1;;4,1;4,4;;4,4
500107;27/05/2025;Picking Entrepot;1;7;8;1,9;11,7;13,5;2;12,3;14,3
500124;27/05/2025;Picking Entrepot;2;6;8;3,8;10,1;13,9;4;10,7;14,7
500541;27/05/2025;Picking Entrepot;6;;6;8;;8;8,4;;8,4
500547;27/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,6;;1,6
500640;27/05/2025;Picking Entrepot;;1;1;;3,5;3,5;;3,7;3,7
502526;27/05/2025;Picking Entrepot;4;;4;18,7;;18,7;19,8;;19,8
505020;27/05/2025;Picking Entrepot;26;;26;38,2;;38,2;40,3;;40,3
506547;27/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
510389;27/05/2025;Picking Entrepot;1;1;2;5,3;5,3;10,5;5,5;5,5;11,1
512423;27/05/2025;Picking Entrepot;5;;5;15,3;;15,3;16,2;;16,2
518559;27/05/2025;Picking Entrepot;2;2;4;7,6;7,5;15,1;8;7,9;15,9
525559;27/05/2025;Picking Entrepot;;6;6;;6,5;6,5;;7,7;7,7
531296;27/05/2025;Picking Entrepot;2;;2;3,7;;3,7;3,9;;3,9
540704;27/05/2025;Picking Entrepot;18;;18;50,4;;50,4;53,1;;53,1
543471;27/05/2025;Picking Entrepot;2;;2;3,2;;3,2;3,4;;3,4
544981;27/05/2025;Picking Entrepot;6;;6;25,6;;25,6;26,9;;26,9
544982;27/05/2025;Picking Entrepot;1;;1;5,6;;5,6;5,9;;5,9
545008;27/05/2025;Picking Entrepot;;2;2;;2,4;2,4;;2,9;2,9
547872;27/05/2025;Picking Entrepot;2;;2;9,7;;9,7;10,2;;10,2
549341;27/05/2025;Picking Entrepot;14;;14;6,9;;6,9;7,3;;7,3
549564;27/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,6;;4,6
550222;27/05/2025;Picking Entrepot;2;15;17;2;15;17;2,1;15,8;17,9
551248;27/05/2025;Picking Entrepot;2;17;19;2;16,8;18,8;2,1;17,6;19,7
552176;27/05/2025;Picking Entrepot;1;12;13;1;12;13;1,1;12,6;13,7
552826;27/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,6;;1,6
552846;27/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
553049;27/05/2025;Picking Entrepot;2;;2;3,4;;3,4;4,1;;4,1
559155;27/05/2025;Picking Entrepot;2;;2;4;;4;4,8;;4,8
562485;27/05/2025;Picking Entrepot;2;;2;9;;9;9,5;;9,5
563467;27/05/2025;Picking Entrepot;1;1;2;15,6;15,6;31,3;16,5;16,5;33
564534;27/05/2025;Picking Entrepot;1;1;2;2,5;2;4,5;2,6;2,1;4,8
564545;27/05/2025;Picking Entrepot;;3;3;;9,8;9,8;;10,3;10,3
565539;27/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,8;;3,8
567765;27/05/2025;Picking Entrepot;;1;1;;2;2;;2,4;2,4
570133;27/05/2025;Picking Entrepot;1;;1;4,1;;4,1;4,3;;4,3
570907;27/05/2025;Picking Entrepot;3;;3;7,8;;7,8;9,3;;9,3
572121;27/05/2025;Picking Entrepot;3;;3;13,1;;13,1;13,8;;13,8
576277;27/05/2025;Picking Entrepot;;3;3;;11,4;11,4;;12,1;12,1
578847;27/05/2025;Picking Entrepot;1;3;4;2,5;5,1;7,5;3;6,1;9
591617;27/05/2025;Picking Entrepot;2;8;10;5,6;22,4;28;5,9;23,6;29,5
592350;27/05/2025;Picking Entrepot;7;39;46;13,2;73,5;86,6;13,8;77,5;91,3
596566;27/05/2025;Picking Entrepot;11;;11;17,6;;17,6;18,6;;18,6
600292;27/05/2025;Picking Entrepot;2;;2;3,4;;3,4;3,6;;3,6
602566;27/05/2025;Picking Entrepot;1;6;7;3;17,9;20,9;3,1;18,9;22,1
609758;27/05/2025;Picking Entrepot;10;;10;18,2;;18,2;19,2;;19,2
610409;27/05/2025;Picking Entrepot;14;;14;33,2;;33,2;35,1;;35,1
614936;27/05/2025;Picking Entrepot;4;;4;11,3;;11,3;12;;12
617216;27/05/2025;Picking Entrepot;;1;1;;11,6;11,6;;12,3;12,3
619295;27/05/2025;Picking Entrepot;15;;15;66,6;;66,6;70,2;;70,2
620295;27/05/2025;Picking Entrepot;5;;5;13,1;;13,1;13,8;;13,8
620903;27/05/2025;Picking Entrepot;;6;6;;10,8;10,8;;11,3;11,3
624074;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
624658;27/05/2025;Picking Entrepot;11;;11;10,5;;10,5;11,1;;11,1
624679;27/05/2025;Picking Entrepot;5;;5;7,4;;7,4;7,8;;7,8
626521;27/05/2025;Picking Entrepot;2;;2;4,9;;4,9;5,2;;5,2
627152;27/05/2025;Picking Entrepot;2;;2;7,5;;7,5;7,9;;7,9
628330;27/05/2025;Picking Entrepot;9;;9;23,9;;23,9;25,3;;25,3
629743;27/05/2025;Picking Entrepot;10;;10;30,8;;30,8;32,5;;32,5
630237;27/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
631816;27/05/2025;Picking Entrepot;1;;1;1,1;;1,1;1,1;;1,1
633357;27/05/2025;Picking Entrepot;5;;5;11,2;;11,2;11,8;;11,8
635060;27/05/2025;Picking Entrepot;;3;3;;11,6;11,6;;12,2;12,2
637444;27/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3,1;;3,1
639492;27/05/2025;Picking Entrepot;1;;1;6,2;;6,2;6,5;;6,5
642293;27/05/2025;Picking Entrepot;17;;17;60,5;;60,5;63,8;;63,8
648482;27/05/2025;Picking Entrepot;22;;22;41,7;;41,7;44;;44
652248;27/05/2025;Picking Entrepot;3;;3;3,6;;3,6;3,8;;3,8
656272;27/05/2025;Picking Entrepot;;2;2;;8,9;8,9;;9,4;9,4
657879;27/05/2025;Picking Entrepot;1;;1;2,5;;2,5;3;;3
658133;27/05/2025;Picking Entrepot;5;;5;9,4;;9,4;11,2;;11,2
674314;27/05/2025;Picking Entrepot;3;19;22;5,5;35,1;40,7;5,8;37;42,9
674316;27/05/2025;Picking Entrepot;;3;3;;5,7;5,7;;6;6
675229;27/05/2025;Picking Entrepot;14;;14;9,9;;9,9;11,9;;11,9
675675;27/05/2025;Picking Entrepot;5;45;50;8;71,8;79,8;8,4;75,8;84,3
676320;27/05/2025;Picking Entrepot;3;;3;15,1;;15,1;15,9;;15,9
676588;27/05/2025;Picking Entrepot;4;;4;7,4;;7,4;7,8;;7,8
677158;27/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
677945;27/05/2025;Picking Entrepot;1;;1;0,6;;0,6;0,6;;0,6
678235;27/05/2025;Picking Entrepot;2;;2;15,5;;15,5;16,4;;16,4
679903;27/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
679904;27/05/2025;Picking Entrepot;3;;3;7;;7;7,4;;7,4
684230;27/05/2025;Picking Entrepot;2;;2;8,1;;8,1;8,6;;8,6
684382;27/05/2025;Picking Entrepot;15;;15;73,2;;73,2;77,2;;77,2
687717;27/05/2025;Picking Entrepot;;2;2;;7,2;7,2;;7,6;7,6
691444;27/05/2025;Picking Entrepot;1;11;12;1,8;19,3;21;1,9;20,4;22,2
692182;27/05/2025;Picking Entrepot;2;;2;2,7;;2,7;2,9;;2,9
692502;27/05/2025;Picking Entrepot;3;;3;3,7;;3,7;3,9;;3,9
692678;27/05/2025;Picking Entrepot;;2;2;;2;2;;2,1;2,1
694696;27/05/2025;Picking Entrepot;4;;4;11,7;;11,7;12,3;;12,3
706688;27/05/2025;Picking Entrepot;;4;4;;6,5;6,5;;6,8;6,8
709959;27/05/2025;Picking Entrepot;5;30;35;9,9;59,4;69,3;10,4;62,7;73,2
711559;27/05/2025;Picking Entrepot;9;;9;13,6;;13,6;14,4;;14,4
714557;27/05/2025;Picking Entrepot;5;;5;18,5;;18,5;19,6;;19,6
714642;27/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
714724;27/05/2025;Picking Entrepot;4;;4;5,3;;5,3;5,6;;5,6
714831;27/05/2025;Picking Entrepot;4;;4;24,2;;24,2;25,6;;25,6
714859;27/05/2025;Picking Entrepot;8;;8;26,4;;26,4;27,9;;27,9
714956;27/05/2025;Picking Entrepot;4;;4;25;;25;26,4;;26,4
717279;27/05/2025;Picking Entrepot;1;3;4;7,9;21,6;29,5;8,3;22,8;31,1
725098;27/05/2025;Picking Entrepot;;1;1;;22,5;22,5;;26,9;26,9
727103;27/05/2025;Picking Entrepot;2;;2;3,2;;3,2;3,4;;3,4
745546;27/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,7;;3,7
748180;27/05/2025;Picking Entrepot;4;;4;31,1;;31,1;32,9;;32,9
748942;27/05/2025;Picking Entrepot;5;;5;8,5;;8,5;8,9;;8,9
749515;27/05/2025;Picking Entrepot;2;;2;5,1;;5,1;5,4;;5,4
749520;27/05/2025;Picking Entrepot;8;;8;28,8;;28,8;30,4;;30,4
751989;27/05/2025;Picking Entrepot;6;;6;11,5;;11,5;12,1;;12,1
754918;27/05/2025;Picking Entrepot;4;;4;9,9;;9,9;10,4;;10,4
754939;27/05/2025;Picking Entrepot;6;;6;8,2;;8,2;8,7;;8,7
755822;27/05/2025;Picking Entrepot;1;;1;21,7;;21,7;26,1;;26,1
758526;27/05/2025;Picking Entrepot;4;;4;14,3;;14,3;15;;15
760731;27/05/2025;Picking Entrepot;4;;4;10,3;;10,3;10,9;;10,9
761356;27/05/2025;Picking Entrepot;1;2;3;3,6;6,8;10,4;3,8;7,2;11
761938;27/05/2025;Picking Entrepot;6;;6;22,7;;22,7;24;;24
762635;27/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
766548;27/05/2025;Picking Entrepot;27;;27;46,7;;46,7;49,3;;49,3
789625;27/05/2025;Picking Entrepot;9;1;10;18,5;2,1;20,6;19,5;2,2;21,7
789764;27/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,8;;2,8
789799;27/05/2025;Picking Entrepot;5;;5;8,7;;8,7;9,2;;9,2
802443;27/05/2025;Picking Entrepot;;2;2;;9,3;9,3;;9,8;9,8
810105;27/05/2025;Picking Entrepot;1;;1;4,2;;4,2;5;;5
812376;27/05/2025;Picking Entrepot;1;;1;4,9;;4,9;5,2;;5,2
812437;27/05/2025;Picking Entrepot;2;;2;4,2;;4,2;4,4;;4,4
812523;27/05/2025;Picking Entrepot;25;;25;30,7;;30,7;32,4;;32,4
812579;27/05/2025;Picking Entrepot;1;;1;9;;9;9,4;;9,4
816304;27/05/2025;Picking Entrepot;42;;42;21,2;;21,2;22,4;;22,4
818967;27/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
819623;27/05/2025;Picking Entrepot;;6;6;;2,7;2,7;;2,8;2,8
820436;27/05/2025;Picking Entrepot;12;;12;30,1;;30,1;31,7;;31,7
822835;27/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
823019;27/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
824406;27/05/2025;Picking Entrepot;;2;2;;3,1;3,1;;3,3;3,3
824514;27/05/2025;Picking Entrepot;4;;4;8,9;;8,9;9,4;;9,4
828500;27/05/2025;Picking Entrepot;1;1;2;1,7;1,7;3,3;1,8;1,8;3,5
828809;27/05/2025;Picking Entrepot;;3;3;;9,5;9,5;;10,1;10,1
829915;27/05/2025;Picking Entrepot;3;7;10;7,4;18,2;25,6;7,8;19,2;26,9
830300;27/05/2025;Picking Entrepot;36;;36;22,5;;22,5;23,8;;23,8
831700;27/05/2025;Picking Entrepot;9;;9;17;;17;17,9;;17,9
833082;27/05/2025;Picking Entrepot;;1;1;;1,2;1,2;;1,5;1,5
834599;27/05/2025;Picking Entrepot;;2;2;;17,2;17,2;;20,6;20,6
835621;27/05/2025;Picking Entrepot;2;1;3;16;7,9;23,9;16,9;8,3;25,2
843344;27/05/2025;Picking Entrepot;54;;54;122,5;;122,5;129,1;;129,1
843347;27/05/2025;Picking Entrepot;11;;11;17,2;;17,2;18,1;;18,1
843348;27/05/2025;Picking Entrepot;9;;9;25,5;;25,5;26,9;;26,9
843349;27/05/2025;Picking Entrepot;5;;5;9,4;;9,4;9,9;;9,9
843351;27/05/2025;Picking Entrepot;11;;11;23,9;;23,9;25,2;;25,2
843355;27/05/2025;Picking Entrepot;11;;11;26,8;;26,8;28,3;;28,3
843358;27/05/2025;Picking Entrepot;7;;7;26,4;;26,4;27,9;;27,9
843364;27/05/2025;Picking Entrepot;5;;5;4,6;;4,6;4,8;;4,8
843365;27/05/2025;Picking Entrepot;4;;4;3,4;;3,4;3,6;;3,6
843366;27/05/2025;Picking Entrepot;11;;11;9,2;;9,2;9,8;;9,8
843367;27/05/2025;Picking Entrepot;6;;6;15,1;;15,1;15,9;;15,9
843371;27/05/2025;Picking Entrepot;2;;2;3,2;;3,2;3,4;;3,4
843380;27/05/2025;Picking Entrepot;32;;32;56,1;;56,1;59,2;;59,2
843382;27/05/2025;Picking Entrepot;30;;30;55,3;;55,3;58,3;;58,3
843385;27/05/2025;Picking Entrepot;12;;12;29;;29;30,6;;30,6
843388;27/05/2025;Picking Entrepot;15;;15;13,8;;13,8;14,6;;14,6
843389;27/05/2025;Picking Entrepot;35;;35;67,5;;67,5;71,2;;71,2
843390;27/05/2025;Picking Entrepot;23;;23;15,3;;15,3;16,2;;16,2
843391;27/05/2025;Picking Entrepot;28;;28;41;;41;43,2;;43,2
843392;27/05/2025;Picking Entrepot;20;97;117;48,4;224,6;273;51;237,2;288,1
843394;27/05/2025;Picking Entrepot;20;;20;48,8;;48,8;51,4;;51,4
843397;27/05/2025;Picking Entrepot;8;;8;9,7;;9,7;11,6;;11,6
843401;27/05/2025;Picking Entrepot;48;;48;49,6;;49,6;52,3;;52,3
843402;27/05/2025;Picking Entrepot;50;;50;58,1;;58,1;61,3;;61,3
843404;27/05/2025;Picking Entrepot;11;14;25;28,1;36,5;64,5;29,6;38,5;68,1
843405;27/05/2025;Picking Entrepot;3;;3;5,5;;5,5;5,8;;5,8
843409;27/05/2025;Picking Entrepot;20;;20;29,6;;29,6;31,3;;31,3
843410;27/05/2025;Picking Entrepot;11;;11;23,6;;23,6;24,9;;24,9
843411;27/05/2025;Picking Entrepot;7;;7;15,9;;15,9;16,7;;16,7
843412;27/05/2025;Picking Entrepot;3;;3;5,7;;5,7;6;;6
843413;27/05/2025;Picking Entrepot;24;;24;52,1;;52,1;55;;55
843420;27/05/2025;Picking Entrepot;12;;12;16,9;;16,9;17,9;;17,9
843422;27/05/2025;Picking Entrepot;9;;9;21,4;;21,4;22,6;;22,6
843445;27/05/2025;Picking Entrepot;5;;5;7,7;;7,7;8,1;;8,1
843453;27/05/2025;Picking Entrepot;31;4;35;55,4;6,1;61,5;58,5;6,4;64,9
843454;27/05/2025;Picking Entrepot;47;;47;83,4;;83,4;88;;88
843481;27/05/2025;Picking Entrepot;57;;57;35,3;;35,3;37,1;;37,1
843484;27/05/2025;Picking Entrepot;44;;44;33;;33;34,8;;34,8
843488;27/05/2025;Picking Entrepot;1;;1;11;;11;11,6;;11,6
843491;27/05/2025;Picking Entrepot;;1;1;;0,9;0,9;;1;1
843500;27/05/2025;Picking Entrepot;6;;6;21,9;;21,9;23,1;;23,1
843506;27/05/2025;Picking Entrepot;;2;2;;7,2;7,2;;7,6;7,6
843510;27/05/2025;Picking Entrepot;7;1;8;45,4;6,5;51,9;48;6,8;54,8
843511;27/05/2025;Picking Entrepot;33;8;41;325;78,8;403,8;342,9;83,1;426
843513;27/05/2025;Picking Entrepot;3;;3;2,8;;2,8;3;;3
843515;27/05/2025;Picking Entrepot;5;;5;5,3;;5,3;5,6;;5,6
843517;27/05/2025;Picking Entrepot;36;2;38;66,5;3,7;70,2;70,1;3,9;74
843520;27/05/2025;Picking Entrepot;11;;11;20,2;;20,2;21,4;;21,4
843522;27/05/2025;Picking Entrepot;2;;2;3;;3;3,1;;3,1
843523;27/05/2025;Picking Entrepot;;4;4;;7,2;7,2;;7,6;7,6
843524;27/05/2025;Picking Entrepot;1;1;2;1,9;1,3;3,2;2;1,4;3,4
843530;27/05/2025;Picking Entrepot;9;2;11;16,6;3,7;20,4;17,6;3,9;21,4
843538;27/05/2025;Picking Entrepot;2;;2;6,8;;6,8;7,2;;7,2
843551;27/05/2025;Picking Entrepot;;1;1;;1,6;1,6;;1,7;1,7
843573;27/05/2025;Picking Entrepot;14;;14;13,2;;13,2;13,9;;13,9
843576;27/05/2025;Picking Entrepot;43;;43;38,7;;38,7;40,9;;40,9
843587;27/05/2025;Picking Entrepot;14;;14;14,5;;14,5;15,3;;15,3
843589;27/05/2025;Picking Entrepot;6;;6;13;;13;13,7;;13,7
843608;27/05/2025;Picking Entrepot;6;;6;14,8;;14,8;15,6;;15,6
843609;27/05/2025;Picking Entrepot;8;;8;77;;77;81,2;;81,2
843610;27/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
843656;27/05/2025;Picking Entrepot;47;;47;38;;38;40;;40
843657;27/05/2025;Picking Entrepot;28;;28;23,6;;23,6;24,9;;24,9
843682;27/05/2025;Picking Entrepot;5;;5;6,5;;6,5;6,8;;6,8
843683;27/05/2025;Picking Entrepot;25;;25;23,5;;23,5;24,8;;24,8
843692;27/05/2025;Picking Entrepot;6;;6;20,2;;20,2;21,3;;21,3
843694;27/05/2025;Picking Entrepot;;42;42;;67,2;67,2;;71;71
843695;27/05/2025;Picking Entrepot;1;;1;3,7;;3,7;3,9;;3,9
843696;27/05/2025;Picking Entrepot;6;6;12;15,1;12,8;27,9;15,9;13,5;29,4
843700;27/05/2025;Picking Entrepot;3;;3;32,1;;32,1;33,9;;33,9
843701;27/05/2025;Picking Entrepot;5;;5;27,2;;27,2;28,8;;28,8
843704;27/05/2025;Picking Entrepot;3;;3;3,1;;3,1;3,3;;3,3
843707;27/05/2025;Picking Entrepot;8;;8;8,4;;8,4;8,9;;8,9
843710;27/05/2025;Picking Entrepot;3;;3;3,8;;3,8;4;;4
843711;27/05/2025;Picking Entrepot;3;;3;4;;4;4,2;;4,2
843769;27/05/2025;Picking Entrepot;23;;23;44,1;;44,1;46,5;;46,5
843798;27/05/2025;Picking Entrepot;6;;6;8,8;;8,8;9,3;;9,3
843805;27/05/2025;Picking Entrepot;3;1;4;7;2,4;9,3;7,4;2,5;9,9
843819;27/05/2025;Picking Entrepot;;2;2;;4,2;4,2;;4,5;4,5
843825;27/05/2025;Picking Entrepot;7;;7;11,6;;11,6;12,2;;12,2
843829;27/05/2025;Picking Entrepot;16;;16;29,7;;29,7;31,3;;31,3
843831;27/05/2025;Picking Entrepot;31;;31;58,5;;58,5;61,8;;61,8
843833;27/05/2025;Picking Entrepot;10;;10;26,4;;26,4;27,9;;27,9
843834;27/05/2025;Picking Entrepot;3;;3;8;;8;8,5;;8,5
843843;27/05/2025;Picking Entrepot;108;126;234;27,7;27,9;55,6;29,2;29,5;58,7
843844;27/05/2025;Picking Entrepot;1;1;2;1,6;1,6;3,1;1,6;1,6;3,3
843945;27/05/2025;Picking Entrepot;1;;1;1;;1;1,2;;1,2
843946;27/05/2025;Picking Entrepot;10;42;52;8,6;29,8;38,4;10,3;35,7;46
844113;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
844899;27/05/2025;Picking Entrepot;1;;1;4,5;;4,5;4,7;;4,7
853181;27/05/2025;Picking Entrepot;2;;2;4,1;;4,1;4,3;;4,3
863425;27/05/2025;Picking Entrepot;8;;8;25,1;;25,1;26,5;;26,5
865514;27/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
865563;27/05/2025;Picking Entrepot;1;;1;14,6;;14,6;17,6;;17,6
885799;27/05/2025;Picking Entrepot;1;;1;2;;2;2,5;;2,5
885891;27/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,9;;1,9
886054;27/05/2025;Picking Entrepot;1;;1;5,9;;5,9;7,1;;7,1
889281;27/05/2025;Picking Entrepot;3;;3;6,3;;6,3;6,6;;6,6
889317;27/05/2025;Picking Entrepot;14;;14;6,2;;6,2;6,5;;6,5
889328;27/05/2025;Picking Entrepot;;3;3;;2,1;2,1;;2,2;2,2
913728;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
918496;27/05/2025;Picking Entrepot;;2;2;;13,5;13,5;;16,2;16,2
919283;27/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,6;;1,6
920205;27/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
920207;27/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
920567;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
922102;27/05/2025;Picking Entrepot;4;;4;36,9;;36,9;38,9;;38,9
938666;27/05/2025;Picking Entrepot;5;;5;4;;4;4,2;;4,2
952266;27/05/2025;Picking Entrepot;25;;25;21,1;;21,1;22,2;;22,2
957154;27/05/2025;Picking Entrepot;4;;4;6,8;;6,8;7,2;;7,2
959509;27/05/2025;Picking Entrepot;3;5;8;7,5;10,6;18,1;8;11,1;19,1
960314;27/05/2025;Picking Entrepot;234;;234;72,7;;72,7;76,6;;76,6
961373;27/05/2025;Picking Entrepot;3;;3;6,6;;6,6;7;;7
963167;27/05/2025;Picking Entrepot;4;;4;18,8;;18,8;19,8;;19,8
968639;27/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
968642;27/05/2025;Picking Entrepot;3;;3;4,8;;4,8;5,1;;5,1
969908;27/05/2025;Picking Entrepot;;2;2;;2,3;2,3;;2,4;2,4
970312;27/05/2025;Picking Entrepot;;1;1;;1,7;1,7;;1,8;1,8
971812;27/05/2025;Picking Entrepot;4;;4;8,7;;8,7;9,1;;9,1
972860;27/05/2025;Picking Entrepot;1;;1;9,7;;9,7;11,6;;11,6
973864;27/05/2025;Picking Entrepot;2;;2;21,1;;21,1;25,4;;25,4
974499;27/05/2025;Picking Entrepot;1;;1;11,4;;11,4;13,7;;13,7
975507;27/05/2025;Picking Entrepot;2;1;3;6;3,3;9,4;6,4;3,5;9,9
994927;27/05/2025;Picking Entrepot;16;1;17;22,8;1,4;24,2;24,1;1,5;25,6
997072;27/05/2025;Picking Entrepot;30;18;48;13,7;7,7;21,4;14,5;8,1;22,6
997591;27/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,5;;1,5
1008859;27/05/2025;Picking Entrepot;3;;3;6,5;;6,5;7,8;;7,8
1016434;27/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
1016447;27/05/2025;Picking Entrepot;8;;8;21;;21;22,1;;22,1
1017381;27/05/2025;Picking Entrepot;;5;5;;12,8;12,8;;13,5;13,5
1027956;27/05/2025;Picking Entrepot;20;;20;194,2;;194,2;204,8;;204,8
1027959;27/05/2025;Picking Entrepot;13;;13;125,1;;125,1;131,9;;131,9
1035284;27/05/2025;Picking Entrepot;3;;3;6,6;;6,6;6,9;;6,9
1035418;27/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
1035525;27/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
1037275;27/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,3;;2,3
1037492;27/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
1039469;27/05/2025;Picking Entrepot;24;;24;58,3;;58,3;61,5;;61,5
1039473;27/05/2025;Picking Entrepot;3;15;18;7,3;35,3;42,6;7,7;37,2;44,9
1039660;27/05/2025;Picking Entrepot;6;;6;6,1;;6,1;6,5;;6,5
1039930;27/05/2025;Picking Entrepot;1;1;2;2,1;1,1;3,2;2,2;1,2;3,4
