CDBASE;FOURNISSEUR;DATE_LIVRAISON;STOCK;RAL;MINIMUM_COMMANDE;PCB;QTÉPRÉVISION1;QTÉPRÉVISION2;CLASSE_STOCKAGE;COCHE_RAO;STOCK_MARCHAND;QTÉPRÉVISIONINIT1;QTÉPRÉVISIONINIT2;QTÉPROPOSÉE1;QTÉPROPOSÉE2;NUMERO_COMMANDE;DATE_L2;DATE_COMMANDE;QTÉPROPOSÉEFINALE;STOCK_REEL;CDBASE2;NUMERO_COMMANDE2;IFLS
20328;509;30/05/2025;58;30;30;6;32,06;14,44;1060;54;9999;32,05;14,44;9943,39;10013,44;1612891;31/05/2025;28/05/2025;9943;68;20328;1612891;062283              
20333;509;30/05/2025;0;;6;6;0;0;1060;46;53;0;0;53;53;1612891;31/05/2025;28/05/2025;53;0;20333;1612891;062755              
20380;509;30/05/2025;48;24;24;24;47,8;22,56;1060;54;9999;47,8;22,56;9974,69;10021,56;1612891;31/05/2025;28/05/2025;9975;61;20380;1612891;640029              
20418;509;30/05/2025;0;;30;6;0;0;1060;46;19;0;0;19;19;1612891;31/05/2025;28/05/2025;19;0;20418;1612891;062682              
20431;509;30/05/2025;26;12;30;6;13,47;5,33;1060;46;9999;13,47;5,33;9974,69;10004,33;1612891;31/05/2025;28/05/2025;9975;29;20431;1612891;062947              
20446;794;31/05/2025;0;;120;12;0;0;1063;54;0;0;0;0;0;1612943;02/06/2025;28/05/2025;0;0;20446;1612943;674131              
20518;691;30/05/2025;0;;6;6;0,04;0,03;1070;46;0;0,04;0,03;0,04;0,03;1612921;31/05/2025;28/05/2025;0;0;20518;1612921;
20605;509;30/05/2025;133;60;45;15;85,49;37,22;1060;54;9999;85,49;37,22;9891,49;10036,22;1612891;31/05/2025;28/05/2025;9891;163;20605;1612891;706938              
20621;509;30/05/2025;23;15;30;15;27,68;13,56;1060;54;9999;27,68;13,56;9988,9;10012,56;1612891;31/05/2025;28/05/2025;9989;31;20621;1612891;081449              
20635;509;30/05/2025;0;;15;15;9,28;4,56;1060;54;20;9,28;4,56;29,28;24,56;1612891;31/05/2025;28/05/2025;25;0;20635;1612891;348714              
20641;509;30/05/2025;18;12;24;12;12,32;4;1060;54;9999;12,32;4;9981,77;10003;1612891;31/05/2025;28/05/2025;9982;24;20641;1612891;014250              
20642;509;30/05/2025;0;;24;12;0;0;1060;54;9999;0;0;9999;9999;1612891;31/05/2025;28/05/2025;9999;0;20642;1612891;014255              
20645;509;29/05/2025;0;;36;12;0;0;1060;46;0;0;0;0;0;1612890;30/05/2025;28/05/2025;0;0;20645;1612890;212088              
20654;509;30/05/2025;56;60;12;12;47,24;18,44;1060;54;9999;47,24;18,44;9930,35;10017,44;1612891;31/05/2025;28/05/2025;9930;74;20654;1612891;222743              
20655;794;31/05/2025;0;;32;16;10,73;2,89;1060;46;20;10,73;2,89;30,73;22,89;1612946;02/06/2025;28/05/2025;23;0;20655;1612946;232376              
20682;794;31/05/2025;23;;12;6;0,08;0,01;1060;54;9999;0,08;0,01;9976,09;9999,01;1612946;02/06/2025;28/05/2025;9976;23;20682;1612946;623055              
20684;794;31/05/2025;26;;24;12;16,52;6,22;1060;54;9999;16,52;6,22;9989,52;10005,22;1612946;02/06/2025;28/05/2025;9990;29;20684;1612946;248214              
20774;794;31/05/2025;379;;15;15;42,72;8;1060;54;9999;42,72;8;9663,17;10007;1612946;02/06/2025;28/05/2025;9663;389;20774;1612946;222515              
20933;557;31/05/2025;59;40;40;10;0,31;0,08;1080;54;9999;0,31;0,08;9900,4;9999,08;1612906;02/06/2025;28/05/2025;9900;59;20933;1612906;210396              
21005;509;30/05/2025;33;;18;6;8,14;3,56;1060;54;9999;8,14;3,56;9974,03;10002,56;1612891;31/05/2025;28/05/2025;9974;36;21005;1612891;J82307              
21022;509;30/05/2025;11;12;12;12;4,44;2,22;1060;54;9999;4,44;2,22;9980,11;10001,22;1612891;31/05/2025;28/05/2025;9980;13;21022;1612891;216422              
21041;691;30/05/2025;0;;10;10;0;0;1071;46;0;0;0;0;0;1612921;31/05/2025;28/05/2025;0;0;21041;1612921;860527              
21126;794;31/05/2025;11;12;12;6;0,09;0,01;1060;46;9999;0,09;0,01;9922,09;9999,01;1612946;02/06/2025;28/05/2025;9922;11;21126;1612946;698692              
21128;509;30/05/2025;38;;36;12;11,33;5,44;1060;46;9999;11,33;5,44;9971,89;10004,44;1612891;31/05/2025;28/05/2025;9972;44;21128;1612891;131340              
21155;794;31/05/2025;0;;6;6;0,02;0;1060;54;0;0,02;0,01;0,02;0,01;1612946;02/06/2025;28/05/2025;0;0;21155;1612946;
21177;509;30/05/2025;292;;189;189;87,59;38;1060;54;9999;87,59;38;9794,81;10037;1612891;31/05/2025;28/05/2025;9795;322;21177;1612891;281255              
21179;509;30/05/2025;69;72;12;6;61,61;26,56;1060;54;9999;61,61;26,56;9919,17;10025,56;1612891;31/05/2025;28/05/2025;9919;95;21179;1612891;111241              
21196;794;31/05/2025;35;36;36;12;25,72;8,89;1060;46;9999;25,72;8,89;9953,5;10007,89;1612946;02/06/2025;28/05/2025;9954;42;21196;1612946;245074              
21198;794;31/05/2025;20;24;24;12;30,78;8,44;1060;54;9999;30,78;8,44;9985,56;10007,44;1612946;02/06/2025;28/05/2025;9986;27;21198;1612946;046609              
21225;794;31/05/2025;45;30;30;30;24,6;5,11;1060;54;9999;24,6;5,11;9949,05;10004,11;1612946;02/06/2025;28/05/2025;9949;50;21225;1612946;076357              
21238;509;30/05/2025;57;60;30;10;47,26;21,78;1060;54;9999;47,26;21,78;9929,59;10020,78;1612891;31/05/2025;28/05/2025;9930;76;21238;1612891;028609              
21241;509;30/05/2025;138;112;56;14;100,47;44,22;1060;54;9999;100,47;44,22;9849,25;10043,22;1612891;31/05/2025;28/05/2025;9849;164;21241;1612891;657064              
21243;509;30/05/2025;66;;48;12;0,27;0,13;1060;54;9999;0,27;0,13;9933,35;9999,13;1612891;31/05/2025;28/05/2025;9933;66;21243;1612891;515682              
21270;509;30/05/2025;71;24;24;12;42,02;21,78;1060;54;9999;42,02;21,78;9946,02;10020,78;1612891;31/05/2025;28/05/2025;9946;85;21270;1612891;111510              
21271;794;31/05/2025;27;;36;12;22,26;7;1060;46;9999;22,26;7;9994,59;10006;1612946;02/06/2025;28/05/2025;9995;34;21271;1612946;245574              
21313;794;31/05/2025;12;;12;6;0,1;0,02;1060;54;9999;0,1;0,02;9987,1;9999,02;1612946;02/06/2025;28/05/2025;9987;12;21313;1612946;064472              
21323;509;31/05/2025;6;12;6;6;0,1;0,04;1060;54;9999;0,1;0,04;9981,11;9999,04;1612892;02/06/2025;28/05/2025;9981;6;21323;1612892;364488              
21384;794;31/05/2025;48;;162;162;0,22;0,06;1064;46;9999;0,22;0,06;9951,27;9999,06;1612943;02/06/2025;28/05/2025;9951;48;21384;1612943;361028              
21455;794;31/05/2025;12;24;12;6;0,12;0,01;1060;54;9999;0,12;0,01;9963,12;9999,01;1612946;02/06/2025;28/05/2025;9963;12;21455;1612946;305008              
21456;794;31/05/2025;1;12;12;6;0,03;0,01;1060;54;9999;0,03;0,01;9986,03;9999,01;1612946;02/06/2025;28/05/2025;9986;1;21456;1612946;808171              
21457;794;31/05/2025;11;;12;6;0,02;0;1060;54;9999;0,02;0;9988,02;9999;1612946;02/06/2025;28/05/2025;9988;11;21457;1612946;305014              
21465;794;30/05/2025;0;;6;6;0;0;1060;46;10;0;0;10;10;1612945;31/05/2025;28/05/2025;10;0;21465;1612945;810194              
21521;509;30/05/2025;85;48;48;16;63,61;28,44;1060;54;9999;63,61;28,44;9929,72;10027,44;1612891;31/05/2025;28/05/2025;9930;110;21521;1612891;020110              
21552;794;31/05/2025;16;;18;6;0,04;0,02;1060;46;9999;0,04;0,02;9983,04;9999,02;1612946;02/06/2025;28/05/2025;9983;16;21552;1612946;317543              
21566;794;31/05/2025;0;;24;6;0;0;1060;54;0;0;0;0;0;1612946;02/06/2025;28/05/2025;0;0;21566;1612946;674303              
21567;794;31/05/2025;0;;54;6;0;0;1060;54;0;0;0;0;0;1612946;02/06/2025;28/05/2025;0;0;21567;1612946;674306              
21568;794;31/05/2025;16;;12;6;0,02;0;1060;54;9999;0,02;0;9983,03;9999;1612946;02/06/2025;28/05/2025;9983;16;21568;1612946;309162              
21591;509;30/05/2025;20;12;12;6;14,14;7,67;1060;54;9999;14,14;7,67;9981,37;10006,67;1612891;31/05/2025;28/05/2025;9981;24;21591;1612891;141208              
21632;509;30/05/2025;31;48;24;12;30,18;12,33;1060;54;9999;30,18;12,33;9950,29;10011,33;1612891;31/05/2025;28/05/2025;9950;43;21632;1612891;111227              
21635;509;30/05/2025;17;12;24;12;12,47;3,89;1060;54;9999;12,47;3,89;9982,36;10002,89;1612891;31/05/2025;28/05/2025;9982;22;21635;1612891;111453              
21644;509;30/05/2025;18;48;12;12;29,9;13,33;1060;54;9999;29,9;13,33;9962,79;10012,33;1612891;31/05/2025;28/05/2025;9963;31;21644;1612891;648982              
21663;509;30/05/2025;205;264;264;264;160,24;72,44;1060;54;9999;160,24;72,44;9689,8;10071,44;1612891;31/05/2025;28/05/2025;9690;262;21663;1612891;101063              
21664;509;30/05/2025;263;;264;264;123,86;56,44;1060;54;9999;123,86;56,44;9860,3;10055,44;1612891;31/05/2025;28/05/2025;9860;301;21664;1612891;101067              
21677;509;30/05/2025;99;60;24;12;72,91;33;1060;54;9999;72,91;33;9913,35;10032;1612891;31/05/2025;28/05/2025;9913;127;21677;1612891;111514              
21678;509;30/05/2025;68;72;24;12;64,81;29,78;1060;54;9999;64,81;29,78;9923,37;10028,78;1612891;31/05/2025;28/05/2025;9923;93;21678;1612891;111511              
21685;509;30/05/2025;38;30;30;6;25,2;12;1060;54;9999;25,2;12;9955,98;10011;1612891;31/05/2025;28/05/2025;9956;49;21685;1612891;104105              
21695;509;30/05/2025;0;;36;12;14,73;4,89;1060;54;23;14,73;4,89;37,73;27,89;1612891;31/05/2025;28/05/2025;28;0;21695;1612891;028182              
21856;509;30/05/2025;0;;6;6;0;0;1060;54;0;0;0;0;0;1612891;31/05/2025;28/05/2025;0;0;21856;1612891;489420              
21861;509;30/05/2025;46;12;12;6;21,1;9,44;1060;54;9999;21,1;9,44;9962,1;10008,44;1612891;31/05/2025;28/05/2025;9962;55;21861;1612891;041015              
21863;509;30/05/2025;37;48;24;8;37,81;15,56;1060;54;9999;37,81;15,56;9952,15;10014,56;1612891;31/05/2025;28/05/2025;9952;54;21863;1612891;041040              
21918;509;30/05/2025;1;24;24;6;15,48;8,25;1060;54;9999;15,48;8,25;9989,82;10007,25;1612891;31/05/2025;28/05/2025;9990;6;21918;1612891;035855              
21952;794;31/05/2025;13;32;32;8;0,05;0,01;1060;54;9999;0,05;0,01;9954,06;9999,01;1612946;02/06/2025;28/05/2025;9954;13;21952;1612946;267640              
21955;794;31/05/2025;0;;8;8;0,01;0,01;1060;46;0;0,01;0,01;0,01;0,01;1612946;02/06/2025;28/05/2025;0;0;21955;1612946;
21958;794;31/05/2025;23;;12;6;0,05;0;1060;46;9999;0,05;0;9952,06;9999;1612946;02/06/2025;28/05/2025;9952;23;21958;1612946;616462              
22133;794;31/05/2025;328;;162;162;0,83;0,16;1064;54;9999;0,83;0,16;9671,95;9999,16;1612943;02/06/2025;28/05/2025;9672;328;22133;1612943;361059              
22235;509;30/05/2025;7;12;24;12;8,7;3,5;1060;46;9999;8,7;3,5;9988,37;10002,5;1612891;31/05/2025;28/05/2025;9988;12;22235;1612891;649693              
22274;509;30/05/2025;96;48;12;12;55,61;22,56;1060;54;9999;55,61;22,56;9910,61;10021,56;1612891;31/05/2025;28/05/2025;9911;112;22274;1612891;173115              
22276;509;30/05/2025;16;;16;16;7,92;4;1060;54;9999;7,92;4;9991,37;10003;1612891;31/05/2025;28/05/2025;9991;17;22276;1612891;174008              
22348;509;30/05/2025;50;;36;12;16,18;6;1060;46;9999;16,18;6;9965,29;10005;1612891;31/05/2025;28/05/2025;9965;55;22348;1612891;093070              
22379;509;30/05/2025;0;;30;6;17,37;7,11;1060;54;22;17,37;7,11;39,37;29,11;1612891;31/05/2025;28/05/2025;29;0;22379;1612891;062005              
22381;794;31/05/2025;45;;36;6;0,18;0,05;1060;54;9999;0,18;0,05;9954,23;9999,05;1612946;02/06/2025;28/05/2025;9954;45;22381;1612946;842262              
22461;794;31/05/2025;31;;24;12;0,03;0;1060;54;9999;0,03;0;9968,04;9999;1612946;02/06/2025;28/05/2025;9968;31;22461;1612946;361242              
22480;509;30/05/2025;27;12;24;6;13,03;5,78;1060;54;9999;13,03;5,78;9973,03;10004,78;1612891;31/05/2025;28/05/2025;9973;33;22480;1612891;033511              
22482;509;30/05/2025;62;;24;6;17,44;8,56;1060;54;9999;17,45;8,56;9954,78;10007,56;1612891;31/05/2025;28/05/2025;9955;69;22482;1612891;663117              
22485;509;30/05/2025;92;48;12;12;62,9;29,11;1060;54;9999;62,9;29,11;9921,57;10028,11;1612891;31/05/2025;28/05/2025;9922;114;22485;1612891;041208              
22525;794;31/05/2025;9;;3;3;0,03;0,01;1060;46;9999;0,03;0,01;9990,04;9999,01;1612946;02/06/2025;28/05/2025;9990;9;22525;1612946;366518              
22999;794;31/05/2025;53;48;48;24;0,44;0,09;1060;54;9999;0,43;0,09;9898,52;9999,09;1612946;02/06/2025;28/05/2025;9899;53;22999;1612946;845319              
23140;509;29/05/2025;0;;6;6;0;0;1062;46;0;0;0;0;0;1612886;30/05/2025;28/05/2025;0;0;23140;1612886;141221              
23442;509;30/05/2025;0;;15;15;0;0;1060;54;10;0;0;10;10;1612891;31/05/2025;28/05/2025;10;0;23442;1612891;172326              
23447;509;30/05/2025;291;;288;288;52,22;23,11;1060;54;9999;52,22;23,11;9760,22;10022,11;1612891;31/05/2025;28/05/2025;9760;310;23447;1612891;012953              
23460;522;31/05/2025;272;;278;278;1,47;0,31;1064;54;9999;1,47;0,31;9728,82;9999,31;1612897;02/06/2025;28/05/2025;9729;272;23460;1612897;681477              
23501;794;30/05/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1612945;31/05/2025;28/05/2025;0;0;23501;1612945;200735              
23507;794;30/05/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1612945;31/05/2025;28/05/2025;0;0;23507;1612945;
23509;794;31/05/2025;40;;24;12;2,98;0,33;1060;54;9999;2,98;0,33;9961,98;9999,33;1612946;02/06/2025;28/05/2025;9962;41;23509;1612946;200640              
23598;509;30/05/2025;20;132;24;12;13,01;5,33;1060;54;9999;13,01;5,33;9860,23;10004,33;1612891;31/05/2025;28/05/2025;9860;23;23598;1612891;195685              
23643;794;31/05/2025;111;;12;6;0,13;0,02;1060;54;9999;0,13;0,02;9573,16;9999,02;1612946;02/06/2025;28/05/2025;9573;111;23643;1612946;035787              
23660;794;31/05/2025;16;;12;6;0,02;0,01;1060;54;9999;0,03;0,01;9983,03;9999,01;1612946;02/06/2025;28/05/2025;9983;16;23660;1612946;361901              
23765;557;31/05/2025;418;;480;480;2,02;0,64;1080;54;9999;2,02;0,64;9582,54;9999,64;1612906;02/06/2025;28/05/2025;9583;419;23765;1612906;079980              
23807;509;29/05/2025;0;;6;6;0;0;1062;46;0;0;0;0;0;1612886;30/05/2025;28/05/2025;0;0;23807;1612886;J72268              
23847;509;30/05/2025;22;60;30;6;26,47;12,33;1060;54;9999;26,47;12,33;9943,35;10011,33;1612891;31/05/2025;28/05/2025;9943;32;23847;1612891;202256              
23848;509;30/05/2025;27;30;30;6;17,52;8,67;1060;54;9999;17,52;8,67;9959,75;10007,67;1612891;31/05/2025;28/05/2025;9960;33;23848;1612891;202083              
23851;509;30/05/2025;2;42;24;6;13,27;6,44;1060;54;9999;13,27;6,44;9968,38;10005,44;1612891;31/05/2025;28/05/2025;9968;8;23851;1612891;062289              
23853;509;30/05/2025;0;;24;6;0;0;1060;54;17;0;0;17;17;1612891;31/05/2025;28/05/2025;17;0;23853;1612891;062685              
23888;509;31/05/2025;22;;6;6;0,05;0,02;1060;54;9999;0,05;0,01;9977,07;9999,01;1612892;02/06/2025;28/05/2025;9977;22;23888;1612892;887687              
23906;509;29/05/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1612890;30/05/2025;28/05/2025;0;0;23906;1612890;222803              
23937;794;31/05/2025;18;30;30;30;20,72;4,67;1060;54;9999;20,72;4,67;9971,39;10003,67;1612946;02/06/2025;28/05/2025;9971;25;23937;1612946;076411              
23962;794;30/05/2025;0;;12;6;0;0;1060;46;0;0;0;0;0;1612945;31/05/2025;28/05/2025;0;0;23962;1612945;554278              
23982;794;31/05/2025;39;;12;12;0,14;0,04;1060;54;9999;0,14;0,04;9960,2;9999,04;1612946;02/06/2025;28/05/2025;9960;39;23982;1612946;016118              
24095;509;30/05/2025;46;45;45;9;35,31;15,56;1060;54;9999;35,31;15,56;9943,53;10014,56;1612891;31/05/2025;28/05/2025;9944;54;24095;1612891;505558              
24328;509;30/05/2025;61;72;12;6;55,62;21,22;1060;54;9999;55,62;21,22;9921,51;10020,22;1612891;31/05/2025;28/05/2025;9922;84;24328;1612891;201282              
24378;509;30/05/2025;38;64;64;16;23,62;10,17;1060;54;9999;23,62;10,17;9920,12;10009,17;1612891;31/05/2025;28/05/2025;9920;47;24378;1612891;653538              
24413;691;31/05/2025;38;30;12;6;0,63;0,31;1070;54;9999;0,63;0,31;9931,72;9999,31;1612922;04/06/2025;28/05/2025;9932;38;24413;1612922;342119              
24414;691;31/05/2025;43;12;12;6;0,48;0,24;1070;54;9999;0,48;0,23;9944,57;9999,24;1612922;04/06/2025;28/05/2025;9945;43;24414;1612922;453829              
24453;794;31/05/2025;0;;40;20;0;0;1060;54;10;0;0;10;10;1612946;02/06/2025;28/05/2025;10;0;24453;1612946;081395              
24631;794;31/05/2025;73;;20;10;0;0;1060;54;9999;0,01;0;9926,01;9999;1612946;02/06/2025;28/05/2025;9926;73;24631;1612946;674064              
24813;509;30/05/2025;173;120;12;12;127,57;53,56;1060;54;9999;127,57;53,56;9833,19;10052,56;1612891;31/05/2025;28/05/2025;9833;222;24813;1612891;011212              
24958;794;31/05/2025;21;;12;12;12,98;3,89;1060;54;9999;12,98;3,89;9990,76;10002,89;1612946;02/06/2025;28/05/2025;9991;24;24958;1612946;243140              
24987;509;30/05/2025;27;;12;6;9,24;3,67;1060;54;9999;9,24;3,67;9981,58;10002,67;1612891;31/05/2025;28/05/2025;9982;31;24987;1612891;J83835              
25346;509;30/05/2025;30;;36;12;7,5;4,67;1060;46;9999;7,5;4,67;9976,17;10003,67;1612891;31/05/2025;28/05/2025;9976;32;25346;1612891;094017              
25347;509;30/05/2025;30;12;36;12;17,92;7;1060;54;9999;17,92;7;9974,48;10006;1612891;31/05/2025;28/05/2025;9974;37;25347;1612891;094018              
25372;794;31/05/2025;113;;80;16;0,25;0,07;1060;46;9999;0,25;0,07;9886,3;9999,07;1612946;02/06/2025;28/05/2025;9886;113;25372;1612946;133992              
25499;509;30/05/2025;231;;18;18;41,99;20;1060;54;9999;41,99;20;9809,55;10019;1612891;31/05/2025;28/05/2025;9810;245;25499;1612891;606545              
25510;794;31/05/2025;18;;36;12;9,06;3,22;1060;46;9999;9,06;3,22;9989,83;10002,22;1612946;02/06/2025;28/05/2025;9990;20;25510;1612946;246162              
25531;509;30/05/2025;0;;12;12;0;0;1060;54;11;0;0;11;11;1612891;31/05/2025;28/05/2025;11;0;25531;1612891;366540              
25532;509;30/05/2025;55;42;14;14;41;18,11;1060;54;9999;41;18,11;9942,89;10017,11;1612891;31/05/2025;28/05/2025;9943;72;25532;1612891;365197              
25646;509;29/05/2025;23;;24;12;0;0;1060;46;0;0;0;-23;0;1612890;30/05/2025;28/05/2025;0;23;25646;1612890;K69932              
25657;522;31/05/2025;71;;4;4;0,13;0,03;1060;54;9999;0,13;0,03;9928,15;9999,03;1612900;02/06/2025;28/05/2025;9928;71;25657;1612900;323418              
25815;691;31/05/2025;38;12;12;4;0,24;0,06;1070;46;9999;0,23;0,06;9949,28;9999,06;1612922;02/06/2025;28/05/2025;9949;38;25815;1612922;709267              
25924;691;30/05/2025;0;;12;12;0;0;1071;46;0;0;0;0;0;1612921;31/05/2025;28/05/2025;0;0;25924;1612921;
25963;691;31/05/2025;40;;40;40;0,1;0,01;1070;54;9999;0,1;0,01;9959,14;9999,01;1612922;02/06/2025;28/05/2025;9959;40;25963;1612922;299862              
26075;691;31/05/2025;0;;24;12;0,02;0,02;1070;54;15;0,02;0,02;15,02;15,02;1612922;05/06/2025;28/05/2025;15;0;26075;1612922;448114              
26076;691;31/05/2025;0;;24;12;0,38;0,2;1070;54;25;0,38;0,2;25,38;25,2;1612922;05/06/2025;28/05/2025;25;0;26076;1612922;448206              
26083;691;30/05/2025;0;;12;6;0,02;0,02;1070;46;0;0,02;0,02;0,02;0,02;1612921;31/05/2025;28/05/2025;0;0;26083;1612921;739044              
26135;691;31/05/2025;37;;50;10;0,24;0,07;1070;54;9999;0,23;0,07;9962,26;9999,07;1612922;02/06/2025;28/05/2025;9962;37;26135;1612922;153566              
26136;691;31/05/2025;38;;50;10;0,17;0,05;1070;54;9999;0,17;0,05;9961,2;9999,05;1612922;02/06/2025;28/05/2025;9961;38;26136;1612922;140336              
26153;691;31/05/2025;0;;48;12;0,49;0,31;1070;54;32;0,49;0,31;32,49;32,31;1612922;04/06/2025;28/05/2025;32;0;26153;1612922;442166              
26165;691;02/06/2025;27;;16;16;0,15;0,05;1070;46;9999;0,15;0,05;9972,17;9999,05;1612919;04/06/2025;28/05/2025;9972;27;26165;1612919;144115              
26176;691;31/05/2025;105;;24;12;0,37;0,17;1070;54;44;0,37;0,17;-60,58;44,17;1612922;04/06/2025;28/05/2025;0;105;26176;1612922;136357              
26177;691;31/05/2025;67;48;24;24;1,03;0,55;1070;54;9999;1,03;0,55;9885,23;9999,55;1612922;04/06/2025;28/05/2025;9885;67;26177;1612922;472074              
26200;691;31/05/2025;84;72;36;36;0,94;0,26;1070;54;9999;0,94;0,26;9844,19;9999,26;1612922;02/06/2025;28/05/2025;9844;84;26200;1612922;179303              
26203;691;31/05/2025;278;216;36;36;2,53;0,84;1070;54;9999;2,53;0,84;9507,19;9999,84;1612922;02/06/2025;28/05/2025;9507;279;26203;1612922;181415              
26808;557;31/05/2025;27;;30;10;0,04;0,02;1080;54;9999;0,04;0,02;9972,05;9999,02;1612906;02/06/2025;28/05/2025;9972;27;26808;1612906;130842              
27627;794;31/05/2025;0;;24;24;0;0;1060;54;0;0;0;0;0;1612946;02/06/2025;28/05/2025;0;0;27627;1612946;
27951;691;31/05/2025;26;20;20;20;0,25;0,08;1070;54;9999;0,25;0,08;9953,31;9999,08;1612922;02/06/2025;28/05/2025;9953;26;27951;1612922;428539              
27952;691;31/05/2025;0;;20;20;0;0;1070;54;21;0;0;21;21;1612922;02/06/2025;28/05/2025;21;0;27952;1612922;428106              
27976;509;31/05/2025;39;84;12;6;0,45;0,11;1060;54;9999;0,45;0,11;9876,53;9999,11;1612892;02/06/2025;28/05/2025;9877;39;27976;1612892;545406              
27998;509;31/05/2025;29;;12;6;0,03;0,01;1060;54;9999;0,03;0,01;9970,03;9999,01;1612892;02/06/2025;28/05/2025;9970;29;27998;1612892;033962              
28011;509;30/05/2025;0;;12;12;25,1;13,11;1060;54;9999;25,1;13,11;10024,1;10012,11;1612891;31/05/2025;28/05/2025;10012;0;28011;1612891;011214              
28033;509;30/05/2025;58;30;30;10;32,72;12,11;1060;54;9999;32,72;12,11;9944,06;10011,11;1612891;31/05/2025;28/05/2025;9944;72;28033;1612891;028610              
28097;509;29/05/2025;0;;20;20;0;0;1060;46;0;0;0;0;0;1612890;30/05/2025;28/05/2025;0;0;28097;1612890;014026              
28101;794;31/05/2025;0;;48;16;0;0;1060;46;10;0;0;10;10;1612946;02/06/2025;28/05/2025;10;0;28101;1612946;232283              
28107;509;30/05/2025;0;;8;8;0;0;1060;54;15;0;0;15;15;1612891;31/05/2025;28/05/2025;15;0;28107;1612891;013464              
28115;509;30/05/2025;223;;48;16;45,22;25,67;1060;54;9999;45,22;25,67;9821,33;10024,67;1612891;31/05/2025;28/05/2025;9821;235;28115;1612891;028681              
28157;509;30/05/2025;81;48;24;12;53,47;23,89;1060;54;9999;53,47;23,89;9923,47;10022,89;1612891;31/05/2025;28/05/2025;9923;104;28157;1612891;111516              
28158;509;30/05/2025;0;;24;12;19,8;1;1060;54;57;19,8;1;76,8;58;1612891;31/05/2025;28/05/2025;58;0;28158;1612891;111506              
28160;509;30/05/2025;64;48;12;12;48,07;21,67;1060;54;9999;48,07;21,67;9935,29;10020,67;1612891;31/05/2025;28/05/2025;9935;80;28160;1612891;071237              
28213;509;30/05/2025;30;;90;18;11,3;5,67;1060;54;9999;11,3;5,67;9980,52;10004,67;1612891;31/05/2025;28/05/2025;9981;33;28213;1612891;319602              
28406;794;30/05/2025;0;;6;6;0;0;1060;46;0;0;0;0;0;1612945;31/05/2025;28/05/2025;0;0;28406;1612945;098559              
