CODE_FOURNISSEUR;NO_COMMANDE_FOURNISSEUR;CODE_RAYON;CLASSE_STOCKAGE;SITUATION_COMMANDE;DATE_COMMANDE;DATE_LIVRAISON;CDBASE;EAN;LIBELLÉ_ARTICLE;QUANTITE_CONFIRMEE;STOCK_MARCHAND;STOCK;RAL
557;1611953;13;1080;3;26/05/2025;28/05/2025;5867705;3599741001898;400G 4 FILET CABILLAU FIND MSC;6;24;20;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;5902008;5905279248069;212G GYOZA POULET AJINOMOTO;40;38;0;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;5947686;3560071013493;500G CREV CUI DEC C300/500SIMP;10;31;14;10
557;1611953;13;1080;3;26/05/2025;28/05/2025;5988230;3560071013899;8X75G FLT COLIN PANE TOMAT CRF;7;53;41;7
557;1611953;13;1080;3;26/05/2025;28/05/2025;5994243;3599741002871;450G CROUSTIBAT PTI TRESOR MSC;24;102;63;18
557;1611953;13;1080;3;26/05/2025;28/05/2025;6002222;3560071075361;750G PURE PATAT DOUC CRFCL AOB;12;27;18;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6464232;3451790011245;250G BEURRE DOUX 41;24;136;68;48
691;1611962;;1070;3;26/05/2025;28/05/2025;26177;3155250001554;20CL CF EP LEG 15  BRIDELICE;24;112;95;0
691;1611962;;1070;3;26/05/2025;28/05/2025;107767;3266360548232;300G SAC DE PIERRE MI CHEVRE;16;33;19;0
691;1611962;;1070;3;26/05/2025;28/05/2025;843388;3270190020998;20CL CREME FRAICHE EPAI CRF CL;60;323;268;0
691;1611962;;1070;3;26/05/2025;28/05/2025;843422;3270190025696;180G BTE FROM CHEVR 45  CRF CL;36;150;118;0
691;1611962;;1070;3;26/05/2025;28/05/2025;843488;3270190025276;280G 8T SAUMON FUM ECO CRF EXT;8;16;10;0
691;1611962;;1070;3;26/05/2025;28/05/2025;1099821;3270190025542;BBE 250G CREM S/P 20  CRF CLA;144;245;105;0
691;1611962;;1070;3;26/05/2025;28/05/2025;2274440;3245411891800;100G EMINC SAUM FUM 5BAI CRF S;50;88;41;0
691;1611962;;1070;3;26/05/2025;28/05/2025;3628488;3245414510128;100G CHEVRE A DORER X4 CRF CLA;36;218;186;0
691;1611962;;1070;3;26/05/2025;28/05/2025;3717543;3560070338832;150G GORGONZOLA AOP CRF EXT;16;180;167;0
691;1611962;;1070;3;26/05/2025;28/05/2025;3962436;3560070431519;2X25CL BT CR UHT 12 MG CRF CLA;12;76;68;0
691;1611962;;1070;3;26/05/2025;28/05/2025;4237051;3560070514786;200G GRANA PADANO AOP CRF EXT;105;226;126;0
691;1611962;;1071;3;26/05/2025;28/05/2025;4757498;3245415313155;SKINP 2X125G STK HACHE BIO 5;24;62;11;28
691;1611962;;1071;3;26/05/2025;28/05/2025;4775985;3245415327398;2X125G ST  HACHE 15  CRF BIO;36;123;48;42
691;1611962;;1071;3;26/05/2025;28/05/2025;4776053;3245415327299;350G HACHE VRAC 5  CRF BIO;36;147;42;72
691;1611962;;1071;3;26/05/2025;28/05/2025;4776063;3245415327282;2X125G STEACK HACHE 5  CRF BIO;48;140;17;78
691;1611962;;1071;3;26/05/2025;28/05/2025;4856351;3245415349024;500G CHAIR CRF;36;139;73;32
691;1611962;;1071;3;26/05/2025;28/05/2025;4856353;3245415349017;500G FARCE CRF;76;265;111;80
691;1611962;;1071;3;26/05/2025;28/05/2025;4856359;3245415348812;330G CHIPOLATA X6 CRF;186;705;301;222
691;1611962;;1071;3;26/05/2025;28/05/2025;4856361;3245415348799;660G MERGUEZ X12 CRF;20;65;10;36
691;1611962;;1071;3;26/05/2025;28/05/2025;4856492;3245415348911;660G CHIPOX6 MERGX6 CRF;24;40;9;8
691;1611962;;1071;3;26/05/2025;28/05/2025;4856582;3245415348782;330G MERGUEZ X6 CRF;72;148;13;66
691;1611962;;1071;3;26/05/2025;28/05/2025;4856695;3245415348850;330G CHIPOLATA HERBES X6 CRF;66;195;54;78
691;1611962;;1071;3;26/05/2025;28/05/2025;4856715;3245415348874;660G CHIPOX4 MERGX4 HERBX4 CRF;4;39;4;32
691;1611962;;1070;3;26/05/2025;28/05/2025;8003065;3248830002666;WW   PCI   SPN POULET BASQUAIS;8;27;20;0
691;1611962;;1070;3;26/05/2025;28/05/2025;8003762;3302740100796;120G TR HARICOTS ROUGES X4;8;62;47;8
691;1611962;;1070;3;26/05/2025;28/05/2025;8030856;3266980038915;200G CROQ VEGETAL FROMAGE X 2;8;30;19;4
691;1611962;;1070;3;26/05/2025;28/05/2025;4492544;3292070005161;175G HOUMOUS SESAME/POIS CHICH;60;181;34;90
691;1611962;;1070;3;26/05/2025;28/05/2025;4492546;3292070005178;175G TARAMA ATELIER DE BLINI;30;60;2;30
691;1611962;;1070;3;26/05/2025;28/05/2025;4492547;3292070005147;175G TZATZIKI YT GREC/MENT ADB;30;72;20;24
691;1611962;;1070;3;26/05/2025;28/05/2025;5336536;3292070006571;175G HOUMOUS EXT  CIT CONF ADB;30;80;52;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5339050;3292070006564;175G GUACAMOLE;24;60;14;24
691;1611962;;1070;3;26/05/2025;28/05/2025;6983025;3292070009961;140G RCTTE FOUETTEE FROM FRAIS;30;113;49;36
691;1611962;;1070;3;26/05/2025;28/05/2025;6158364;3228021170053;180G BUCHE DE CHEVRE PRESIDENT;48;324;282;0
691;1611962;;1070;3;26/05/2025;28/05/2025;2420272;3437331009889;240G CAMEMBERT 8P COEUR LION;12;25;16;0
691;1611962;;1070;3;26/05/2025;28/05/2025;4742514;8410131031552;80G CROUTON AIL FROMAGE;24;81;24;36
691;1611962;;1070;3;26/05/2025;28/05/2025;5751534;3123930711703;160G EMMENTAL RAPE ENTREMONT;30;177;156;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5854020;3560071010522;180G HOUMOUS EXTRA CARREFOUR;30;287;260;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5854035;3560071010577;180G GUACAMOLE CRF EXTRA;30;212;118;66
691;1611962;;1070;3;26/05/2025;28/05/2025;6146883;5410188032161;1L SALMOREJO ALVALLE;18;83;67;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6273761;3560071099251;400G BATONNETS SURIMI SIMPL;24;81;59;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6307418;3123930771059;130G COMTE RAPE ENTREMONT;50;168;122;0
691;1611962;;1071;3;26/05/2025;28/05/2025;6575266;3560071178345;350G EMMENTAL RAPE CRF CLASSIC;700;2373;1688;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6602453;3449865294020;COCH SAUCISSON VPF 30T 93G;32;106;31;48
691;1611962;;1070;3;26/05/2025;28/05/2025;6680945;3168930156376;90CL ORANGE SANS PULPE;12;37;27;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6680950;3168930156680;90CL MULTIFRUITS TROPICANA;18;49;33;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6680960;3168930156987;90CL SANGUINELLO TROPICANA;12;46;36;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6680965;3168930156925;90CL REVEIL TROPIQUE TROPICANA;18;74;58;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7269785;3560071407681;375G MUESLI CR FR RG CRF BIO;12;28;25;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7269862;7394376616709;1L OATLY BOISSON AVOINE BARIST;12;110;82;18
509;1611944;;1060;3;26/05/2025;27/05/2025;7274472;3560071262297;5L VINAIGRE BLC 10  CRF CLASS;4;108;146;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7277029;3560071408053;170G  CRABE 100  CHAIR CRF CLA;48;50;12;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7278703;3560071270322;330G CONF EMOT ABRIC CRF SENS;24;47;37;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7285370;3608580065340;360G PATE NOISETTE CACAO B M;30;91;87;30
509;1611944;;1060;3;26/05/2025;27/05/2025;7286114;3021762408016;12X90G PP RDM SSA TROPIQUES;24;22;0;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7292257;3560071435882;710G DESSERT POMM BAN CRF CLAS;12;31;29;12
509;1611944;;1060;3;26/05/2025;27/05/2025;7295028;3533631186289;6X25CL CROISS CHOCO CANDIA BB;8;16;5;8
509;1611944;;1060;3;26/05/2025;27/05/2025;7298943;3533631165000;6X1L CROISS 3 CANDIA BB 12 24M;5;10;9;3
509;1611944;;1060;3;26/05/2025;27/05/2025;7298954;3533631200008;6X1L JUNIOR 4 CANDIA BB 20 36M;8;29;21;7
509;1611944;;1060;3;26/05/2025;27/05/2025;7301906;3560071415419;190G TOMATES SECHEES CRF BIO;48;255;210;48
509;1611944;;1060;3;26/05/2025;27/05/2025;7826219;5410673008039;1KG VRAC RIZ COMPL 12MIN BEN'S;12;18;13;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7826320;8004030950054;1/5 THON ENTIER FLT HO EXTRA;24;40;27;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7827211;8445290976406;1 5KG CROQ CHAT ADULT BF FRISK;6;13;13;6
509;1611944;;1060;3;26/05/2025;27/05/2025;7828631;3533631285005;18X25CL MEGA PACK CROISS BB 3;10;30;24;10
509;1611944;;1060;3;26/05/2025;27/05/2025;7829341;4062300456518;800G COMBIOTIC 2 FLM HIPP;12;16;10;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7829367;4062300456563;800G COMBIOTIC 3 FLM HIPP;12;30;15;12
509;1611944;;1060;3;26/05/2025;27/05/2025;7834698;3560071493028;1KG RIZ PARFUM CRFR EXTRA;10;34;38;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7843387;8076809579100;500G RISONI;32;93;70;32
509;1611944;;1060;3;26/05/2025;27/05/2025;7843856;3428273230059;50CL BP LINDAHLS PRO CHOCOLAT;6;21;17;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7844276;8711000563977;L'OR ABS GRAIN INT 10 1KG;24;19;0;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7844277;8711000570005;1 KG L'OR ABS GRAIN INT 13;24;19;0;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7845398;8720181526008;OMO 1L7 OUI POUR TAHITI 42D;15;24;11;0
522;1611948;;1064;3;26/05/2025;28/05/2025;13648;3256630031151;EAU DEMINERALISEE 5L;108;472;285;108
522;1611948;;1061;3;26/05/2025;28/05/2025;57722;3192200002117;BLE 75CL CHAMPOMY L'ORIGINAL;180;212;77;0
522;1611948;;1064;3;26/05/2025;28/05/2025;136011;4008429694608;10L HYGIENE PLUS CATSAN;80;363;468;80
522;1611948;;1061;3;26/05/2025;28/05/2025;391264;4008429022128;5L AGGLOMERANTE PLUS CATSAN;162;173;105;0
522;1611948;;1064;3;26/05/2025;28/05/2025;816304;3068320080000;PET 1L EAU MINERALE EVIAN;840;2355;1734;0
522;1611948;;1064;3;26/05/2025;28/05/2025;960314;3254380008430;PET 1 5L EAU PETILL CRISTALINE;504;4589;3222;1008
522;1611948;;1064;3;26/05/2025;28/05/2025;1845429;3760023241039;BLE 75CL BIER BLD SPEC MT BLC;105;226;148;0
522;1611948;;1064;3;26/05/2025;28/05/2025;2526344;3245412373039;BRK 2L PUR JUS ORANGE CRF EXTR;384;1290;1008;0
522;1611948;;1064;3;26/05/2025;28/05/2025;3226263;3560070215713;BRK 2L PJ MULTIFRUITS CRF;384;594;307;0
522;1611948;;1064;3;26/05/2025;28/05/2025;3477650;3560070275267;1L PET PUR JUS POMME CRF EXTRA;640;1211;95;640
522;1611948;;1064;3;26/05/2025;28/05/2025;3867906;3257971309114;PET 1L EAU MINER MONT ROUCOUS;3060;5966;3186;0
522;1611948;;1064;3;26/05/2025;28/05/2025;4042746;3254381204312;12X50CL CRISTALINE;288;1249;715;288
522;1611950;;1060;3;26/05/2025;28/05/2025;6525137;5410228242000;6X25 CL LEFFE AMBREE;12;36;17;8
522;1611950;;1060;3;26/05/2025;28/05/2025;6540283;5410228244028;12X25CL LEFFE TRIPLE 8 5 V;7;31;18;7
522;1611950;;1060;3;26/05/2025;28/05/2025;6541238;3560071184483;BRK 1 EAU COCO CRF BIO;20;72;45;10
522;1611950;;1060;3;26/05/2025;28/05/2025;6541267;9002515601018;PET 75CL PAGO ACE;126;642;376;144
522;1611950;;1060;3;26/05/2025;28/05/2025;6544267;3057640508813;PET BIO 75CL VOLVIC LITCHI PAS;24;137;104;12
522;1611950;;1060;3;26/05/2025;28/05/2025;6647038;3560071187590;BTE 50CL KOENIGSBIER 4;48;380;339;528
522;1611950;;1060;3;26/05/2025;28/05/2025;6653992;3760060015624;TRANQ AU TOFU 4L;16;13;0;0
522;1611950;;1060;3;26/05/2025;28/05/2025;6657853;3560071190149;BOC 1L PJ POMME FR CRF BIO;12;165;72;84
522;1611950;;1060;3;26/05/2025;28/05/2025;6661033;3123349014495;1L ORANGE BIO SS PULPE JOKER;12;84;50;24
522;1611950;;1060;3;26/05/2025;28/05/2025;6670402;3560071193034;BLE 6X33CL BIERE S/A CITRON YO;4;19;16;0
522;1611950;;1060;3;26/05/2025;28/05/2025;6697055;5014379007282;6X25 CL BUD;32;31;0;0
522;1611950;;1060;3;26/05/2025;28/05/2025;6702931;5449000267436;PET 1 25L COCA COLA CHERRY;234;481;307;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3718887;3560070327638;4X120G FLT SAUM PACIF MSC CRF;120;279;104;60
557;1611953;13;1080;3;26/05/2025;28/05/2025;3721804;3560070321599;1KG FEVE FINE SURG CRF CLA;20;47;30;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3736286;3560070348503;3X300G PIZZA MARGHERITA SIMPL;4;27;24;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3740866;3560070345397;420GPIZZA FDB CHORIZO CRF ORIG;16;53;23;16
557;1611953;13;1080;3;26/05/2025;28/05/2025;3742589;5400101213678;1KG BROCOLI MIX SURG CRF CLA;10;45;38;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3784149;3560070364534;10X100G STK H OIG SURG CRF CL;16;47;1;32
557;1611953;13;1080;3;26/05/2025;28/05/2025;3827612;3560070360994;800G CREV ENT CRU SAUV 8/12CRF;10;11;4;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3829860;3560070374397;4X100G PANIERS 2 SAUMON CRF EX;20;36;19;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3837667;3560070379057;300G PALET PETIT LEG  CRFSEN;48;129;60;24
557;1611953;13;1080;3;26/05/2025;28/05/2025;3842796;3248833088681;900G POELEE PAYSANNE MARIE;8;20;14;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;3847423;3248833087998;900G ESC VOLAILL MARIE CHAMP;8;23;9;8
557;1611953;13;1080;3;26/05/2025;28/05/2025;3847445;3560070357000;600G POELEE CHAMPETRE BIO CRF;10;42;25;10
557;1611953;13;1080;3;26/05/2025;28/05/2025;6037319;3599741003359;364G BAT COLIN F CHIP FIND MSC;36;138;82;24
557;1611953;13;1080;3;26/05/2025;28/05/2025;6037322;3599741003311;448G 16 BATONNE COLIN FIND MSC;36;157;89;36
557;1611953;13;1080;3;26/05/2025;28/05/2025;6040778;3560071075330;600G JULIENNE BIO SACHET CRF;10;63;46;10
557;1611953;13;1080;3;26/05/2025;28/05/2025;6084309;3560070444373;1KG HAR VERT TRES FIN SIMPL;30;119;43;50
557;1611953;13;1080;3;26/05/2025;28/05/2025;6113317;3560070484508;600G WOK MIX BIO CRF;20;65;28;20
557;1611953;13;1080;3;26/05/2025;28/05/2025;6144752;3512690004062;400G FINGER ISLA DELICE;20;40;23;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;6151888;3083681070354;750G HARICOTS VERTS HARICOTS;10;40;23;10
557;1611953;13;1080;3;26/05/2025;28/05/2025;6167251;3399852000014;1KG GLACON APERITIF;30;62;5;30
557;1611953;13;1080;3;26/05/2025;28/05/2025;6274200;3560071083120;600G JARDINIERE LEGUME CRF BIO;20;49;32;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;6278074;3560071083106;600G DUO DE FLEURETTES CRF BIO;10;107;71;30
557;1611953;13;1080;3;26/05/2025;28/05/2025;6287872;8710438108002;650G COTE RESTO MCCAIN;40;92;55;0
557;1611953;13;1080;3;26/05/2025;28/05/2025;6288524;8710438107975;650G COTE COMPTOIR MCCAIN;10;75;58;10
691;1611962;;1070;3;26/05/2025;28/05/2025;4257682;3560070506316;3X20CLCREME UHT BIO 30 CRF BIO;64;172;111;0
691;1611962;;1070;3;26/05/2025;28/05/2025;4257694;3560070506378;50CL SAUCE BECHAMEL CRF CLASSI;24;291;271;0
691;1611962;;1070;3;26/05/2025;28/05/2025;4469381;3523230022613;6X25G MINI BUCHES SOIGNON;32;71;41;0
691;1611962;;1070;3;26/05/2025;28/05/2025;4483409;3560070572922;40CL FLEURETTE 30  MG CRF CLA;132;403;276;0
691;1611962;;1070;3;26/05/2025;28/05/2025;4750929;3523230023139;400G BUCHE DE CHEVRE SOIGNON;70;168;102;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5128864;3523230028431;200G BUCHE DE CHEVRE SOIGNON;90;540;458;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5232341;3560070891917;2X80G ST MARCELLIN IGP CRF;48;110;66;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5232342;3560070891948;180G SAINT FELICIEN CRF;120;280;164;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5506256;3523230030755;500G MOUL SDM NOIRMOUT GD FER;20;103;89;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5506854;3523230030793;250G MOUL SDM NOIRMOUT GD FER;120;341;233;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5522014;3523230029681;300G BUCHE DE CHEVRE SOIGNON;48;157;113;0
691;1611962;;1070;3;26/05/2025;28/05/2025;5621532;3560070977130;100G EMINC SF SES/PAVOT CRF S;55;106;53;0
691;1611962;;1071;3;26/05/2025;28/05/2025;4999556;3245415407359;350G TOULOUSE BRASSE RDF;6;39;11;24
691;1611962;;1071;3;26/05/2025;28/05/2025;4999557;3245415407311;4X100G TOULOUSE RDF;66;188;54;72
691;1611962;;1071;3;26/05/2025;28/05/2025;5377919;3181238931377;120GX2 VBF TENDRE DE BOEUF;12;56;29;16
691;1611962;;1071;3;26/05/2025;28/05/2025;5380526;3245415525732;200G FAUX FILET X1 RAV RDF;4;9;6;0
691;1611962;;1071;3;26/05/2025;28/05/2025;5468711;3245415552554;300G CHIPOLATA SUP X4 FQC;18;52;30;6
691;1611962;;1071;3;26/05/2025;28/05/2025;5674992;3245415599788;1KG MINI POTEE CRF;8;7;0;0
691;1611962;;1071;3;26/05/2025;28/05/2025;5711668;3039050335487;240G 2 PAVES BF RUMSTEAK NAT;36;70;19;16
691;1611962;;1071;3;26/05/2025;28/05/2025;5973753;3039050337474;2X125G BURGER DU CHEF 15;36;110;40;36
691;1611962;;1071;3;26/05/2025;28/05/2025;6082051;3245415692229;SAUCISSE BRASSE BIO CARREFOUR;4;52;29;20
691;1611962;;1071;3;26/05/2025;28/05/2025;6130674;3245415698665;350G CHAIR A SAUCISSE CRF BIO;12;29;7;12
691;1611962;;1071;3;26/05/2025;28/05/2025;6130726;3245415698672;300G 6XCHIPOLATA BIO CARREFOUR;12;52;24;18
691;1611962;;1071;3;26/05/2025;28/05/2025;6247370;3245415728829;500G CHAIR CHEV ANGE FQC;12;48;20;18
691;1611962;;1070;3;26/05/2025;28/05/2025;5945942;7613035694958;160G CARRE GRD TOMAT  MOZZA GG;20;77;34;24
691;1611962;;1070;3;26/05/2025;28/05/2025;6242734;7613036021265;200G NUGGETS SOJA   BLE G GOUR;16;40;9;16
691;1611962;;1070;3;26/05/2025;28/05/2025;8006030;8445291659445;207G LA PANEE SOJA   BLE G G;16;92;65;12
691;1611962;;1070;3;26/05/2025;28/05/2025;108982;3280220601004;250G CHOUX RGE RAPE FLORETTE;65;231;94;75
691;1611962;;1070;3;26/05/2025;28/05/2025;108986;3280220821006;200G COEUR DE LAITUE FLORETTE;32;106;45;32
691;1611962;;1070;3;26/05/2025;28/05/2025;109002;3280220892006;125G SACHET MACHE FLORETTE;24;87;42;24
691;1611962;;1070;3;26/05/2025;28/05/2025;138714;3280220923007;11G MENTHE FLORETTE;30;79;21;30
691;1611962;;1070;3;26/05/2025;28/05/2025;138725;3280220920006;11G CIBOULETTE FLORETTE;12;48;27;12
691;1611962;;1070;3;26/05/2025;28/05/2025;152147;3280225021227;200G MAXI MACHE FLORETTE;32;138;61;48
691;1611962;;1070;3;26/05/2025;28/05/2025;177840;3280220201006;250G CAROTTES RAPEES FLORETTE;50;140;43;50
691;1611962;;1071;3;26/05/2025;28/05/2025;922102;3266980111588;900G CUISSE POULET BLC LR LOUE;32;60;13;16
691;1611962;;1071;3;26/05/2025;28/05/2025;1027956;3266980123994;720G FILET POULET BLANC LG;232;602;138;236
691;1611962;;1070;3;26/05/2025;28/05/2025;6696845;8000500309469;X5 KINDER CHOCOFRESH;30;114;88;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6841155;3560071239626;180G HOUMOUS CARREFOUR BIO;30;81;17;36
691;1611962;;1070;3;26/05/2025;28/05/2025;6971412;3560071252052;225G CHORIZO FORT CRF EXTRA;45;178;138;0
691;1611962;;1070;3;26/05/2025;28/05/2025;6971462;3560071252038;225G CHORIZO DOUX CRF EXTRA;225;721;264;240
691;1611962;;1070;3;26/05/2025;28/05/2025;7075292;3560071263546;4X150 YAG GRC STRACCIA CRF EXT;20;211;193;0
691;1611962;;1070;3;26/05/2025;28/05/2025;7292738;3560071435394;200G SAUMON ATL FUME DECONG SI;160;379;106;120
691;1611962;;1070;3;26/05/2025;28/05/2025;7372125;3560071416836;4X125G YAG NATURE CRF BIO;20;183;121;44
691;1611962;;1070;3;26/05/2025;28/05/2025;7389087;3560071448714;500G EMMENTAL RAPE SIMPL;40;117;42;40
691;1611962;;1070;3;26/05/2025;28/05/2025;7495489;3560071475604;400G 24 BAT SURIMI MSC CRF CLA;21;53;20;14
691;1611962;;1070;3;26/05/2025;28/05/2025;7991921;3302740101113;360G  BAT SURIMI MOELLEUX X24;14;20;1;7
691;1611962;;1070;3;26/05/2025;28/05/2025;8016314;3449865408717;130G COCH CROCSEC NOIS VPF;10;7;0;0
691;1611962;;1070;3;26/05/2025;28/05/2025;8029546;3302740101090;180G 12 BAT SURIMI MOEL FM;18;42;9;18
509;1611944;;1060;3;26/05/2025;27/05/2025;7315669;3560071253462;90G CROUTONS  NATURE CRF CLASS;80;220;199;80
509;1611944;;1060;3;26/05/2025;27/05/2025;7330847;3533630903801;1L CANDIA JEUNES AGRIC 1/2 ECR;12;71;49;12
509;1611944;;1060;3;26/05/2025;27/05/2025;7331728;3038359011467;650G SCE PROVENCAL NATURE PZ;12;88;87;24
509;1611944;;1060;3;26/05/2025;27/05/2025;7332358;3560071448561;X50 CAPS CAFE 100  ARAB CRF CL;24;48;51;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7372425;3560071425036;50CL BT LAIT SANS LACTOSE CRF;42;234;159;36
509;1611944;;1060;3;26/05/2025;27/05/2025;7374808;3560071016074;500G CORN FLAKES CRF;8;37;41;8
509;1611944;;1060;3;26/05/2025;27/05/2025;7377836;8076809580427;90G SCE PESTO GENOVESE BARILLA;40;94;54;40
509;1611944;;1060;3;26/05/2025;27/05/2025;7380075;3560071426613;500ML LIQ VAISS CITR SIMPL;24;67;22;24
509;1611944;;1060;3;26/05/2025;27/05/2025;7381241;5053827199568;410G TRESOR CHOCOLAT NOISETTES;30;52;39;10
509;1611944;;1060;3;26/05/2025;27/05/2025;7382115;3560071418120;500ML LIQ VSL 0  CRF ESSENT;24;65;44;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7384102;7613287335012;24X85G TENDRES EFFIL GELEE MIX;4;12;8;4
509;1611944;;1060;3;26/05/2025;27/05/2025;7384107;7613287328380;12X85G TENDRES EFFIL CAMPAGNE;12;33;16;12
509;1611944;;1060;3;26/05/2025;27/05/2025;7845410;8720181515958;1L5 SKIP EFFICACITE EXPRES X37;8;15;8;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7845528;8720181516009;X54 2L2 EFFICACITE EXPRES SKIP;4;16;9;4
509;1611944;;1060;3;26/05/2025;27/05/2025;7845637;8720181510243;X29 CAPS 3EN1 TAHITI SE OMO;21;20;0;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7845913;8711000712559;52G X10CAPS L OR NOISETTE;30;35;22;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7846066;8700216294478;19D BEADS ENVOLEE D'AIR LENOR;24;78;56;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7847000;8445291051317;415G PTIT CEREAL COMP CHOC 12M;24;53;50;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7849416;8445290950123;3KG CHAT ADULTE PLT FRISKIES;12;28;26;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7849880;3560071532154;X20 LESS TRIODOZ ROSE CRF ESS;16;36;22;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7852354;5063270105481;LIPTON THE NOIR FRUITS RGE 20P;60;81;39;0
509;1611944;;1060;3;26/05/2025;27/05/2025;7853143;3178041363976;MIR LESSIVE BLACK 27 LAVAGES;16;53;31;8
509;1611944;;1060;3;26/05/2025;27/05/2025;7853145;3178041363983;MIR LESSIVE LAINE 27 LAVAGES;8;40;18;16
509;1611944;;1060;3;26/05/2025;27/05/2025;7853159;3178041363952;MIR LESSIVE COULEUR 27 LAVAGES;8;32;10;16
522;1611948;;1064;3;26/05/2025;28/05/2025;4112017;3254381025887;PET 1L EAU CRISTALINE;756;4745;3444;756
522;1611948;;1064;3;26/05/2025;28/05/2025;4333829;3560070559084;PET 1 5L LIMONADE CRF CLASSIC;480;930;571;0
522;1611948;;1064;3;26/05/2025;28/05/2025;4968386;3560070816750;7 2KG LITIERE MINERALE SIMPL;132;235;273;0
522;1611948;;1061;3;26/05/2025;28/05/2025;5707683;3560070827893;4 2KG LITIE VEGETALE CHAT CRF;18;97;97;35
522;1611948;;1061;3;26/05/2025;28/05/2025;5785748;5410228223764;BLE 6X25CL HOEGAARDEN 4 9  BLC;12;64;1;52
522;1611948;;1064;3;26/05/2025;28/05/2025;6044656;7613035833272;PET 1L PERRIER;840;2785;2166;0
522;1611948;;1064;3;26/05/2025;28/05/2025;6044664;7613035833302;PET 1L PERRIER F BULLES NEW2;66;662;276;324
522;1611948;;1061;3;26/05/2025;28/05/2025;6385972;8712000051174;FUT 5L PELFORTH 5 80;20;70;23;28
522;1611948;;1061;3;26/05/2025;28/05/2025;6447852;3261570006121;PACK 12X25CL LA GOUDALE 7 2 V;66;143;94;0
522;1611948;;1061;3;26/05/2025;28/05/2025;6469440;3119780267378;12X25CL PELFORTH BLD PK 5 8 V;6;17;0;12
522;1611948;;1064;3;26/05/2025;28/05/2025;6475335;3057640257773;PET 1 5L VOLVIC;2160;3750;348;1440
522;1611948;;1064;3;26/05/2025;28/05/2025;6545729;5000112611861;PET 1 75L  COCA;366;1258;988;0
522;1611950;;1060;3;26/05/2025;28/05/2025;6725791;3119780272747;BLE 6X25CL AFFLIGEM 00 SS ALCO;24;32;9;0
522;1611950;;1060;3;26/05/2025;28/05/2025;6736732;3123349014822;PET 1L JOKER LE FRUIT ANANAS;12;81;41;30
522;1611950;;1060;3;26/05/2025;28/05/2025;6737396;3254691590365;1 5L NECTAR BIO TROPICAL BK PR;6;19;9;6
522;1611950;;1060;3;26/05/2025;28/05/2025;6737591;3123349014587;PET 4X1L JOKER LE FRUIT MULTIF;4;26;14;9
