EAN;TS_1_Mois;TS_2_Mois;TS_3_Mois;TS_Final;TS_1_Semaine;TS_Final_V2
3560070867967;;100%;100%;100%;;100%
3560070869886;100%;100%;100%;100%;100%;100%
3560070871933;100%;100%;100%;100%;100%;100%
3560070872343;70%;82%;85%;70%;100%;100%
3560070872374;92%;97%;94%;92%;100%;100%
3560070872404;100%;100%;97%;100%;100%;100%
3560070872466;100%;100%;100%;100%;;100%
3560070872497;100%;100%;98%;100%;100%;100%
3560070872619;99%;89%;88%;99%;100%;100%
3560070873982;100%;100%;100%;100%;100%;100%
3560070874033;;100%;100%;100%;;100%
3560070874125;;100%;100%;100%;;100%
3560070874156;;100%;100%;100%;;100%
3560070874187;;100%;100%;100%;;100%
3560070874637;100%;100%;97%;100%;100%;100%
3560070874989;53%;54%;57%;53%;63%;63%
3560070875436;;100%;100%;100%;;100%
3560070877546;100%;100%;100%;100%;100%;100%
3560070877577;100%;100%;100%;100%;100%;100%
3560070878611;100%;100%;100%;100%;;100%
3560070879762;100%;100%;100%;100%;100%;100%
3560070879939;;100%;100%;100%;;100%
3560070880089;100%;100%;100%;100%;;100%
3560070880577;100%;100%;100%;100%;;100%
3560070880607;100%;100%;88%;100%;100%;100%
3560070881161;100%;100%;100%;100%;100%;100%
3560070881192;;;100%;100%;;100%
3560070881253;;;100%;100%;;100%
3560070881345;100%;100%;100%;100%;100%;100%
3560070881468;;100%;67%;100%;;100%
3560070881734;;100%;100%;100%;;100%
3560070883202;4%;23%;34%;4%;0%;0%
3560070883325;100%;59%;67%;100%;;100%
3560070883417;100%;74%;77%;100%;100%;100%
3560070884445;100%;100%;100%;100%;;100%
3560070884490;;100%;100%;100%;;100%
3560070884728;95%;93%;95%;95%;100%;100%
3560070884759;100%;100%;100%;100%;100%;100%
3560070885169;100%;100%;100%;100%;100%;100%
3560070885190;29%;44%;58%;29%;33%;33%
3560070885220;100%;100%;100%;100%;100%;100%
3560070885251;12%;25%;25%;12%;;12%
3560070885435;;100%;100%;100%;;100%
3560070886777;100%;100%;100%;100%;;100%
3560070886807;100%;100%;98%;100%;100%;100%
3560070886838;100%;100%;98%;100%;100%;100%
3560070887514;;100%;100%;100%;;100%
3560070887880;;100%;100%;100%;;100%
3560070888108;100%;100%;100%;100%;;100%
3560070888115;;;100%;100%;;100%
3560070888153;100%;100%;100%;100%;100%;100%
3560070888160;100%;100%;100%;100%;100%;100%
3560070888481;79%;87%;91%;79%;100%;100%
3560070888511;100%;100%;100%;100%;100%;100%
3560070888665;100%;100%;100%;100%;100%;100%
3560070888696;80%;86%;80%;80%;68%;68%
3560070889457;46%;62%;70%;46%;100%;100%
3560070891689;59%;65%;74%;59%;68%;68%
3560070891917;100%;100%;100%;100%;100%;100%
3560070891948;100%;100%;100%;100%;100%;100%
3560070892075;100%;70%;59%;100%;100%;100%
3560070894222;100%;100%;100%;100%;100%;100%
3560070894550;100%;100%;100%;100%;100%;100%
3560070894772;100%;100%;100%;100%;100%;100%
3560070896400;98%;98%;99%;98%;100%;100%
3560070896745;100%;100%;93%;100%;;100%
3560070897216;100%;100%;100%;100%;100%;100%
3560070897278;100%;100%;100%;100%;100%;100%
3560070897339;100%;100%;100%;100%;100%;100%
3560070898015;51%;60%;75%;51%;50%;50%
3560070899838;100%;100%;100%;100%;100%;100%
3560070900077;38%;56%;69%;38%;100%;100%
3560070900497;100%;100%;76%;100%;100%;100%
3560070900657;100%;100%;100%;100%;100%;100%
3560070900688;100%;100%;100%;100%;100%;100%
3560070901210;100%;100%;100%;100%;100%;100%
3560070901852;100%;100%;71%;100%;100%;100%
3560070902057;;100%;100%;100%;;100%
3560070902644;100%;100%;100%;100%;;100%
3560070902675;100%;100%;100%;100%;;100%
3560070902767;100%;100%;100%;100%;100%;100%
3560070903467;100%;100%;100%;100%;100%;100%
3560070905652;100%;100%;94%;100%;100%;100%
3560070906208;100%;100%;96%;100%;100%;100%
3560070906369;92%;92%;94%;92%;100%;100%
3560070906666;;;0%;0%;;0%
3560070906741;100%;100%;100%;100%;100%;100%
3560070906987;100%;100%;100%;100%;100%;100%
3560070907045;100%;100%;100%;100%;100%;100%
3560070907168;88%;71%;76%;88%;100%;100%
3560070907380;100%;100%;100%;100%;;100%
3560070907410;0%;16%;31%;0%;0%;0%
3560070907472;100%;100%;100%;100%;;100%
3560070910366;75%;91%;39%;75%;50%;50%
3560070910427;100%;100%;100%;100%;100%;100%
3560070910458;100%;100%;100%;100%;100%;100%
3560070910489;100%;100%;100%;100%;100%;100%
3560070910540;;0%;47%;0%;;0%
3560070910571;;;100%;100%;;100%
3560070910601;;;100%;100%;;100%
3560070910786;;;100%;100%;;100%
3560070911196;;;100%;100%;;100%
3560070911301;100%;100%;100%;100%;100%;100%
3560070911493;100%;100%;100%;100%;;100%
3560070911554;;100%;100%;100%;;100%
3560070911585;100%;100%;100%;100%;;100%
3560070911998;100%;100%;100%;100%;100%;100%
3560070912209;100%;100%;97%;100%;100%;100%
3560070912735;98%;99%;52%;98%;100%;100%
3560070912766;100%;100%;100%;100%;;100%
3560070913572;100%;100%;100%;100%;100%;100%
3560070914678;100%;100%;100%;100%;100%;100%
3560070914739;100%;100%;100%;100%;;100%
3560070915859;94%;97%;98%;94%;100%;100%
3560070917488;5%;26%;35%;5%;0%;0%
3560070918126;100%;100%;100%;100%;100%;100%
3560070918157;100%;100%;100%;100%;100%;100%
3560070918560;100%;100%;81%;100%;100%;100%
3560070918591;100%;100%;100%;100%;100%;100%
3560070919574;100%;100%;95%;100%;100%;100%
3560070921942;;100%;100%;100%;;100%
3560070921973;;100%;100%;100%;;100%
3560070922178;100%;100%;100%;100%;;100%
3560070922208;100%;100%;100%;100%;;100%
3560070923465;100%;100%;100%;100%;;100%
3560070924011;100%;100%;100%;100%;100%;100%
3560070924073;100%;100%;100%;100%;100%;100%
3560070924103;100%;100%;100%;100%;100%;100%
3560070924950;100%;100%;100%;100%;100%;100%
3560070925117;100%;100%;100%;100%;100%;100%
3560070926671;0%;0%;0%;0%;0%;0%
3560070926787;100%;100%;100%;100%;;100%
3560070926930;90%;89%;89%;90%;100%;100%
3560070926992;100%;100%;100%;100%;100%;100%
3560070927296;100%;100%;100%;100%;100%;100%
3560070927357;100%;100%;100%;100%;100%;100%
3560070927388;;100%;100%;100%;;100%
3560070927777;100%;100%;96%;100%;100%;100%
3560070927807;;100%;57%;100%;;100%
3560070927975;96%;98%;99%;96%;100%;100%
3560070928002;100%;100%;100%;100%;100%;100%
3560070928132;100%;100%;100%;100%;;100%
3560070928194;100%;100%;100%;100%;100%;100%
3560070928255;75%;55%;53%;75%;100%;100%
3560070928408;;100%;100%;100%;;100%
3560070929290;87%;61%;70%;87%;100%;100%
3560070930036;94%;97%;98%;94%;100%;100%
3560070930128;95%;98%;98%;95%;100%;100%
3560070930982;92%;94%;94%;92%;100%;100%
3560070931835;95%;97%;98%;95%;100%;100%
3560070932344;95%;97%;98%;95%;100%;100%
3560070932429;100%;100%;100%;100%;100%;100%
3560070932641;100%;100%;100%;100%;100%;100%
3560070933716;;0%;0%;0%;;0%
3560070934881;100%;100%;100%;100%;100%;100%
3560070935079;;;100%;100%;;100%
3560070935475;100%;100%;100%;100%;100%;100%
3560070936106;100%;100%;100%;100%;100%;100%
3560070936137;100%;100%;100%;100%;100%;100%
3560070936526;;;100%;100%;;100%
3560070936588;100%;100%;100%;100%;100%;100%
3560070936649;100%;100%;100%;100%;100%;100%
3560070936847;100%;100%;100%;100%;100%;100%
3560070937059;100%;100%;100%;100%;100%;100%
3560070937868;100%;100%;100%;100%;;100%
3560070938346;100%;100%;100%;100%;100%;100%
3560070938629;100%;100%;100%;100%;100%;100%
3560070938957;100%;100%;100%;100%;;100%
3560070939022;100%;39%;26%;100%;;100%
3560070939114;;61%;86%;61%;;61%
3560070939275;;100%;100%;100%;;100%
3560070940028;69%;84%;89%;69%;100%;100%
3560070940189;100%;100%;100%;100%;100%;100%
3560070941346;100%;100%;100%;100%;100%;100%
3560070941629;100%;100%;100%;100%;100%;100%
3560070941810;100%;100%;100%;100%;100%;100%
3560070942312;92%;96%;97%;92%;100%;100%
3560070942688;100%;100%;100%;100%;100%;100%
3560070944255;100%;100%;100%;100%;100%;100%
3560070944286;9%;4%;9%;9%;41%;41%
3560070945252;100%;100%;98%;100%;100%;100%
3560070945290;;100%;100%;100%;;100%
3560070946341;100%;100%;100%;100%;100%;100%
3560070947379;100%;100%;100%;100%;;100%
3560070947546;100%;83%;50%;100%;100%;100%
3560070947973;90%;96%;97%;90%;100%;100%
3560070948123;100%;100%;100%;100%;;100%
3560070948215;;100%;100%;100%;;100%
3560070948284;100%;100%;100%;100%;100%;100%
3560070949052;98%;99%;97%;98%;100%;100%
3560070949083;100%;100%;100%;100%;100%;100%
3560070949229;100%;100%;100%;100%;100%;100%
3560070949533;100%;100%;100%;100%;;100%
3560070951000;;100%;100%;100%;;100%
3560070951031;;100%;100%;100%;;100%
3560070951062;;100%;100%;100%;;100%
3560070951642;100%;100%;100%;100%;100%;100%
3560070951673;100%;91%;90%;100%;100%;100%
3560070952991;100%;100%;100%;100%;;100%
3560070953028;100%;100%;100%;100%;100%;100%
3560070953080;100%;100%;100%;100%;;100%
3560070953141;100%;100%;100%;100%;;100%
3560070953325;100%;80%;89%;100%;;100%
3560070953684;100%;100%;100%;100%;100%;100%
3560070953837;100%;100%;100%;100%;;100%
3560070954339;100%;100%;100%;100%;100%;100%
3560070954391;100%;100%;100%;100%;100%;100%
3560070954858;;;100%;100%;;100%
3560070955312;66%;78%;78%;66%;100%;100%
3560070955527;100%;100%;100%;100%;100%;100%
3560070955589;100%;100%;100%;100%;100%;100%
3560070955763;100%;100%;100%;100%;100%;100%
3560070956784;100%;100%;100%;100%;;100%
3560070956913;100%;100%;98%;100%;100%;100%
3560070956975;100%;100%;100%;100%;100%;100%
3560070957033;100%;100%;100%;100%;100%;100%
3560070957095;100%;100%;100%;100%;100%;100%
3560070957125;100%;100%;100%;100%;100%;100%
3560070957156;100%;84%;89%;100%;100%;100%
3560070957187;100%;100%;100%;100%;100%;100%
3560070957217;100%;100%;100%;100%;100%;100%
3560070957248;100%;91%;94%;100%;100%;100%
3560070957293;100%;100%;100%;100%;;100%
3560070957477;100%;100%;83%;100%;;100%
3560070957507;100%;100%;100%;100%;100%;100%
3560070959242;100%;100%;100%;100%;100%;100%
3560070959273;100%;100%;100%;100%;100%;100%
3560070959549;;100%;100%;100%;;100%
3560070959686;100%;100%;98%;100%;100%;100%
3560070959716;100%;100%;100%;100%;100%;100%
3560070962037;100%;100%;100%;100%;100%;100%
3560070962365;100%;100%;100%;100%;;100%
3560070962426;100%;100%;89%;100%;100%;100%
3560070962723;100%;100%;100%;100%;100%;100%
3560070964048;;100%;100%;100%;;100%
3560070965533;100%;100%;100%;100%;;100%
3560070965915;100%;100%;100%;100%;;100%
3560070966004;100%;100%;100%;100%;100%;100%
3560070966219;;100%;100%;100%;;100%
3560070966387;100%;100%;100%;100%;;100%
3560070966639;94%;97%;98%;94%;;94%
3560070966684;100%;100%;100%;100%;100%;100%
3560070966738;100%;75%;82%;100%;;100%
3560070966783;100%;90%;94%;100%;;100%
3560070966882;66%;82%;63%;66%;8%;8%
3560070966936;100%;87%;64%;100%;100%;100%
3560070967230;100%;100%;82%;100%;100%;100%
3560070967261;100%;100%;100%;100%;100%;100%
3560070967698;100%;100%;92%;100%;;100%
3560070967780;;100%;92%;100%;;100%
3560070967902;94%;72%;67%;94%;100%;100%
3560070968497;100%;100%;98%;100%;100%;100%
3560070968589;;;100%;100%;;100%
3560070968893;67%;36%;23%;67%;;67%
3560070968923;100%;100%;100%;100%;;100%
3560070969074;;;100%;100%;;100%
3560070969678;94%;97%;98%;94%;100%;100%
3560070969708;100%;100%;86%;100%;100%;100%
3560070969760;100%;97%;93%;100%;100%;100%
3560070969791;100%;100%;100%;100%;100%;100%
3560070969852;100%;100%;100%;100%;100%;100%
3560070969883;100%;91%;90%;100%;100%;100%
3560070969913;100%;100%;100%;100%;100%;100%
3560070970520;100%;100%;100%;100%;100%;100%
3560070970827;80%;80%;83%;80%;0%;0%
3560070970889;100%;100%;100%;100%;;100%
3560070970919;100%;100%;78%;100%;100%;100%
3560070970926;100%;100%;100%;100%;100%;100%
3560070971572;;100%;77%;100%;;100%
3560070971602;100%;100%;96%;100%;;100%
3560070971633;100%;100%;100%;100%;100%;100%
3560070971930;100%;100%;100%;100%;100%;100%
3560070972180;0%;20%;33%;0%;0%;0%
3560070973743;100%;100%;100%;100%;100%;100%
3560070977130;99%;99%;99%;99%;100%;100%
3560070978489;100%;100%;100%;100%;100%;100%
3560070980116;100%;100%;95%;100%;100%;100%
3560070981083;100%;100%;100%;100%;100%;100%
3560070984046;100%;100%;100%;100%;;100%
3560070984206;98%;99%;99%;98%;100%;100%
3560070986385;100%;100%;100%;100%;100%;100%
3560070993000;100%;100%;79%;100%;100%;100%
3560070993475;;75%;82%;75%;;75%
3560070995875;91%;86%;89%;91%;100%;100%
3560070995905;100%;100%;100%;100%;100%;100%
3560070996131;100%;100%;100%;100%;100%;100%
3560070997084;100%;100%;100%;100%;100%;100%
3560070997985;100%;100%;100%;100%;;100%
3560070998661;100%;100%;100%;100%;100%;100%
3560070998722;100%;100%;100%;100%;;100%
3560070998753;90%;94%;92%;90%;100%;100%
3560070998784;100%;100%;94%;100%;100%;100%
3560070999941;100%;95%;97%;100%;100%;100%
3560071000035;100%;100%;100%;100%;;100%
3560071000066;;22%;17%;22%;;22%
3560071000097;100%;100%;100%;100%;;100%
3560071000158;97%;99%;99%;97%;100%;100%
3560071000271;100%;100%;100%;100%;100%;100%
3560071000288;100%;100%;100%;100%;100%;100%
3560071000349;100%;100%;100%;100%;100%;100%
3560071000493;100%;100%;100%;100%;100%;100%
3560071000639;100%;100%;100%;100%;100%;100%
3560071001049;100%;100%;100%;100%;100%;100%
3560071001537;;100%;100%;100%;;100%
3560071001544;;100%;100%;100%;;100%
3560071001551;100%;92%;95%;100%;100%;100%
3560071001575;100%;100%;100%;100%;;100%
3560071001582;100%;100%;100%;100%;100%;100%
3560071001599;100%;100%;100%;100%;100%;100%
3560071001605;100%;100%;100%;100%;100%;100%
3560071001612;;100%;100%;100%;;100%
3560071001636;100%;100%;100%;100%;100%;100%
3560071001643;100%;100%;100%;100%;100%;100%
3560071001810;100%;100%;100%;100%;100%;100%
3560071002282;;100%;100%;100%;;100%
3560071002343;100%;100%;100%;100%;100%;100%
3560071003043;100%;100%;97%;100%;100%;100%
3560071003067;;100%;100%;100%;;100%
3560071003357;100%;100%;100%;100%;100%;100%
3560071003456;100%;100%;100%;100%;;100%
3560071003616;100%;100%;100%;100%;;100%
3560071003647;100%;100%;100%;100%;;100%
3560071003876;100%;100%;100%;100%;100%;100%
3560071004408;100%;100%;100%;100%;;100%
3560071004507;;100%;100%;100%;;100%
3560071004545;100%;100%;100%;100%;;100%
3560071004552;100%;100%;100%;100%;;100%
3560071004675;76%;82%;85%;76%;100%;100%
3560071004774;100%;100%;100%;100%;;100%
3560071005047;100%;100%;100%;100%;100%;100%
3560071005078;100%;100%;93%;100%;;100%
3560071005160;100%;100%;100%;100%;100%;100%
3560071005177;;100%;100%;100%;;100%
3560071005191;100%;100%;100%;100%;;100%
3560071005214;62%;73%;74%;62%;;62%
3560071005573;100%;100%;100%;100%;100%;100%
3560071005580;32%;55%;65%;32%;;32%
3560071005634;100%;94%;94%;100%;100%;100%
3560071005962;;;100%;100%;;100%
3560071006259;100%;100%;98%;100%;100%;100%
3560071006310;100%;91%;53%;100%;;100%
3560071006389;100%;100%;100%;100%;100%;100%
3560071006495;100%;100%;100%;100%;;100%
3560071006655;100%;100%;100%;100%;100%;100%
3560071006716;;100%;100%;100%;;100%
3560071006822;100%;100%;98%;100%;100%;100%
3560071006860;100%;100%;100%;100%;;100%
3560071006969;100%;100%;100%;100%;100%;100%
3560071007027;94%;95%;97%;94%;100%;100%
3560071007386;100%;100%;100%;100%;100%;100%
3560071007409;100%;100%;100%;100%;100%;100%
3560071007966;100%;100%;100%;100%;100%;100%
3560071007980;;;100%;100%;;100%
3560071008024;72%;82%;85%;72%;100%;100%
3560071008574;60%;78%;68%;60%;12%;12%
3560071008666;100%;100%;100%;100%;100%;100%
3560071008949;67%;69%;76%;67%;100%;100%
3560071008963;;;100%;100%;;100%
3560071008970;;;100%;100%;;100%
3560071009175;100%;69%;79%;100%;100%;100%
3560071009274;0%;40%;47%;0%;;0%
3560071009380;100%;100%;100%;100%;100%;100%
3560071009397;100%;100%;100%;100%;100%;100%
3560071009410;68%;84%;63%;68%;100%;100%
3560071009540;;;100%;100%;;100%
3560071009724;;100%;100%;100%;;100%
3560071009755;100%;76%;59%;100%;100%;100%
3560071009878;;;0%;0%;;0%
3560071009908;100%;100%;100%;100%;100%;100%
3560071009922;100%;100%;100%;100%;100%;100%
3560071009960;100%;100%;100%;100%;100%;100%
3560071010058;100%;100%;100%;100%;100%;100%
3560071010065;100%;93%;96%;100%;100%;100%
3560071010133;100%;100%;100%;100%;100%;100%
3560071010164;100%;100%;100%;100%;100%;100%
3560071010225;100%;100%;96%;100%;;100%
3560071010461;100%;100%;97%;100%;100%;100%
3560071010492;100%;100%;100%;100%;100%;100%
3560071010508;100%;100%;94%;100%;;100%
3560071010522;100%;100%;97%;100%;100%;100%
3560071010577;100%;100%;98%;100%;100%;100%
3560071010683;14%;25%;25%;14%;;14%
3560071010751;;;0%;0%;;0%
3560071010768;;;0%;0%;;0%
3560071011109;100%;100%;100%;100%;100%;100%
3560071011253;;100%;100%;100%;;100%
3560071011451;100%;100%;100%;100%;100%;100%
3560071011475;100%;100%;100%;100%;100%;100%
3560071011581;100%;96%;97%;100%;100%;100%
3560071011598;100%;100%;100%;100%;100%;100%
3560071011772;;100%;100%;100%;;100%
3560071011789;83%;95%;97%;83%;50%;50%
3560071012212;100%;100%;100%;100%;100%;100%
3560071012229;100%;100%;100%;100%;;100%
3560071012243;100%;100%;100%;100%;100%;100%
3560071012403;100%;100%;100%;100%;;100%
3560071012410;100%;100%;100%;100%;100%;100%
3560071012441;100%;92%;92%;100%;100%;100%
3560071012489;100%;87%;89%;100%;100%;100%
3560071012502;100%;100%;100%;100%;100%;100%
3560071012519;100%;99%;99%;100%;100%;100%
3560071012687;100%;100%;100%;100%;100%;100%
3560071012700;100%;100%;100%;100%;100%;100%
3560071012854;100%;100%;100%;100%;100%;100%
3560071012861;100%;100%;100%;100%;;100%
3560071013004;;100%;100%;100%;;100%
3560071013011;100%;100%;96%;100%;100%;100%
3560071013035;;73%;78%;73%;;73%
3560071013042;100%;98%;96%;100%;100%;100%
3560071013059;100%;100%;95%;100%;100%;100%
3560071013066;0%;30%;45%;0%;0%;0%
3560071013097;100%;49%;56%;100%;100%;100%
3560071013110;90%;96%;93%;90%;100%;100%
3560071013127;60%;75%;84%;60%;100%;100%
3560071013196;100%;100%;100%;100%;100%;100%
3560071013493;100%;100%;97%;100%;100%;100%
3560071013554;61%;64%;76%;61%;100%;100%
3560071013592;100%;100%;100%;100%;100%;100%
3560071013646;100%;100%;100%;100%;;100%
3560071013660;100%;100%;100%;100%;100%;100%
3560071013707;;;100%;100%;;100%
3560071013875;100%;100%;100%;100%;100%;100%
3560071013899;100%;100%;100%;100%;100%;100%
3560071014094;93%;97%;98%;93%;100%;100%
3560071014179;83%;91%;94%;83%;50%;50%
3560071014216;100%;97%;98%;100%;100%;100%
3560071014315;100%;100%;35%;100%;100%;100%
3560071014513;100%;100%;100%;100%;;100%
3560071014520;100%;100%;100%;100%;;100%
3560071014537;100%;100%;100%;100%;100%;100%
3560071014667;60%;60%;60%;60%;;60%
3560071014681;100%;100%;96%;100%;100%;100%
3560071014780;100%;100%;100%;100%;;100%
3560071014797;100%;100%;100%;100%;100%;100%
3560071014803;100%;100%;92%;100%;;100%
3560071014841;100%;100%;100%;100%;100%;100%
3560071015367;100%;95%;97%;100%;100%;100%
3560071015404;100%;100%;100%;100%;100%;100%
3560071015411;;100%;91%;100%;;100%
3560071015428;;100%;90%;100%;;100%
3560071015480;100%;100%;100%;100%;100%;100%
3560071015725;100%;100%;100%;100%;100%;100%
3560071015893;100%;100%;100%;100%;;100%
3560071016074;100%;97%;96%;100%;100%;100%
3560071016548;100%;100%;100%;100%;100%;100%
3560071016661;100%;100%;100%;100%;100%;100%
3560071016678;100%;100%;100%;100%;;100%
3560071016685;100%;100%;100%;100%;100%;100%
3560071016708;100%;100%;100%;100%;100%;100%
3560071016715;83%;92%;95%;83%;0%;0%
3560071016852;100%;100%;100%;100%;;100%
3560071016869;100%;100%;100%;100%;100%;100%
3560071016876;100%;100%;100%;100%;100%;100%
3560071016890;100%;100%;100%;100%;100%;100%
3560071016944;96%;98%;99%;96%;100%;100%
3560071016982;100%;67%;80%;100%;100%;100%
3560071017422;100%;100%;88%;100%;100%;100%
3560071017439;100%;91%;95%;100%;100%;100%
3560071017484;100%;100%;100%;100%;;100%
3560071017491;;100%;100%;100%;;100%
3560071017903;100%;100%;100%;100%;100%;100%
3560071017927;100%;100%;100%;100%;;100%
3560071018054;100%;100%;100%;100%;100%;100%
3560071018085;93%;59%;49%;93%;67%;67%
3560071018238;100%;100%;100%;100%;100%;100%
3560071018337;100%;100%;100%;100%;;100%
3560071018344;100%;100%;100%;100%;;100%
3560071018498;;;100%;100%;;100%
3560071018528;100%;100%;100%;100%;100%;100%
3560071018566;100%;100%;100%;100%;;100%
3560071018689;100%;100%;100%;100%;;100%
3560071018696;;;100%;100%;;100%
3560071018740;100%;100%;100%;100%;;100%
3560071018771;100%;86%;88%;100%;100%;100%
3560071018795;100%;100%;100%;100%;100%;100%
3560071018986;100%;76%;82%;100%;;100%
3560071018993;100%;100%;100%;100%;100%;100%
3560071019006;100%;34%;37%;100%;100%;100%
3560071019228;60%;73%;81%;60%;100%;100%
3560071019334;100%;100%;100%;100%;100%;100%
3560071019570;47%;71%;83%;47%;;47%
3560071019877;100%;100%;100%;100%;100%;100%
3560071019891;90%;95%;94%;90%;100%;100%
3560071019907;17%;44%;44%;17%;0%;0%
3560071019976;100%;100%;100%;100%;100%;100%
3560071020750;100%;100%;100%;100%;100%;100%
3560071021306;100%;89%;94%;100%;;100%
3560071028343;100%;100%;100%;100%;100%;100%
3560071028374;100%;63%;66%;100%;100%;100%
3560071030216;100%;100%;100%;100%;100%;100%
3560071033835;58%;71%;80%;58%;62%;62%
3560071034542;100%;88%;92%;100%;100%;100%
3560071036362;;100%;100%;100%;;100%
3560071037727;;100%;100%;100%;;100%
3560071038137;;100%;100%;100%;;100%
3560071038168;;;100%;100%;;100%
3560071038397;;100%;100%;100%;;100%
3560071038496;100%;100%;100%;100%;;100%
3560071041847;100%;100%;100%;100%;100%;100%
3560071041878;79%;68%;81%;79%;100%;100%
3560071043612;100%;100%;100%;100%;;100%
3560071044510;100%;100%;71%;100%;100%;100%
3560071046354;100%;100%;61%;100%;;100%
3560071046705;100%;100%;100%;100%;100%;100%
3560071046897;70%;87%;92%;70%;100%;100%
3560071047085;100%;100%;100%;100%;;100%
3560071047450;100%;100%;100%;100%;100%;100%
3560071048815;100%;100%;100%;100%;100%;100%
3560071049799;100%;100%;100%;100%;100%;100%
3560071050115;10%;7%;17%;10%;53%;53%
3560071051181;53%;82%;82%;53%;100%;100%
3560071051211;100%;100%;100%;100%;100%;100%
3560071051242;79%;83%;90%;79%;100%;100%
3560071051273;81%;90%;94%;81%;100%;100%
3560071051303;70%;83%;90%;70%;100%;100%
3560071051334;64%;78%;89%;64%;100%;100%
3560071052133;51%;51%;51%;51%;50%;50%
3560071053345;100%;100%;100%;100%;;100%
3560071054441;72%;86%;91%;72%;38%;38%
3560071055158;;100%;100%;100%;;100%
3560071055448;100%;100%;100%;100%;100%;100%
3560071058234;100%;100%;100%;100%;100%;100%
3560071061968;100%;100%;100%;100%;;100%
3560071062316;100%;100%;100%;100%;100%;100%
3560071062439;100%;100%;99%;100%;100%;100%
3560071063382;100%;100%;100%;100%;;100%
3560071070229;;100%;100%;100%;;100%
3560071072186;100%;100%;99%;100%;100%;100%
3560071072797;100%;100%;100%;100%;100%;100%
3560071072988;;100%;100%;100%;;100%
3560071073947;94%;88%;88%;94%;100%;100%
3560071074036;84%;90%;90%;84%;83%;83%
3560071075330;100%;100%;100%;100%;100%;100%
3560071075361;100%;100%;100%;100%;100%;100%
3560071076849;100%;100%;66%;100%;;100%
3560071078294;;100%;100%;100%;;100%
3560071078386;100%;100%;100%;100%;100%;100%
3560071078393;100%;62%;75%;100%;100%;100%
3560071080051;;100%;100%;100%;;100%
3560071080143;100%;100%;100%;100%;100%;100%
3560071080372;100%;100%;100%;100%;;100%
3560071080389;100%;100%;100%;100%;;100%
3560071080440;;100%;100%;100%;;100%
3560071080518;94%;97%;98%;94%;100%;100%
3560071080624;100%;100%;100%;100%;;100%
3560071080921;100%;100%;100%;100%;;100%
3560071080990;100%;88%;74%;100%;100%;100%
3560071081089;100%;100%;100%;100%;100%;100%
3560071081096;100%;100%;100%;100%;;100%
3560071081133;;100%;100%;100%;;100%
3560071081331;;100%;100%;100%;;100%
3560071081355;100%;100%;100%;100%;100%;100%
3560071081362;;;100%;100%;;100%
3560071081379;;;100%;100%;;100%
3560071081751;48%;53%;60%;48%;100%;100%
3560071081997;100%;100%;67%;100%;100%;100%
3560071082000;69%;78%;82%;69%;100%;100%
3560071082017;100%;100%;100%;100%;100%;100%
3560071082222;100%;100%;100%;100%;;100%
3560071082444;100%;100%;100%;100%;100%;100%
3560071082604;100%;100%;100%;100%;100%;100%
3560071082710;100%;99%;95%;100%;100%;100%
3560071082727;71%;83%;90%;71%;23%;23%
3560071082765;100%;32%;46%;100%;100%;100%
3560071083021;100%;100%;95%;100%;100%;100%
3560071083038;100%;93%;95%;100%;100%;100%
3560071083106;100%;100%;100%;100%;100%;100%
3560071083113;100%;100%;100%;100%;100%;100%
3560071083120;100%;100%;100%;100%;100%;100%
3560071083274;;100%;100%;100%;;100%
3560071083281;;100%;100%;100%;;100%
3560071083595;100%;100%;100%;100%;100%;100%
3560071083656;100%;82%;90%;100%;100%;100%
3560071083663;100%;100%;100%;100%;100%;100%
3560071083670;;;100%;100%;;100%
3560071083946;89%;92%;92%;89%;100%;100%
3560071083991;100%;81%;87%;100%;100%;100%
3560071084042;100%;100%;100%;100%;100%;100%
3560071084059;100%;96%;97%;100%;;100%
3560071084066;100%;32%;45%;100%;100%;100%
3560071084158;100%;100%;100%;100%;100%;100%
3560071084165;100%;100%;100%;100%;;100%
3560071084486;76%;89%;94%;76%;100%;100%
3560071084646;90%;83%;89%;90%;100%;100%
3560071084684;1%;21%;41%;1%;;1%
3560071084790;0%;0%;9%;0%;;0%
3560071084806;;100%;100%;100%;;100%
3560071084868;;100%;100%;100%;;100%
3560071085001;100%;100%;100%;100%;100%;100%
3560071085513;100%;100%;100%;100%;;100%
3560071085605;93%;96%;98%;93%;100%;100%
3560071085612;94%;97%;98%;94%;100%;100%
3560071085629;;100%;100%;100%;;100%
3560071085650;;100%;100%;100%;;100%
3560071085919;100%;100%;100%;100%;100%;100%
3560071086008;100%;87%;92%;100%;100%;100%
3560071086091;;;100%;100%;;100%
3560071086107;100%;100%;100%;100%;100%;100%
3560071086138;100%;100%;100%;100%;100%;100%
3560071086190;100%;100%;100%;100%;;100%
3560071089610;100%;100%;100%;100%;100%;100%
3560071090951;100%;76%;83%;100%;100%;100%
3560071091019;;100%;100%;100%;;100%
3560071091057;100%;100%;100%;100%;;100%
3560071092221;;100%;100%;100%;;100%
3560071092429;100%;100%;100%;100%;100%;100%
3560071092801;39%;60%;80%;39%;100%;100%
3560071092818;96%;98%;98%;96%;100%;100%
3560071093099;100%;100%;100%;100%;100%;100%
