EAN;TS_1_Mois;TS_2_Mois;TS_3_Mois;TS_Final;TS_1_Semaine;TS_Final_V2
3175681157774;100%;100%;100%;100%;100%;100%
3175681161252;100%;100%;100%;100%;100%;100%
3175681168350;100%;100%;100%;100%;100%;100%
3175681170841;100%;100%;100%;100%;100%;100%
3175681170872;100%;100%;93%;100%;100%;100%
3175681186552;;;100%;100%;;100%
3175681186583;;100%;100%;100%;;100%
3175681186613;;100%;100%;100%;;100%
3175681187931;100%;100%;100%;100%;100%;100%
3175681187962;;;100%;100%;;100%
3175681188389;;;100%;100%;;100%
3175681190078;78%;82%;86%;78%;100%;100%
3175681203303;;;100%;100%;;100%
3175681204140;100%;100%;100%;100%;100%;100%
3175681209190;;;100%;100%;;100%
3175681209282;18%;34%;49%;18%;0%;0%
3175681210714;;;100%;100%;;100%
3175681210981;100%;100%;100%;100%;100%;100%
3175681211018;100%;100%;100%;100%;100%;100%
3175681213807;90%;95%;97%;90%;100%;100%
3175681213920;100%;100%;100%;100%;100%;100%
3175681213951;100%;100%;100%;100%;100%;100%
3175681216273;100%;100%;100%;100%;100%;100%
3175681216303;100%;100%;100%;100%;100%;100%
3175681225060;100%;100%;100%;100%;100%;100%
3175681225084;100%;100%;100%;100%;100%;100%
3175681225091;100%;100%;100%;100%;100%;100%
3175681225107;100%;100%;100%;100%;100%;100%
3175681226111;;;100%;100%;;100%
3175681228382;100%;100%;100%;100%;100%;100%
3175681231139;;;100%;100%;;100%
3175681231221;;;100%;100%;;100%
3175681231344;;;100%;100%;;100%
3175681231801;100%;100%;100%;100%;;100%
3175681233874;;;100%;100%;;100%
3175681233904;;;100%;100%;;100%
3175681239159;;;100%;100%;;100%
3175681242531;14%;14%;14%;14%;0%;0%
3175681245075;;;100%;100%;;100%
3175681248113;;;100%;100%;;100%
3175681248120;;;100%;100%;;100%
3175681248533;100%;100%;100%;100%;100%;100%
3175681248540;100%;100%;100%;100%;100%;100%
3175681248557;100%;100%;100%;100%;100%;100%
3175681257528;100%;100%;100%;100%;100%;100%
3175681257535;100%;100%;100%;100%;100%;100%
3175681257542;100%;100%;100%;100%;100%;100%
3175681257566;100%;100%;100%;100%;100%;100%
3175681259034;;;100%;100%;;100%
3175681259089;100%;100%;100%;100%;100%;100%
3175681259096;100%;100%;100%;100%;100%;100%
3175681259102;100%;100%;100%;100%;100%;100%
3175681261365;;;100%;100%;;100%
3175681261372;;;100%;100%;;100%
3175681262270;100%;100%;100%;100%;100%;100%
3175681262287;14%;14%;14%;14%;0%;0%
3175681263130;100%;100%;100%;100%;100%;100%
3175681269613;100%;100%;100%;100%;100%;100%
3175681270749;;;100%;100%;;100%
3175681272903;;;100%;100%;;100%
3175681272927;100%;100%;100%;100%;100%;100%
3175681272934;100%;100%;100%;100%;100%;100%
3175681272941;100%;100%;100%;100%;100%;100%
3175681280502;;;100%;100%;;100%
3175681281936;100%;100%;100%;100%;100%;100%
3175681281950;100%;100%;100%;100%;100%;100%
3175681281967;;100%;94%;100%;;100%
3175681289758;100%;100%;100%;100%;100%;100%
3175681290433;100%;100%;100%;100%;100%;100%
3175681290440;100%;100%;100%;100%;100%;100%
3175681290532;100%;100%;100%;100%;100%;100%
3175681290556;100%;100%;100%;100%;100%;100%
3175681290600;100%;100%;100%;100%;100%;100%
3175681290617;100%;100%;100%;100%;100%;100%
3175681292840;100%;100%;100%;100%;100%;100%
3175681292857;100%;100%;100%;100%;100%;100%
3175681296268;;;100%;100%;;100%
3175681297098;83%;90%;93%;83%;100%;100%
3175681297104;;;100%;100%;;100%
3175681297111;;;100%;100%;;100%
3175681297135;100%;100%;100%;100%;100%;100%
3175681297142;;;100%;100%;;100%
3175681297197;;;100%;100%;;100%
3175681297593;100%;100%;100%;100%;100%;100%
3175681297609;100%;100%;100%;100%;100%;100%
3175681297623;100%;100%;100%;100%;100%;100%
3175681297630;100%;100%;93%;100%;100%;100%
3175681298521;;;100%;100%;;100%
3175681298538;;;100%;100%;;100%
3175681302716;25%;25%;25%;25%;100%;100%
3175681660304;100%;100%;100%;100%;100%;100%
3175681771772;;;100%;100%;;100%
3175681779907;100%;100%;100%;100%;100%;100%
3175681790285;;;100%;100%;;100%
3175681797420;100%;100%;100%;100%;;100%
3175681845961;;;100%;100%;;100%
3175681851825;;;100%;100%;;100%
3175681851832;100%;100%;100%;100%;100%;100%
3175681851849;100%;100%;100%;100%;100%;100%
3175681851856;100%;100%;100%;100%;100%;100%
3175681851863;100%;100%;100%;100%;;100%
3175681852037;;;100%;100%;;100%
3175681854468;;;100%;100%;;100%
3175681854475;;;100%;100%;;100%
3175681854482;71%;80%;88%;71%;100%;100%
3176481014113;100%;100%;100%;100%;100%;100%
3176571731289;8%;4%;9%;8%;100%;100%
3176571744012;100%;100%;100%;100%;;100%
3176571744067;100%;100%;100%;100%;;100%
3176571744289;100%;88%;72%;100%;;100%
3176571983008;100%;100%;60%;100%;100%;100%
3176572555280;100%;76%;81%;100%;100%;100%
3176572901001;100%;100%;97%;100%;100%;100%
3176575414003;100%;79%;87%;100%;100%;100%
3176580101349;;;100%;100%;;100%
3176580107433;;;100%;100%;;100%
3176582003009;100%;100%;100%;100%;100%;100%
3176582012834;100%;100%;100%;100%;;100%
3176582016252;100%;100%;100%;100%;100%;100%
3176582016269;;;100%;100%;;100%
3176582016306;;;100%;100%;;100%
3176582033327;100%;97%;98%;100%;100%;100%
3176582033334;100%;100%;100%;100%;100%;100%
3176582033563;98%;96%;97%;98%;100%;100%
3176582040103;100%;97%;98%;100%;100%;100%
3176582071657;;;100%;100%;;100%
3176582071688;;;100%;100%;;100%
3176582071695;;;100%;100%;;100%
3176582071701;;;100%;100%;;100%
3176582081120;;;100%;100%;;100%
3176582081144;;;100%;100%;;100%
3176582081151;;;100%;100%;;100%
3176582087337;;100%;100%;100%;;100%
3176582087375;;;100%;100%;;100%
3176584489009;;;100%;100%;;100%
3176584511007;;;100%;100%;;100%
3176584511090;;;100%;100%;;100%
3176584514091;;;100%;100%;;100%
3177063100316;;75%;75%;75%;;75%
3177630361034;100%;52%;52%;100%;100%;100%
3177890100411;83%;90%;93%;83%;100%;100%
3177960003611;100%;100%;100%;100%;100%;100%
3178040202719;100%;100%;100%;100%;;100%
3178040348684;7%;4%;9%;7%;43%;43%
3178040554931;100%;100%;100%;100%;100%;100%
3178040643208;100%;100%;100%;100%;;100%
3178040661950;100%;100%;100%;100%;;100%
3178040672802;0%;0%;9%;0%;;0%
3178040672826;0%;0%;0%;0%;;0%
3178040672932;0%;0%;6%;0%;;0%
3178040683167;0%;0%;4%;0%;0%;0%
3178040695153;;100%;100%;100%;;100%
3178041301183;12%;5%;4%;12%;50%;50%
3178041303545;10%;7%;26%;10%;100%;100%
3178041308243;7%;4%;7%;7%;;7%
3178041314695;0%;2%;15%;0%;0%;0%
3178041321785;100%;29%;29%;100%;;100%
3178041339810;;100%;100%;100%;;100%
3178041340274;;100%;100%;100%;;100%
3178041341646;11%;5%;11%;11%;0%;0%
3178041346740;12%;8%;16%;12%;100%;100%
3178041346986;;;100%;100%;;100%
3178041350747;6%;4%;4%;6%;;6%
3178041351508;7%;9%;15%;7%;100%;100%
3178041351690;;;100%;100%;;100%
3178041359344;;50%;50%;50%;;50%
3178041359733;0%;0%;6%;0%;;0%
3178041360098;;;100%;100%;;100%
3178041361330;11%;5%;6%;11%;;11%
3178041361439;10%;4%;9%;10%;0%;0%
3178041361729;12%;5%;13%;12%;;12%
3178041361774;16%;6%;10%;16%;100%;100%
3178041361842;10%;4%;6%;10%;100%;100%
3178041361873;8%;3%;3%;8%;;8%
3178041361897;11%;11%;11%;11%;0%;0%
3178041362566;0%;0%;8%;0%;;0%
3178041363099;;;100%;100%;;100%
3178041363136;100%;100%;100%;100%;;100%
3178041363259;100%;5%;26%;100%;100%;100%
3178041363327;;;100%;100%;;100%
3178041363488;17%;11%;20%;17%;100%;100%
3178041363495;15%;8%;8%;15%;;15%
3178041363525;;;100%;100%;;100%
3178041363570;8%;5%;5%;8%;;8%
3178041363709;;;100%;100%;;100%
3178041363716;;;100%;100%;;100%
3178041363730;0%;0%;6%;0%;0%;0%
3178041363778;0%;0%;7%;0%;0%;0%
3178041363785;14%;6%;15%;14%;100%;100%
3178041363839;16%;26%;33%;16%;;16%
3178041363846;16%;10%;10%;16%;100%;100%
3178041363853;28%;8%;17%;28%;100%;100%
3178041363945;;;100%;100%;;100%
3178041363952;15%;8%;22%;15%;100%;100%
3178041363969;10%;10%;27%;10%;33%;33%
3178041363976;12%;4%;15%;12%;75%;75%
3178041363983;13%;9%;24%;13%;100%;100%
3178041363990;0%;0%;0%;0%;0%;0%
3178041364096;10%;3%;15%;10%;100%;100%
3178041364126;;;100%;100%;;100%
3178041364133;;;100%;100%;;100%
3178041364140;9%;4%;9%;9%;;9%
3178041364164;5%;2%;5%;5%;;5%
3178041364171;13%;4%;11%;13%;100%;100%
3178041364225;11%;10%;14%;11%;100%;100%
3178041364294;15%;6%;8%;15%;;15%
3178041364409;0%;0%;3%;0%;0%;0%
3178041364454;0%;1%;5%;0%;0%;0%
3178041365390;;0%;10%;0%;;0%
3178041365758;11%;11%;11%;11%;17%;17%
3178041365772;14%;14%;14%;14%;20%;20%
3178041365819;12%;12%;12%;12%;20%;20%
3178041366281;10%;4%;9%;10%;;10%
3178041366298;6%;4%;8%;6%;100%;100%
3178041366304;11%;8%;8%;11%;100%;100%
3178041366335;8%;3%;10%;8%;100%;100%
3178041366403;6%;4%;4%;6%;;6%
3178044040652;;100%;100%;100%;;100%
3178048242564;100%;100%;100%;100%;100%;100%
3178050000725;100%;100%;100%;100%;;100%
3178050000749;100%;100%;100%;100%;100%;100%
3178050027371;100%;100%;100%;100%;;100%
3178050027388;100%;100%;100%;100%;100%;100%
3178530402728;100%;100%;100%;100%;100%;100%
3178530402988;100%;100%;100%;100%;100%;100%
3178530402995;100%;100%;100%;100%;;100%
3178530403022;72%;82%;85%;72%;29%;29%
3178530403060;;;100%;100%;;100%
3178530403077;;;100%;100%;;100%
3178530403084;;;95%;95%;;95%
3178530404050;100%;100%;100%;100%;100%;100%
3178530404678;100%;99%;92%;100%;100%;100%
3178530405736;100%;100%;100%;100%;100%;100%
3178530405743;100%;100%;100%;100%;100%;100%
3178530405774;100%;100%;100%;100%;100%;100%
3178530405804;100%;100%;72%;100%;100%;100%
3178530407396;100%;100%;100%;100%;100%;100%
3178530407402;;100%;100%;100%;;100%
3178530408379;100%;100%;100%;100%;100%;100%
3178530408515;100%;100%;100%;100%;100%;100%
3178530409840;100%;100%;100%;100%;100%;100%
3178530410105;100%;100%;100%;100%;100%;100%
3178530410112;100%;100%;100%;100%;100%;100%
3178530410136;100%;100%;100%;100%;100%;100%
3178530410143;100%;100%;100%;100%;100%;100%
3178530410341;;100%;100%;100%;;100%
3178530411553;;100%;100%;100%;;100%
3178530411560;100%;97%;97%;100%;;100%
3178530412697;100%;100%;85%;100%;100%;100%
3178530412703;100%;100%;58%;100%;100%;100%
3178530412840;100%;100%;100%;100%;;100%
3178530412901;100%;100%;100%;100%;;100%
3178530416848;100%;100%;100%;100%;100%;100%
3178530417159;;100%;100%;100%;;100%
3178530421064;100%;100%;100%;100%;;100%
3178530421118;;100%;100%;100%;;100%
3178530421125;100%;100%;100%;100%;;100%
3178530421132;100%;100%;100%;100%;;100%
3178530421194;100%;100%;100%;100%;100%;100%
3178530423136;100%;100%;100%;100%;;100%
3178530423150;100%;100%;100%;100%;;100%
3178530423792;100%;100%;85%;100%;100%;100%
3178530423808;;100%;100%;100%;;100%
3178530423815;100%;100%;100%;100%;100%;100%
3178530424881;;100%;100%;100%;;100%
3178530424928;100%;100%;100%;100%;;100%
3178530425154;50%;50%;88%;50%;0%;0%
3178530425178;100%;93%;96%;100%;;100%
3178530425185;100%;100%;68%;100%;;100%
3178530425413;100%;100%;100%;100%;;100%
3178530425420;100%;100%;100%;100%;;100%
3178530426762;96%;96%;96%;96%;100%;100%
3178530426915;100%;100%;100%;100%;;100%
3178530427219;100%;100%;100%;100%;100%;100%
3179071000978;42%;62%;62%;42%;0%;0%
3179075024000;100%;94%;97%;100%;;100%
3179077062802;100%;100%;100%;100%;100%;100%
3179140103319;100%;100%;100%;100%;100%;100%
3179140213964;100%;100%;100%;100%;100%;100%
3179142000449;100%;100%;100%;100%;100%;100%
3179142000456;100%;100%;100%;100%;100%;100%
3179142054633;;100%;100%;100%;;100%
3179142054701;;100%;100%;100%;;100%
3179142054718;;100%;100%;100%;;100%
3179142056620;;100%;100%;100%;;100%
3179142056965;100%;100%;100%;100%;100%;100%
3179142057993;;100%;100%;100%;;100%
3179142060276;100%;100%;100%;100%;100%;100%
3179142061013;100%;100%;100%;100%;100%;100%
3179142061334;100%;100%;100%;100%;100%;100%
3179142064144;;;100%;100%;;100%
3179142064151;;;100%;100%;;100%
3179142064168;;;100%;100%;;100%
3179142064175;;;100%;100%;;100%
3179142064182;;;100%;100%;;100%
3179142064199;;;100%;100%;;100%
3179142064205;;;100%;100%;;100%
3179142064212;;;100%;100%;;100%
3179142064229;;;100%;100%;;100%
3179142065400;;100%;100%;100%;;100%
3179142065417;;100%;100%;100%;;100%
3179142065448;;100%;100%;100%;;100%
3179142720200;100%;100%;100%;100%;;100%
3179142897896;100%;100%;100%;100%;100%;100%
3179730005306;100%;100%;100%;100%;100%;100%
3179730101824;35%;43%;56%;35%;100%;100%
3179730107734;97%;98%;98%;97%;100%;100%
3179730115821;100%;100%;100%;100%;;100%
3179732333919;100%;100%;100%;100%;100%;100%
3180054010402;100%;100%;100%;100%;;100%
3180054010426;75%;75%;75%;75%;;75%
3180054010440;100%;100%;100%;100%;;100%
3180284905257;100%;100%;100%;100%;100%;100%
3180284909118;;100%;100%;100%;;100%
3180290000021;100%;100%;100%;100%;;100%
3180290047897;100%;100%;100%;100%;100%;100%
3180730500548;100%;100%;100%;100%;100%;100%
3180730800846;100%;100%;100%;100%;100%;100%
3180840004813;100%;100%;100%;100%;;100%
3180840008842;78%;88%;92%;78%;100%;100%
3180840009566;67%;80%;80%;67%;100%;100%
3180940000197;0%;87%;88%;0%;;0%
3180940000326;100%;100%;100%;100%;100%;100%
3180940002894;;0%;25%;0%;;0%
3180940079506;85%;93%;96%;85%;100%;100%
3180940079650;100%;100%;100%;100%;100%;100%
3180940079926;;100%;100%;100%;;100%
3180940080007;;;100%;100%;;100%
3180940083015;;100%;90%;100%;;100%
3180940083022;;100%;100%;100%;;100%
3180940083114;100%;100%;100%;100%;100%;100%
3180940083138;67%;84%;90%;67%;100%;100%
3180940084272;;100%;100%;100%;;100%
3180940084302;100%;100%;100%;100%;100%;100%
3180940084371;;100%;100%;100%;;100%
3180940084388;;100%;100%;100%;;100%
3180940084401;86%;92%;95%;86%;100%;100%
3180940084449;84%;91%;94%;84%;67%;67%
3180940084722;100%;100%;100%;100%;100%;100%
3180940087020;100%;100%;100%;100%;100%;100%
3180940087037;;100%;100%;100%;;100%
3180940087747;94%;97%;98%;94%;100%;100%
3180940087754;60%;87%;88%;60%;75%;75%
3180940088270;;100%;100%;100%;;100%
3180950008893;;100%;100%;100%;;100%
3180950008992;;100%;100%;100%;;100%
3180950015716;100%;100%;100%;100%;;100%
3180950015723;100%;100%;100%;100%;;100%
3180950016713;100%;100%;100%;100%;;100%
3180950016959;;;0%;0%;;0%
3180950019509;100%;100%;100%;100%;100%;100%
3180950019516;100%;100%;100%;100%;100%;100%
3180950019554;100%;100%;100%;100%;100%;100%
3181231001732;49%;66%;75%;49%;3%;3%
3181231002050;100%;100%;100%;100%;100%;100%
3181231003354;100%;100%;100%;100%;100%;100%
3181232120425;;100%;100%;100%;;100%
3181232121736;;100%;100%;100%;;100%
3181232123334;100%;100%;100%;100%;100%;100%
3181232138321;100%;100%;100%;100%;;100%
3181232138369;100%;100%;100%;100%;;100%
3181232138437;;;100%;100%;;100%
3181232138772;;100%;100%;100%;;100%
3181232138925;94%;96%;95%;94%;100%;100%
3181232172080;100%;100%;100%;100%;100%;100%
3181232180504;93%;96%;98%;93%;100%;100%
3181232180511;67%;75%;89%;67%;;67%
3181232180559;91%;95%;97%;91%;100%;100%
3181232180634;100%;100%;100%;100%;;100%
3181232180801;;100%;100%;100%;;100%
3181232180856;;100%;100%;100%;;100%
3181232201032;64%;77%;87%;64%;0%;0%
3181232220248;91%;95%;97%;91%;100%;100%
3181232220279;;100%;100%;100%;;100%
3181232220286;89%;94%;93%;89%;100%;100%
3181232220347;;100%;100%;100%;;100%
3181232220453;96%;98%;97%;96%;100%;100%
3181232220538;82%;90%;90%;82%;100%;100%
3181232220569;86%;92%;92%;86%;100%;100%
3181232221344;95%;98%;97%;95%;100%;100%
3181232222037;94%;97%;95%;94%;100%;100%
3181232222075;100%;100%;100%;100%;100%;100%
3181232518833;;100%;100%;100%;;100%
3181232519137;6%;19%;31%;6%;0%;0%
3181232519472;99%;100%;100%;99%;99%;99%
3181232519755;100%;100%;100%;100%;;100%
3181232519953;;100%;100%;100%;;100%
3181232534543;;100%;100%;100%;;100%
3181238924867;100%;100%;100%;100%;;100%
3181238928308;;100%;100%;100%;;100%
3181238930004;;;100%;100%;;100%
3181238930042;;;100%;100%;;100%
3181238930080;;;100%;100%;;100%
3181238930165;;;52%;52%;;52%
3181238931377;90%;86%;90%;90%;100%;100%
3181238941307;100%;100%;100%;100%;;100%
3181238942328;100%;100%;100%;100%;100%;100%
3181238945817;100%;100%;100%;100%;;100%
3181238951047;;100%;100%;100%;;100%
3181238958442;100%;100%;100%;100%;100%;100%
3181238969974;;;67%;67%;;67%
3181238970970;94%;97%;98%;94%;100%;100%
3181238970994;;;50%;50%;;50%
3181238971168;100%;100%;100%;100%;100%;100%
3181238976446;93%;97%;98%;93%;100%;100%
3181238978365;;100%;100%;100%;;100%
3181238978884;93%;95%;95%;93%;100%;100%
3181238978976;;100%;100%;100%;;100%
3181238979065;90%;95%;95%;90%;100%;100%
3181238986148;88%;95%;94%;88%;100%;100%
3181238987015;;100%;100%;100%;;100%
3181238991975;100%;100%;100%;100%;100%;100%
3181238991999;;;100%;100%;;100%
3181238992019;100%;100%;100%;100%;100%;100%
3181238992057;;100%;90%;100%;;100%
3181238992071;;100%;100%;100%;;100%
3181238992095;;100%;86%;100%;;100%
3181238996055;;;100%;100%;;100%
3181238997021;;;100%;100%;;100%
3181238997045;;;100%;100%;;100%
3181239100420;80%;86%;92%;80%;;80%
3181239100451;50%;67%;77%;50%;0%;0%
3181239100505;100%;100%;96%;100%;100%;100%
3181239100543;64%;83%;86%;64%;0%;0%
3181450100599;100%;100%;100%;100%;100%;100%
3181450100605;100%;100%;100%;100%;100%;100%
3181454672139;;;100%;100%;;100%
3181454672146;;;100%;100%;;100%
3181550000164;;;100%;100%;;100%
3181550000225;100%;100%;100%;100%;100%;100%
3181580259020;89%;74%;74%;89%;;89%
3181580271282;;100%;100%;100%;;100%
3181580280413;;100%;100%;100%;;100%
3181580280666;100%;100%;100%;100%;;100%
3181580284770;;100%;100%;100%;;100%
3181580284794;;100%;100%;100%;;100%
3181730117767;100%;100%;100%;100%;100%;100%
3181730117965;100%;100%;97%;100%;100%;100%
3181730134696;100%;100%;100%;100%;;100%
3181730185407;100%;100%;92%;100%;;100%
3181730213612;;;100%;100%;;100%
3181730213650;;;100%;100%;;100%
3181730272565;;100%;100%;100%;;100%
3181730272572;100%;100%;100%;100%;100%;100%
3181730272589;100%;100%;100%;100%;;100%
3182180000692;100%;100%;100%;100%;100%;100%
3182180001477;100%;100%;100%;100%;100%;100%
3182180001996;100%;100%;100%;100%;100%;100%
3182180002092;100%;100%;98%;100%;100%;100%
3182180002115;89%;96%;97%;89%;100%;100%
3182180002474;100%;100%;100%;100%;100%;100%
3182180060009;;0%;0%;0%;;0%
3182180060320;100%;100%;100%;100%;100%;100%
3182189999751;100%;100%;100%;100%;;100%
3182280091804;100%;100%;100%;100%;100%;100%
3182280091811;;100%;100%;100%;;100%
3182280091828;;100%;100%;100%;;100%
3182280091835;100%;100%;100%;100%;;100%
3182384011012;100%;100%;91%;100%;100%;100%
3182384011029;;;100%;100%;;100%
3183280012837;100%;100%;100%;100%;100%;100%
3183280017337;100%;100%;100%;100%;100%;100%
3183940210955;42%;61%;74%;42%;100%;100%
3183940211181;57%;70%;72%;57%;100%;100%
3183940211242;;;100%;100%;;100%
3183940211365;100%;100%;100%;100%;100%;100%
3183940221364;100%;100%;100%;100%;;100%
3183940222705;100%;100%;100%;100%;;100%
3183940222767;100%;100%;100%;100%;;100%
3184034266797;;100%;100%;100%;;100%
3184034272972;;17%;17%;17%;;17%
3184034292758;;100%;100%;100%;;100%
3184260100223;100%;100%;100%;100%;100%;100%
3184260100247;100%;100%;100%;100%;;100%
3184260104085;100%;100%;100%;100%;100%;100%
3184670001080;99%;98%;98%;99%;100%;100%
3184670001141;100%;100%;100%;100%;100%;100%
3184670001165;100%;100%;100%;100%;100%;100%
3184670001288;100%;100%;100%;100%;100%;100%
3184670001363;100%;97%;98%;100%;100%;100%
3184670001547;100%;100%;100%;100%;100%;100%
3184670001882;100%;100%;100%;100%;100%;100%
3184670005286;100%;100%;100%;100%;100%;100%
3184670006429;100%;100%;100%;100%;100%;100%
3184670006610;;;100%;100%;;100%
3184670006627;98%;95%;97%;98%;100%;100%
3184670007075;;100%;88%;100%;;100%
3184670007082;;100%;100%;100%;;100%
3184670007808;100%;100%;100%;100%;100%;100%
3184670008379;;;100%;100%;;100%
3184670010532;100%;100%;100%;100%;100%;100%
3185200001310;;100%;100%;100%;;100%
3185200001327;100%;100%;100%;100%;100%;100%
3185200001358;100%;100%;100%;100%;100%;100%
3185200001372;100%;100%;100%;100%;100%;100%
3185370729960;;100%;100%;100%;;100%
3187570015201;100%;100%;100%;100%;;100%
3187570015317;100%;100%;100%;100%;100%;100%
3187570015447;100%;100%;93%;100%;100%;100%
3187570071245;100%;100%;97%;100%;100%;100%
3187570072440;98%;99%;99%;98%;100%;100%
3187570072488;100%;100%;100%;100%;100%;100%
3187571131900;100%;100%;100%;100%;100%;100%
3187571132303;100%;100%;100%;100%;;100%
3187670002347;90%;95%;95%;90%;100%;100%
3188720000221;100%;100%;100%;100%;;100%
3188720001525;100%;100%;100%;100%;100%;100%
3188720001624;100%;100%;100%;100%;100%;100%
3188720001679;100%;100%;100%;100%;100%;100%
3188720002447;100%;100%;100%;100%;;100%
3188720002454;100%;100%;100%;100%;100%;100%
3188720003673;;;100%;100%;;100%
3188720004403;;;100%;100%;;100%
3188720601114;100%;100%;100%;100%;100%;100%
3188728014978;100%;100%;100%;100%;;100%
3191220009533;;;100%;100%;;100%
3191220021771;;;100%;100%;;100%
3192200002117;100%;100%;100%;100%;100%;100%
3193460000011;60%;85%;89%;60%;33%;33%
3193661255104;100%;100%;100%;100%;100%;100%
3199240002572;;;100%;100%;;100%
3199240002862;;;100%;100%;;100%
3199241023620;;;100%;100%;;100%
3200073220009;100%;100%;100%;100%;100%;100%
3211201063849;100%;100%;100%;100%;;100%
3211201063948;100%;100%;100%;100%;;100%
3211203420039;100%;100%;100%;100%;;100%
3211203420091;0%;0%;0%;0%;0%;0%
3211203420121;100%;100%;100%;100%;;100%
3211203433220;100%;100%;100%;100%;100%;100%
3211203445759;0%;0%;36%;0%;0%;0%
3211209123903;100%;100%;100%;100%;;100%
3211209207917;100%;100%;100%;100%;;100%
3211209220503;100%;100%;100%;100%;100%;100%
3215061062776;100%;100%;97%;100%;100%;100%
3215061072737;100%;100%;97%;100%;100%;100%
3215660122222;100%;100%;100%;100%;100%;100%
3215660143463;;;100%;100%;;100%
3215660154087;100%;100%;100%;100%;100%;100%
3215660154162;100%;100%;100%;100%;100%;100%
3215776103207;100%;100%;100%;100%;100%;100%
3216080072425;100%;100%;100%;100%;100%;100%
3216080072432;100%;100%;96%;100%;100%;100%
3216080072449;100%;100%;97%;100%;100%;100%
3217450007016;100%;100%;100%;100%;100%;100%
3218930156002;100%;100%;100%;100%;100%;100%
3220034070009;100%;52%;52%;100%;100%;100%
3220034941194;;80%;97%;80%;;80%
3220034941712;100%;8%;8%;100%;100%;100%
3220035150007;100%;50%;50%;100%;;100%
3220035217007;71%;88%;92%;71%;17%;17%
3220035560004;100%;23%;23%;100%;100%;100%
3221240001955;100%;100%;100%;100%;100%;100%
3221249350344;100%;100%;100%;100%;;100%
3221249450341;100%;100%;100%;100%;100%;100%
3221249650345;100%;100%;100%;100%;100%;100%
3221325500946;;;100%;100%;;100%
3222110009958;100%;100%;100%;100%;100%;100%
3222110024029;74%;88%;92%;74%;100%;100%
3222110028775;;100%;100%;100%;;100%
3222110030884;100%;100%;100%;100%;100%;100%
3222120002451;100%;100%;92%;100%;100%;100%
3222270146173;;100%;100%;100%;;100%
3222270171359;100%;100%;100%;100%;100%;100%
3222270180764;100%;100%;100%;100%;100%;100%
3222270493901;100%;96%;97%;100%;100%;100%
3222270550673;100%;100%;100%;100%;100%;100%
3222270550765;100%;100%;100%;100%;100%;100%
3222270834353;100%;100%;100%;100%;100%;100%
3222270889759;96%;98%;99%;96%;100%;100%
3223920150335;100%;100%;100%;100%;;100%
3223920160341;100%;100%;100%;100%;;100%
3223920620128;100%;100%;100%;100%;100%;100%
3223920630134;100%;100%;100%;100%;100%;100%
3223920700127;100%;100%;100%;100%;100%;100%
3223920710133;100%;100%;100%;100%;100%;100%
3223921520113;100%;100%;100%;100%;100%;100%
3223921520120;100%;100%;100%;100%;100%;100%
3223921800024;100%;100%;100%;100%;100%;100%
3223921800062;100%;100%;100%;100%;;100%
3224051516014;100%;100%;100%;100%;100%;100%
3225350000501;100%;100%;100%;100%;100%;100%
3225355490925;100%;100%;100%;100%;100%;100%
3227061000023;30%;42%;53%;30%;26%;26%
3227061000313;100%;100%;100%;100%;100%;100%
3227291010120;100%;100%;100%;100%;100%;100%
3228020190427;100%;84%;87%;100%;100%;100%
3228020215090;100%;100%;100%;100%;100%;100%
3228020215106;100%;100%;87%;100%;100%;100%
3228020481464;100%;100%;100%;100%;100%;100%
3228020481808;100%;100%;100%;100%;100%;100%
3228021170015;88%;94%;92%;88%;50%;50%
3228021170022;97%;98%;95%;97%;100%;100%
3228021170039;98%;99%;94%;98%;100%;100%
3228021170046;100%;100%;96%;100%;100%;100%
3228021170053;76%;87%;88%;76%;100%;100%
3228021170060;99%;99%;92%;99%;100%;100%
3228021170077;100%;100%;100%;100%;100%;100%
3228021170145;100%;100%;100%;100%;100%;100%
3228021170152;100%;100%;100%;100%;100%;100%
3228021240138;;100%;100%;100%;;100%
3228021240190;100%;100%;100%;100%;;100%
3228021950129;94%;97%;92%;94%;100%;100%
3228021990095;100%;100%;90%;100%;100%;100%
3228022020050;;100%;100%;100%;;100%
3228022120033;100%;100%;100%;100%;100%;100%
3228022120071;100%;100%;100%;100%;100%;100%
3228022180082;100%;100%;100%;100%;100%;100%
3228022190067;100%;100%;100%;100%;100%;100%
3228022200032;100%;100%;100%;100%;100%;100%
3228022220016;;;100%;100%;;100%
3228022220061;100%;100%;100%;100%;100%;100%
3228022230091;100%;100%;93%;100%;;100%
3228022230107;;100%;100%;100%;;100%
3228022240069;;;59%;59%;;59%
3228022940020;99%;98%;99%;99%;100%;100%
3228023030072;;100%;100%;100%;;100%
3228023080015;100%;100%;100%;100%;100%;100%
3228023170068;;100%;94%;100%;;100%
3228023170105;100%;100%;96%;100%;100%;100%
3228023230090;100%;100%;86%;100%;100%;100%
3228023230120;;100%;78%;100%;;100%
3228023910077;;;90%;90%;;90%
3228023930457;;;100%;100%;;100%
3228024010059;;;50%;50%;;50%
3228024010066;;;50%;50%;;50%
3228024050178;98%;99%;94%;98%;100%;100%
3228024060191;100%;100%;92%;100%;100%;100%
3228024060207;100%;100%;100%;100%;;100%
3228024120161;100%;100%;96%;100%;100%;100%
