CDBASE;FOURNISSEUR;DATE_LIVRAISON;STOCK;RAL;MINIMUM_COMMANDE;PCB;QTÉPRÉVISION1;QTÉPRÉVISION2;CLASSE_STOCKAGE;COCHE_RAO;STOCK_MARCHAND;QTÉPRÉVISIONINIT1;QTÉPRÉVISIONINIT2;QTÉPROPOSÉE1;QTÉPROPOSÉE2;NUMERO_COMMANDE;DATE_L2;DATE_COMMANDE;QTÉPROPOSÉEFINALE;STOCK_REEL;CDBASE2;NUMERO_COMMANDE2;IFLS
20684;794;30/05/2025;4;24;24;12;13,3;3,44;1060;54;9999;13,3;3,44;9984,3;10002,44;1612326;31/05/2025;27/05/2025;9984;12;20684;1612326;248214              
20774;794;30/05/2025;398;;15;15;45,17;20;1060;54;9999;45,17;20;9646,04;10019;1612326;31/05/2025;27/05/2025;9646;405;20774;1612326;222515              
20933;557;30/05/2025;64;;40;10;0,32;0,12;1080;54;9999;0,33;0,12;9935,41;9999,12;1612290;31/05/2025;27/05/2025;9935;63;20933;1612290;210396              
21005;509;28/05/2025;37;;18;6;7,48;4,59;1060;54;9999;7,48;4,59;9969,81;10003,59;1612276;30/05/2025;27/05/2025;9970;38;21005;1612276;J82307              
21022;509;28/05/2025;13;;12;12;3,89;2,22;1060;54;9999;3,89;2,22;9990;10001,22;1612276;30/05/2025;27/05/2025;9990;14;21022;1612276;216422              
21126;794;30/05/2025;13;12;12;6;0,08;0,04;1060;54;9999;0,08;0,04;9920,09;9999,04;1612326;31/05/2025;27/05/2025;9920;13;21126;1612326;698692              
21128;509;28/05/2025;42;;36;12;11,44;5,89;1060;54;9999;11,45;5,89;9968,44;10004,89;1612276;30/05/2025;27/05/2025;9968;49;21128;1612276;131340              
21155;794;30/05/2025;0;;6;6;0,01;0;1060;46;0;0,01;0;0,01;0;1612326;31/05/2025;27/05/2025;0;0;21155;1612326;
21177;509;28/05/2025;127;189;189;189;79,81;49,59;1060;54;9999;79,81;49,59;9762,92;10048,59;1612276;30/05/2025;27/05/2025;9763;159;21177;1612276;281255              
21179;509;28/05/2025;62;42;12;6;60,61;35,06;1060;54;9999;60,61;35,06;9955,94;10034,06;1612276;30/05/2025;27/05/2025;9956;89;21179;1612276;111241              
21196;794;30/05/2025;45;36;36;12;23,61;7,89;1060;54;9999;23,61;7,89;9941,72;10006,89;1612326;31/05/2025;27/05/2025;9942;53;21196;1612326;245074              
21198;794;30/05/2025;28;24;24;12;29,11;10,56;1060;54;9999;29,11;10,56;9976,56;10009,56;1612326;31/05/2025;27/05/2025;9977;35;21198;1612326;046609              
21225;794;30/05/2025;50;30;30;30;24,93;8,56;1060;54;9999;24,93;8,56;9943,71;10007,56;1612326;31/05/2025;27/05/2025;9944;55;21225;1612326;076357              
21238;509;28/05/2025;52;60;30;10;44,81;25,48;1060;54;9999;44,81;25,48;9931,7;10024,48;1612276;30/05/2025;27/05/2025;9932;70;21238;1612276;028609              
21241;509;28/05/2025;90;112;56;14;82,02;56,24;1060;54;9999;82,02;56,24;9879,25;10055,25;1612276;30/05/2025;27/05/2025;9879;124;21241;1612276;657064              
21243;509;28/05/2025;79;;48;12;0,22;0,14;1060;54;9999;0,22;0,14;9920,31;9999,14;1612276;30/05/2025;27/05/2025;9920;79;21243;1612276;515682              
21270;509;28/05/2025;83;24;24;12;34,24;20,24;1060;54;9999;34,24;20,25;9926,58;10019,25;1612276;30/05/2025;27/05/2025;9927;97;21270;1612276;111510              
21271;794;30/05/2025;38;;36;12;22,59;4,56;1060;54;9999;22,59;4,56;9984,03;10003,56;1612326;31/05/2025;27/05/2025;9984;47;21271;1612326;245574              
21313;794;30/05/2025;14;;12;6;0,09;0,05;1060;54;9999;0,09;0,05;9985,1;9999,05;1612326;31/05/2025;27/05/2025;9985;14;21313;1612326;064472              
21323;509;30/05/2025;0;18;6;6;0,08;0,04;1060;54;9999;0,08;0,04;9981,08;9999,04;1612277;31/05/2025;27/05/2025;9981;0;21323;1612277;364488              
21384;794;30/05/2025;56;;162;162;0,21;0,09;1064;54;9999;0,21;0,09;9943,25;9999,09;1612323;31/05/2025;27/05/2025;9943;56;21384;1612323;361028              
21455;794;30/05/2025;14;24;12;6;0,11;0,01;1060;54;9999;0,11;0,01;9961,12;9999,01;1612326;31/05/2025;27/05/2025;9961;14;21455;1612326;305008              
21456;794;30/05/2025;2;12;12;6;0,02;0,01;1060;54;9999;0,02;0,01;9985,03;9999,01;1612326;31/05/2025;27/05/2025;9985;2;21456;1612326;808171              
21457;794;30/05/2025;11;;12;6;0,02;0,01;1060;54;9999;0,02;0,01;9988,03;9999,01;1612326;31/05/2025;27/05/2025;9988;11;21457;1612326;305014              
21465;794;29/05/2025;0;;6;6;0;0;1060;46;10;0;0;10;10;1612325;30/05/2025;27/05/2025;10;0;21465;1612325;810194              
21521;509;28/05/2025;63;96;48;16;60,28;35,17;1060;54;9999;60,28;35,17;9900,17;10034,17;1612276;30/05/2025;27/05/2025;9900;86;21521;1612276;020110              
21552;794;30/05/2025;16;;18;6;0,02;0,01;1060;54;9999;0,02;0,01;9983,03;9999,01;1612326;31/05/2025;27/05/2025;9983;16;21552;1612326;317543              
21566;794;30/05/2025;0;;24;6;0,02;0;1060;46;0;0,02;0;0,02;0;1612326;31/05/2025;27/05/2025;0;0;21566;1612326;674303              
21567;794;30/05/2025;0;;54;6;0;0;1060;46;0;0;0;0;0;1612326;31/05/2025;27/05/2025;0;0;21567;1612326;674306              
21568;794;30/05/2025;18;;12;6;0,02;0,01;1060;54;9999;0,03;0,01;9981,03;9999,01;1612326;31/05/2025;27/05/2025;9981;18;21568;1612326;309162              
21591;509;28/05/2025;23;12;12;6;10,7;6,48;1060;54;9999;10,7;6,48;9974,92;10005,48;1612276;30/05/2025;27/05/2025;9975;27;21591;1612276;141208              
21632;509;28/05/2025;34;24;24;12;29,96;17,84;1060;54;9999;29,96;17,84;9970,96;10016,84;1612276;30/05/2025;27/05/2025;9971;48;21632;1612276;111227              
21635;509;28/05/2025;20;;24;12;13,47;8,58;1060;54;9999;13,47;8,58;9992,91;10007,58;1612276;30/05/2025;27/05/2025;9993;24;21635;1612276;111453              
21644;509;28/05/2025;25;12;12;12;29,46;16,57;1060;54;9999;29,45;16,57;9991,12;10015,57;1612276;30/05/2025;27/05/2025;9991;39;21644;1612276;648982              
21663;509;28/05/2025;272;;264;264;144,36;87,8;1060;54;9999;144,36;87,8;9871,69;10086,8;1612276;30/05/2025;27/05/2025;9872;324;21663;1612276;101063              
21664;509;28/05/2025;293;;264;264;105,86;67,41;1060;54;9999;105,86;67,41;9812,08;10066,41;1612276;30/05/2025;27/05/2025;9812;329;21664;1612276;101067              
21677;509;28/05/2025;76;71;24;12;68,36;39,91;1060;54;9999;68,36;39,91;9919,91;10038,91;1612276;30/05/2025;27/05/2025;9920;109;21677;1612276;111514              
21678;509;28/05/2025;70;48;24;12;59,59;35,03;1060;54;9999;59,59;35,03;9940,81;10034,03;1612276;30/05/2025;27/05/2025;9941;94;21678;1612276;111511              
21685;509;28/05/2025;46;;30;6;23,98;13,2;1060;54;9999;23,98;13,2;9976,87;10012,2;1612276;30/05/2025;27/05/2025;9977;56;21685;1612276;104105              
21695;509;28/05/2025;0;;36;12;13,29;9,84;1060;46;23;13,29;9,84;36,29;32,84;1612276;30/05/2025;27/05/2025;33;0;21695;1612276;028182              
21856;509;28/05/2025;0;;6;6;1;0;1060;46;0;1;0;1;0;1612276;30/05/2025;27/05/2025;0;0;21856;1612276;489420              
21861;509;28/05/2025;33;18;12;6;20,66;11,66;1060;54;9999;20,66;11,65;9968,21;10010,66;1612276;30/05/2025;27/05/2025;9968;40;21861;1612276;041015              
21863;509;28/05/2025;40;48;24;8;39,59;22,26;1060;54;9999;39,59;22,26;9950,59;10021,26;1612276;30/05/2025;27/05/2025;9951;55;21863;1612276;041040              
21918;509;28/05/2025;10;24;24;6;12,57;7,23;1060;54;9999;12,57;7,23;9978,01;10006,23;1612276;30/05/2025;27/05/2025;9978;14;21918;1612276;035855              
21952;794;30/05/2025;13;32;32;8;0,05;0,02;1060;54;9999;0,05;0,02;9954,06;9999,02;1612326;31/05/2025;27/05/2025;9954;13;21952;1612326;267640              
21955;794;30/05/2025;0;;8;8;0;0;1060;46;0;0;0;0;0;1612326;31/05/2025;27/05/2025;0;0;21955;1612326;
21958;794;30/05/2025;23;;12;6;0,05;0,03;1060;54;9999;0,05;0,03;9952,06;9999,03;1612326;31/05/2025;27/05/2025;9952;23;21958;1612326;616462              
22133;794;30/05/2025;352;;162;162;0,8;0,33;1064;54;9999;0,8;0,33;9647,99;9999,33;1612323;31/05/2025;27/05/2025;9648;352;22133;1612323;361059              
22235;509;28/05/2025;18;;24;12;9,87;5,2;1060;54;9999;9,87;5,2;9990,7;10004,2;1612276;30/05/2025;27/05/2025;9991;20;22235;1612276;649693              
22274;509;28/05/2025;87;24;12;12;49,06;33,06;1060;54;9999;49,05;33,05;9936,61;10032,06;1612276;30/05/2025;27/05/2025;9937;108;22274;1612276;173115              
22276;509;28/05/2025;23;;16;16;5,37;3,92;1060;54;9999;5,37;3,92;9981,81;10002,92;1612276;30/05/2025;27/05/2025;9982;25;22276;1612276;174008              
22348;509;28/05/2025;17;36;36;12;15,29;10,18;1060;54;9999;15,29;10,18;9960,84;10009,18;1612276;30/05/2025;27/05/2025;9961;22;22348;1612276;093070              
22379;509;28/05/2025;0;;30;6;18,59;10,26;1060;46;22;18,59;10,26;40,59;32,26;1612276;30/05/2025;27/05/2025;32;0;22379;1612276;062005              
22381;794;30/05/2025;47;;36;6;0,18;0,06;1060;54;9999;0,18;0,06;9952,24;9999,06;1612326;31/05/2025;27/05/2025;9952;47;22381;1612326;842262              
22461;794;30/05/2025;34;;24;12;0,03;0,01;1060;54;9999;0,03;0,01;9965,04;9999,01;1612326;31/05/2025;27/05/2025;9965;34;22461;1612326;361242              
22480;509;28/05/2025;31;;24;6;13,26;7,26;1060;54;9999;13,26;7,25;9980,81;10006,25;1612276;30/05/2025;27/05/2025;9981;35;22480;1612276;033511              
22482;509;28/05/2025;68;;24;6;16,22;8,89;1060;54;9999;16,22;8,89;9947,33;10007,89;1612276;30/05/2025;27/05/2025;9947;71;22482;1612276;663117              
22485;509;28/05/2025;75;36;12;12;55,46;33,79;1060;54;9999;55,46;33,79;9943,46;10032,79;1612276;30/05/2025;27/05/2025;9943;99;22485;1612276;041208              
22525;794;30/05/2025;9;;3;3;0,03;0,01;1060;54;9999;0,03;0,01;9990,03;9999,01;1612326;31/05/2025;27/05/2025;9990;9;22525;1612326;366518              
22999;794;30/05/2025;18;96;48;24;0,43;0,12;1060;54;9999;0,43;0,12;9885,5;9999,12;1612326;31/05/2025;27/05/2025;9886;18;22999;1612326;845319              
23140;509;28/05/2025;0;;6;6;0;0;1062;46;0;0;0;0;0;1612273;29/05/2025;27/05/2025;0;0;23140;1612273;141221              
23442;509;28/05/2025;0;;15;15;0;0;1060;46;10;0;0;10;10;1612276;30/05/2025;27/05/2025;10;0;23442;1612276;172326              
23447;509;28/05/2025;325;;288;288;48,11;29,11;1060;54;9999;48,11;29,11;9722,22;10028,11;1612276;30/05/2025;27/05/2025;9722;342;23447;1612276;012953              
23460;522;30/05/2025;318;;278;278;1,51;0,6;1064;54;9999;1,51;0,6;9682,91;9999,6;1612281;31/05/2025;27/05/2025;9683;318;23460;1612281;681477              
23501;794;29/05/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1612325;30/05/2025;27/05/2025;0;0;23501;1612325;200735              
23507;794;29/05/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1612325;30/05/2025;27/05/2025;0;0;23507;1612325;
23509;794;30/05/2025;18;24;24;12;3,65;0;1060;54;9999;3,65;0;9960,31;9999;1612326;31/05/2025;27/05/2025;9960;21;23509;1612326;200640              
23598;509;28/05/2025;27;132;24;12;10,9;7,68;1060;54;9999;10,9;7,68;9850,57;10006,68;1612276;30/05/2025;27/05/2025;9851;31;23598;1612276;195685              
23643;794;30/05/2025;131;;12;6;0,14;0,04;1060;54;9999;0,14;0,04;9553,17;9999,04;1612326;31/05/2025;27/05/2025;9553;131;23643;1612326;035787              
23660;794;30/05/2025;16;;12;6;0,02;0,01;1060;54;9999;0,02;0,01;9983,03;9999,01;1612326;31/05/2025;27/05/2025;9983;16;23660;1612326;361901              
23765;557;30/05/2025;460;;480;480;1,9;0,62;1080;54;9999;1,9;0,62;9540,47;9999,62;1612290;31/05/2025;27/05/2025;9540;460;23765;1612290;079980              
23807;509;28/05/2025;0;;6;6;0;0;1062;46;0;0;0;0;0;1612273;29/05/2025;27/05/2025;0;0;23807;1612273;J72268              
23847;509;28/05/2025;26;30;30;6;24,02;14,13;1060;54;9999;24,02;14,13;9966,8;10013,13;1612276;30/05/2025;27/05/2025;9967;37;23847;1612276;202256              
23848;509;28/05/2025;29;30;30;6;15,08;8,86;1060;54;9999;15,08;8,86;9954,75;10007,86;1612276;30/05/2025;27/05/2025;9955;37;23848;1612276;202083              
23851;509;28/05/2025;11;;24;6;12,93;6,82;1060;54;9999;12,93;6,82;10000,6;10005,82;1612276;30/05/2025;27/05/2025;10001;16;23851;1612276;062289              
23853;509;28/05/2025;0;;24;6;0;0;1060;46;17;0;0;17;17;1612276;30/05/2025;27/05/2025;17;0;23853;1612276;062685              
23888;509;30/05/2025;26;;6;6;0,05;0,02;1060;54;9999;0,05;0,03;9973,06;9999,02;1612277;31/05/2025;27/05/2025;9973;26;23888;1612277;887687              
23906;509;28/05/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1612276;29/05/2025;27/05/2025;0;0;23906;1612276;222803              
23937;794;30/05/2025;27;30;30;30;22,72;6,22;1060;54;9999;22,72;6,22;9964,39;10005,22;1612326;31/05/2025;27/05/2025;9964;31;23937;1612326;076411              
23962;794;29/05/2025;0;;12;6;0;0;1060;46;0;0;0;0;0;1612325;30/05/2025;27/05/2025;0;0;23962;1612325;554278              
23982;794;30/05/2025;47;;12;12;0,16;0,04;1060;54;9999;0,17;0,04;9952,22;9999,04;1612326;31/05/2025;27/05/2025;9952;47;23982;1612326;016118              
24095;509;28/05/2025;63;;45;9;27,98;19,76;1060;54;9999;27,98;19,75;9963,87;10018,75;1612276;30/05/2025;27/05/2025;9964;73;24095;1612276;505558              
24328;509;28/05/2025;63;30;12;6;57,29;34,4;1060;54;9999;57,29;34,4;9963,29;10033,4;1612276;30/05/2025;27/05/2025;9963;87;24328;1612276;201282              
24378;509;28/05/2025;45;64;64;16;21,95;13,45;1060;54;9999;21,95;13,45;9911,78;10012,45;1612276;30/05/2025;27/05/2025;9912;54;24378;1612276;653538              
24453;794;30/05/2025;0;;40;20;0;0;1060;46;10;0;0;10;10;1612326;31/05/2025;27/05/2025;10;0;24453;1612326;081395              
24631;794;30/05/2025;74;;20;10;0,01;0;1060;54;9999;0,01;0;9925,01;9999;1612326;31/05/2025;27/05/2025;9925;74;24631;1612326;674064              
24813;509;28/05/2025;219;24;12;12;122,64;74,01;1060;54;9999;122,64;74,01;9878,3;10073,01;1612276;30/05/2025;27/05/2025;9878;268;24813;1612276;011212              
24958;794;30/05/2025;13;12;12;12;11,87;4,89;1060;54;9999;11,87;4,89;9986,09;10003,89;1612326;31/05/2025;27/05/2025;9986;16;24958;1612326;243140              
24987;509;28/05/2025;19;12;12;6;9,91;5,58;1060;54;9999;9,91;5,58;9978,02;10004,58;1612276;30/05/2025;27/05/2025;9978;22;24987;1612276;J83835              
25346;509;28/05/2025;32;;36;12;4,5;2,83;1060;54;9999;4,5;2,83;9971,5;10001,83;1612276;30/05/2025;27/05/2025;9972;33;25346;1612276;094017              
25347;509;28/05/2025;34;;36;12;17,48;10,92;1060;54;9999;17,48;10,92;9982,92;10009,92;1612276;30/05/2025;27/05/2025;9983;41;25347;1612276;094018              
25372;794;30/05/2025;122;;80;16;0,23;0,08;1060;54;9999;0,23;0,08;9877,31;9999,08;1612326;31/05/2025;27/05/2025;9877;122;25372;1612326;133992              
25499;509;28/05/2025;271;;18;18;35,54;21,99;1060;54;9999;35,55;21,99;9763,66;10020,99;1612276;30/05/2025;27/05/2025;9764;283;25499;1612276;606545              
25510;794;30/05/2025;18;;36;12;7,61;1,67;1060;54;9999;7,61;1,67;9989,06;10000,67;1612326;31/05/2025;27/05/2025;9989;21;25510;1612326;246162              
25531;509;28/05/2025;0;;12;12;2,5;0;1060;46;11;2,5;0;13,5;11;1612276;30/05/2025;27/05/2025;11;0;25531;1612276;366540              
25532;509;28/05/2025;69;14;14;14;39,78;22,89;1060;54;9999;39,78;22,89;9956;10021,89;1612276;30/05/2025;27/05/2025;9956;86;25532;1612276;365197              
25646;509;28/05/2025;30;;24;12;0;0;1060;46;0;0;0;-30;0;1612276;29/05/2025;27/05/2025;0;30;25646;1612276;K69932              
25657;522;30/05/2025;81;;4;4;0,12;0,06;1060;54;9999;0,12;0,06;9918,15;9999,06;1612284;31/05/2025;27/05/2025;9918;81;25657;1612284;323418              
25815;691;30/05/2025;28;24;12;4;0,22;0,09;1070;54;9999;0,22;0,09;9947,31;9999,09;1612303;31/05/2025;27/05/2025;9947;28;25815;1612303;709267              
26075;691;30/05/2025;0;;24;12;0;0;1070;46;15;0;0;15;15;1612303;31/05/2025;27/05/2025;15;0;26075;1612303;448114              
26076;691;30/05/2025;0;;24;12;0,21;0,1;1070;46;25;0,21;0,1;25,21;25,1;1612303;31/05/2025;27/05/2025;25;0;26076;1612303;448206              
26153;691;30/05/2025;0;;48;12;0,3;0,07;1070;46;32;0,3;0,07;32,3;32,07;1612303;31/05/2025;27/05/2025;32;0;26153;1612303;442166              
26165;691;31/05/2025;30;;16;16;0,12;0,02;1070;54;9999;0,12;0,02;9969,15;9999,02;1612304;02/06/2025;27/05/2025;9969;30;26165;1612304;144115              
26176;691;30/05/2025;129;;24;12;0,25;0,11;1070;46;44;0,25;0,11;-84,71;44,11;1612303;31/05/2025;27/05/2025;0;129;26176;1612303;136357              
26177;691;30/05/2025;86;24;24;24;0,68;0,23;1070;54;9999;0,68;0,23;9889,84;9999,23;1612303;31/05/2025;27/05/2025;9890;86;26177;1612303;472074              
26808;557;30/05/2025;28;;30;10;0,03;0,01;1080;54;9999;0,03;0,01;9971,04;9999,01;1612290;31/05/2025;27/05/2025;9971;28;26808;1612290;130842              
27627;794;30/05/2025;0;;24;24;0;0;1060;46;0;0;0;0;0;1612326;31/05/2025;27/05/2025;0;0;27627;1612326;
27953;691;30/05/2025;19;24;8;8;0,3;0,16;1070;54;9999;0,3;0,16;9956,36;9999,16;1612303;02/06/2025;27/05/2025;9956;19;27953;1612303;056467              
27976;509;30/05/2025;31;108;12;6;0,42;0,17;1060;54;9999;0,42;0,17;9860,5;9999,17;1612277;31/05/2025;27/05/2025;9861;31;27976;1612277;545406              
27998;509;30/05/2025;31;;12;6;0,02;0,01;1060;54;9999;0,03;0,01;9968,03;9999,01;1612277;31/05/2025;27/05/2025;9968;31;27998;1612277;033962              
28011;509;28/05/2025;0;;12;12;19,99;11,99;1060;54;9999;19,99;11,99;10018,99;10010,99;1612276;30/05/2025;27/05/2025;10011;0;28011;1612276;011214              
28033;509;28/05/2025;74;;30;10;34,94;20,61;1060;54;9999;34,94;20,61;9960,39;10019,61;1612276;30/05/2025;27/05/2025;9960;87;28033;1612276;028610              
28097;509;28/05/2025;0;;20;20;0;0;1060;46;0;0;0;0;0;1612276;29/05/2025;27/05/2025;0;0;28097;1612276;014026              
28101;794;30/05/2025;0;;48;16;0;0;1060;46;10;0;0;10;10;1612326;31/05/2025;27/05/2025;10;0;28101;1612326;232283              
28107;509;28/05/2025;0;;8;8;0;0;1060;46;15;0;0;15;15;1612276;30/05/2025;27/05/2025;15;0;28107;1612276;013464              
28115;509;28/05/2025;244;;48;16;31,67;19,56;1060;54;9999;31,67;19,56;9786,44;10018,56;1612276;30/05/2025;27/05/2025;9786;265;28115;1612276;028681              
28157;509;28/05/2025;87;48;24;12;52,58;29,58;1060;54;9999;52,58;29,58;9916,36;10028,58;1612276;30/05/2025;27/05/2025;9916;107;28157;1612276;111516              
28158;509;28/05/2025;0;;24;12;21,8;18,8;1060;46;57;21,8;18,8;78,8;75,8;1612276;30/05/2025;27/05/2025;76;0;28158;1612276;111506              
28160;509;28/05/2025;40;60;12;12;42,62;26,4;1060;54;9999;42,62;26,4;9941,4;10025,4;1612276;30/05/2025;27/05/2025;9941;61;28160;1612276;071237              
28213;509;28/05/2025;30;;90;18;8,86;5,63;1060;54;9999;8,86;5,63;9978,19;10004,63;1612276;30/05/2025;27/05/2025;9978;33;28213;1612276;319602              
28406;794;29/05/2025;0;;6;6;0;0;1060;46;0;0;0;0;0;1612325;30/05/2025;27/05/2025;0;0;28406;1612325;098559              
28444;794;30/05/2025;356;;6;6;0,13;0,06;1060;54;9999;0,13;0,06;9283,14;9999,06;1612326;31/05/2025;27/05/2025;9283;356;28444;1612326;656506              
28466;509;30/05/2025;5;12;6;6;0,03;0,01;1060;54;9999;0,03;0,01;9982,03;9999,01;1612277;31/05/2025;27/05/2025;9982;5;28466;1612277;350044              
28532;794;30/05/2025;49;;48;24;12,13;4,89;1060;54;9999;12,13;4,89;9962,02;10003,89;1612326;31/05/2025;27/05/2025;9962;51;28532;1612326;125229              
28565;509;28/05/2025;0;;14;14;0;0;1063;46;0;0;0;0;0;1612273;29/05/2025;27/05/2025;0;0;28565;1612273;133449              
28875;509;28/05/2025;34;12;12;12;19,99;12,88;1060;54;9999;19,99;12,88;9972,99;10011,88;1612276;30/05/2025;27/05/2025;9973;40;28875;1612276;111939              
29109;509;28/05/2025;49;;24;8;12,79;5,79;1060;54;9999;12,79;5,79;9962,68;10004,79;1612276;30/05/2025;27/05/2025;9963;52;29109;1612276;026157              
29440;691;30/05/2025;21;24;12;12;0,38;0,13;1071;54;9999;0,38;0,13;9954,49;9999,13;1612303;31/05/2025;27/05/2025;9954;21;29440;1612303;481068              
29444;691;30/05/2025;20;;12;12;0,08;0,03;1071;54;9999;0,08;0,03;9979,1;9999,03;1612303;31/05/2025;27/05/2025;9979;20;29444;1612303;481388              
29757;509;28/05/2025;0;;10;10;2,84;1,84;1060;46;20;2,84;1,84;22,84;21,84;1612276;30/05/2025;27/05/2025;22;0;29757;1612276;045151              
29919;509;28/05/2025;0;;15;5;0;0;1060;46;40;0;0;40;40;1612276;29/05/2025;27/05/2025;40;0;29919;1612276;
29922;509;28/05/2025;0;;15;5;0;0;1060;46;32;0;0;32;32;1612276;29/05/2025;27/05/2025;32;0;29922;1612276;
29932;509;28/05/2025;17;;15;5;8;4,89;1060;54;9999;8;4,89;9990,22;10003,89;1612276;30/05/2025;27/05/2025;9990;20;29932;1612276;862900              
