EAN;TS_1_Mois;TS_2_Mois;TS_3_Mois;TS_Final;TS_1_Semaine;TS_Final_V2
3560070570430;100%;100%;100%;100%;100%;100%
3560070570898;100%;100%;100%;100%;100%;100%
3560070571222;100%;100%;100%;100%;100%;100%
3560070571635;100%;100%;100%;100%;100%;100%
3560070571666;100%;100%;98%;100%;100%;100%
3560070572304;100%;100%;100%;100%;;100%
3560070572717;100%;100%;100%;100%;100%;100%
3560070572922;64%;74%;83%;64%;100%;100%
3560070573073;100%;100%;100%;100%;;100%
3560070573233;92%;96%;98%;92%;100%;100%
3560070575480;100%;100%;100%;100%;;100%
3560070575886;;100%;100%;100%;;100%
3560070575947;100%;100%;100%;100%;;100%
3560070577323;100%;75%;70%;100%;;100%
3560070577491;100%;100%;100%;100%;100%;100%
3560070579778;94%;95%;95%;94%;100%;100%
3560070581221;;;0%;0%;;0%
3560070581320;;100%;100%;100%;;100%
3560070581849;;5%;22%;5%;;5%
3560070582884;100%;100%;100%;100%;;100%
3560070583157;100%;100%;89%;100%;;100%
3560070583348;24%;43%;58%;24%;100%;100%
3560070583409;66%;77%;84%;66%;100%;100%
3560070586042;100%;65%;72%;100%;;100%
3560070586073;100%;57%;43%;100%;100%;100%
3560070588480;;94%;97%;94%;;94%
3560070589654;100%;100%;100%;100%;100%;100%
3560070590520;100%;100%;100%;100%;;100%
3560070590551;91%;91%;94%;91%;75%;75%
3560070590582;91%;97%;97%;91%;100%;100%
3560070590728;100%;100%;100%;100%;100%;100%
3560070591145;100%;100%;100%;100%;100%;100%
3560070591565;77%;89%;92%;77%;27%;27%
3560070592975;100%;100%;88%;100%;100%;100%
3560070593330;100%;100%;100%;100%;100%;100%
3560070594559;100%;100%;100%;100%;;100%
3560070595525;100%;100%;100%;100%;100%;100%
3560070597741;100%;100%;100%;100%;100%;100%
3560070597772;89%;95%;95%;89%;100%;100%
3560070598021;88%;94%;96%;88%;100%;100%
3560070598717;;100%;100%;100%;;100%
3560070600090;41%;65%;74%;41%;0%;0%
3560070600151;100%;100%;100%;100%;100%;100%
3560070600540;100%;100%;100%;100%;;100%
3560070601127;100%;86%;85%;100%;;100%
3560070601189;100%;100%;100%;100%;100%;100%
3560070602223;100%;100%;100%;100%;;100%
3560070602407;100%;100%;100%;100%;100%;100%
3560070602681;100%;100%;100%;100%;;100%
3560070603046;100%;63%;54%;100%;100%;100%
3560070603824;;100%;100%;100%;;100%
3560070604340;100%;100%;100%;100%;100%;100%
3560070605668;20%;45%;56%;20%;0%;0%
3560070606054;100%;100%;100%;100%;;100%
3560070606825;100%;100%;100%;100%;100%;100%
3560070606856;91%;93%;92%;91%;50%;50%
3560070606900;100%;100%;100%;100%;100%;100%
3560070607198;100%;100%;100%;100%;;100%
3560070609253;100%;100%;100%;100%;;100%
3560070609529;;100%;100%;100%;;100%
3560070609888;58%;74%;80%;58%;100%;100%
3560070610365;100%;100%;87%;100%;100%;100%
3560070612130;100%;100%;100%;100%;100%;100%
3560070612161;100%;100%;100%;100%;;100%
3560070613564;100%;93%;96%;100%;;100%
3560070613847;100%;100%;100%;100%;100%;100%
3560070614202;100%;100%;97%;100%;100%;100%
3560070614837;100%;100%;100%;100%;100%;100%
3560070614868;100%;100%;100%;100%;100%;100%
3560070616589;100%;93%;96%;100%;;100%
3560070617593;100%;100%;100%;100%;;100%
3560070618767;100%;100%;100%;100%;;100%
3560070618828;100%;94%;94%;100%;100%;100%
3560070621101;100%;100%;100%;100%;;100%
3560070621316;100%;100%;100%;100%;100%;100%
3560070621347;98%;96%;97%;98%;100%;100%
3560070621712;100%;100%;98%;100%;100%;100%
3560070625468;;;100%;100%;;100%
3560070627684;100%;100%;100%;100%;100%;100%
3560070627714;100%;100%;100%;100%;;100%
3560070627950;50%;50%;50%;50%;;50%
3560070627981;100%;100%;100%;100%;;100%
3560070628018;;100%;100%;100%;;100%
3560070630806;100%;100%;100%;100%;;100%
3560070635368;100%;100%;100%;100%;;100%
3560070636471;99%;97%;98%;99%;100%;100%
3560070636662;96%;96%;96%;96%;100%;100%
3560070637119;100%;100%;100%;100%;100%;100%
3560070648436;92%;95%;97%;92%;100%;100%
3560070649327;100%;88%;92%;100%;100%;100%
3560070649686;91%;75%;63%;91%;100%;100%
3560070649778;100%;100%;78%;100%;;100%
3560070655595;71%;89%;93%;71%;0%;0%
3560070655786;100%;100%;100%;100%;100%;100%
3560070656592;100%;100%;100%;100%;;100%
3560070657605;100%;89%;93%;100%;;100%
3560070657636;100%;100%;100%;100%;;100%
3560070657667;100%;100%;100%;100%;;100%
3560070657698;100%;100%;100%;100%;;100%
3560070657728;100%;100%;100%;100%;100%;100%
3560070659517;100%;100%;100%;100%;;100%
3560070660575;0%;16%;24%;0%;0%;0%
3560070669288;;100%;100%;100%;;100%
3560070669745;100%;100%;100%;100%;;100%
3560070669813;100%;100%;100%;100%;100%;100%
3560070669844;100%;100%;100%;100%;;100%
3560070669875;81%;92%;95%;81%;100%;100%
3560070669905;64%;81%;87%;64%;100%;100%
3560070669981;100%;62%;70%;100%;;100%
3560070670017;100%;100%;100%;100%;100%;100%
3560070671182;100%;100%;94%;100%;;100%
3560070672417;100%;100%;100%;100%;100%;100%
3560070672509;100%;92%;95%;100%;100%;100%
3560070672707;89%;95%;97%;89%;100%;100%
3560070673193;100%;100%;100%;100%;100%;100%
3560070677498;100%;100%;100%;100%;;100%
3560070678051;100%;100%;100%;100%;100%;100%
3560070679751;;100%;100%;100%;;100%
3560070681136;100%;98%;98%;100%;100%;100%
3560070681198;100%;98%;98%;100%;100%;100%
3560070681228;100%;96%;97%;100%;100%;100%
3560070681259;100%;100%;100%;100%;;100%
3560070682683;100%;100%;100%;100%;;100%
3560070684120;100%;100%;100%;100%;;100%
3560070686148;100%;100%;100%;100%;100%;100%
3560070687114;;100%;100%;100%;;100%
3560070687145;;100%;100%;100%;;100%
3560070687350;82%;92%;66%;82%;50%;50%
3560070687619;100%;100%;100%;100%;;100%
3560070689330;100%;100%;100%;100%;100%;100%
3560070689361;100%;86%;92%;100%;;100%
3560070689927;100%;100%;100%;100%;100%;100%
3560070689989;94%;98%;99%;94%;100%;100%
3560070690169;100%;100%;100%;100%;100%;100%
3560070690190;100%;100%;100%;100%;100%;100%
3560070690220;100%;100%;100%;100%;100%;100%
3560070690251;100%;100%;100%;100%;100%;100%
3560070690282;100%;97%;98%;100%;100%;100%
3560070690312;100%;100%;100%;100%;100%;100%
3560070690343;100%;100%;100%;100%;;100%
3560070690701;100%;100%;100%;100%;;100%
3560070690916;32%;23%;23%;32%;;32%
3560070692453;100%;100%;100%;100%;;100%
3560070692729;100%;100%;100%;100%;100%;100%
3560070692798;;;100%;100%;;100%
3560070692842;100%;100%;100%;100%;100%;100%
3560070693337;100%;100%;100%;100%;100%;100%
3560070693436;;;100%;100%;;100%
3560070694501;26%;55%;62%;26%;0%;0%
3560070694983;;100%;100%;100%;;100%
3560070695362;100%;97%;98%;100%;100%;100%
3560070695423;100%;100%;100%;100%;100%;100%
3560070696802;;100%;100%;100%;;100%
3560070697359;75%;82%;75%;75%;100%;100%
3560070697410;100%;100%;100%;100%;;100%
3560070698202;100%;90%;94%;100%;100%;100%
3560070698356;100%;100%;100%;100%;;100%
3560070698561;97%;98%;99%;97%;100%;100%
3560070699223;100%;100%;99%;100%;100%;100%
3560070699254;;100%;100%;100%;;100%
3560070699377;66%;66%;75%;66%;0%;0%
3560070699469;100%;100%;100%;100%;100%;100%
3560070700110;100%;100%;100%;100%;100%;100%
3560070700356;100%;90%;87%;100%;;100%
3560070701407;100%;100%;100%;100%;100%;100%
3560070701490;100%;100%;100%;100%;;100%
3560070702152;;100%;87%;100%;;100%
3560070704057;;100%;100%;100%;;100%
3560070704088;100%;100%;100%;100%;;100%
3560070704286;100%;33%;25%;100%;100%;100%
3560070704316;100%;100%;100%;100%;100%;100%
3560070705740;100%;67%;67%;100%;;100%
3560070705771;100%;100%;100%;100%;;100%
3560070705801;100%;91%;94%;100%;;100%
3560070705832;100%;100%;100%;100%;100%;100%
3560070705863;100%;99%;99%;100%;100%;100%
3560070706136;78%;87%;81%;78%;100%;100%
3560070707294;72%;85%;90%;72%;100%;100%
3560070707874;47%;71%;78%;47%;83%;83%
3560070710072;100%;100%;100%;100%;100%;100%
3560070710324;56%;74%;82%;56%;50%;50%
3560070710447;65%;65%;77%;65%;28%;28%
3560070710713;100%;100%;100%;100%;;100%
3560070711277;100%;100%;100%;100%;;100%
3560070711871;100%;100%;100%;100%;100%;100%
3560070711994;100%;100%;100%;100%;100%;100%
3560070712212;100%;100%;100%;100%;100%;100%
3560070712663;100%;100%;100%;100%;;100%
3560070712786;100%;100%;100%;100%;;100%
3560070712816;;0%;10%;0%;;0%
3560070713110;100%;100%;100%;100%;;100%
3560070714117;100%;100%;100%;100%;100%;100%
3560070714568;100%;100%;100%;100%;100%;100%
3560070715619;100%;100%;100%;100%;100%;100%
3560070715862;100%;100%;100%;100%;100%;100%
3560070716838;100%;100%;100%;100%;100%;100%
3560070717514;100%;91%;94%;100%;100%;100%
3560070717712;100%;100%;100%;100%;;100%
3560070717903;100%;95%;97%;100%;100%;100%
3560070718368;100%;100%;100%;100%;100%;100%
3560070718399;100%;100%;100%;100%;100%;100%
3560070718450;100%;100%;100%;100%;100%;100%
3560070718542;99%;100%;100%;99%;100%;100%
3560070718573;100%;100%;100%;100%;100%;100%
3560070718696;100%;100%;100%;100%;100%;100%
3560070718788;2%;14%;34%;2%;5%;5%
3560070718818;100%;100%;100%;100%;;100%
3560070718849;35%;43%;53%;35%;0%;0%
3560070718900;100%;100%;100%;100%;100%;100%
3560070718962;100%;100%;100%;100%;100%;100%
3560070719266;100%;100%;100%;100%;100%;100%
3560070719327;100%;100%;100%;100%;100%;100%
3560070720644;100%;100%;100%;100%;;100%
3560070720712;100%;100%;64%;100%;100%;100%
3560070720743;100%;100%;100%;100%;100%;100%
3560070720859;20%;40%;52%;20%;0%;0%
3560070722082;100%;100%;100%;100%;;100%
3560070722112;50%;50%;50%;50%;50%;50%
3560070722495;100%;100%;100%;100%;100%;100%
3560070723201;100%;100%;100%;100%;100%;100%
3560070723836;100%;100%;100%;100%;100%;100%
3560070725618;100%;42%;60%;100%;;100%
3560070726547;100%;87%;92%;100%;100%;100%
3560070727988;100%;100%;100%;100%;100%;100%
3560070728015;100%;100%;100%;100%;100%;100%
3560070728077;100%;47%;55%;100%;;100%
3560070728190;;0%;18%;0%;;0%
3560070728732;;88%;94%;88%;;88%
3560070729975;100%;100%;100%;100%;100%;100%
3560070730483;100%;100%;100%;100%;100%;100%
3560070730513;0%;0%;5%;0%;0%;0%
3560070731046;100%;97%;98%;100%;100%;100%
3560070731084;0%;87%;91%;0%;;0%
3560070732821;100%;100%;100%;100%;100%;100%
3560070732944;100%;93%;96%;100%;;100%
3560070733460;100%;100%;100%;100%;100%;100%
3560070737048;62%;62%;62%;62%;42%;42%
3560070737710;100%;68%;77%;100%;100%;100%
3560070738014;75%;88%;86%;75%;100%;100%
3560070738588;100%;100%;100%;100%;;100%
3560070739042;;100%;100%;100%;;100%
3560070739738;100%;100%;100%;100%;100%;100%
3560070740338;;49%;82%;49%;;49%
3560070741670;100%;100%;100%;100%;100%;100%
3560070742332;51%;72%;80%;51%;7%;7%
3560070744770;100%;100%;100%;100%;100%;100%
3560070748785;44%;63%;76%;44%;100%;100%
3560070748877;100%;100%;100%;100%;100%;100%
3560070748938;100%;100%;100%;100%;100%;100%
3560070749027;100%;100%;100%;100%;100%;100%
3560070749058;100%;100%;95%;100%;100%;100%
3560070749089;100%;100%;98%;100%;100%;100%
3560070749805;100%;100%;100%;100%;;100%
3560070749980;88%;88%;88%;88%;50%;50%
3560070751020;100%;100%;100%;100%;;100%
3560070751082;100%;100%;100%;100%;;100%
3560070751143;100%;100%;100%;100%;100%;100%
3560070751488;100%;100%;100%;100%;;100%
3560070752034;100%;100%;100%;100%;100%;100%
3560070752096;100%;100%;100%;100%;100%;100%
3560070752140;100%;100%;100%;100%;100%;100%
3560070752188;100%;100%;100%;100%;;100%
3560070752232;100%;100%;100%;100%;100%;100%
3560070753741;100%;100%;100%;100%;100%;100%
3560070753772;;100%;100%;100%;;100%
3560070753802;100%;100%;100%;100%;;100%
3560070753833;;;100%;100%;;100%
3560070753895;;;100%;100%;;100%
3560070753925;;;100%;100%;;100%
3560070754618;;100%;100%;100%;;100%
3560070755257;100%;98%;99%;100%;100%;100%
3560070755288;100%;100%;100%;100%;100%;100%
3560070755639;100%;100%;100%;100%;;100%
3560070755660;52%;69%;76%;52%;37%;37%
3560070755752;20%;25%;33%;20%;67%;67%
3560070755783;100%;100%;100%;100%;100%;100%
3560070758005;100%;100%;100%;100%;100%;100%
3560070758036;;100%;97%;100%;;100%
3560070758586;;100%;100%;100%;;100%
3560070759163;75%;86%;90%;75%;100%;100%
3560070759323;100%;100%;100%;100%;;100%
3560070759354;100%;100%;100%;100%;;100%
3560070761180;100%;100%;100%;100%;100%;100%
3560070761210;100%;36%;46%;100%;100%;100%
3560070761241;100%;83%;86%;100%;100%;100%
3560070761272;100%;100%;100%;100%;100%;100%
3560070761302;100%;100%;82%;100%;100%;100%
3560070761333;100%;100%;100%;100%;100%;100%
3560070761364;100%;100%;100%;100%;100%;100%
3560070762071;;100%;100%;100%;;100%
3560070762101;100%;100%;100%;100%;100%;100%
3560070762224;100%;82%;87%;100%;;100%
3560070762828;;100%;100%;100%;;100%
3560070764945;;100%;100%;100%;;100%
3560070765003;100%;100%;100%;100%;100%;100%
3560070765430;67%;67%;67%;67%;0%;0%
3560070766130;72%;83%;88%;72%;100%;100%
3560070766727;100%;100%;100%;100%;100%;100%
3560070767328;100%;100%;100%;100%;;100%
3560070768837;100%;100%;100%;100%;;100%
3560070769131;100%;100%;97%;100%;;100%
3560070769407;100%;92%;88%;100%;100%;100%
3560070769438;100%;100%;97%;100%;100%;100%
3560070769469;100%;100%;100%;100%;100%;100%
3560070769520;100%;100%;100%;100%;100%;100%
3560070769797;83%;88%;91%;83%;100%;100%
3560070769827;80%;89%;93%;80%;50%;50%
3560070770014;100%;100%;100%;100%;100%;100%
3560070770489;100%;100%;100%;100%;100%;100%
3560070770519;100%;100%;100%;100%;;100%
3560070771035;100%;89%;94%;100%;;100%
3560070772520;100%;100%;100%;100%;;100%
3560070773275;11%;26%;33%;11%;0%;0%
3560070774111;;0%;0%;0%;;0%
3560070774265;75%;85%;85%;75%;100%;100%
3560070774326;29%;37%;37%;29%;100%;100%
3560070774395;100%;100%;100%;100%;;100%
3560070774425;88%;93%;95%;88%;100%;100%
3560070774456;100%;100%;100%;100%;;100%
3560070776177;100%;100%;95%;100%;100%;100%
3560070776207;40%;59%;63%;40%;100%;100%
3560070776238;100%;100%;100%;100%;;100%
3560070776597;100%;100%;100%;100%;;100%
3560070776689;100%;100%;100%;100%;;100%
3560070777013;100%;100%;98%;100%;100%;100%
3560070777440;91%;91%;91%;91%;50%;50%
3560070777822;100%;95%;97%;100%;100%;100%
3560070778065;100%;100%;95%;100%;100%;100%
3560070778096;27%;30%;21%;27%;1%;1%
3560070778126;9%;4%;7%;9%;6%;6%
3560070778379;85%;94%;89%;85%;100%;100%
3560070778546;;100%;100%;100%;;100%
3560070778720;100%;100%;100%;100%;100%;100%
3560070779055;100%;100%;100%;100%;100%;100%
3560070779093;100%;100%;100%;100%;;100%
3560070780655;;100%;100%;100%;;100%
3560070781591;100%;43%;43%;100%;;100%
3560070782017;100%;99%;99%;100%;100%;100%
3560070782048;;100%;94%;100%;;100%
3560070782758;97%;23%;33%;97%;100%;100%
3560070782789;100%;24%;10%;100%;100%;100%
3560070785681;100%;95%;70%;100%;100%;100%
3560070786947;100%;100%;100%;100%;100%;100%
3560070787005;94%;98%;99%;94%;80%;80%
3560070787760;100%;100%;100%;100%;;100%
3560070787791;;100%;100%;100%;;100%
3560070787975;100%;100%;100%;100%;100%;100%
3560070788521;100%;100%;100%;100%;;100%
3560070788583;100%;100%;100%;100%;100%;100%
3560070788828;100%;100%;100%;100%;;100%
3560070789078;100%;97%;98%;100%;100%;100%
3560070789108;100%;94%;96%;100%;100%;100%
3560070789689;100%;100%;100%;100%;100%;100%
3560070789719;100%;100%;100%;100%;100%;100%
3560070789801;100%;100%;100%;100%;;100%
3560070790593;100%;100%;100%;100%;100%;100%
3560070791064;100%;100%;100%;100%;100%;100%
3560070791118;100%;100%;100%;100%;;100%
3560070792368;98%;99%;76%;98%;100%;100%
3560070792849;100%;100%;89%;100%;100%;100%
3560070793921;100%;100%;100%;100%;;100%
3560070794027;;100%;100%;100%;;100%
3560070794683;100%;100%;100%;100%;100%;100%
3560070794744;100%;100%;100%;100%;;100%
3560070794836;100%;100%;100%;100%;100%;100%
3560070797394;100%;100%;100%;100%;100%;100%
3560070797462;100%;100%;100%;100%;100%;100%
3560070797493;94%;97%;83%;94%;100%;100%
3560070798414;93%;97%;98%;93%;94%;94%
3560070798568;100%;100%;100%;100%;;100%
3560070799183;100%;94%;96%;100%;100%;100%
3560070799244;100%;92%;96%;100%;100%;100%
3560070799695;100%;100%;87%;100%;;100%
3560070799817;100%;100%;100%;100%;100%;100%
3560070800209;100%;100%;94%;100%;;100%
3560070800230;69%;69%;69%;69%;;69%
3560070800292;88%;59%;67%;88%;100%;100%
3560070800384;100%;100%;100%;100%;100%;100%
3560070801138;100%;83%;89%;100%;;100%
3560070802210;100%;100%;99%;100%;100%;100%
3560070803064;100%;67%;73%;100%;;100%
3560070803699;100%;94%;96%;100%;100%;100%
3560070805969;84%;87%;90%;84%;100%;100%
3560070805990;97%;94%;88%;97%;100%;100%
3560070806126;100%;100%;100%;100%;100%;100%
3560070806829;100%;100%;100%;100%;;100%
3560070807963;100%;97%;98%;100%;;100%
3560070808731;100%;100%;41%;100%;;100%
3560070808762;100%;100%;100%;100%;97%;97%
3560070809264;100%;100%;100%;100%;100%;100%
3560070809653;;100%;100%;100%;;100%
3560070809684;100%;100%;98%;100%;100%;100%
3560070809714;50%;50%;50%;50%;0%;0%
3560070809837;100%;95%;97%;100%;100%;100%
3560070809899;100%;100%;100%;100%;;100%
3560070809929;100%;100%;100%;100%;100%;100%
3560070809950;100%;100%;100%;100%;;100%
3560070809981;100%;100%;100%;100%;;100%
3560070811373;82%;91%;94%;82%;100%;100%
3560070811762;100%;100%;100%;100%;100%;100%
3560070813315;;;100%;100%;;100%
3560070813438;;;100%;100%;;100%
3560070813551;;;100%;100%;;100%
3560070813735;100%;100%;100%;100%;;100%
3560070814541;100%;100%;100%;100%;;100%
3560070814572;100%;100%;96%;100%;100%;100%
3560070814602;100%;100%;100%;100%;100%;100%
3560070814633;100%;100%;97%;100%;100%;100%
3560070814824;100%;100%;100%;100%;;100%
3560070814855;100%;100%;100%;100%;100%;100%
3560070815470;100%;100%;100%;100%;;100%
3560070815531;100%;100%;100%;100%;;100%
3560070815715;100%;89%;84%;100%;;100%
3560070815746;100%;100%;100%;100%;;100%
3560070816194;100%;100%;99%;100%;100%;100%
3560070816323;100%;100%;100%;100%;100%;100%
3560070816415;100%;100%;100%;100%;100%;100%
3560070816507;100%;100%;100%;100%;100%;100%
3560070816750;100%;54%;66%;100%;100%;100%
3560070816828;86%;94%;96%;86%;53%;53%
3560070816859;99%;99%;100%;99%;100%;100%
3560070816903;100%;100%;88%;100%;100%;100%
3560070817788;100%;100%;100%;100%;;100%
3560070817849;100%;67%;67%;100%;;100%
3560070818105;;;100%;100%;;100%
3560070818334;100%;100%;100%;100%;;100%
3560070818389;100%;100%;100%;100%;;100%
3560070818822;61%;73%;81%;61%;100%;100%
3560070819331;100%;100%;100%;100%;100%;100%
3560070819362;100%;100%;100%;100%;100%;100%
3560070820306;100%;100%;100%;100%;100%;100%
3560070820542;100%;100%;100%;100%;100%;100%
3560070820566;100%;100%;100%;100%;100%;100%
3560070820597;100%;100%;100%;100%;100%;100%
3560070820603;100%;100%;100%;100%;100%;100%
3560070820757;100%;100%;100%;100%;100%;100%
3560070820856;100%;89%;66%;100%;100%;100%
3560070820917;100%;100%;100%;100%;100%;100%
3560070820948;100%;100%;100%;100%;;100%
3560070820986;100%;100%;100%;100%;100%;100%
3560070821082;100%;100%;87%;100%;100%;100%
3560070821143;100%;100%;100%;100%;;100%
3560070821204;100%;12%;5%;100%;;100%
3560070821211;23%;17%;15%;23%;0%;0%
3560070821266;100%;100%;100%;100%;100%;100%
3560070821280;83%;85%;50%;83%;0%;0%
3560070821587;100%;100%;100%;100%;100%;100%
3560070821648;100%;100%;100%;100%;;100%
3560070821655;100%;100%;100%;100%;;100%
3560070821662;100%;100%;100%;100%;;100%
3560070821808;100%;100%;100%;100%;;100%
3560070821815;100%;100%;100%;100%;;100%
3560070821938;100%;100%;100%;100%;100%;100%
3560070822270;100%;100%;100%;100%;100%;100%
3560070822294;100%;100%;100%;100%;100%;100%
3560070822584;100%;100%;100%;100%;;100%
3560070822942;100%;100%;100%;100%;100%;100%
3560070823239;100%;100%;68%;100%;100%;100%
3560070823246;100%;100%;66%;100%;100%;100%
3560070823253;100%;100%;100%;100%;100%;100%
3560070823260;100%;100%;100%;100%;100%;100%
3560070823277;100%;100%;100%;100%;100%;100%
3560070823291;95%;97%;79%;95%;100%;100%
3560070823727;;100%;100%;100%;;100%
3560070823819;100%;100%;100%;100%;;100%
3560070823833;100%;74%;69%;100%;100%;100%
3560070823895;100%;46%;61%;100%;;100%
3560070823970;100%;100%;100%;100%;100%;100%
3560070824137;100%;100%;100%;100%;;100%
3560070824380;100%;100%;79%;100%;100%;100%
3560070824441;100%;100%;99%;100%;100%;100%
3560070824700;100%;100%;100%;100%;100%;100%
3560070824861;100%;100%;100%;100%;100%;100%
3560070824885;100%;100%;86%;100%;;100%
3560070825219;100%;100%;60%;100%;100%;100%
3560070825271;100%;100%;100%;100%;100%;100%
3560070825295;0%;5%;15%;0%;;0%
3560070825394;;;100%;100%;;100%
3560070825486;87%;93%;96%;87%;100%;100%
3560070825493;77%;83%;91%;77%;100%;100%
3560070825509;92%;93%;95%;92%;100%;100%
3560070825813;100%;100%;100%;100%;100%;100%
3560070825875;69%;87%;90%;69%;;69%
3560070825905;;100%;100%;100%;;100%
3560070826018;;34%;58%;34%;;34%
3560070826216;100%;100%;100%;100%;100%;100%
3560070826391;100%;43%;39%;100%;100%;100%
3560070826414;;100%;100%;100%;;100%
3560070826469;100%;100%;100%;100%;;100%
3560070827893;100%;100%;100%;100%;;100%
3560070828241;100%;100%;100%;100%;;100%
3560070828289;100%;54%;60%;100%;100%;100%
3560070828425;100%;100%;100%;100%;;100%
3560070828692;91%;91%;91%;91%;67%;67%
3560070828708;100%;100%;100%;100%;100%;100%
3560070828722;100%;100%;100%;100%;100%;100%
3560070828814;100%;96%;85%;100%;100%;100%
3560070828821;100%;100%;100%;100%;;100%
3560070829156;100%;100%;100%;100%;;100%
3560070829316;100%;100%;100%;100%;100%;100%
3560070829323;68%;80%;86%;68%;100%;100%
3560070829521;100%;100%;100%;100%;;100%
3560070829637;;92%;94%;92%;;92%
3560070829651;100%;100%;97%;100%;100%;100%
3560070829668;100%;100%;100%;100%;100%;100%
3560070829729;100%;100%;100%;100%;100%;100%
3560070829736;100%;100%;100%;100%;;100%
3560070829903;60%;60%;60%;60%;100%;100%
3560070829972;;;100%;100%;;100%
3560070830008;;100%;100%;100%;;100%
3560070830596;100%;80%;86%;100%;100%;100%
3560070832491;100%;100%;100%;100%;100%;100%
3560070833443;100%;100%;100%;100%;;100%
3560070833993;100%;100%;100%;100%;100%;100%
3560070836246;;100%;97%;100%;;100%
3560070837052;100%;90%;93%;100%;100%;100%
3560070837885;100%;100%;100%;100%;100%;100%
3560070837915;100%;100%;100%;100%;100%;100%
3560070837984;100%;100%;100%;100%;;100%
3560070845408;100%;100%;98%;100%;100%;100%
3560070845644;100%;100%;100%;100%;;100%
3560070846757;100%;100%;100%;100%;;100%
3560070846788;100%;100%;100%;100%;100%;100%
3560070847037;86%;86%;86%;86%;100%;100%
3560070847068;76%;76%;76%;76%;100%;100%
3560070848447;96%;95%;87%;96%;100%;100%
3560070850792;28%;24%;31%;28%;0%;0%
3560070850907;94%;92%;94%;94%;79%;79%
3560070851003;100%;99%;99%;100%;;100%
3560070852086;100%;100%;100%;100%;100%;100%
3560070853434;;100%;100%;100%;;100%
3560070854998;100%;100%;100%;100%;100%;100%
3560070856596;100%;100%;100%;100%;100%;100%
3560070856916;100%;100%;100%;100%;100%;100%
3560070857494;;;100%;100%;;100%
3560070858309;100%;100%;100%;100%;100%;100%
3560070859429;;100%;100%;100%;;100%
3560070859450;100%;100%;100%;100%;;100%
3560070859733;100%;100%;98%;100%;100%;100%
3560070860197;;100%;100%;100%;;100%
3560070861651;100%;100%;100%;100%;;100%
3560070861682;;100%;100%;100%;;100%
3560070862047;100%;100%;100%;100%;100%;100%
3560070867967;;100%;100%;100%;;100%
3560070869886;100%;100%;100%;100%;;100%
3560070871933;100%;100%;84%;100%;;100%
3560070872343;100%;100%;100%;100%;;100%
3560070872374;100%;100%;96%;100%;100%;100%
3560070872404;100%;96%;97%;100%;100%;100%
3560070872466;100%;100%;100%;100%;;100%
3560070872497;100%;98%;98%;100%;100%;100%
3560070872619;80%;87%;88%;80%;100%;100%
3560070873982;100%;100%;100%;100%;;100%
3560070874033;100%;100%;100%;100%;;100%
3560070874125;100%;100%;100%;100%;;100%
3560070874156;100%;100%;100%;100%;;100%
3560070874187;100%;100%;100%;100%;;100%
3560070874637;100%;95%;97%;100%;100%;100%
3560070874989;60%;60%;57%;60%;53%;53%
3560070875436;100%;100%;100%;100%;;100%
3560070877546;100%;100%;100%;100%;100%;100%
3560070877577;100%;100%;100%;100%;100%;100%
3560070878611;100%;100%;100%;100%;100%;100%
3560070879762;100%;100%;100%;100%;100%;100%
3560070879939;100%;100%;100%;100%;;100%
3560070880089;100%;100%;100%;100%;100%;100%
3560070880577;100%;100%;100%;100%;;100%
3560070880607;100%;100%;90%;100%;;100%
3560070881161;;100%;100%;100%;;100%
3560070881192;;100%;100%;100%;;100%
3560070881253;;100%;100%;100%;;100%
3560070881345;100%;100%;100%;100%;100%;100%
3560070881468;100%;100%;62%;100%;;100%
3560070881734;100%;100%;100%;100%;;100%
3560070883202;60%;75%;81%;60%;20%;20%
3560070883325;45%;64%;67%;45%;100%;100%
3560070883417;58%;74%;72%;58%;100%;100%
3560070884445;100%;100%;74%;100%;;100%
3560070884490;100%;100%;100%;100%;;100%
3560070884728;89%;96%;95%;89%;100%;100%
3560070884759;100%;100%;100%;100%;100%;100%
3560070885169;;;100%;100%;;100%
3560070885190;100%;100%;78%;100%;;100%
3560070885220;100%;100%;100%;100%;;100%
3560070885251;100%;100%;100%;100%;;100%
3560070885435;100%;100%;100%;100%;;100%
3560070886777;100%;100%;100%;100%;100%;100%
3560070886807;100%;97%;98%;100%;100%;100%
3560070886838;100%;97%;98%;100%;100%;100%
3560070887514;100%;100%;100%;100%;;100%
3560070887880;100%;100%;100%;100%;;100%
3560070888108;100%;100%;100%;100%;100%;100%
3560070888115;;100%;100%;100%;;100%
3560070888153;100%;100%;100%;100%;100%;100%
3560070888160;100%;100%;100%;100%;100%;100%
3560070888481;100%;100%;100%;100%;100%;100%
3560070888665;100%;100%;100%;100%;100%;100%
3560070888696;92%;80%;76%;92%;100%;100%
3560070889457;53%;74%;84%;53%;0%;0%
3560070891689;69%;78%;85%;69%;70%;70%
3560070891917;100%;100%;100%;100%;100%;100%
3560070891948;100%;100%;100%;100%;100%;100%
3560070892075;0%;0%;0%;0%;;0%
3560070894222;100%;100%;100%;100%;;100%
3560070894550;100%;100%;100%;100%;;100%
3560070894772;100%;100%;100%;100%;100%;100%
3560070896400;100%;99%;99%;100%;100%;100%
3560070896745;100%;89%;78%;100%;;100%
