EAN;TS_1_Mois;TS_2_Mois;TS_3_Mois;TS_Final;TS_1_Semaine;TS_Final_V2
3270190207474;100%;98%;99%;100%;100%;100%
3270190207481;100%;100%;100%;100%;100%;100%
3270190207498;100%;100%;100%;100%;100%;100%
3270190207504;100%;100%;100%;100%;100%;100%
3270190207511;100%;100%;98%;100%;100%;100%
3270190207535;100%;97%;98%;100%;100%;100%
3270190207542;100%;100%;100%;100%;;100%
3270190207573;68%;86%;73%;68%;100%;100%
3270190207689;100%;100%;100%;100%;100%;100%
3270190207696;100%;100%;100%;100%;100%;100%
3270190207702;80%;89%;94%;80%;43%;43%
3270190207740;100%;93%;96%;100%;100%;100%
3270190207757;;100%;100%;100%;;100%
3270190207887;100%;94%;95%;100%;100%;100%
3270190207924;100%;100%;100%;100%;100%;100%
3270190208020;100%;100%;100%;100%;100%;100%
3270190208044;100%;100%;99%;100%;100%;100%
3270190208051;8%;3%;2%;8%;0%;0%
3270190208075;0%;0%;3%;0%;0%;0%
3270190208181;100%;100%;100%;100%;100%;100%
3270190208211;100%;100%;100%;100%;100%;100%
3270190208228;100%;100%;100%;100%;;100%
3270190208235;;100%;100%;100%;;100%
3270190208280;100%;100%;81%;100%;100%;100%
3270190208303;100%;100%;100%;100%;100%;100%
3270190208624;100%;100%;100%;100%;100%;100%
3270190208631;87%;93%;96%;87%;60%;60%
3270190208693;100%;98%;99%;100%;100%;100%
3270190209362;96%;98%;99%;96%;100%;100%
3270190209904;;100%;100%;100%;;100%
3270190210542;97%;99%;98%;97%;100%;100%
3270190212980;100%;100%;98%;100%;100%;100%
3270190213109;100%;57%;66%;100%;100%;100%
3270190213321;0%;0%;4%;0%;0%;0%
3270190213819;100%;100%;100%;100%;;100%
3270190216032;;100%;77%;100%;;100%
3270190216049;100%;100%;100%;100%;100%;100%
3270190216063;100%;100%;92%;100%;100%;100%
3270190216797;100%;100%;100%;100%;100%;100%
3270190216803;100%;100%;99%;100%;100%;100%
3270190216810;94%;97%;97%;94%;100%;100%
3270190217190;82%;84%;90%;82%;50%;50%
3270190217633;100%;100%;100%;100%;100%;100%
3270190217640;81%;88%;91%;81%;100%;100%
3270190217671;100%;100%;100%;100%;100%;100%
3270190253112;100%;100%;100%;100%;100%;100%
3270190256076;100%;100%;100%;100%;100%;100%
3270190265238;100%;100%;100%;100%;100%;100%
3270190696650;100%;100%;93%;100%;100%;100%
3270190696674;100%;100%;100%;100%;;100%
3270270007772;100%;100%;100%;100%;;100%
3270720000025;100%;100%;100%;100%;;100%
3270720000087;100%;100%;100%;100%;100%;100%
3270720000094;100%;100%;100%;100%;;100%
3270720000216;100%;100%;100%;100%;100%;100%
3270720000247;100%;100%;100%;100%;100%;100%
3270720000292;100%;100%;100%;100%;100%;100%
3270720000308;67%;67%;69%;67%;100%;100%
3270720000940;100%;100%;100%;100%;100%;100%
3270720000995;100%;100%;100%;100%;100%;100%
3270720001541;100%;100%;100%;100%;100%;100%
3270720001565;100%;100%;100%;100%;100%;100%
3270720001596;80%;92%;95%;80%;;80%
3270720001800;100%;100%;100%;100%;100%;100%
3270720001817;0%;0%;0%;0%;0%;0%
3270720002234;100%;100%;100%;100%;100%;100%
3270720004115;0%;0%;0%;0%;0%;0%
3270720005532;100%;100%;100%;100%;100%;100%
3270720005594;100%;100%;96%;100%;100%;100%
3270720005600;100%;100%;100%;100%;;100%
3270720005617;100%;100%;100%;100%;;100%
3270720005693;100%;100%;100%;100%;100%;100%
3270720005709;100%;100%;100%;100%;100%;100%
3270720005723;22%;68%;81%;22%;0%;0%
3270720007956;100%;100%;100%;100%;;100%
3270720007963;0%;0%;0%;0%;0%;0%
3270720007970;33%;33%;33%;33%;0%;0%
3270720008137;100%;100%;100%;100%;100%;100%
3270720014282;100%;100%;100%;100%;100%;100%
3270720017221;100%;100%;86%;100%;100%;100%
3270720018068;100%;100%;100%;100%;100%;100%
3270720018082;100%;100%;100%;100%;100%;100%
3270720019362;100%;100%;95%;100%;100%;100%
3270720021785;100%;100%;100%;100%;100%;100%
3270720021792;0%;0%;0%;0%;0%;0%
3270720026698;100%;100%;100%;100%;100%;100%
3270720026704;100%;100%;100%;100%;100%;100%
3270720029613;100%;100%;100%;100%;;100%
3270720029798;100%;100%;100%;100%;100%;100%
3270720050402;100%;100%;100%;100%;100%;100%
3270720080102;0%;50%;50%;0%;0%;0%
3270720090057;100%;100%;100%;100%;100%;100%
3270720090064;0%;0%;0%;0%;0%;0%
3270720090088;100%;100%;100%;100%;100%;100%
3270720090095;100%;100%;95%;100%;100%;100%
3270720125049;100%;100%;100%;100%;100%;100%
3270720125056;;;100%;100%;;100%
3270720400047;100%;100%;100%;100%;100%;100%
3270720812505;100%;100%;86%;100%;100%;100%
3270721001175;100%;100%;100%;100%;;100%
3270726141234;100%;100%;95%;100%;;100%
3270727701277;100%;100%;100%;100%;100%;100%
3271470761396;100%;100%;100%;100%;100%;100%
3271471000609;100%;100%;98%;100%;100%;100%
3271471000630;100%;100%;100%;100%;100%;100%
3271510000249;100%;100%;100%;100%;100%;100%
3271514110845;;;100%;100%;;100%
3271560000695;100%;100%;93%;100%;100%;100%
3271560051086;;100%;70%;100%;;100%
3271560051161;;;100%;100%;;100%
3271913130505;;;100%;100%;;100%
3271923133015;100%;100%;100%;100%;100%;100%
3271960101435;100%;100%;100%;100%;100%;100%
3271961101236;82%;90%;93%;82%;100%;100%
3272030001235;68%;79%;85%;68%;100%;100%
3272030007237;82%;95%;96%;82%;71%;71%
3272030009231;100%;100%;100%;100%;100%;100%
3272030014235;100%;100%;97%;100%;100%;100%
3272030030235;100%;88%;91%;100%;100%;100%
3272036002533;;;100%;100%;;100%
3272036003042;;100%;100%;100%;;100%
3272036006005;;100%;100%;100%;;100%
3272036006159;100%;100%;99%;100%;100%;100%
3272036007057;100%;100%;100%;100%;;100%
3272036007460;;100%;100%;100%;;100%
3272036007835;100%;100%;100%;100%;100%;100%
3272036008283;;;100%;100%;;100%
3272036008375;;100%;100%;100%;;100%
3272320012026;100%;100%;100%;100%;100%;100%
3272320012231;100%;100%;100%;100%;100%;100%
3272320012507;100%;100%;96%;100%;100%;100%
3272320012910;100%;100%;100%;100%;100%;100%
3272320013597;;;100%;100%;;100%
3272350797795;100%;100%;94%;100%;100%;100%
3272460122364;100%;100%;100%;100%;100%;100%
3272460122999;96%;55%;65%;96%;67%;67%
3272460123125;100%;100%;63%;100%;100%;100%
3272460123385;;100%;100%;100%;;100%
3272460124689;100%;100%;100%;100%;100%;100%
3272460150589;;100%;100%;100%;;100%
3272460150930;100%;100%;100%;100%;;100%
3272460151005;;100%;100%;100%;;100%
3272460151579;100%;100%;100%;100%;100%;100%
3272460151722;;100%;100%;100%;;100%
3272770004725;73%;89%;92%;73%;0%;0%
3272770014168;100%;100%;100%;100%;100%;100%
3272770014656;100%;100%;100%;100%;100%;100%
3272770015516;89%;89%;89%;89%;60%;60%
3272770015523;100%;61%;70%;100%;100%;100%
3272770016131;100%;100%;100%;100%;100%;100%
3272770016384;100%;100%;100%;100%;100%;100%
3272770017077;;;100%;100%;;100%
3272770093286;;;100%;100%;;100%
3272770093590;100%;100%;100%;100%;100%;100%
3272770094412;100%;100%;100%;100%;100%;100%
3272770096294;;;100%;100%;;100%
3272770096850;100%;100%;100%;100%;100%;100%
3272770096942;100%;100%;100%;100%;100%;100%
3272770097642;96%;98%;99%;96%;100%;100%
3272770098090;100%;100%;100%;100%;100%;100%
3273072448361;;100%;100%;100%;;100%
3273220012123;96%;98%;98%;96%;90%;90%
3273220076484;;100%;99%;100%;;100%
3273220081099;82%;90%;94%;82%;100%;100%
3273220082089;91%;96%;97%;91%;100%;100%
3273220082188;92%;96%;97%;92%;100%;100%
3273220083000;89%;95%;97%;89%;100%;100%
3273220083130;79%;91%;94%;79%;0%;0%
3273220083260;92%;91%;94%;92%;100%;100%
3273220083758;89%;91%;91%;89%;100%;100%
3273220085196;;100%;100%;100%;;100%
3273220085301;94%;97%;98%;94%;100%;100%
3273220085608;100%;97%;98%;100%;100%;100%
3273220085615;92%;96%;97%;92%;100%;100%
3273220504055;91%;92%;92%;91%;100%;100%
3273220530351;100%;100%;100%;100%;100%;100%
3273220539903;77%;88%;94%;77%;100%;100%
3273220540695;100%;100%;100%;100%;100%;100%
3273220540855;91%;90%;93%;91%;100%;100%
3273220541012;96%;98%;99%;96%;100%;100%
3273220541029;86%;93%;96%;86%;100%;100%
3273221112358;;;100%;100%;;100%
3273221113195;;88%;85%;88%;;88%
3273230050658;100%;100%;100%;100%;;100%
3273230068547;100%;100%;100%;100%;;100%
3273230068615;100%;100%;100%;100%;100%;100%
3273230245702;100%;100%;100%;100%;100%;100%
3273230269531;100%;100%;100%;100%;100%;100%
3273230277970;100%;100%;100%;100%;100%;100%
3273230295400;100%;100%;100%;100%;100%;100%
3273230295431;100%;100%;100%;100%;100%;100%
3273230295530;100%;100%;100%;100%;100%;100%
3273230298968;;100%;100%;100%;;100%
3273230298975;;100%;100%;100%;;100%
3273230298999;;100%;100%;100%;;100%
3273230393762;;100%;100%;100%;;100%
3273230394271;;100%;100%;100%;;100%
3273230394653;;100%;100%;100%;;100%
3273230395216;100%;100%;100%;100%;100%;100%
3273230395223;100%;100%;100%;100%;100%;100%
3273230395230;100%;100%;100%;100%;100%;100%
3273230395384;;100%;100%;100%;;100%
3273625827100;100%;100%;100%;100%;100%;100%
3273625827117;100%;100%;100%;100%;100%;100%
3273625827124;100%;100%;100%;100%;100%;100%
3273625845609;100%;100%;93%;100%;;100%
3273670000107;;;36%;36%;;36%
3273670000312;100%;100%;100%;100%;100%;100%
3273670004426;100%;100%;100%;100%;;100%
3273942009715;100%;100%;100%;100%;100%;100%
3274080005003;;;100%;100%;;100%
3274664141301;100%;100%;100%;100%;;100%
3274664142452;100%;96%;97%;100%;;100%
3274664142469;100%;100%;100%;100%;;100%
3274664142476;100%;100%;100%;100%;;100%
3274664173340;100%;100%;100%;100%;100%;100%
3274664174880;;100%;100%;100%;;100%
3274664206352;;100%;100%;100%;;100%
3274664206567;100%;100%;100%;100%;100%;100%
3274664208110;100%;100%;100%;100%;;100%
3274664224967;23%;62%;62%;23%;0%;0%
3274664224974;100%;100%;100%;100%;;100%
3274664224998;100%;93%;93%;100%;100%;100%
3274664225001;;100%;100%;100%;;100%
3274664225216;100%;100%;100%;100%;;100%
3274664225674;100%;100%;100%;100%;100%;100%
3274664225681;100%;100%;100%;100%;100%;100%
3274664225698;100%;100%;100%;100%;;100%
3274664225704;100%;100%;100%;100%;100%;100%
3274664225711;90%;94%;96%;90%;0%;0%
3274664225728;79%;88%;90%;79%;50%;50%
3274664235871;;100%;100%;100%;;100%
3274664241421;100%;100%;100%;100%;;100%
3274664241438;100%;100%;100%;100%;100%;100%
3274664242473;100%;100%;100%;100%;;100%
3274664243425;100%;91%;91%;100%;100%;100%
3274664249977;20%;20%;20%;20%;0%;0%
3274664249984;100%;100%;100%;100%;;100%
3274664249991;100%;100%;100%;100%;;100%
3274664250034;100%;84%;84%;100%;;100%
3274664257316;100%;100%;100%;100%;100%;100%
3274664257323;100%;100%;100%;100%;;100%
3274664257330;100%;100%;100%;100%;;100%
3274664257347;50%;40%;40%;50%;33%;33%
3274664261368;82%;89%;89%;82%;43%;43%
3274664261382;100%;100%;100%;100%;100%;100%
3274664261399;;93%;93%;93%;;93%
3274664261405;;100%;100%;100%;;100%
3274664262198;100%;89%;89%;100%;100%;100%
3274664263041;100%;40%;40%;100%;;100%
3274664264932;100%;100%;100%;100%;;100%
3274664266479;100%;70%;70%;100%;;100%
3274664266653;100%;100%;100%;100%;;100%
3274664266660;100%;100%;100%;100%;;100%
3274667005341;100%;38%;38%;100%;100%;100%
3274932103802;65%;65%;65%;65%;0%;0%
3274932103857;61%;61%;61%;61%;0%;0%
3274935300130;9%;9%;9%;9%;14%;14%
3275240312016;100%;100%;100%;100%;100%;100%
3275240312511;;;100%;100%;;100%
3275461000914;;;100%;100%;;100%
3275760000615;;;100%;100%;;100%
3275760005894;100%;100%;100%;100%;;100%
3275760010072;100%;100%;100%;100%;;100%
3275760010171;100%;100%;100%;100%;;100%
3276170010867;;;100%;100%;;100%
3276170011185;100%;100%;100%;100%;100%;100%
3276170011840;100%;100%;100%;100%;;100%
3276170012243;100%;100%;100%;100%;;100%
3276170016333;100%;100%;100%;100%;100%;100%
3276170016708;97%;97%;97%;97%;100%;100%
3276170016739;100%;100%;100%;100%;100%;100%
3276170027001;;100%;100%;100%;;100%
3276550080824;100%;100%;100%;100%;100%;100%
3276554163158;100%;100%;100%;100%;100%;100%
3276554163165;100%;96%;98%;100%;100%;100%
3276558020075;100%;100%;100%;100%;;100%
3276558083858;100%;100%;100%;100%;100%;100%
3276558108117;100%;100%;100%;100%;100%;100%
3276558108148;100%;100%;100%;100%;100%;100%
3276558108179;100%;100%;100%;100%;100%;100%
3276558108353;100%;100%;100%;100%;100%;100%
3276558179889;100%;100%;100%;100%;100%;100%
3276558186474;100%;100%;100%;100%;100%;100%
3276558186634;100%;100%;100%;100%;100%;100%
3276558189154;100%;100%;100%;100%;100%;100%
3276558189185;100%;100%;100%;100%;100%;100%
3276558189215;100%;100%;100%;100%;100%;100%
3276558195278;100%;100%;100%;100%;100%;100%
3276558206721;100%;96%;97%;100%;100%;100%
3276558293448;100%;100%;100%;100%;100%;100%
3276558361215;100%;100%;100%;100%;;100%
3276558361642;100%;100%;100%;100%;;100%
3276558371344;100%;100%;100%;100%;100%;100%
3276558371375;100%;100%;100%;100%;100%;100%
3276558371405;100%;100%;100%;100%;100%;100%
3276558371436;100%;100%;100%;100%;100%;100%
3276558371467;100%;100%;100%;100%;100%;100%
3276558371498;100%;100%;100%;100%;100%;100%
3276558373706;100%;100%;100%;100%;100%;100%
3276558377575;100%;100%;100%;100%;100%;100%
3276558377599;100%;100%;100%;100%;100%;100%
3276558379999;100%;100%;100%;100%;100%;100%
3276558387512;100%;100%;100%;100%;100%;100%
3276558393278;100%;100%;100%;100%;100%;100%
3276558393315;100%;100%;100%;100%;100%;100%
3276558402499;100%;100%;92%;100%;100%;100%
3276558402529;100%;100%;97%;100%;100%;100%
3276558402550;100%;100%;95%;100%;100%;100%
3276558404189;100%;100%;100%;100%;100%;100%
3276558438375;100%;100%;100%;100%;;100%
3276558438382;100%;100%;100%;100%;;100%
3276558438917;100%;100%;100%;100%;;100%
3276558528687;100%;100%;98%;100%;100%;100%
3276558528694;100%;100%;100%;100%;100%;100%
3276558544816;100%;100%;100%;100%;100%;100%
3276558544823;100%;100%;100%;100%;100%;100%
3276558544854;100%;100%;100%;100%;100%;100%
3276558578835;;100%;100%;100%;;100%
3276650013050;100%;100%;100%;100%;100%;100%
3276650013104;100%;100%;100%;100%;100%;100%
3276650016310;100%;100%;100%;100%;100%;100%
3276650020072;;100%;100%;100%;;100%
3276650029273;;100%;100%;100%;;100%
3276650030170;;100%;100%;100%;;100%
3276650036073;100%;100%;100%;100%;;100%
3276650039012;100%;100%;100%;100%;100%;100%
3276650041619;100%;100%;100%;100%;;100%
3276650044177;;100%;100%;100%;;100%
3276650050031;;100%;100%;100%;;100%
3276650050055;;;100%;100%;;100%
3276650050130;;100%;100%;100%;;100%
3276650050154;;;100%;100%;;100%
3276650050772;;;100%;100%;;100%
3276650051007;;100%;100%;100%;;100%
3276650059850;100%;100%;100%;100%;100%;100%
3276650059881;100%;100%;100%;100%;100%;100%
3276650100408;100%;100%;100%;100%;;100%
3276650100590;;100%;100%;100%;;100%
3276650101153;100%;100%;84%;100%;100%;100%
3276650101306;100%;100%;100%;100%;100%;100%
3276650101504;;100%;100%;100%;;100%
3276650101528;;100%;100%;100%;;100%
3276650101535;;100%;100%;100%;;100%
3276650102198;;;100%;100%;;100%
3276650102204;;;100%;100%;;100%
3276650102211;;;100%;100%;;100%
3276650102228;100%;100%;100%;100%;;100%
3276650102235;;;100%;100%;;100%
3276650102242;;;100%;100%;;100%
3276650102259;97%;99%;99%;97%;100%;100%
3276650102266;;;100%;100%;;100%
3276650102273;;;100%;100%;;100%
3276650111039;100%;100%;100%;100%;;100%
3276650115433;;;100%;100%;;100%
3276650115570;100%;100%;100%;100%;100%;100%
3276650115594;;;100%;100%;;100%
3276650115600;;100%;100%;100%;;100%
3276650115617;100%;100%;100%;100%;100%;100%
3276650115709;;93%;97%;93%;;93%
3276650115969;;100%;100%;100%;;100%
3276650115976;100%;100%;99%;100%;100%;100%
3276650115983;;100%;100%;100%;;100%
3276650116201;;100%;100%;100%;;100%
3276650116218;;100%;100%;100%;;100%
3276650116225;;100%;100%;100%;;100%
3276650116232;;100%;100%;100%;;100%
3276650116256;;100%;100%;100%;;100%
3276650116263;;100%;100%;100%;;100%
3276650116294;100%;100%;100%;100%;;100%
3276650116331;100%;100%;100%;100%;;100%
3276650116348;;100%;100%;100%;;100%
3276650116997;;100%;100%;100%;;100%
3276650117048;;100%;100%;100%;;100%
3276650117079;;100%;100%;100%;;100%
3276650117086;;100%;100%;100%;;100%
3276650117093;;100%;100%;100%;;100%
3276650117109;;100%;100%;100%;;100%
3276650117116;;100%;100%;100%;;100%
3276650121038;;;100%;100%;;100%
3276650122073;100%;100%;71%;100%;100%;100%
3276650122554;;100%;100%;100%;;100%
3276650122561;;100%;100%;100%;;100%
3276650122578;100%;100%;100%;100%;;100%
3276650122585;;100%;100%;100%;;100%
3276650124039;;;100%;100%;;100%
3276650124534;;;100%;100%;;100%
3276650126187;;100%;100%;100%;;100%
3276650126736;;;100%;100%;;100%
3276650127184;;100%;100%;100%;;100%
3276650128037;;;100%;100%;;100%
3276650128945;;100%;100%;100%;;100%
3276650130085;;;100%;100%;;100%
3276650130405;;100%;100%;100%;;100%
3276650130900;;100%;100%;100%;;100%
3276650131105;;100%;100%;100%;;100%
3276650131204;;100%;100%;100%;;100%
3276650131303;;100%;100%;100%;;100%
3276650132003;100%;100%;100%;100%;;100%
3276650133000;;100%;100%;100%;;100%
3276650134007;;100%;100%;100%;;100%
3276650134090;;;100%;100%;;100%
3276650134106;;100%;100%;100%;;100%
3276650134205;;100%;100%;100%;;100%
3276650134274;;100%;100%;100%;;100%
3276650400096;;100%;100%;100%;;100%
3276770008707;100%;100%;100%;100%;100%;100%
3276770247755;100%;100%;100%;100%;100%;100%
3276770247786;100%;100%;100%;100%;;100%
3276770250434;100%;100%;100%;100%;100%;100%
3276770252803;100%;100%;100%;100%;100%;100%
3277594787182;100%;100%;100%;100%;100%;100%
3278693504076;100%;100%;100%;100%;100%;100%
3278699005010;100%;97%;98%;100%;100%;100%
3278699005027;93%;96%;97%;93%;100%;100%
3278940918403;100%;100%;100%;100%;;100%
3279231149001;;100%;100%;100%;;100%
3279231182008;100%;100%;100%;100%;100%;100%
3279231183005;;100%;100%;100%;;100%
3279231341009;;100%;100%;100%;;100%
3279231500000;100%;100%;100%;100%;100%;100%
3279231711000;100%;100%;100%;100%;100%;100%
3280220112166;92%;92%;92%;92%;100%;100%
3280220201006;91%;96%;97%;91%;100%;100%
3280220512157;;;100%;100%;;100%
3280220601004;91%;96%;97%;91%;100%;100%
3280220821006;96%;98%;98%;96%;100%;100%
3280220872015;100%;100%;100%;100%;100%;100%
3280220892006;84%;92%;94%;84%;82%;82%
3280220920006;93%;97%;98%;93%;100%;100%
3280220921003;93%;98%;98%;93%;100%;100%
3280220923007;98%;99%;99%;98%;100%;100%
3280221011086;90%;91%;91%;90%;100%;100%
3280221111083;100%;100%;100%;100%;100%;100%
3280221712075;100%;100%;100%;100%;100%;100%
3280222204135;98%;99%;99%;98%;100%;100%
3280222210167;;;100%;100%;;100%
3280222407031;100%;100%;100%;100%;100%;100%
3280222510168;86%;96%;97%;86%;100%;100%
3280222511042;100%;100%;100%;100%;100%;100%
3280223110077;94%;97%;98%;94%;100%;100%
3280225021029;;100%;100%;100%;;100%
3280225021227;99%;100%;98%;99%;96%;96%
3280240000030;100%;100%;100%;100%;;100%
3280240049909;100%;100%;100%;100%;;100%
3280240049930;100%;100%;100%;100%;;100%
3280241101002;100%;100%;100%;100%;;100%
3280249800303;100%;100%;100%;100%;;100%
3280249801201;100%;100%;100%;100%;;100%
3280640653010;100%;100%;90%;100%;100%;100%
3281011001454;100%;100%;100%;100%;;100%
3281780024906;100%;100%;100%;100%;;100%
3281780025514;100%;100%;100%;100%;100%;100%
3281780054347;100%;100%;100%;100%;;100%
3281780060409;100%;100%;100%;100%;100%;100%
3281780063509;100%;100%;100%;100%;100%;100%
3281780066609;100%;100%;100%;100%;;100%
3281780085105;100%;100%;100%;100%;;100%
3281780096057;100%;100%;100%;100%;;100%
3281780868807;100%;100%;100%;100%;100%;100%
3281780868814;100%;100%;100%;100%;;100%
3281780868852;100%;100%;100%;100%;;100%
3281780888027;100%;100%;100%;100%;;100%
3281780889994;100%;100%;100%;100%;;100%
3281780890006;100%;100%;100%;100%;;100%
3281780892895;100%;100%;100%;100%;;100%
3281780892925;100%;100%;100%;100%;100%;100%
3281780893465;100%;100%;100%;100%;;100%
3281780893892;100%;100%;100%;100%;100%;100%
3281780893915;100%;100%;100%;100%;100%;100%
3281780894790;100%;100%;100%;100%;;100%
3281780894820;100%;100%;100%;100%;100%;100%
3281780894950;100%;100%;100%;100%;100%;100%
3281780895162;100%;100%;100%;100%;;100%
3281780897074;100%;100%;100%;100%;;100%
3281780897371;0%;0%;0%;0%;;0%
3281780897685;100%;100%;100%;100%;;100%
3281780897807;0%;0%;0%;0%;;0%
3281780897814;90%;90%;90%;90%;;90%
3281780897821;100%;100%;100%;100%;;100%
3281780898569;100%;100%;100%;100%;;100%
3281780898576;100%;100%;100%;100%;;100%
3282078320014;;36%;42%;36%;;36%
3282580003320;30%;46%;49%;30%;12%;12%
3282580006437;90%;86%;89%;90%;100%;100%
3282620018024;38%;45%;53%;38%;67%;67%
3282620018062;56%;45%;45%;56%;89%;89%
3282620018079;58%;61%;70%;58%;100%;100%
3282620018109;46%;49%;47%;46%;62%;62%
3282620038336;74%;61%;67%;74%;100%;100%
3282620138012;75%;73%;73%;75%;100%;100%
3282620138159;67%;72%;73%;67%;94%;94%
3282740301334;100%;100%;100%;100%;100%;100%
3282740301365;100%;100%;100%;100%;100%;100%
3282740350004;100%;100%;100%;100%;;100%
3282740370415;100%;100%;100%;100%;;100%
3282740380216;100%;100%;100%;100%;100%;100%
3282740380407;100%;100%;100%;100%;100%;100%
3282741660225;100%;100%;100%;100%;;100%
3282946007306;100%;100%;100%;100%;;100%
3282946015837;100%;100%;100%;100%;100%;100%
3282946019552;100%;100%;100%;100%;;100%
3282946044097;100%;100%;100%;100%;100%;100%
3282946100090;100%;100%;100%;100%;;100%
3282946104630;100%;100%;100%;100%;;100%
3283260108007;;100%;100%;100%;;100%
3283440301389;99%;98%;99%;99%;98%;98%
3283770111115;;100%;100%;100%;;100%
3283770211174;;100%;100%;100%;;100%
3283770211402;;100%;100%;100%;;100%
3283770211419;;100%;100%;100%;;100%
3283770211440;100%;100%;100%;100%;;100%
3283770211457;100%;100%;100%;100%;;100%
3283770211464;100%;100%;100%;100%;;100%
3283770211815;;100%;100%;100%;;100%
3283770211921;;100%;100%;100%;;100%
3283770555254;;100%;100%;100%;;100%
3283770565246;100%;100%;100%;100%;;100%
3284230004015;100%;100%;100%;100%;100%;100%
3284230004282;100%;100%;100%;100%;100%;100%
3284230006408;100%;100%;100%;100%;100%;100%
3284230011884;100%;100%;100%;100%;100%;100%
3284620000146;100%;100%;100%;100%;100%;100%
3284620004038;;100%;100%;100%;;100%
3284620004045;100%;100%;100%;100%;;100%
3284622749418;;100%;100%;100%;;100%
3284622779408;;100%;100%;100%;;100%
3284624282029;100%;73%;80%;100%;100%;100%
3285320002676;0%;0%;0%;0%;0%;0%
3285320002690;50%;50%;50%;50%;50%;50%
3285320002706;100%;100%;100%;100%;100%;100%
3286010012449;100%;100%;100%;100%;;100%
3286010022042;25%;56%;66%;25%;;25%
3286010022059;100%;100%;100%;100%;;100%
3286010022066;67%;85%;89%;67%;100%;100%
3286010022073;;100%;100%;100%;;100%
3286010022097;;100%;100%;100%;;100%
3286010022110;60%;83%;86%;60%;100%;100%
3286010031013;100%;100%;100%;100%;100%;100%
3286010034779;100%;100%;100%;100%;100%;100%
3286010034861;100%;100%;100%;100%;;100%
3286010060075;100%;100%;100%;100%;;100%
3286010060082;83%;85%;92%;83%;;83%
3286010060105;100%;100%;100%;100%;100%;100%
3286010060112;100%;100%;100%;100%;;100%
3286010060150;100%;100%;100%;100%;;100%
3286010068248;;;100%;100%;;100%
3286010068255;;;100%;100%;;100%
3286010068262;;;100%;100%;;100%
3286010076045;100%;100%;46%;100%;100%;100%
3286010077936;100%;100%;100%;100%;;100%
3286010077943;100%;86%;92%;100%;;100%
3286010077950;100%;92%;88%;100%;100%;100%
3286010077974;100%;100%;97%;100%;100%;100%
3286010077981;100%;100%;96%;100%;100%;100%
3286010077998;100%;100%;100%;100%;;100%
3286010085870;100%;100%;100%;100%;100%;100%
3286011008502;100%;100%;100%;100%;;100%
3286011092310;100%;100%;40%;100%;;100%
3286018000318;100%;100%;64%;100%;100%;100%
3286018000516;100%;100%;100%;100%;;100%
3286020030013;;;100%;100%;;100%
3286151030203;100%;100%;100%;100%;100%;100%
3286151030401;100%;100%;100%;100%;100%;100%
3286151130200;100%;100%;98%;100%;100%;100%
3286151130309;86%;91%;89%;86%;100%;100%
3286151301068;100%;100%;100%;100%;100%;100%
3286151301181;100%;100%;100%;100%;100%;100%
3286151301204;100%;100%;100%;100%;100%;100%
3286151301303;100%;100%;100%;100%;100%;100%
3286171803122;100%;100%;100%;100%;;100%
3287360768017;100%;100%;100%;100%;100%;100%
3287360771529;100%;100%;100%;100%;100%;100%
3287390075635;100%;100%;100%;100%;;100%
3287390079381;100%;100%;100%;100%;;100%
3287390082404;100%;100%;100%;100%;100%;100%
3287390082824;50%;50%;50%;50%;;50%
3287480000035;;100%;100%;100%;;100%
3287480000295;100%;100%;100%;100%;100%;100%
3288110600052;100%;100%;100%;100%;100%;100%
3288110828142;100%;100%;100%;100%;100%;100%
3288111230012;;100%;100%;100%;;100%
3288111545253;100%;100%;100%;100%;;100%
3288114180017;100%;100%;100%;100%;;100%
3288114180024;100%;100%;98%;100%;100%;100%
3288131500102;100%;100%;100%;100%;;100%
3288131500201;100%;100%;100%;100%;;100%
3288131501628;;100%;100%;100%;;100%
3288131510019;100%;100%;100%;100%;100%;100%
3288131510026;89%;94%;96%;89%;0%;0%
3288131510521;100%;98%;99%;100%;100%;100%
3288131510538;67%;67%;67%;67%;0%;0%
3288131510552;100%;100%;100%;100%;;100%
3288131510576;100%;100%;100%;100%;;100%
3288131510583;100%;95%;97%;100%;100%;100%
3288131510606;100%;100%;100%;100%;100%;100%
3288131510712;100%;100%;100%;100%;;100%
3288131510774;100%;100%;100%;100%;;100%
3288131510798;100%;100%;100%;100%;;100%
3288131510927;100%;100%;98%;100%;;100%
3288131510934;100%;100%;100%;100%;;100%
3288131511405;17%;17%;17%;17%;0%;0%
3288131520872;100%;100%;100%;100%;100%;100%
3288131520902;100%;100%;100%;100%;;100%
3288131530758;24%;30%;42%;24%;0%;0%
3288131540801;100%;100%;100%;100%;;100%
3288131540818;100%;55%;25%;100%;100%;100%
3288131580067;100%;100%;100%;100%;;100%
3288131580319;100%;100%;100%;100%;100%;100%
3288131580326;100%;100%;100%;100%;100%;100%
3288131580333;100%;100%;100%;100%;100%;100%
3288131650050;;100%;100%;100%;;100%
3288132650011;;100%;100%;100%;;100%
3288132650028;100%;100%;100%;100%;100%;100%
3288132650035;;100%;100%;100%;;100%
3289196100665;100%;100%;100%;100%;;100%
3289943400611;94%;97%;98%;94%;100%;100%
3289944062405;100%;96%;96%;100%;100%;100%
3290270207507;;100%;100%;100%;;100%
3290370000015;50%;50%;50%;50%;0%;0%
