CODE_FOURNISSEUR;NO_COMMANDE_FOURNISSEUR;CODE_RAYON;CLASSE_STOCKAGE;SITUATION_COMMANDE;DATE_COMMANDE;DATE_LIVRAISON;CDBASE;EAN;LIBELLÉ_ARTICLE;QUANTITE_CONFIRMEE;QUANTITE_COMMANDEE;Commande_Origine;Code_Famille;Libelle_Famille;Libelle_Rayon;Mod_pas_cde;Passage_Prolog;IFLS;DATE_RECEPTION;NUM_COMMANDE_EXTERNE;DATE_CREATION
522;1605173;2;1064;41;12/05/2025;14/05/2025;4042746;3254381204312;12X50CL CRISTALINE;0;144;1604151;235;EAUX;LIQUIDES;P;0;751275;14/05/2025;;15/05/2025 17:24:22
522;1605646;2;1064;41;03/05/2025;15/05/2025;4042746;3254381204312;12X50CL CRISTALINE;144;0;1604649;235;EAUX;LIQUIDES;P;0;751275;15/05/2025;;15/05/2025 17:24:22
522;1605082;2;1064;39;13/05/2025;15/05/2025;4042746;3254381204312;12X50CL CRISTALINE;432;432;1604649;235;EAUX;LIQUIDES;P;0;751275;15/05/2025;VP020067;15/05/2025 17:24:22
522;1604989;2;1064;41;09/05/2025;12/05/2025;4042746;3254381204312;12X50CL CRISTALINE;0;0;1604153;235;EAUX;LIQUIDES;P;0;751275;13/05/2025;;15/05/2025 17:24:22
522;1604247;2;1064;41;09/05/2025;13/05/2025;4042746;3254381204312;12X50CL CRISTALINE;0;144;1603382;235;EAUX;LIQUIDES;P;0;751275;13/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;13/05/2025;14/05/2025;4432459;3560070555390;500G PENNE RIGATE QS CRF CLASS;96;96;1604645;75;PATES ALIMENTAIRES;EPICERIE;P;0;762838;14/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4432459;3560070555390;500G PENNE RIGATE QS CRF CLASS;24;24;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762838;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605814;1;1064;41;13/05/2025;14/05/2025;3701600;3245414662926;1KG FARINE BLE T55 SIMPL;0;520;1604642;65;FARINES ET ASSIMILES;EPICERIE;P;0;663104;14/05/2025;;15/05/2025 17:24:22
509;1606018;1;1064;39;15/05/2025;16/05/2025;3701600;3245414662926;1KG FARINE BLE T55 SIMPL;520;520;1606018;65;FARINES ET ASSIMILES;EPICERIE;P;1;663104;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606303;1;1060;41;14/05/2025;15/05/2025;3740986;3560070334940;4/4 HARICOT VRT TF SIMPL;288;288;1605298;130;CONSERVES DE LEGUMES;EPICERIE;P;0;138944;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3740986;3560070334940;4/4 HARICOT VRT TF SIMPL;0;0;1605301;130;CONSERVES DE LEGUMES;EPICERIE;P;1;138944;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2960799;3174660084612;750G SUCRE POUDRE DPK B SAY;24;24;1606021;115;SUCRES;EPICERIE;P;1;321098;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;2960799;3174660084612;750G SUCRE POUDRE DPK B SAY;0;24;1604147;115;SUCRES;EPICERIE;P;0;321098;13/05/2025;;15/05/2025 17:24:22
691;1606042;8;1070;39;15/05/2025;17/05/2025;108986;3280220821006;200G COEUR DE LAITUE FLORETTE;40;40;1606042;646;4 EME GAMME;FRUITS ET LEGUMES;P;1;801960;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;8;1070;39;14/05/2025;16/05/2025;108986;3280220821006;200G COEUR DE LAITUE FLORETTE;8;8;1605320;646;4 EME GAMME;FRUITS ET LEGUMES;P;1;801960;16/05/2025;SF130525;15/05/2025 17:24:22
749;1602002;11;1070;39;07/05/2025;17/05/2025;3765368;3571492670004;BQ PARM SAUMON 750G;12;12;0;719;POISSON DIVERS TRAD.;POISSONNERIE;E;0;177206;17/05/2025;;15/05/2025 17:24:22
749;1602001;11;1070;39;07/05/2025;16/05/2025;3765368;3571492670004;BQ PARM SAUMON 750G;12;12;0;719;POISSON DIVERS TRAD.;POISSONNERIE;E;0;177206;16/05/2025;;15/05/2025 17:24:22
691;1606039;9;1070;39;15/05/2025;19/05/2025;4168637;3560070504947;350G PAELLA CARREFOUR;4;4;1606039;674;TRAITEUR COUPE SERVICE;CHARCUTERIE COUPE / TRAITEUR;P;1;640051;19/05/2025;SF140525;15/05/2025 17:24:22
691;1605321;9;1070;39;14/05/2025;17/05/2025;4168637;3560070504947;350G PAELLA CARREFOUR;4;4;1605321;674;TRAITEUR COUPE SERVICE;CHARCUTERIE COUPE / TRAITEUR;P;1;640051;17/05/2025;SF130525;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5543388;3560070825219;800G X100 BISCOTTES CRF CLASS;0;0;1605301;5;PANIFICATION SECHE;EPICERIE;P;1;131163;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5543388;3560070825219;800G X100 BISCOTTES CRF CLASS;8;8;1606021;5;PANIFICATION SECHE;EPICERIE;P;1;131163;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;5543388;3560070825219;800G X100 BISCOTTES CRF CLASS;8;8;1605301;5;PANIFICATION SECHE;EPICERIE;P;0;131163;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;5543388;3560070825219;800G X100 BISCOTTES CRF CLASS;0;192;1604147;5;PANIFICATION SECHE;EPICERIE;P;0;131163;13/05/2025;;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;2658571;3245412654305;250G NOUILLE CHINOISE CRF SENS;0;80;1604185;166;ETHNIQUE;EPICERIE;P;0;888269;14/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;2658571;3245412654305;250G NOUILLE CHINOISE CRF SENS;96;96;1604682;166;ETHNIQUE;EPICERIE;P;0;888269;15/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;2658571;3245412654305;250G NOUILLE CHINOISE CRF SENS;64;64;1606060;166;ETHNIQUE;EPICERIE;P;1;888269;17/05/2025;VP021069;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;1041620;3270190114055;200G COOKIES NOISETTES CRF CLA;32;32;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;029947;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;1041620;3270190114055;200G COOKIES NOISETTES CRF CLA;0;80;1604147;10;BISCUITS SUCRES;EPICERIE;P;0;029947;13/05/2025;;15/05/2025 17:24:22
794;1605151;1;1060;39;13/05/2025;20/05/2025;5509401;7622210402257;6X100G TENDR LT FAMIL MILKA;175;175;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;746438;20/05/2025;VP022037;15/05/2025 17:24:22
794;1605149;1;1060;39;13/05/2025;27/05/2025;5509401;7622210402257;6X100G TENDR LT FAMIL MILKA;25;0;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;746438;27/05/2025;VP022037;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5435314;3560070924011;1KG RIZ LONG BLANCHI SIMPL;0;0;1605301;80;LEGUMES SECS ET RIZ;EPICERIE;P;1;328571;15/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;5435314;3560070924011;1KG RIZ LONG BLANCHI SIMPL;0;10;1604645;80;LEGUMES SECS ET RIZ;EPICERIE;P;0;328571;14/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;5435314;3560070924011;1KG RIZ LONG BLANCHI SIMPL;40;40;1605301;80;LEGUMES SECS ET RIZ;EPICERIE;P;0;328571;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;2282185;3245411901578;PET 6X33CL TONIC CRF SENSAT;8;8;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;827424;16/05/2025;;15/05/2025 17:24:22
691;1606181;17;1070;39;15/05/2025;17/05/2025;5946572;7613035648494;265G PATE PIZZA FINE RDE HERTA;240;240;0;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;0;200119;17/05/2025;VP020048;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5905514;7622210601988;200G GRANOLA CHOCOLAT LAIT LU;0;0;1605301;10;BISCUITS SUCRES;EPICERIE;P;1;664338;15/05/2025;;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;5905514;7622210601988;200G GRANOLA CHOCOLAT LAIT LU;72;72;1605301;10;BISCUITS SUCRES;EPICERIE;P;0;664338;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;5346058;3560070824700;PET 1 5L COLA REGULA CRF CLASS;12;12;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;935386;16/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;5346058;3560070824700;PET 1 5L COLA REGULA CRF CLASS;24;24;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;935386;17/05/2025;VP021074;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;4351603;3560070554027;1KG PENNE RIGATE QS CRF CLASS;12;12;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;762791;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4351603;3560070554027;1KG PENNE RIGATE QS CRF CLASS;36;36;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762791;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;4351603;3560070554027;1KG PENNE RIGATE QS CRF CLASS;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;762791;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;2769570;3038350343000;1KG COQUILLETTES C/R PANZANI;12;12;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;L04628;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2769570;3038350343000;1KG COQUILLETTES C/R PANZANI;36;36;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;L04628;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;2769570;3038350343000;1KG COQUILLETTES C/R PANZANI;0;12;1604147;75;PATES ALIMENTAIRES;EPICERIE;P;0;L04628;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;2769570;3038350343000;1KG COQUILLETTES C/R PANZANI;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;L04628;15/05/2025;;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;3493882;3245414145030;1/2 SAUCISSE LENTILLES CRF CLA;0;36;1604185;145;PLATS CUISINES;EPICERIE;P;0;430774;14/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;3493882;3245414145030;1/2 SAUCISSE LENTILLES CRF CLA;60;60;1604682;145;PLATS CUISINES;EPICERIE;P;0;430774;15/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;3493882;3245414145030;1/2 SAUCISSE LENTILLES CRF CLA;36;36;1606060;145;PLATS CUISINES;EPICERIE;P;1;430774;17/05/2025;VP021069;15/05/2025 17:24:22
509;1605671;1;1060;41;13/05/2025;14/05/2025;4351687;3560070553990;1KG PATES FARFALLES QS CRF CLA;24;24;1604645;75;PATES ALIMENTAIRES;EPICERIE;P;0;527971;14/05/2025;;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;4374937;3560070555369;1KG PATE PIPE RIGATE QS CRF;36;36;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;762818;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4374937;3560070555369;1KG PATE PIPE RIGATE QS CRF;36;36;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762818;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;4374937;3560070555369;1KG PATE PIPE RIGATE QS CRF;0;72;1604147;75;PATES ALIMENTAIRES;EPICERIE;P;0;762818;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;4374937;3560070555369;1KG PATE PIPE RIGATE QS CRF;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;762818;15/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;5728880;7622210450098;300G PRINCE TOUT CHOCO LU;0;48;1604645;10;BISCUITS SUCRES;EPICERIE;P;0;833044;14/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5729077;7622210449931;3X300G PRINCE CHOCOLAT;0;0;1605301;10;BISCUITS SUCRES;EPICERIE;P;1;833534;15/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;5729077;7622210449931;3X300G PRINCE CHOCOLAT;0;80;1604645;10;BISCUITS SUCRES;EPICERIE;P;0;833534;14/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;5729077;7622210449931;3X300G PRINCE CHOCOLAT;0;80;1604147;10;BISCUITS SUCRES;EPICERIE;P;0;833534;13/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5729077;7622210449931;3X300G PRINCE CHOCOLAT;104;104;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;833534;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;5729077;7622210449931;3X300G PRINCE CHOCOLAT;104;104;1605301;10;BISCUITS SUCRES;EPICERIE;P;0;833534;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;470554;3174660031913;1KG SUCRE EXTRA FIN B SAY;15;15;1606021;115;SUCRES;EPICERIE;P;1;193011;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;470554;3174660031913;1KG SUCRE EXTRA FIN B SAY;0;15;1604147;115;SUCRES;EPICERIE;P;0;193011;13/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;2223266;3038350208613;500G SPAGHETTI PLAT PANZANI;24;24;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;261592;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;2223266;3038350208613;500G SPAGHETTI PLAT PANZANI;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;261592;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4292709;3560070510047;500G PENNE RIGATE P C CRF BIO;24;24;1606021;155;PRODUITS DIETETIQUES;EPICERIE;P;1;661528;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;4292709;3560070510047;500G PENNE RIGATE P C CRF BIO;24;24;1605301;155;PRODUITS DIETETIQUES;EPICERIE;P;0;661528;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;4292709;3560070510047;500G PENNE RIGATE P C CRF BIO;0;24;1604147;155;PRODUITS DIETETIQUES;EPICERIE;P;0;661528;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;4292709;3560070510047;500G PENNE RIGATE P C CRF BIO;0;0;1605301;155;PRODUITS DIETETIQUES;EPICERIE;P;1;661528;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3013536;3174660084513;750G CASSONADE PERUCHE B SAY;24;24;1606021;115;SUCRES;EPICERIE;P;1;321110;16/05/2025;VP021074;15/05/2025 17:24:22
749;1602002;11;1070;39;07/05/2025;17/05/2025;4447200;3571492510003;BQ PAELLA DE LA MER 800G;8;8;0;719;POISSON DIVERS TRAD.;POISSONNERIE;E;0;516250;17/05/2025;;15/05/2025 17:24:22
749;1602001;11;1070;39;07/05/2025;16/05/2025;4447200;3571492510003;BQ PAELLA DE LA MER 800G;8;8;0;719;POISSON DIVERS TRAD.;POISSONNERIE;E;0;516250;16/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;5038098;3560070794683;PET 1L NECT S/S MULTI CRF CLAS;12;12;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;854651;16/05/2025;;15/05/2025 17:24:22
557;1605310;13;1080;39;14/05/2025;16/05/2025;5131336;3248830723462;850G MOUSSAKA AU BOEUF MARIE;8;8;1605310;750;SURGELES;SURGELES / GLACES;P;1;713876;16/05/2025;SF130525;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2998787;3178530403022;ET 135G TARTEL CHOC CARAMEL BM;48;48;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;618430;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605128;1;1060;39;13/05/2025;20/05/2025;3523758;4062300087514;2X250G TAGLI FROM EPIN 12M BIO;90;90;0;150;PRODUITS POUR ENFANTS;EPICERIE;P;0;587327;20/05/2025;VP022062;15/05/2025 17:24:22
509;1605121;1;1060;39;13/05/2025;27/05/2025;3523758;4062300087514;2X250G TAGLI FROM EPIN 12M BIO;18;0;0;150;PRODUITS POUR ENFANTS;EPICERIE;P;0;587327;27/05/2025;VP022062;15/05/2025 17:24:22
522;1606347;2;1060;41;14/05/2025;15/05/2025;3793461;3560070363728;PET 12X33CL EAU ALPES CRF CLAS;112;0;1605305;235;EAUX;LIQUIDES;P;0;822240;15/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;3793461;3560070363728;PET 12X33CL EAU ALPES CRF CLAS;94;94;1606027;235;EAUX;LIQUIDES;P;1;822240;17/05/2025;VP021074;15/05/2025 17:24:22
522;1604451;2;1060;41;03/05/2025;13/05/2025;3793461;3560070363728;PET 12X33CL EAU ALPES CRF CLAS;0;8;1603382;235;EAUX;LIQUIDES;P;0;822240;13/05/2025;;15/05/2025 17:24:22
522;1603717;2;1060;39;10/05/2025;16/05/2025;3793461;3560070363728;PET 12X33CL EAU ALPES CRF CLAS;112;112;0;235;EAUX;LIQUIDES;P;0;822240;16/05/2025;VP021074;15/05/2025 17:24:22
522;1603718;2;1060;39;10/05/2025;20/05/2025;3793461;3560070363728;PET 12X33CL EAU ALPES CRF CLAS;26;0;0;235;EAUX;LIQUIDES;P;0;822240;20/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3844753;3560070369720;750G CONFITURE FRAISE CRF ORIG;12;12;1606021;120;CONFITURES;EPICERIE;P;1;386759;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;3844753;3560070369720;750G CONFITURE FRAISE CRF ORIG;0;12;1604645;120;CONFITURES;EPICERIE;P;0;386759;14/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4781772;3560070779055;4/4 CHAMPIGNONS ENTIERS CRF CL;18;18;1606021;130;CONSERVES DE LEGUMES;EPICERIE;P;1;233044;16/05/2025;VP021074;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;1626805;3270190192794;BRK 1L ABC JUS ORANGE CRF CLA;128;128;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;025429;17/05/2025;VP021074;15/05/2025 17:24:22
522;1604989;2;1060;41;12/05/2025;14/05/2025;1626805;3270190192794;BRK 1L ABC JUS ORANGE CRF CLA;32;32;1604153;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;025429;13/05/2025;;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;1626805;3270190192794;BRK 1L ABC JUS ORANGE CRF CLA;32;32;1604651;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;025429;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;1626805;3270190192794;BRK 1L ABC JUS ORANGE CRF CLA;64;64;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;025429;16/05/2025;;15/05/2025 17:24:22
509;1598387;3;1064;39;29/04/2025;14/05/2025;3839990;3560070269891;BOBINE ESS TOUT 450 FEUIL CRF;0;0;0;310;PAPIERS MENAGERS;D.P.H.;P;0;106411;14/05/2025;VP020067;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;4321678;3560070546879;500G PIPE RIGATE QS CRF CLASSI;24;24;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;762787;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4321678;3560070546879;500G PIPE RIGATE QS CRF CLASSI;96;96;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762787;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;4321678;3560070546879;500G PIPE RIGATE QS CRF CLASSI;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;762787;15/05/2025;;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;5571635;3661138600585;1 25L CALIFORNIA SUNNY DELIGHT;12;12;1606042;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;514397;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;5571635;3661138600585;1 25L CALIFORNIA SUNNY DELIGHT;18;18;1605320;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;514397;16/05/2025;SF130525;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5707397;7622210450029;300G PRINCE LAIT CHOCOLAT;48;48;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;813934;16/05/2025;VP021074;15/05/2025 17:24:22
794;1605151;1;1060;39;13/05/2025;20/05/2025;5833108;7622210990891;LT3X100G OREO OP MKA;54;54;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;353678;20/05/2025;VP022037;15/05/2025 17:24:22
522;1606347;2;1060;41;14/05/2025;15/05/2025;3524876;3245414228740;PET 6X50CL EAU ALPES CRF CLAS;188;0;1605305;235;EAUX;LIQUIDES;P;0;821709;15/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;3524876;3245414228740;PET 6X50CL EAU ALPES CRF CLAS;184;184;1606027;235;EAUX;LIQUIDES;P;1;821709;17/05/2025;VP021074;15/05/2025 17:24:22
522;1604989;2;1060;41;12/05/2025;14/05/2025;3524876;3245414228740;PET 6X50CL EAU ALPES CRF CLAS;8;8;1604153;235;EAUX;LIQUIDES;P;0;821709;13/05/2025;;15/05/2025 17:24:22
522;1603145;2;1060;39;09/05/2025;16/05/2025;3524876;3245414228740;PET 6X50CL EAU ALPES CRF CLAS;188;188;0;235;EAUX;LIQUIDES;P;0;821709;16/05/2025;VP021074;15/05/2025 17:24:22
522;1603147;2;1060;39;09/05/2025;20/05/2025;3524876;3245414228740;PET 6X50CL EAU ALPES CRF CLAS;44;0;0;235;EAUX;LIQUIDES;P;0;821709;20/05/2025;VP021074;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;5164523;3276650122073;400G AMANDES CRUES DEC PROFRT;25;25;1606060;166;ETHNIQUE;EPICERIE;P;1;011393;17/05/2025;VP021069;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;1472015;3276650115976;50CL AROM EAU FL ORANGE SAMIA;0;12;1604185;166;ETHNIQUE;EPICERIE;P;0;177155;14/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;1472015;3276650115976;50CL AROM EAU FL ORANGE SAMIA;12;12;1604682;166;ETHNIQUE;EPICERIE;P;0;177155;15/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;1472015;3276650115976;50CL AROM EAU FL ORANGE SAMIA;12;12;1606060;166;ETHNIQUE;EPICERIE;P;1;177155;17/05/2025;VP021069;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2142951;3560070048786;200G COOKIES TOUT CHOCO CRF;32;32;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;674739;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;2142951;3560070048786;200G COOKIES TOUT CHOCO CRF;0;32;1604645;10;BISCUITS SUCRES;EPICERIE;P;0;674739;14/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5479106;3336971405023;400G CHIPS LA CLASSIQUE VICO;0;0;1605301;70;CHIPS;EPICERIE;P;1;554174;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5479106;3336971405023;400G CHIPS LA CLASSIQUE VICO;10;10;1606021;70;CHIPS;EPICERIE;P;1;554174;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;5479106;3336971405023;400G CHIPS LA CLASSIQUE VICO;20;20;1605301;70;CHIPS;EPICERIE;P;0;554174;15/05/2025;;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;3747224;3560070328888;1 KG SPAGHETTI QS CRF CLASSIC;12;12;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;762724;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3747224;3560070328888;1 KG SPAGHETTI QS CRF CLASSIC;24;24;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762724;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3747224;3560070328888;1 KG SPAGHETTI QS CRF CLASSIC;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;762724;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2142949;3560070048816;200G COOKIES NOUGATINE CRF;32;32;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;618000;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;2142949;3560070048816;200G COOKIES NOUGATINE CRF;0;32;1604645;10;BISCUITS SUCRES;EPICERIE;P;0;618000;14/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;2142949;3560070048816;200G COOKIES NOUGATINE CRF;0;32;1604147;10;BISCUITS SUCRES;EPICERIE;P;0;618000;13/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;2142949;3560070048816;200G COOKIES NOUGATINE CRF;32;32;1605301;10;BISCUITS SUCRES;EPICERIE;P;0;618000;15/05/2025;;15/05/2025 17:24:22
