CODE_FOURNISSEUR;NO_COMMANDE_FOURNISSEUR;CODE_RAYON;CLASSE_STOCKAGE;SITUATION_COMMANDE;DATE_COMMANDE;DATE_LIVRAISON;CDBASE;EAN;LIBELLÉ_ARTICLE;QUANTITE_CONFIRMEE;QUANTITE_COMMANDEE;Commande_Origine;Code_Famille;Libelle_Famille;Libelle_Rayon;Mod_pas_cde;Passage_Prolog;IFLS;DATE_RECEPTION;NUM_COMMANDE_EXTERNE;DATE_CREATION
794;1605094;1;1060;41;28/04/2025;14/05/2025;6721485;3760077537218;300G GRISSINI ARTIGIA ROMARIN;0;24;1604185;166;ETHNIQUE;EPICERIE;P;0;L67257;14/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;6721485;3760077537218;300G GRISSINI ARTIGIA ROMARIN;0;0;1606060;166;ETHNIQUE;EPICERIE;P;1;L67257;17/05/2025;VP021069;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;6721485;3760077537218;300G GRISSINI ARTIGIA ROMARIN;48;48;1604682;166;ETHNIQUE;EPICERIE;P;0;L67257;15/05/2025;;15/05/2025 17:24:22
794;1605861;3;1060;41;13/05/2025;15/05/2025;6253184;3401020346296;PRORHINEL EMBOUTS JETABLES SPL;20;20;1604682;295;HYGIENE BEBE;D.P.H.;P;0;P18207;15/05/2025;;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692333;3033491279898;4X125G PISTACHE DANETTE;16;16;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297530;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692333;3033491279898;4X125G PISTACHE DANETTE;16;16;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297530;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692333;3033491279898;4X125G PISTACHE DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297530;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692341;3033491377105;4X100G LIEGEOIS CHOCOL DANETTE;24;24;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297585;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692341;3033491377105;4X100G LIEGEOIS CHOCOL DANETTE;40;40;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297585;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692341;3033491377105;4X100G LIEGEOIS CHOCOL DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297585;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692309;3033491279881;4X125G EXPRESSO DANETTE;16;16;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297356;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692309;3033491279881;4X125G EXPRESSO DANETTE;16;16;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297356;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692309;3033491279881;4X125G EXPRESSO DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297356;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692325;3033491279737;4X125G CARAMEL DANETTE;24;24;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297484;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692325;3033491279737;4X125G CARAMEL DANETTE;48;48;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297484;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692324;3033491432736;4X125G EXTRA NOIR DANETTE;24;24;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297416;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692324;3033491432736;4X125G EXTRA NOIR DANETTE;16;16;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297416;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692324;3033491432736;4X125G EXTRA NOIR DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297416;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692303;3033491279782;4X125G CHOC NOISETTE DANETTE;40;40;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297255;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692303;3033491279782;4X125G CHOC NOISETTE DANETTE;40;40;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297255;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692303;3033491279782;4X125G CHOC NOISETTE DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297255;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692329;3033491279713;4X125G CHOC DANETTE;64;64;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297508;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692329;3033491279713;4X125G CHOC DANETTE;72;72;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297508;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692329;3033491279713;4X125G CHOC DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297508;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692326;3033491279720;4X125G VANI DANETTE;104;104;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297507;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692326;3033491279720;4X125G VANI DANETTE;120;120;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297507;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692326;3033491279720;4X125G VANI DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297507;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6680950;3168930156680;90CL MULTIFRUITS TROPICANA;12;12;1606042;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;270811;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6680965;3168930156925;90CL REVEIL TROPIQUE TROPICANA;24;24;1606042;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;270929;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605322;19;1060;39;14/05/2025;16/05/2025;6686861;3029330070023;330G BRASSERIE BURGER  X4 JACQ;25;25;1605322;810;PAINS INDUSTRIELS;PAIN PATISSERIE INDUST.;P;1;284907;16/05/2025;SF130525;15/05/2025 17:24:22
691;1605322;19;1060;39;14/05/2025;16/05/2025;6687308;3029330070047;260G BURGER CREA GRAINE X4 JAC;90;90;1605322;810;PAINS INDUSTRIELS;PAIN PATISSERIE INDUST.;P;1;285341;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6680902;3168930156741;90CL ORANGE AV PULPE TROPICANA;12;12;1606042;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;270759;17/05/2025;SF140525;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;6692707;5060517885526;BTE 50CL MONSTER PIPELIN PUNCH;72;72;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;L45987;17/05/2025;VP021074;15/05/2025 17:24:22
522;1604451;2;1060;41;03/05/2025;13/05/2025;6692707;5060517885526;BTE 50CL MONSTER PIPELIN PUNCH;0;24;1603382;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L45987;13/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;6692707;5060517885526;BTE 50CL MONSTER PIPELIN PUNCH;24;24;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L45987;16/05/2025;;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6680945;3168930156376;90CL ORANGE SANS PULPE;12;12;1606042;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;270801;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605457;19;1060;39;14/05/2025;16/05/2025;6713525;3228857001156;320G SS ADDIT 8 DOO WAP CHOC/L;128;128;0;811;VIENNOISERIE;PAIN PATISSERIE INDUST.;P;0;351024;16/05/2025;VP019033;15/05/2025 17:24:22
691;1605320;14;1070;39;14/05/2025;16/05/2025;6717460;3176582040103;200G BRIE COEUR DE LION;32;32;1605320;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;325794;16/05/2025;SF130525;15/05/2025 17:24:22
691;1605457;19;1060;39;14/05/2025;16/05/2025;6713523;3228857001132;320G SS ADDIT 8 DOO WAP CHOCO;128;128;0;811;VIENNOISERIE;PAIN PATISSERIE INDUST.;P;0;350909;16/05/2025;VP019033;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6722042;3533630097531;GRANDLAIT FRAIS 1/2 BP1 L;12;12;1606042;832;LAIT FRAIS;ULTRA-FRAIS;P;1;374725;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6722042;3533630097531;GRANDLAIT FRAIS 1/2 BP1 L;24;24;1605320;832;LAIT FRAIS;ULTRA-FRAIS;P;0;374725;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6722042;3533630097531;GRANDLAIT FRAIS 1/2 BP1 L;0;0;1605320;832;LAIT FRAIS;ULTRA-FRAIS;P;1;374725;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6719201;3033491451652;12X60G NAT GERVAIS;96;96;1606042;827;SUISSES;ULTRA-FRAIS;P;1;367862;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6719201;3033491451652;12X60G NAT GERVAIS;120;120;1605320;827;SUISSES;ULTRA-FRAIS;P;0;367862;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6719201;3033491451652;12X60G NAT GERVAIS;0;0;1605320;827;SUISSES;ULTRA-FRAIS;P;1;367862;16/05/2025;SF130525;15/05/2025 17:24:22
522;1604989;2;1060;41;12/05/2025;14/05/2025;6710667;3271470761396;75CL CIDRE BRETAGNE BRUT;6;6;1604153;240;BIERES ET CIDRES;LIQUIDES;P;0;167026;13/05/2025;;15/05/2025 17:24:22
522;1604451;2;1060;41;03/05/2025;13/05/2025;6710667;3271470761396;75CL CIDRE BRETAGNE BRUT;0;6;1603382;240;BIERES ET CIDRES;LIQUIDES;P;0;167026;13/05/2025;;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;6710667;3271470761396;75CL CIDRE BRETAGNE BRUT;6;6;1604651;240;BIERES ET CIDRES;LIQUIDES;P;0;167026;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;6710667;3271470761396;75CL CIDRE BRETAGNE BRUT;6;6;1605307;240;BIERES ET CIDRES;LIQUIDES;P;0;167026;16/05/2025;;15/05/2025 17:24:22
691;1606039;9;1070;39;15/05/2025;19/05/2025;6716662;3700009269466;250G CEREALES   FROMAGE TOMATE;4;4;1606039;674;TRAITEUR COUPE SERVICE;CHARCUTERIE COUPE / TRAITEUR;P;1;360380;19/05/2025;SF140525;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;6594080;7613036669146;375G CHOCAPIC BIO CEREALE;12;12;1606021;30;CEREALES ET EN-CAS;EPICERIE;P;1;K85018;16/05/2025;VP021074;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6600111;3451790012358;33CL CF FLEURETTE ENT 31  E V;36;36;1606042;829;CREMES FRAICHE/PDTS BASE DE CR;ULTRA-FRAIS;P;1;207108;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606178;15;1070;39;15/05/2025;17/05/2025;6600111;3451790012358;33CL CF FLEURETTE ENT 31  E V;12;12;0;829;CREMES FRAICHE/PDTS BASE DE CR;ULTRA-FRAIS;P;0;207108;17/05/2025;VP019033;15/05/2025 17:24:22
691;1605454;15;1071;39;14/05/2025;16/05/2025;6660153;3023290013403;8X100G VIENNOIS CHOCO /VAN;27;27;0;826;DESSERTS;ULTRA-FRAIS;P;0;235099;16/05/2025;VP019032;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6508721;3560071180485;2X150G YAG NATURE BREBIS BIO;60;60;1605320;825;YAOURTS;ULTRA-FRAIS;P;0;920941;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6508721;3560071180485;2X150G YAG NATURE BREBIS BIO;0;0;1605320;825;YAOURTS;ULTRA-FRAIS;P;1;920941;16/05/2025;SF130525;15/05/2025 17:24:22
509;1605128;1;1060;39;13/05/2025;20/05/2025;6615864;3083681094985;2X220G HARICOTS VERTS CASSEGR;175;175;0;130;CONSERVES DE LEGUMES;EPICERIE;P;0;W01157;20/05/2025;VP022062;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692338;3033491377006;12X115G CARA CHOCO VAN DANETTE;27;27;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297569;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692338;3033491377006;12X115G CARA CHOCO VAN DANETTE;69;69;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297569;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692342;3033491377112;4X100G LIEGE VANILLE DANETTE;48;48;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297590;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692342;3033491377112;4X100G LIEGE VANILLE DANETTE;24;24;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297590;16/05/2025;SF130525;15/05/2025 17:24:22
557;1606030;13;1080;39;15/05/2025;17/05/2025;4634811;3060731006242;250G ECHALOTE EMINCEE;0;0;1606030;750;SURGELES;SURGELES / GLACES;P;1;658593;17/05/2025;VP022058;15/05/2025 17:24:22
557;1605310;13;1080;39;14/05/2025;16/05/2025;4634811;3060731006242;250G ECHALOTE EMINCEE;0;0;1605310;750;SURGELES;SURGELES / GLACES;P;1;658593;16/05/2025;SF130525;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;6721484;3760077537201;300G GRISSINI ARTIGIANALI TRAD;0;12;1604185;166;ETHNIQUE;EPICERIE;P;0;L68812;14/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;6721484;3760077537201;300G GRISSINI ARTIGIANALI TRAD;72;72;1606060;166;ETHNIQUE;EPICERIE;P;1;L68812;17/05/2025;VP021069;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;6721484;3760077537201;300G GRISSINI ARTIGIANALI TRAD;60;60;1604682;166;ETHNIQUE;EPICERIE;P;0;L68812;15/05/2025;;15/05/2025 17:24:22
691;1605322;19;1060;39;14/05/2025;16/05/2025;6717334;3228857001163;480G SS ADDIT 12 DOO WAP CHOC/;32;32;1605322;811;VIENNOISERIE;PAIN PATISSERIE INDUST.;P;1;363088;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;17;1070;39;15/05/2025;17/05/2025;6718209;3248830000143;230G PAT BRISEE P BEURRE MARIE;96;96;1606042;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;328306;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606184;26;1070;39;15/05/2025;19/05/2025;6710666;3033610080831;120G ECO 4TR  GDES ORIG;5;5;0;815;SAUMON FUME;SALAISONS MARITIMES;P;0;341821;19/05/2025;VP021024;15/05/2025 17:24:22
691;1606042;17;1070;39;15/05/2025;17/05/2025;6718206;3248830000150;230G PAT FEUIL P BEURRE MARIE;112;112;1606042;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;328287;17/05/2025;SF140525;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;6729410;3019081239862;185G THON NAT DR PNE P NE;24;24;1605301;135;CONSERV.&HORS D'OEUV. POISSONS;EPICERIE;P;0;L72935;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;6729410;3019081239862;185G THON NAT DR PNE P NE;0;0;1605301;135;CONSERV.&HORS D'OEUV. POISSONS;EPICERIE;P;1;L72935;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;6729410;3019081239862;185G THON NAT DR PNE P NE;0;24;1604147;135;CONSERV.&HORS D'OEUV. POISSONS;EPICERIE;P;0;L72935;13/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;6726458;8714800038461;BT4X50CL 8 6 ORIGINAL;0;0;1606027;240;BIERES ET CIDRES;LIQUIDES;P;1;315861;17/05/2025;VP021074;15/05/2025 17:24:22
522;1606461;2;1061;39;15/05/2025;17/05/2025;6724425;5410228258698;12X25CL B LEFFE BLONDE 6 6;84;84;1606025;240;BIERES ET CIDRES;LIQUIDES;P;0;538040;17/05/2025;VP021074;15/05/2025 17:24:22
522;1606025;2;1061;39;15/05/2025;17/05/2025;6724425;5410228258698;12X25CL B LEFFE BLONDE 6 6;0;84;1606025;240;BIERES ET CIDRES;LIQUIDES;P;1;538040;17/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;6737668;3123349014761;PET 1L JOKER LE FRUIT POMME;36;36;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;L78739;17/05/2025;VP021074;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;6737668;3123349014761;PET 1L JOKER LE FRUIT POMME;12;12;1604651;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L78739;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;6737668;3123349014761;PET 1L JOKER LE FRUIT POMME;12;12;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L78739;16/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;6736732;3123349014822;PET 1L JOKER LE FRUIT ANANAS;12;12;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;L77894;17/05/2025;VP021074;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;6737591;3123349014587;PET 4X1L JOKER LE FRUIT MULTIF;10;10;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;L78702;17/05/2025;VP021074;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;6737591;3123349014587;PET 4X1L JOKER LE FRUIT MULTIF;4;4;1604651;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L78702;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;6737591;3123349014587;PET 4X1L JOKER LE FRUIT MULTIF;7;7;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L78702;16/05/2025;;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;6737396;3254691590365;1 5L NECTAR BIO TROPICAL BK PR;6;6;1604651;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;T30466;15/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;6737438;3123349014556;PET 1L JOKER LE FRUIT MULTIFRU;30;30;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;L78599;17/05/2025;VP021074;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;6737438;3123349014556;PET 1L JOKER LE FRUIT MULTIFRU;42;42;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;L78599;16/05/2025;;15/05/2025 17:24:22
557;1600237;13;1080;39;03/05/2025;20/05/2025;6701558;3415581122015;POT MACADAMIA NUT BRITTLE 400G;112;0;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;326626;20/05/2025;VP021070;15/05/2025 17:24:22
557;1601491;13;1080;39;06/05/2025;19/05/2025;6711803;3415581153019;400G POT HD  PRALINES  CREAM;40;40;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;344958;19/05/2025;VP021070;15/05/2025 17:24:22
557;1600233;13;1080;39;03/05/2025;19/05/2025;6711769;3415581117011;400G POT HD CARAMEL BISCUIT;56;0;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;344646;19/05/2025;VP021070;15/05/2025 17:24:22
691;1605323;19;1060;39;14/05/2025;17/05/2025;6699252;3178530416848;275G TAM TAM ORIGINAL ST MICH;24;24;1605323;812;PATISSERIE INDUSTRIELLE;PAIN PATISSERIE INDUST.;P;1;320270;17/05/2025;SF130525;15/05/2025 17:24:22
557;1600233;13;1080;39;03/05/2025;19/05/2025;6711788;3415581187717;POT HD VANILLA CARAM BROWNIE;40;0;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;344754;19/05/2025;VP021070;15/05/2025 17:24:22
557;1600237;13;1080;39;03/05/2025;20/05/2025;6711678;3415581114713;400G POT HD SALTED CARAMEL;88;0;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;344384;20/05/2025;VP021070;15/05/2025 17:24:22
557;1600233;13;1080;39;03/05/2025;19/05/2025;6711807;3415587128011;400G POT PEANUT BUTTER CRUNCH;40;40;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;345061;19/05/2025;VP021070;15/05/2025 17:24:22
557;1600237;13;1080;39;03/05/2025;20/05/2025;6711686;3415581101010;POT VANILLE 400 G;72;0;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;344395;20/05/2025;VP021070;15/05/2025 17:24:22
557;1600233;13;1080;39;03/05/2025;19/05/2025;6701557;3415581115017;POT VANILLA PECAN 400G;32;0;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;326575;19/05/2025;VP021070;15/05/2025 17:24:22
557;1600237;13;1080;39;03/05/2025;20/05/2025;6711783;3415581154719;394G POT HD COOKIE DOUGH CHIP;64;64;0;755;GLACES CREMES GLACEES;SURGELES / GLACES;P;0;344684;20/05/2025;VP021070;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692336;3033491279706;8X125G CHOCOLAT DANETTE;24;24;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297565;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;6692336;3033491279706;8X125G CHOCOLAT DANETTE;52;52;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;297565;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692336;3033491279706;8X125G CHOCOLAT DANETTE;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297565;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1071;39;15/05/2025;17/05/2025;6692339;3033491432774;12X115G 3 CHOCOLATS DANETTE;9;9;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297575;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1071;39;14/05/2025;16/05/2025;6692339;3033491432774;12X115G 3 CHOCOLATS DANETTE;15;15;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297575;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6680960;3168930156987;90CL SANGUINELLO TROPICANA;12;12;1606042;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;270903;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;6692335;3033491279294;4X125G VANILLE CHOCO DANETTE;16;16;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;297561;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;6692335;3033491279294;4X125G VANILLE CHOCO DANETTE;24;24;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;297561;16/05/2025;SF130525;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;6662230;3038359007620;400G BOLO PUR BOEUF;0;0;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;L27346;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;6662230;3038359007620;400G BOLO PUR BOEUF;24;24;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;0;L27346;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;6662230;3038359007620;400G BOLO PUR BOEUF;24;24;1606021;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;L27346;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;6711318;7613036891530;128G BOUILLON KUB OR MAGGI;60;60;1605301;85;POTAGES ET BOUILLONS;EPICERIE;P;0;L60296;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;6711318;7613036891530;128G BOUILLON KUB OR MAGGI;0;0;1605301;85;POTAGES ET BOUILLONS;EPICERIE;P;1;L60296;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;6711318;7613036891530;128G BOUILLON KUB OR MAGGI;0;60;1604147;85;POTAGES ET BOUILLONS;EPICERIE;P;0;L60296;13/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;6739605;8711000898949;1KG L OR ABSOLU BEANS;0;27;1604645;15;CAFES TORREFIES;EPICERIE;P;0;638120;14/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;6736913;3229820798110;350G BIO GRANOLA CHOCOLAT;24;24;1604682;155;PRODUITS DIETETIQUES;EPICERIE;P;0;L78255;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;6611378;3038359008535;700G BOUTEILLE TOMACOULI;0;0;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;K98312;15/05/2025;;15/05/2025 17:24:22
