CDBASE;FOURNISSEUR;DATE_LIVRAISON;STOCK;RAL;MINIMUM_COMMANDE;PCB;QTÉPRÉVISION1;QTÉPRÉVISION2;CLASSE_STOCKAGE;COCHE_RAO;STOCK_MARCHAND;QTÉPRÉVISIONINIT1;QTÉPRÉVISIONINIT2;QTÉPROPOSÉE1;QTÉPROPOSÉE2;NUMERO_COMMANDE;DATE_L2;DATE_COMMANDE;QTÉPROPOSÉEFINALE;STOCK_REEL;CDBASE2;NUMERO_COMMANDE2;IFLS
13647;522;06/06/2025;4;24;12;12;0,1;0,03;1060;54;9999;0,1;0,03;9971,14;9999,03;1616149;07/06/2025;04/06/2025;9971;4;13647;1616149;617371              
13648;522;06/06/2025;232;108;108;108;1,58;0,69;1064;54;9999;1,58;0,69;9660,1;9999,69;1616147;07/06/2025;04/06/2025;9660;232;13648;1616147;158561              
13651;794;06/06/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;13651;1616187;599342              
13652;794;06/06/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;13652;1616187;599434              
18087;509;05/06/2025;4;24;24;12;9,44;4,89;1060;54;9999;9,45;4,89;9980,89;10003,89;1616143;06/06/2025;04/06/2025;9981;9;18087;1616143;981889              
20053;509;05/06/2025;18;36;36;12;22,44;8,89;1060;54;9999;22,45;8,89;9967,44;10007,89;1616143;06/06/2025;04/06/2025;9967;32;20053;1616143;674469              
20153;509;05/06/2025;0;;20;20;0;0;1060;46;0;0;0;0;0;1616143;06/06/2025;04/06/2025;0;0;20153;1616143;907780              
20233;794;06/06/2025;21;;18;6;0,04;0,02;1060;46;9999;0,04;0,02;9978,05;9999,02;1616187;07/06/2025;04/06/2025;9978;21;20233;1616187;684161              
20300;794;06/06/2025;4;42;12;6;0,19;0,07;1060;54;9999;0,19;0,07;9953,26;9999,07;1616187;07/06/2025;04/06/2025;9953;4;20300;1616187;310024              
20306;794;06/06/2025;8;;6;6;0,04;0,02;1060;54;9999;0,04;0,02;9991,06;9999,02;1616187;07/06/2025;04/06/2025;9991;8;20306;1616187;502661              
20323;509;05/06/2025;0;;24;6;15,78;7;1060;54;37;15,78;7;52,78;44;1616143;06/06/2025;04/06/2025;44;0;20323;1616143;061936              
20324;509;05/06/2025;16;;12;6;5,22;1,67;1060;54;20;5,22;1,67;9,67;21,67;1616143;06/06/2025;04/06/2025;10;18;20324;1616143;202222              
20327;509;05/06/2025;82;72;30;6;54,22;22,78;1060;54;9999;54,22;22,78;9899,44;10021,78;1616143;06/06/2025;04/06/2025;9899;111;20327;1616143;062035              
20328;509;05/06/2025;39;30;30;6;19,33;7,33;1060;54;9999;19,33;7,33;9949,22;10006,33;1616143;06/06/2025;04/06/2025;9949;49;20328;1616143;062283              
20333;509;05/06/2025;0;;6;6;0;0;1060;54;53;0;0;53;53;1616143;06/06/2025;04/06/2025;53;0;20333;1616143;062755              
20380;509;05/06/2025;221;192;24;24;28,56;10,89;1060;54;9999;28,56;10,89;9614,67;10009,89;1616143;06/06/2025;04/06/2025;9615;234;20380;1616143;640029              
20418;509;05/06/2025;0;;30;6;0;0;1060;46;19;0;0;19;19;1616143;06/06/2025;04/06/2025;19;0;20418;1616143;062682              
20431;509;05/06/2025;26;30;30;6;9,22;4,22;1060;54;9999;9,22;4,22;9952,22;10003,22;1616143;06/06/2025;04/06/2025;9952;30;20431;1616143;062947              
20446;794;06/06/2025;0;;120;12;0;0;1063;46;0;0;0;0;0;1616185;07/06/2025;04/06/2025;0;0;20446;1616185;674131              
20518;691;06/06/2025;0;;6;6;0,04;0,03;1070;46;0;0,04;0,03;0,04;0,03;1616165;07/06/2025;04/06/2025;0;0;20518;1616165;
20605;509;05/06/2025;67;90;45;15;54,89;22,22;1060;54;9999;54,89;22,22;9896,67;10021,22;1616143;06/06/2025;04/06/2025;9897;97;20605;1616143;706938              
20621;509;05/06/2025;19;30;30;15;14,44;5,22;1060;54;9999;14,44;5,22;9964,22;10004,22;1616143;06/06/2025;04/06/2025;9964;28;20621;1616143;081449              
20635;509;05/06/2025;23;;15;15;5,22;1,67;1060;54;20;5,22;1,67;2,67;21,67;1616143;06/06/2025;04/06/2025;3;25;20635;1616143;348714              
20641;509;05/06/2025;32;;24;12;8,89;4;1060;54;9999;8,89;4;9976;10003;1616143;06/06/2025;04/06/2025;9976;38;20641;1616143;014250              
20642;509;05/06/2025;0;;24;12;0;0;1060;54;9999;0;0;9999;9999;1616143;06/06/2025;04/06/2025;9999;0;20642;1616143;014255              
20645;509;05/06/2025;0;;36;12;0;0;1060;46;0;0;0;0;0;1616143;06/06/2025;04/06/2025;0;0;20645;1616143;212088              
20654;509;05/06/2025;25;;12;12;31;13;1060;54;9999;31;13;10004,78;10012;1616143;06/06/2025;04/06/2025;10005;44;20654;1616143;222743              
20655;794;06/06/2025;0;;32;16;8,44;4,44;1060;54;20;8,44;4,44;28,44;24,44;1616187;07/06/2025;04/06/2025;24;0;20655;1616187;232376              
20682;794;06/06/2025;2;24;12;6;0,08;0,03;1060;54;9999;0,08;0,03;9973,09;9999,03;1616187;07/06/2025;04/06/2025;9973;2;20682;1616187;623055              
20684;794;06/06/2025;0;24;24;12;9,44;3,67;1060;54;9999;9,45;3,67;9984,44;10002,67;1616187;07/06/2025;04/06/2025;9984;0;20684;1616187;248214              
20774;794;06/06/2025;300;;15;15;37,11;20;1060;54;9999;37,11;20;9735,86;10019;1616187;07/06/2025;04/06/2025;9736;311;20774;1616187;222515              
20933;557;06/06/2025;37;40;40;10;0,26;0,13;1080;54;9999;0,26;0,13;9922,34;9999,13;1616152;07/06/2025;04/06/2025;9922;37;20933;1616152;210396              
21005;509;05/06/2025;18;;18;6;5,78;3,22;1060;54;9999;5,78;3,22;9986,67;10002,22;1616143;06/06/2025;04/06/2025;9987;21;21005;1616143;J82307              
21022;509;05/06/2025;6;12;12;12;2,78;1,67;1060;54;9999;2,78;1,67;9983,89;10000,67;1616143;06/06/2025;04/06/2025;9984;7;21022;1616143;216422              
21041;691;06/06/2025;0;;10;10;0;0;1071;46;0;0;0;0;0;1616165;07/06/2025;04/06/2025;0;0;21041;1616165;860527              
21126;794;06/06/2025;61;24;12;6;0,08;0,04;1060;54;9999;0,07;0,04;9914,08;9999,04;1616187;07/06/2025;04/06/2025;9914;61;21126;1616187;698692              
21128;509;05/06/2025;16;36;36;12;6,67;3;1060;54;9999;6,67;3;9953,67;10002;1616143;06/06/2025;04/06/2025;9954;22;21128;1616143;131340              
21155;794;06/06/2025;0;;6;6;0,01;0;1060;54;0;0,01;0;0,01;0;1616187;07/06/2025;04/06/2025;0;0;21155;1616187;502671              
21177;509;05/06/2025;82;189;189;189;57;23,33;1060;54;9999;57;23,33;9784,78;10022,33;1616143;06/06/2025;04/06/2025;9785;111;21177;1616143;281255              
21179;509;05/06/2025;39;60;12;6;39,78;14,67;1060;54;9999;39,78;14,67;9940;10013,67;1616143;06/06/2025;04/06/2025;9940;65;21179;1616143;111241              
21196;794;06/06/2025;42;;36;12;16,33;6,78;1060;46;9999;16,33;6,78;9973,11;10005,78;1616187;07/06/2025;04/06/2025;9973;49;21196;1616187;245074              
21198;794;06/06/2025;2;60;24;12;24;10,33;1060;54;9999;24;10,33;9960,78;10009,33;1616187;07/06/2025;04/06/2025;9961;8;21198;1616187;046609              
21225;794;06/06/2025;38;30;30;30;21,22;8,56;1060;54;9999;21,22;8,56;9952,67;10007,56;1616187;07/06/2025;04/06/2025;9953;43;21225;1616187;076357              
21238;509;05/06/2025;40;60;30;10;28,67;11,11;1060;54;9999;28,67;11,11;9927,33;10010,11;1616143;06/06/2025;04/06/2025;9927;59;21238;1616143;028609              
21241;509;05/06/2025;75;112;56;14;59,56;27,44;1060;54;9999;59,55;27,44;9872;10026,44;1616143;06/06/2025;04/06/2025;9872;98;21241;1616143;657064              
21243;509;05/06/2025;37;48;48;12;0,16;0,07;1060;54;9999;0,16;0,07;9914,25;9999,07;1616143;06/06/2025;04/06/2025;9914;37;21243;1616143;515682              
21270;509;05/06/2025;25;36;24;12;23,67;11,33;1060;54;9999;23,67;11,33;9961,89;10010,33;1616143;06/06/2025;04/06/2025;9962;39;21270;1616143;111510              
21271;794;06/06/2025;0;72;36;12;17,22;5,11;1060;46;9999;17,22;5,11;9944,22;10004,11;1616187;07/06/2025;04/06/2025;9944;0;21271;1616187;245574              
21313;794;06/06/2025;13;;12;6;0,08;0,05;1060;54;9999;0,08;0,05;9986,08;9999,05;1616187;07/06/2025;04/06/2025;9986;13;21313;1616187;064472              
21323;509;06/06/2025;10;6;6;6;0,06;0,04;1060;54;9999;0,06;0,04;9983,07;9999,04;1616144;07/06/2025;04/06/2025;9983;10;21323;1616144;364488              
21384;794;06/06/2025;15;162;162;162;0,17;0,09;1064;54;9999;0,17;0,09;9822,23;9999,09;1616185;07/06/2025;04/06/2025;9822;15;21384;1616185;361028              
21455;794;06/06/2025;23;;12;6;0,1;0,01;1060;54;9999;0,1;0,01;9976,11;9999,01;1616187;07/06/2025;04/06/2025;9976;23;21455;1616187;305008              
21456;794;06/06/2025;9;;12;6;0,02;0,01;1060;54;9999;0,02;0,01;9990,02;9999,01;1616187;07/06/2025;04/06/2025;9990;9;21456;1616187;808171              
21457;794;06/06/2025;7;;12;6;0,02;0,01;1060;54;9999;0,01;0,01;9992,02;9999,01;1616187;07/06/2025;04/06/2025;9992;7;21457;1616187;305014              
21465;794;06/06/2025;0;;6;6;0;0;1060;46;10;0;0;10;10;1616187;07/06/2025;04/06/2025;10;0;21465;1616187;810194              
21475;794;06/06/2025;0;;3;3;0;0;1063;46;0;0;0;0;0;1616185;07/06/2025;04/06/2025;0;0;21475;1616185;345004              
21521;509;05/06/2025;76;48;48;16;39,78;18,11;1060;54;9999;39,78;18,11;9914,56;10017,11;1616143;06/06/2025;04/06/2025;9915;102;21521;1616143;020110              
21552;794;06/06/2025;8;18;18;6;0,02;0,01;1060;46;9999;0,02;0,01;9973,02;9999,01;1616187;07/06/2025;04/06/2025;9973;8;21552;1616187;317543              
21566;794;06/06/2025;0;;6;6;0;0;1060;54;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;21566;1616187;309131              
21567;794;06/06/2025;0;;6;6;0;0;1060;54;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;21567;1616187;309139              
21568;794;06/06/2025;14;;12;6;0,02;0,01;1060;54;9999;0,02;0,01;9985,03;9999,01;1616187;07/06/2025;04/06/2025;9985;14;21568;1616187;309162              
21591;509;05/06/2025;17;12;12;6;7,44;3,22;1060;54;9999;7,44;3,22;9977,67;10002,22;1616143;06/06/2025;04/06/2025;9978;21;21591;1616143;141208              
21632;509;05/06/2025;12;48;24;12;18,89;6,44;1060;54;9999;18,89;6,44;9957,44;10005,44;1616143;06/06/2025;04/06/2025;9957;24;21632;1616143;111227              
21635;509;05/06/2025;7;24;24;12;9,11;3,33;1060;54;9999;9,11;3,33;9977,33;10002,33;1616143;06/06/2025;04/06/2025;9977;11;21635;1616143;111453              
21644;509;05/06/2025;20;24;12;12;18,89;9,44;1060;54;9999;18,89;9,44;9973,78;10008,44;1616143;06/06/2025;04/06/2025;9974;33;21644;1616143;648982              
21663;509;05/06/2025;144;264;264;264;93,89;41,56;1060;54;9999;93,89;41,56;9685,11;10040,56;1616143;06/06/2025;04/06/2025;9685;195;21663;1616143;101063              
21664;509;05/06/2025;287;;264;264;74,44;31,78;1060;54;9999;74,44;31,78;9786,89;10030,78;1616143;06/06/2025;04/06/2025;9787;323;21664;1616143;101067              
21677;509;05/06/2025;56;60;24;12;43,22;18,11;1060;54;9999;43,22;18,11;9925,89;10017,11;1616143;06/06/2025;04/06/2025;9926;85;21677;1616143;111514              
21678;509;05/06/2025;46;48;24;12;38,67;15,11;1060;54;9999;38,67;15,11;9943,44;10014,11;1616143;06/06/2025;04/06/2025;9943;70;21678;1616143;111511              
21685;509;05/06/2025;16;30;30;6;13,89;5;1060;54;9999;13,89;5;9966,78;10004;1616143;06/06/2025;04/06/2025;9967;27;21685;1616143;104105              
21695;509;05/06/2025;25;;36;12;11,44;5,33;1060;54;23;11,44;5,33;9,89;28,33;1616143;06/06/2025;04/06/2025;10;27;21695;1616143;028182              
21856;509;05/06/2025;0;;6;6;0;0;1060;54;0;0;0;0;0;1616143;06/06/2025;04/06/2025;0;0;21856;1616143;489420              
21861;509;05/06/2025;29;12;12;6;12,33;4,67;1060;54;9999;12,33;4,67;9970,33;10003,67;1616143;06/06/2025;04/06/2025;9970;37;21861;1616143;041015              
21863;509;05/06/2025;36;48;24;8;26,44;11,67;1060;54;9999;26,45;11,67;9941,33;10010,67;1616143;06/06/2025;04/06/2025;9941;55;21863;1616143;041040              
21918;509;05/06/2025;17;24;24;6;8,67;4,89;1060;54;9999;8,67;4,89;9967;10003,89;1616143;06/06/2025;04/06/2025;9967;22;21918;1616143;035855              
21952;794;06/06/2025;34;;32;8;0,04;0,02;1060;54;9999;0,04;0,02;9965,05;9999,02;1616187;07/06/2025;04/06/2025;9965;34;21952;1616187;267640              
21955;794;06/06/2025;0;;8;8;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;21955;1616187;
21958;794;06/06/2025;41;12;12;6;0,05;0,03;1060;46;9999;0,05;0,03;9946,06;9999,03;1616187;07/06/2025;04/06/2025;9946;41;21958;1616187;616462              
22133;794;06/06/2025;196;;162;162;0,68;0,3;1064;54;9999;0,68;0,3;9803,82;9999,3;1616185;07/06/2025;04/06/2025;9804;195;22133;1616185;361059              
22235;509;05/06/2025;4;24;24;12;5,57;2,43;1060;54;9999;5,57;2,43;9976,72;10001,43;1616143;06/06/2025;04/06/2025;9977;9;22235;1616143;649693              
22274;509;05/06/2025;35;60;12;12;37;16,44;1060;54;9999;37;16,44;9941,33;10015,44;1616143;06/06/2025;04/06/2025;9941;50;22274;1616143;173115              
22276;509;05/06/2025;14;;16;16;5;2,44;1060;54;9999;5;2,44;9990,33;10001,44;1616143;06/06/2025;04/06/2025;9990;16;22276;1616143;174008              
22348;509;05/06/2025;27;;36;12;10,89;4,56;1060;54;9999;10,89;4,56;9983,11;10003,56;1616143;06/06/2025;04/06/2025;9983;32;22348;1616143;093070              
22379;509;05/06/2025;17;;30;6;12,22;6,56;1060;54;22;12,22;6,56;17,56;28,56;1616143;06/06/2025;04/06/2025;18;25;22379;1616143;062005              
22381;794;06/06/2025;11;36;36;6;0,15;0,06;1060;54;9999;0,15;0,06;9952,2;9999,06;1616187;07/06/2025;04/06/2025;9952;11;22381;1616187;842262              
22444;794;06/06/2025;0;;180;180;0;0;1062;46;0;0;0;0;0;1616185;07/06/2025;04/06/2025;0;0;22444;1616185;227177              
22461;794;06/06/2025;24;;24;12;0,03;0,02;1060;46;9999;0,03;0,02;9975,04;9999,02;1616187;07/06/2025;04/06/2025;9975;24;22461;1616187;361242              
22480;509;05/06/2025;34;;24;6;8,22;3,44;1060;54;9999;8,22;3,44;9973,67;10002,44;1616143;06/06/2025;04/06/2025;9974;39;22480;1616143;033511              
22482;509;05/06/2025;43;;24;6;9,44;4,44;1060;54;9999;9,44;4,44;9965,67;10003,44;1616143;06/06/2025;04/06/2025;9966;49;22482;1616143;663117              
22485;509;05/06/2025;29;72;12;12;39,11;17;1060;54;9999;39,11;17;9937,11;10016;1616143;06/06/2025;04/06/2025;9937;49;22485;1616143;041208              
22525;794;06/06/2025;0;9;3;3;0,03;0,01;1060;46;9999;0,03;0,01;9990,03;9999,01;1616187;07/06/2025;04/06/2025;9990;0;22525;1616187;366518              
22999;794;06/06/2025;28;48;48;24;0,34;0,11;1060;54;9999;0,34;0,11;9923,44;9999,11;1616187;07/06/2025;04/06/2025;9923;28;22999;1616187;845319              
23140;509;05/06/2025;0;;6;6;0;0;1062;46;0;0;0;0;0;1616140;06/06/2025;04/06/2025;0;0;23140;1616140;141221              
23442;509;05/06/2025;12;;15;15;0;0;1060;54;10;0;0;-2;10;1616143;06/06/2025;04/06/2025;0;12;23442;1616143;172326              
23447;509;05/06/2025;175;;288;288;32,78;15;1060;54;9999;32,78;15;9856,67;10014;1616143;06/06/2025;04/06/2025;9857;195;23447;1616143;012953              
23460;522;06/06/2025;268;;278;278;1,24;0,61;1064;54;9999;1,24;0,61;9732,61;9999,61;1616147;07/06/2025;04/06/2025;9733;267;23460;1616147;681477              
23501;794;06/06/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;23501;1616187;200735              
23507;794;06/06/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;23507;1616187;
23509;794;06/06/2025;15;;24;12;3,07;0;1060;46;9999;3,07;0;9987,07;9999;1616187;07/06/2025;04/06/2025;9987;16;23509;1616187;200640              
23598;509;05/06/2025;116;24;24;12;8,33;4;1060;54;9999;8,33;4;9867,56;10003;1616143;06/06/2025;04/06/2025;9868;119;23598;1616143;195685              
23643;794;06/06/2025;368;;12;6;0,12;0,04;1060;46;9999;0,12;0,04;9631,15;9999,04;1616187;07/06/2025;04/06/2025;9631;368;23643;1616187;035787              
23660;794;06/06/2025;15;;12;6;0,02;0,01;1060;46;9999;0,02;0,01;9984,02;9999,01;1616187;07/06/2025;04/06/2025;9984;15;23660;1616187;361901              
23765;557;06/06/2025;615;;480;480;1,45;0,62;1080;54;9999;1,45;0,62;9384,97;9999,62;1616152;07/06/2025;04/06/2025;9385;614;23765;1616152;079980              
23807;509;05/06/2025;0;;6;6;0;0;1062;46;0;0;0;0;0;1616140;06/06/2025;04/06/2025;0;0;23807;1616140;J72268              
23847;509;05/06/2025;35;;30;6;16,44;8;1060;54;9999;16,44;8;9980,56;10007;1616143;06/06/2025;04/06/2025;9981;44;23847;1616143;202256              
23848;509;05/06/2025;20;30;30;6;9;4,11;1060;54;9999;9;4,11;9957,78;10003,11;1616143;06/06/2025;04/06/2025;9958;26;23848;1616143;202083              
23851;509;05/06/2025;48;;24;6;7,33;3,22;1060;54;9999;7,33;3,22;9958,11;10002,22;1616143;06/06/2025;04/06/2025;9958;53;23851;1616143;062289              
23853;509;05/06/2025;12;;24;6;0;0;1060;54;17;0;0;5;17;1616143;06/06/2025;04/06/2025;5;12;23853;1616143;062685              
23885;794;06/06/2025;0;;3;3;0;0;1063;46;0;0;0;0;0;1616185;07/06/2025;04/06/2025;0;0;23885;1616185;326456              
23888;509;06/06/2025;12;6;6;6;0,07;0,02;1060;46;9999;0,07;0,03;9981,09;9999,02;1616144;07/06/2025;04/06/2025;9981;12;23888;1616144;887687              
23906;509;05/06/2025;0;;12;12;0;0;1060;46;0;0;0;0;0;1616143;06/06/2025;04/06/2025;0;0;23906;1616143;222803              
23937;794;06/06/2025;37;30;30;30;17,89;6,22;1060;54;9999;17,89;6,22;9949,56;10005,22;1616187;07/06/2025;04/06/2025;9950;44;23937;1616187;076411              
23962;794;06/06/2025;0;;12;6;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;23962;1616187;554278              
23982;794;06/06/2025;12;12;12;12;0,12;0,05;1060;54;9999;0,12;0,05;9975,18;9999,05;1616187;07/06/2025;04/06/2025;9975;12;23982;1616187;016118              
24095;509;05/06/2025;60;45;45;9;22,67;9;1060;54;9999;22,67;9;9916,33;10008;1616143;06/06/2025;04/06/2025;9916;70;24095;1616143;505558              
24328;509;05/06/2025;35;48;12;6;38,44;15,44;1060;54;9999;38,44;15,44;9954,56;10014,44;1616143;06/06/2025;04/06/2025;9955;58;24328;1616143;201282              
24378;509;05/06/2025;31;64;64;16;14,71;5,57;1060;54;9999;14,71;5,57;9919;10004,57;1616143;06/06/2025;04/06/2025;9919;38;24378;1616143;653538              
24413;691;06/06/2025;48;;12;6;0,56;0,4;1070;46;9999;0,56;0,4;9951,64;9999,4;1616165;11/06/2025;04/06/2025;9952;48;24413;1616165;342119              
24414;691;06/06/2025;29;12;12;6;0,44;0,3;1070;46;9999;0,44;0,3;9958,51;9999,3;1616165;11/06/2025;04/06/2025;9959;29;24414;1616165;453829              
24453;794;06/06/2025;38;;40;20;0;0;1060;46;10;0;0;-28;10;1616187;07/06/2025;04/06/2025;0;38;24453;1616187;081395              
24631;794;06/06/2025;71;;20;10;0;0;1060;46;9999;0;0;9928,01;9999;1616187;07/06/2025;04/06/2025;9928;71;24631;1616187;674064              
24813;509;05/06/2025;137;108;12;12;81,22;35;1060;54;9999;81,22;35;9835,67;10034;1616143;06/06/2025;04/06/2025;9836;184;24813;1616143;011212              
24958;794;06/06/2025;10;24;12;12;9,89;4,89;1060;54;9999;9,89;4,89;9974,67;10003,89;1616187;07/06/2025;04/06/2025;9975;13;24958;1616187;243140              
24987;509;05/06/2025;14;12;12;6;6,33;2,78;1060;54;9999;6,33;2,78;9979;10001,78;1616143;06/06/2025;04/06/2025;9979;19;24987;1616143;J83835              
25346;509;05/06/2025;21;;36;12;2,86;1,43;1060;54;9999;2,86;1,43;9980,43;10000,43;1616143;06/06/2025;04/06/2025;9980;23;25346;1616143;094017              
25347;509;05/06/2025;27;36;36;12;12;4,11;1060;54;9999;12;4,11;9948,11;10003,11;1616143;06/06/2025;04/06/2025;9948;33;25347;1616143;094018              
25372;794;06/06/2025;68;;80;16;0,22;0,09;1060;54;9999;0,21;0,09;9931,27;9999,09;1616187;07/06/2025;04/06/2025;9931;68;25372;1616187;133992              
25499;509;05/06/2025;36;36;18;18;25,56;11,89;1060;54;9999;25,56;11,89;9952,11;10010,89;1616143;06/06/2025;04/06/2025;9952;48;25499;1616143;606545              
25510;794;06/06/2025;0;36;36;12;7,22;2,11;1060;54;9999;7,22;2,11;9970,22;10001,11;1616187;07/06/2025;04/06/2025;9970;1;25510;1616187;246162              
25531;509;05/06/2025;6;;12;12;0;0;1060;54;11;0;0;4,5;11;1616143;06/06/2025;04/06/2025;4;9;25531;1616143;366540              
25532;509;05/06/2025;38;42;14;14;25,22;10,89;1060;54;9999;25,22;10,89;9944,56;10009,89;1616143;06/06/2025;04/06/2025;9945;55;25532;1616143;365197              
25646;509;05/06/2025;1;;24;12;0;0;1060;46;0;0;0;-1;0;1616143;06/06/2025;04/06/2025;0;1;25646;1616143;K69932              
25657;522;06/06/2025;3;20;4;4;0,11;0,06;1060;54;9999;0,11;0,06;9976,13;9999,06;1616149;07/06/2025;04/06/2025;9976;3;25657;1616149;323418              
25815;691;06/06/2025;21;12;12;4;0,18;0,1;1070;46;9999;0,18;0,1;9966,23;9999,1;1616165;07/06/2025;04/06/2025;9966;21;25815;1616165;709267              
25924;691;06/06/2025;0;;12;12;0;0;1071;46;0;0;0;0;0;1616165;07/06/2025;04/06/2025;0;0;25924;1616165;
25963;691;06/06/2025;19;;40;40;0,13;0,07;1070;54;9999;0,13;0,07;9980,17;9999,07;1616165;10/06/2025;04/06/2025;9980;19;25963;1616165;299862              
26083;691;06/06/2025;0;;12;6;0,02;0,02;1070;46;0;0,02;0,02;0,02;0,02;1616165;07/06/2025;04/06/2025;0;0;26083;1616165;739044              
26135;691;06/06/2025;46;;50;10;0,17;0,09;1070;46;9999;0,17;0,09;9953,19;9999,09;1616165;07/06/2025;04/06/2025;9953;46;26135;1616165;153566              
26136;691;06/06/2025;52;;50;10;0,13;0,06;1070;46;9999;0,13;0,06;9947,17;9999,06;1616165;07/06/2025;04/06/2025;9947;52;26136;1616165;140336              
26200;691;06/06/2025;105;72;36;36;0,77;0,34;1070;54;9999;0,77;0,34;9823,01;9999,34;1616165;07/06/2025;04/06/2025;9823;105;26200;1616165;179303              
26203;691;06/06/2025;334;144;36;36;1,9;0,83;1070;54;9999;1,9;0,83;9522,58;9999,83;1616165;07/06/2025;04/06/2025;9523;333;26203;1616165;181415              
26808;557;06/06/2025;23;;30;10;0,02;0,01;1080;54;9999;0,02;0,01;9976,03;9999,01;1616152;07/06/2025;04/06/2025;9976;23;26808;1616152;130842              
27627;794;06/06/2025;0;;24;24;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;27627;1616187;
27951;691;06/06/2025;49;20;20;20;0,32;0,21;1070;46;9999;0,32;0,21;9930,39;9999,21;1616165;10/06/2025;04/06/2025;9930;49;27951;1616165;428539              
27952;691;06/06/2025;27;;20;20;0;0;1070;54;21;0;0;-6;21;1616165;10/06/2025;04/06/2025;0;27;27952;1616165;428106              
27976;509;06/06/2025;39;78;12;6;0,4;0,18;1060;54;9999;0,4;0,18;9882,48;9999,18;1616144;07/06/2025;04/06/2025;9882;39;27976;1616144;545406              
27998;509;06/06/2025;28;;12;6;0,02;0,01;1060;54;9999;0,02;0,01;9971,03;9999,01;1616144;07/06/2025;04/06/2025;9971;28;27998;1616144;033962              
28011;509;05/06/2025;0;;12;12;14,44;7,44;1060;54;9999;14,44;7,44;10013,44;10006,44;1616143;06/06/2025;04/06/2025;10006;0;28011;1616143;011214              
28033;509;05/06/2025;23;60;30;10;22,56;9,22;1060;54;9999;22,55;9,22;9938,44;10008,22;1616143;06/06/2025;04/06/2025;9938;38;28033;1616143;028610              
28097;509;05/06/2025;0;;20;20;0;0;1060;46;0;0;0;0;0;1616143;06/06/2025;04/06/2025;0;0;28097;1616143;014026              
28101;794;06/06/2025;0;;48;16;0;0;1060;54;10;0;0;10;10;1616187;07/06/2025;04/06/2025;10;0;28101;1616187;232283              
28107;509;05/06/2025;10;;8;8;0;0;1060;54;15;0;0;5;15;1616143;06/06/2025;04/06/2025;5;10;28107;1616143;013464              
28115;509;05/06/2025;49;48;48;16;22,56;10;1060;54;9999;22,56;10;9924,67;10009;1616143;06/06/2025;04/06/2025;9925;61;28115;1616143;028681              
28157;509;05/06/2025;57;48;24;12;32,44;12,78;1060;54;9999;32,45;12,78;9926,89;10011,78;1616143;06/06/2025;04/06/2025;9927;80;28157;1616143;111516              
28158;509;05/06/2025;55;;24;12;0;0;1060;54;57;0;0;2;57;1616143;06/06/2025;04/06/2025;2;55;28158;1616143;111506              
28160;509;05/06/2025;53;48;12;12;29;11,67;1060;54;9999;29;11,67;9926,78;10010,67;1616143;06/06/2025;04/06/2025;9927;70;28160;1616143;071237              
28213;509;05/06/2025;15;90;90;18;6,22;2,22;1060;54;9999;6,22;2,22;9900,33;10001,22;1616143;06/06/2025;04/06/2025;9900;18;28213;1616143;319602              
28406;794;06/06/2025;0;;6;6;0;0;1060;46;0;0;0;0;0;1616187;07/06/2025;04/06/2025;0;0;28406;1616187;098559              
28444;794;06/06/2025;600;;6;6;0,11;0,06;1060;54;9999;0,11;0,06;9399,13;9999,06;1616187;07/06/2025;04/06/2025;9399;600;28444;1616187;656506              
28466;509;06/06/2025;14;;6;6;0,03;0,01;1060;54;9999;0,03;0,01;9985,03;9999,01;1616144;07/06/2025;04/06/2025;9985;14;28466;1616144;350044              
28532;794;06/06/2025;29;;48;24;8,22;5,11;1060;54;9999;8,22;5,11;9978,67;10004,11;1616187;07/06/2025;04/06/2025;9979;33;28532;1616187;125229              
28565;509;05/06/2025;0;;14;14;0;0;1063;46;0;0;0;0;0;1616140;06/06/2025;04/06/2025;0;0;28565;1616140;133449              
28875;509;05/06/2025;1;24;12;12;12,33;4,67;1060;54;9999;12,33;4,67;9986,33;10003,67;1616143;06/06/2025;04/06/2025;9986;8;28875;1616143;111939              
29109;509;05/06/2025;20;;24;8;6,89;3,67;1060;54;9999;6,89;3,67;9985,89;10002,67;1616143;06/06/2025;04/06/2025;9986;27;29109;1616143;026157              
29440;691;06/06/2025;26;24;12;12;0,32;0,12;1071;54;9999;0,32;0,12;9949,4;9999,12;1616165;07/06/2025;04/06/2025;9949;26;29440;1616165;481068              
