843843;5208
5940259;4630
7135468;4572
1107212;3773
5940223;3689
3867906;3486
4112017;2993
960314;2890
6475335;2882
6673710;2860
1116851;2531
474695;2293
2832486;2249
6985534;2015
6072801;1893
1109678;1881
4247568;1625
4491252;1580
3511157;1539
6044656;1473
2249728;1472
1115976;1445
7717787;1445
3741179;1318
2828693;1299
5754352;1218
5622123;1199
816304;1192
3990746;1186
5053365;1184
6905381;1183
4957752;1180
5369080;1180
2800411;1159
843656;1147
3525082;1091
3164301;1089
3407479;1046
2250202;1044
4881184;1043
6575266;1040
2265436;1002
843392;997
1093817;992
6251678;990
3701600;962
3764310;958
5666356;919
1775047;914
1101205;904
843382;897
3823350;878
843402;877
4721790;869
843453;864
4959149;864
6272609;857
4042746;848
6349858;841
3291055;835
3742100;828
843454;824
2764049;823
3956170;814
6413742;787
5029512;779
4499630;772
6565021;766
843484;762
5344414;744
2262710;741
3856886;740
2814946;737
3720780;733
766548;730
2465341;726
6140823;720
3680407;709
7440944;707
6282768;701
2526344;689
7539285;689
7214603;688
6448466;679
4772586;672
7057444;671
6461295;668
6545729;664
5662642;660
2864550;655
6251699;653
3737822;646
6066934;638
4745043;635
7698595;631
843481;628
2594348;625
2143736;622
843517;616
5603879;616
3649404;610
5482395;610
1040216;606
6693287;606
7469505;602
3970901;599
2791007;598
6697102;598
6549982;584
1109658;579
3965522;578
819623;575
843401;575
843511;575
6213130;568
6712696;567
5624782;563
5369086;557
6449367;557
3004279;551
7469512;551
7072302;546
1077867;540
3477650;539
5800476;533
5181520;530
4872368;529
843404;525
5800465;515
2794012;514
1039469;508
6257181;508
1102088;507
6158370;507
7639375;502
6540280;498
6557621;495
1830755;490
56117;488
2368127;488
4801838;486
3609539;485
843389;484
997072;481
5729077;481
7312481;481
31040;480
2641909;479
843344;477
7115498;477
1147801;473
5270679;472
1467812;469
7186467;469
6545746;467
843391;465
5027531;463
6971462;463
299117;459
6549954;459
4491238;455
2158792;454
3823316;452
7536907;447
1115078;441
843380;439
4835613;438
3746932;434
843657;431
6545824;431
5575781;430
7731239;427
843413;425
4580210;424
5512335;423
3747028;420
5791514;420
5603881;419
5511717;418
1685146;415
3681607;415
3996504;415
5509240;415
505020;414
5006828;414
6951487;411
5140722;410
4233454;408
1109385;406
3699981;406
4075975;404
4895510;404
843576;403
6465251;403
3088822;402
4709544;402
5037812;402
2694092;400
7791169;396
7279924;395
26203;393
5829450;393
6780208;393
7382490;392
3835047;391
1027956;390
3832955;389
4679375;389
4957754;387
3677748;386
5159529;386
7569336;384
3399959;383
5513097;382
3737809;381
7426604;380
843694;378
4122116;378
7736323;378
6933243;377
7137749;377
1409530;376
6250648;375
6044664;374
843683;373
843946;373
3226263;373
269890;372
3391980;371
7562912;371
4333829;370
3737842;369
1857088;367
5983508;366
7397483;363
3307215;361
4432459;361
843829;360
3718349;360
4942625;360
1040260;358
3726384;357
4331445;357
5604012;357
1982272;356
2739922;356
5904629;355
195614;353
6699108;353
7281634;353
5656319;352
7202325;352
6541267;351
6662228;351
7123392;351
4958841;349
6379790;349
3562126;348
6084366;347
5356005;346
1040032;345
566562;344
4321678;340
675675;338
5962371;338
2739033;337
7085312;332
3610868;331
1100060;330
2281430;327
3273251;327
5509052;327
3747254;326
5148276;326
489992;325
1186126;325
7622991;325
1040421;324
3747224;324
6930576;324
6930658;324
3615978;323
5839968;322
7434890;322
1106330;319
2081169;319
5695715;319
3313350;318
3830478;318
843366;317
6158089;317
4856359;316
4483409;315
5863584;313
6282764;310
7303763;310
4681833;308
6309639;308
6461865;308
6736651;308
4764971;307
6839584;307
3091624;306
5619684;306
6678534;306
175476;304
1104629;304
45099;303
7526357;303
3845199;301
3869194;301
2171957;299
7638855;299
3737771;298
5222177;298
3484241;296
7394461;295
5512208;294
4491289;293
5946573;293
3887246;292
4583177;292
843379;289
1040161;289
1669551;289
4545537;288
7639774;287
3059307;286
6509726;285
7218843;285
7623014;285
4261706;284
5128864;284
2226265;283
6048635;283
1106314;282
2416621;281
2611364;281
4808308;281
58373;280
2995710;280
7767705;280
648482;279
1956333;279
4785083;279
6719201;279
6930636;278
136011;277
1102197;277
1623277;277
3937027;276
5345420;276
7315668;276
7426603;276
4835610;274
5750609;274
32814;273
4113055;273
5798215;273
2612979;272
5244008;272
6599448;272
7432243;272
1905270;271
1093486;269
6506682;269
7315628;269
549341;268
1740394;268
5006759;268
6551814;268
5615438;267
830300;266
5507192;266
6940332;266
7073678;266
7910146;266
889317;265
4014600;265
7192228;265
7568205;265
1027959;264
4322802;264
21663;263
843390;263
3467711;263
98158;262
1929870;262
3695593;262
4534612;262
5904631;262
7409192;262
4899809;260
5459958;260
6979455;260
3522024;259
3781323;259
4129936;259
4442746;259
5621024;259
6660722;259
1099330;258
6450690;258
7220725;258
142778;256
7222724;256
2127508;255
13648;254
2424048;254
4435975;254
7792593;254
1047079;253
3525237;253
843388;252
1366970;252
2998646;252
3839990;252
6975647;252
843348;251
6676087;251
592350;250
3742435;250
4630254;250
6571131;250
2894364;249
3747309;249
6174649;249
6529406;249
7578138;249
7864499;249
1039473;248
4612079;247
6571152;247
7539575;247
5567689;246
6557620;246
6951483;246
7202343;245
7257240;245
4233299;244
5632964;243
7475530;243
2132494;242
3677814;241
7640435;241
3531323;240
6309063;240
7536936;240
843573;239
4321677;239
5268079;239
7429975;239
7447462;239
63031;238
1093461;238
2134970;238
2818661;238
3948665;238
5713878;238
3572325;237
74746;236
1150010;236
4280060;236
1099821;235
6121927;235
7804160;235
952266;234
1186121;234
4895513;233
5051460;233
5140951;233
6974095;233
7583384;233
7695554;233
7853208;233
7864884;233
7298986;232
6339477;231
7315448;231
7536909;231
7062332;230
7797379;230
266342;229
1039660;229
843394;228
843700;228
2017610;228
2085944;228
2684666;228
5250066;228
6279875;228
1100052;227
3136018;227
5335462;227
843355;226
4455586;226
4525423;226
4958608;226
24813;224
2698070;224
5239294;224
6737272;224
843365;223
6046746;223
7301906;223
7431958;223
2658571;222
3318121;222
5140901;222
7227162;222
7407912;222
3862927;221
4889320;221
6113375;221
843510;220
4013755;220
5645627;220
5854020;220
6567105;220
7538914;220
7952403;220
23765;219
1784870;219
2694169;219
1626805;218
2674886;218
4876866;218
7135221;218
7315669;218
7712422;218
1229157;217
2779786;217
4991009;217
5881253;217
7222733;217
2416644;216
6509083;216
7391013;216
8026565;216
4635816;215
4861849;215
6734922;215
7212288;215
7292738;215
1989472;214
2262940;214
4762493;214
7536911;214
7634072;214
3271347;213
3680467;213
6391195;213
7637312;213
7767170;213
26200;212
1080682;212
4120839;212
7202761;212
1102095;211
2803008;211
3210698;211
5042575;211
7315627;211
843409;210
3484427;210
4757036;209
5817740;209
6157126;209
3493220;208
4524747;208
5181528;208
4188751;207
4844084;207
4902691;207
7278600;207
6075878;206
6446443;206
7182138;206
7623350;206
7653246;206
36573;205
843530;205
5664564;205
7446488;205
2511197;204
2614064;204
4257694;204
6124414;204
7675899;204
7890862;204
7913206;204
4351687;203
6702931;203
6718206;203
106606;202
1103802;202
4930969;202
6452004;202
7475397;202
3106207;201
3689572;201
4948464;201
6473696;201
709959;200
3509898;200
4102742;200
4649408;200
5281686;200
843358;199
1109675;199
2017284;199
4968386;199
6046757;199
7005509;199
36736;198
1099666;198
3759551;198
5159244;198
5874412;198
6470803;198
38070;197
2369193;197
5967461;197
7325461;197
7866248;197
675229;196
2818007;196
3844751;196
4735670;196
6769177;196
2540890;195
4478991;195
5641784;195
6028272;195
7315437;195
7432671;195
1200133;194
5944865;194
6026823;194
6251739;194
6502603;194
1041486;193
2674893;193
3271362;193
5506854;193
23460;192
843420;192
1087561;192
1099221;192
6287309;192
7372425;192
6008218;191
1016447;190
2252650;190
3747000;190
4910856;190
6304096;190
6689591;190
1773780;189
5516386;189
7245610;189
7804340;189
155004;188
4880093;188
5719979;188
6158364;188
7653482;188
1080651;187
2416639;187
3835070;187
5790879;187
6587135;187
5944851;186
6167992;186
6284468;186
7124618;186
7132351;185
7457780;185
103349;184
6692326;184
6836521;184
7200962;184
4722968;183
5509725;183
5554180;183
5719282;183
6167252;183
