N° Rayon;Libellé Rayon;N° Famille;Libellé Famille;N° Sous-Famille;Libellé Sous-Famille;Facteur;Date suppression
10;BOISSONS;1000;GAZEIFIES;10000;LIMONADES ET LIMES;100%;
10;BOISSONS;1000;GAZEIFIES;10001;SODAS;100%;
10;BOISSONS;1000;GAZEIFIES;10002;BASE EXTRAIT NATUREL DE FRUITS;100%;
10;BOISSONS;1000;GAZEIFIES;10003;TONICS & BITTER;100%;
10;BOISSONS;1000;GAZEIFIES;10004;COLAS;100%;
10;BOISSONS;1000;GAZEIFIES;10005;A BASE DE THE;100%;
10;BOISSONS;1001;NON GAZEIFIES;10010;JUS ET NECTARS A L'ORANGE;100%;
10;BOISSONS;1001;NON GAZEIFIES;10011;PAMPLEMOUSSE ET AGRUMES;100%;
10;BOISSONS;1001;NON GAZEIFIES;10012;JUS DE POMME ET DE RAISIN;100%;
10;BOISSONS;1001;NON GAZEIFIES;10013;AUTRES MONO FRUITS;100%;
10;BOISSONS;1001;NON GAZEIFIES;10014;MELANGES DE FRUITS;100%;
10;BOISSONS;1001;NON GAZEIFIES;10015;DIETETIQUE ET JUS DE LEGUMES;100%;
10;BOISSONS;1001;NON GAZEIFIES;10016;BOISSON AUX FRUIT ET PLANTE;100%;
10;BOISSONS;1001;NON GAZEIFIES;10017;BOISSON A BASE DE THE;100%;
10;BOISSONS;1001;NON GAZEIFIES;10018;BOISSONS CHOCOLATEES;100%;
10;BOISSONS;1001;NON GAZEIFIES;10019;BOISSONS ENERGISANTES;100%;
10;BOISSONS;1002;SIROPS;10020;A BASE DE PLANTE;100%;
10;BOISSONS;1002;SIROPS;10021;FRUITS ROUGES;100%;
10;BOISSONS;1002;SIROPS;10022;AGRUMES;100%;
10;BOISSONS;1002;SIROPS;10023;AUTRES FRUITS;100%;
10;BOISSONS;1002;SIROPS;10024;BOISSON A RECONSTITUER;100%;
10;BOISSONS;1009;SNACKING SOFTS DRINKS;10098;SNACKING SOFTS DRINKS;100%;
10;BOISSONS;1010;BIERES ET PANACHES;10100;BIERES DE LUXE;100%;
10;BOISSONS;1010;BIERES ET PANACHES;10101;BIERES SPECIALES;100%;
10;BOISSONS;1010;BIERES ET PANACHES;10102;BIERES DE SPECIALITES;100%;
10;BOISSONS;1010;BIERES ET PANACHES;10103;BIERES S/ALCOOL ET ALLEGEES;100%;
10;BOISSONS;1010;BIERES ET PANACHES;10104;PANACHES;100%;
10;BOISSONS;1011;CIDRES;10110;CIDRES/PETILLANTS;100%;
10;BOISSONS;1019;SNACKING BIERES ET CIDRES;10198;SNACKING BIERES ET CIDRES;100%;
10;BOISSONS;1020;EAUX PLATES;10200;EAUX PLATES;100%;
10;BOISSONS;1021;EAUX GAZEUSES;10210;EAUX GAZEUSES ET GAZEIFIEES;100%;
10;BOISSONS;1021;EAUX GAZEUSES;10211;EAUX DU MONDE;100%;
10;BOISSONS;1022;EAUX AROMATISEES;10220;EAUX ARO PLATES;100%;
10;BOISSONS;1022;EAUX AROMATISEES;10221;EAUX ARO GAZEUSE ET GAZEIFIEE;100%;
10;BOISSONS;1029;SNACKING EAUX;10298;SNACKING EAUX;100%;
10;BOISSONS;1030;VINS DE TABLES/PAYS;10300;VINS DE TABLE BLANCS;100%;
10;BOISSONS;1030;VINS DE TABLES/PAYS;10301;VINS DE TABLE ROSES;100%;
10;BOISSONS;1030;VINS DE TABLES/PAYS;10302;VINS DE TABLE ROUGES;100%;
10;BOISSONS;1030;VINS DE TABLES/PAYS;10303;VINS DE PAYS BLANCS;100%;
10;BOISSONS;1030;VINS DE TABLES/PAYS;10304;VINS DE PAYS ROSES;100%;
10;BOISSONS;1030;VINS DE TABLES/PAYS;10305;VINS DE PAYS ROUGES;100%;
10;BOISSONS;1031;VQPRD BLANCS;10310;VINS D ALSACE;100%;
10;BOISSONS;1031;VQPRD BLANCS;10311;VINS DU VAL DE LOIRE;100%;
10;BOISSONS;1031;VQPRD BLANCS;10312;BOURGOGNE;100%;
10;BOISSONS;1031;VQPRD BLANCS;10313;BORDEAUX SECS;100%;
10;BOISSONS;1031;VQPRD BLANCS;10314;BORDEAUX MOELLEUX;100%;
10;BOISSONS;1031;VQPRD BLANCS;10315;SUD OUEST;100%;
10;BOISSONS;1031;VQPRD BLANCS;10316;SAVOIE JURA;100%;
10;BOISSONS;1031;VQPRD BLANCS;10317;COTES DU RHONE;100%;
10;BOISSONS;1031;VQPRD BLANCS;10318;LANGUEDOC-ROUSSILLON;100%;
10;BOISSONS;1031;VQPRD BLANCS;10319;VQPRD BLANC PROVENCE-CORSE;100%;
10;BOISSONS;1032;VQPRD ROSES;10320;VINS DE PROVENCE-CORSE;100%;
10;BOISSONS;1032;VQPRD ROSES;10321;VINS DU VAL DE LOIRE;100%;
10;BOISSONS;1032;VQPRD ROSES;10322;BORDEAUX;100%;
10;BOISSONS;1032;VQPRD ROSES;10323;COTES DU RHONE;100%;
10;BOISSONS;1032;VQPRD ROSES;10324;ALSACE;100%;
10;BOISSONS;1032;VQPRD ROSES;10325;SUD OUEST;100%;
10;BOISSONS;1032;VQPRD ROSES;10326;LANGUEDOC ROUSSILLON;100%;
10;BOISSONS;1032;VQPRD ROSES;10327;BEAUJOLAIS BOURGOGNE;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10330;VINS DE BOURGOGNE;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10331;VINS DU BEAUJOLAIS;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10332;VINS DES COTES DU RHONE;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10333;VIN DU LANGUEDOC ROUSSILLON;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10334;VINS DU SUD OUEST;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10335;VINS DU VAL DE LOIRE;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10336;VINS DE JURA-SAVOIE;100%;
10;BOISSONS;1033;VQPRD ROUGES/HORS BORDEAUX;10337;VINS DE PROVENCE-CORSE;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10340;BORDEAUX GENERIQUE;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10341;BORDEAUX SUPERIEUR;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10342;COTES DE BORDEAUX;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10343;MEDOC/HAUT MEDOC;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10344;APPELLATIONS VILLAGES;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10345;LIBOURNAIS;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10346;GRAVES;100%;
10;BOISSONS;1034;VQPRD BORDEAUX ROUGES;10347;GRANDS CRUS;100%;
10;BOISSONS;1035;VINS FINS/ETRANGERS;10350;VINS ETRANGERS;100%;
10;BOISSONS;1036;CHAMPAGNES;10360;CHAMPAGNES BRUTS;100%;
10;BOISSONS;1036;CHAMPAGNES;10361;MILLESIME ET CUVEE SPECIALE;100%;
10;BOISSONS;1036;CHAMPAGNES;10362;CHAMPAGNES SECS - DEMI-SECS;100%;
10;BOISSONS;1036;CHAMPAGNES;10363;CHAMPAGNES ROSES;100%;
10;BOISSONS;1037;MOUSSEUX/VINS PETILL.;10370;MOUSSEUX - CUVE CLOSE;100%;
10;BOISSONS;1037;MOUSSEUX/VINS PETILL.;10371;APPELATION-METHODE TRADITION;100%;
10;BOISSONS;1037;MOUSSEUX/VINS PETILL.;10372;MOUSSEUX-VINS PETILLANTS;100%;
10;BOISSONS;1039;SNACKING VINS;10398;SNACKING VINS;100%;
10;BOISSONS;1040;APERITIFS;10400;ANISES;100%;
10;BOISSONS;1040;APERITIFS;10401;A BASE DE VIN;100%;
10;BOISSONS;1040;APERITIFS;10402;VINS DOUX NATURELS;100%;
10;BOISSONS;1040;APERITIFS;10403;VINS DE LIQUEUR;100%;
10;BOISSONS;1040;APERITIFS;10404;AMERS - GENTIANE ET BITTERS;100%;
10;BOISSONS;1040;APERITIFS;10405;GUIGNOLET / AUTRE BASE FRUIT;100%;
10;BOISSONS;1040;APERITIFS;10406;CREMES DE FRUITS;100%;
10;BOISSONS;1040;APERITIFS;10407;SANS ALCOOL;100%;
10;BOISSONS;1041;ALCOOLS;10410;WHISKIES BLENDED-12ANS;100%;
10;BOISSONS;1041;ALCOOLS;10411;WHISKIES BLENDED + 12ANS;100%;
10;BOISSONS;1041;ALCOOLS;10412;WHISKEYS IRLANDAIS;100%;
10;BOISSONS;1041;ALCOOLS;10413;WHISKIES AMERICAINS;100%;
10;BOISSONS;1041;ALCOOLS;10414;WHISKIES PUR MALT;100%;
10;BOISSONS;1041;ALCOOLS;10415;GIN-VODKA-TEQUILA;100%;
10;BOISSONS;1041;ALCOOLS;10416;LIQUEUR MODERNE ET TRADITIONEL;100%;
10;BOISSONS;1041;ALCOOLS;10417;RHUMS ET SIROPS DE CANNE;100%;
10;BOISSONS;1041;ALCOOLS;10418;PUNCHS;100%;
10;BOISSONS;1041;ALCOOLS;10419;COCKTAILS;100%;
10;BOISSONS;1042;DIGESTIFS;10420;COGNACS ET ARMAGNACS;100%;
10;BOISSONS;1042;DIGESTIFS;10421;EAUX DE VIE;100%;
10;BOISSONS;1042;DIGESTIFS;10422;FRUITS A L'EAU DE VIE;100%;
10;BOISSONS;1049;SNACKING SPIRITUEUX;10498;SNACKING SPIRITUEUX;100%;
10;BOISSONS;1098;CAISSE RAYON 10;10989;CAISSE RAYON 10;100%;
10;BOISSONS;1099;REMBOURSEMENT LIQUIDE;10999;REMBOURSEMENT LIQUIDE;100%;
11;DROGUERIE;1100;VITRES;11000;NETTOYANTS VITRES;100%;
11;DROGUERIE;1100;VITRES;11001;LINGETTES VITRES;100%;
11;DROGUERIE;1101;FOURS ET METAUX;11010;ENTRETIEN FOUR ET MICRO-ONDES;100%;
11;DROGUERIE;1101;FOURS ET METAUX;11011;ENTRETIEN METAUX;100%;
11;DROGUERIE;1101;FOURS ET METAUX;11012;DETARTRANT MENAGER-NETTOYANT;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11020;DEPOUS-NETOYANT HUMID MEUBLE;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11021;DEPOUSSIERANT CIRANT MEUBLE;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11022;PARQUETS;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11023;PRODUITS SOINS TOUS SOLS;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11024;PRODUITS MOQUETTES;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11025;PRODUITS SOLS PLASTIQUES;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11026;PRODUITS CARRELAGES;100%;
11;DROGUERIE;1102;MEUBLES ET SOLS;11027;LINGETT DEPOUSSIERANT SECHE;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11030;POUDRES MULTIUSAGE;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11031;CREMES A RECURER;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11032;LIQUIDES GDES SURFACES;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11033;SPECIAL SALLE DE BAIN;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11034;DOSES-FLACONS;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11035;SPECIAL CUISINE;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11036;PISTOLETS MULTI-USAGE;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11037;LINGET MULTI-USAG,PTE SURF;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11038;LINGETTES SOLS ET BALAIS;100%;
11;DROGUERIE;1103;NETTOYANTS MULTI-USAGE;11039;BALAI NETTOYANT SPRAY-ACCESSOI;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11040;GEL ET MOUSSES WC;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11041;BLOCS CUVETTE;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11042;DEBOUCHEURS;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11043;PRODUITS FOSSES SEPTIQUES;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11044;BLOCS CHASSE;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11045;PASTILLES WC;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11046;LINGETTES WC;100%;
11;DROGUERIE;1104;ENTRETIEN SANITAIRE;11047;JAVEL;100%;
11;DROGUERIE;1105;EPONGES;11050;EPONGES CLASSIQUES;100%;
11;DROGUERIE;1105;EPONGES;11051;EGOUTTOIR, CARRE EPONGE;100%;
11;DROGUERIE;1105;EPONGES;11052;RECURANTS ET ABRASIFS;100%;
11;DROGUERIE;1106;DETERGENT VAISSELLE;11060;DETERGENT VAISELLE DILUE;100%;
11;DROGUERIE;1106;DETERGENT VAISSELLE;11061;DETERGENT VAISELLE ULTRA;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11070;POUDRES LAVE-VAISELLE;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11071;GEL LAVAGE LAVE-VAISSELLE;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11072;LIQDE RINCAGE L-VAISSELLE;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11073;SEL REGENERNT.L-VAISSELLE;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11074;DOSE LV-VAISSELLE CLASSIQ;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11075;MULTI-FN LAV-VAISSEL 3 EN 1;100%;
11;DROGUERIE;1107;DETERGENT LAVE-VAISSELLE;11076;AUTRE ADDITIF L-VAISSELLE;100%;
11;DROGUERIE;1108;PAPIER-MENAGE;11080;ESSUIE-TOUT;100%;
11;DROGUERIE;1108;PAPIER-MENAGE;11081;ALUMINIUM;100%;
11;DROGUERIE;1108;PAPIER-MENAGE;11082;FILMS;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11090;BOUGIES DESODORISANTES;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11091;DESODORISANTS AEROSOLS;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11092;DESODORISANTS DECORATIFS;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11093;DESODORISANTS ELECTRIQUES;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11094;DESODORISANT GEL, STICK;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11095;MECHES DESODORISANTES;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11096;DESODO SPRAY LONGUE DUREE;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11097;DESODORISANTS SPECIFIQUES;100%;
11;DROGUERIE;1109;DESODORISANT MAISON;11098;PURIFICATEUR BACTERICIDE;100%;
11;DROGUERIE;1110;CUIRS-CHAUSSURES;11100;CIRAGES EN BOITE;100%;
11;DROGUERIE;1110;CUIRS-CHAUSSURES;11101;CIRAGES TUBES;100%;
11;DROGUERIE;1110;CUIRS-CHAUSSURES;11102;CIRAGES EN APPLICATEURS;100%;
11;DROGUERIE;1110;CUIRS-CHAUSSURES;11103;CREMES ET DIVERS CIRAGES;100%;
11;DROGUERIE;1110;CUIRS-CHAUSSURES;11104;SOIN VESTE ET MEUBLE CUIR;100%;
11;DROGUERIE;1111;PRODUITS FEUX;11110;ALLUMETTES;100%;
11;DROGUERIE;1111;PRODUITS FEUX;11111;ALUM-ENTRETIEN BARB CHEM INSER;100%;
11;DROGUERIE;1111;PRODUITS FEUX;11112;BRIQUETS;100%;
11;DROGUERIE;1112;INSECTICIDES;11120;ANTIMITES;100%;
11;DROGUERIE;1112;INSECTICIDES;11121;FOURMIS;100%;
11;DROGUERIE;1112;INSECTICIDES;11122;MOUSTIQUES/MOUCHES;100%;
11;DROGUERIE;1112;INSECTICIDES;11123;GUEPES/FRELONS;100%;
11;DROGUERIE;1112;INSECTICIDES;11124;CAFARDS;100%;
11;DROGUERIE;1112;INSECTICIDES;11125;ACARIENS;100%;
11;DROGUERIE;1112;INSECTICIDES;11126;PUCES;100%;
11;DROGUERIE;1112;INSECTICIDES;11127;ARAIGNEE ET AUTRE RAMPANT;100%;
11;DROGUERIE;1120;SAVONS-MENAGE;11200;SAVONS MENAGE;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11210;DETACHANTS SPECIFIQUES;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11211;DETACHANT SANS JAVEL;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11212;DECOLORATION;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11213;DETACHANT AVANT LAVAGE;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11214;ACTIVATEUR,AZURANT/LAVAGE;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11215;TEINTURE TEXTILE;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11216;AMIDON REPASSAGE-DETART FER;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11217;DESODORISANT TEXTILE-ARMOIRE;100%;
11;DROGUERIE;1121;ENTRETIEN LINGE;11218;ANTICALCAIR-DETART LAVE LINGE;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11220;LESSIVE POUDRE CLASSIQUE;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11221;LESSIVE POUDRE CONCENTREE;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11222;LESSIVE LIQUIDE CLASSIQUE;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11223;LESSIVE LIQUIDE CONCENTRE;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11224;LESSIVE MAINS;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11225;LESSIVES POUDRE TABLETTES;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11226;LESSIVES LIQUIDE TABLETTES;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11227;LESSIV TEXTIL DELICAT COULEUR;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11228;LESSIV TEXTIL DELICAT LAINE;100%;
11;DROGUERIE;1122;PRODUITS DE LAVAGE;11229;LESSIVE POUDRE ECO MACHINE;100%;
11;DROGUERIE;1123;ADOUCISSANT;11230;ASSOUPLISSANTS CLASSIQUES;100%;
11;DROGUERIE;1123;ADOUCISSANT;11231;ASSOUPLISSANTS EN TRIPACK;100%;
11;DROGUERIE;1123;ADOUCISSANT;11232;ASSOUPLISSANT ULTRA FLACON;100%;
11;DROGUERIE;1123;ADOUCISSANT;11233;ASSOUPLISSANT ULTRA RECHG;100%;
11;DROGUERIE;1123;ADOUCISSANT;11234;ASSOUPLISSANT SECHE-LINGE;100%;
11;DROGUERIE;1123;ADOUCISSANT;11235;ASSOUPLISSANT PRE DOSE;100%;
11;DROGUERIE;1198;CAISSE RAYON 11;11989;CAISSE RAYON 11;100%;
11;DROGUERIE;1199;GESTION METIER DROGUERIE;11997;COMMANDE DROGUERIE;100%;
11;DROGUERIE;1199;GESTION METIER DROGUERIE;11998;EMBALLAGE DROGUERIE;100%;
11;DROGUERIE;1199;GESTION METIER DROGUERIE;11999;REMBOURSEMENT DROGUERIE;100%;
12;PARFUMERIE HYGIENE;1200;PAPIERS HYGIENIQUES;12000;PH ROULEAUX 2 PLIS;100%;
12;PARFUMERIE HYGIENE;1200;PAPIERS HYGIENIQUES;12001;PH ROULEAUX 3 PLIS;100%;
12;PARFUMERIE HYGIENE;1200;PAPIERS HYGIENIQUES;12002;PH PLATS;100%;
12;PARFUMERIE HYGIENE;1200;PAPIERS HYGIENIQUES;12003;PH LINGETTE;100%;
12;PARFUMERIE HYGIENE;1201;MOUCHOIRS EN PAPIER;12010;BOITES MOUCHOIRS;100%;
12;PARFUMERIE HYGIENE;1201;MOUCHOIRS EN PAPIER;12011;ETUIS MOUCHOIRS;100%;
12;PARFUMERIE HYGIENE;1202;COUCHES;12020;COUCHES CULOTTES;100%;
12;PARFUMERIE HYGIENE;1202;COUCHES;12021;CHANGES ULTRA;100%;
12;PARFUMERIE HYGIENE;1203;INCONTINENCE;12030;INCONTINENCE LOURDE;100%;
12;PARFUMERIE HYGIENE;1203;INCONTINENCE;12031;INCONTINENCE MODEREE;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12040;HYGIENE INTIME;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12041;TAMPONS;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12042;PROTEGE-SLIPS;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12043;SERVIETTES ULTRA MINCES;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12044;SERVIETTES MINCES;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12045;SERVIETTES EPAISSES;100%;
12;PARFUMERIE HYGIENE;1204;HYGIENE FEMININE;12046;INCONTINENCE LEGERE;100%;
12;PARFUMERIE HYGIENE;1205;COTON;12050;COTON;100%;
12;PARFUMERIE HYGIENE;1205;COTON;12051;BATONNETS;100%;
12;PARFUMERIE HYGIENE;1205;COTON;12052;CARRE BEBE;100%;
12;PARFUMERIE HYGIENE;1205;COTON;12053;COTON A DEMAQUILLER;100%;
12;PARFUMERIE HYGIENE;1206;PRODUITS NETTOYANTS;12060;PD NETTOYANT LUNETTE;100%;
12;PARFUMERIE HYGIENE;1206;PRODUITS NETTOYANTS;12061;RINCE DOIGTS;100%;
12;PARFUMERIE HYGIENE;1210;SAVONS DE TOILETTE;12100;CLASSIQUES;100%;
12;PARFUMERIE HYGIENE;1210;SAVONS DE TOILETTE;12101;FRAICHEUR;100%;
12;PARFUMERIE HYGIENE;1210;SAVONS DE TOILETTE;12102;BEAUTE;100%;
12;PARFUMERIE HYGIENE;1210;SAVONS DE TOILETTE;12103;SAVONS DE MARSEILLE;100%;
12;PARFUMERIE HYGIENE;1210;SAVONS DE TOILETTE;12104;DERMATOLOGIQUES;100%;
12;PARFUMERIE HYGIENE;1210;SAVONS DE TOILETTE;12105;LIQUIDES;100%;
12;PARFUMERIE HYGIENE;1211;BAINS DOUCHES;12110;BAINS;100%;
12;PARFUMERIE HYGIENE;1211;BAINS DOUCHES;12111;BAINS-DOUCHES;100%;
12;PARFUMERIE HYGIENE;1211;BAINS DOUCHES;12112;DOUCHES FRAICHEURS;100%;
12;PARFUMERIE HYGIENE;1211;BAINS DOUCHES;12113;DOUCHES BEAUTE;100%;
12;PARFUMERIE HYGIENE;1211;BAINS DOUCHES;12114;DOUCHES NATURE;100%;
12;PARFUMERIE HYGIENE;1211;BAINS DOUCHES;12115;DOUCHES ENFANTS;100%;
12;PARFUMERIE HYGIENE;1212;DENTIFRICES;12120;TUBES;100%;
12;PARFUMERIE HYGIENE;1212;DENTIFRICES;12121;DOSEURS ET POMPES;100%;
12;PARFUMERIE HYGIENE;1212;DENTIFRICES;12122;LIQUIDES;100%;
12;PARFUMERIE HYGIENE;1212;DENTIFRICES;12123;DENTIFRICES ENFANTS;100%;
12;PARFUMERIE HYGIENE;1212;DENTIFRICES;12124;EAUX DE BOUCHE;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12130;B A D ENFANT CLASSIQUES;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12131;B A D ENFAN ELEC ET RECHARGE;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12132;B.A DENTS CLASSIQUE;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12133;B.A DENTS TECHNIQUES;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12134;ACCESSOIRES DENTAIRES;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12135;B A D ADULT ELEC ET RECHARGE;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12136;GOMMES DENTAIRES;100%;
12;PARFUMERIE HYGIENE;1213;BROSSES A DENTS;12137;PRODUIT APPAREIL DENTAIRE;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12140;LAIT;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12141;EAUX DE TOILETTE-LOTION;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12142;SHAMPOOINGS;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12143;SAVONS BAINS;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12144;LINGETTES;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12145;CREMES - TALCS;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12146;AUTRES PRODUITS DE SOINS;100%;
12;PARFUMERIE HYGIENE;1214;HYGIENE BEBE;12147;SERUM PHYSIOLOGIQUE;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12200;SHAMPOOINGS FAMILIAUX;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12201;SHAMPOOINGS DOUX;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12202;SHAMPOOINGS ANTI-PELL;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12203;SHAMPOOING COSMETIQUE SPECIF;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12204;SHAMPOOING 2 ET 3 EN 1;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12205;SHAMPOOINGS 2 EN 1 ENFANT;100%;
12;PARFUMERIE HYGIENE;1220;SHAMPOOINGS;12206;SHAMPOOINGS ANTI-POUX;100%;
12;PARFUMERIE HYGIENE;1221;APRES-SHAMPOOINGS, SOINS;12210;APRES- SHAMPOOINGS DOUX;100%;
12;PARFUMERIE HYGIENE;1221;APRES-SHAMPOOINGS, SOINS;12211;APRES SHAMPOINGS COSMETIQUES;100%;
12;PARFUMERIE HYGIENE;1221;APRES-SHAMPOOINGS, SOINS;12212;AUTRES DEMELANTS;100%;
12;PARFUMERIE HYGIENE;1222;TRAITEMENTS ET SOINS;12220;MASQUES CAPILLAIRES;100%;
12;PARFUMERIE HYGIENE;1222;TRAITEMENTS ET SOINS;12221;AUTRES SOINS CAPILLAIRES;100%;
12;PARFUMERIE HYGIENE;1223;FIXATEURS;12230;LAQUES;100%;
12;PARFUMERIE HYGIENE;1223;FIXATEURS;12231;AUTRES COIFFANTS;100%;
12;PARFUMERIE HYGIENE;1223;FIXATEURS;12232;GELS;100%;
12;PARFUMERIE HYGIENE;1223;FIXATEURS;12233;SPRAYS;100%;
12;PARFUMERIE HYGIENE;1223;FIXATEURS;12234;MOUSSES;100%;
12;PARFUMERIE HYGIENE;1223;FIXATEURS;12235;EAUX COIFFANTES;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12240;COLORAT. PERM. CLASSIQUE;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12241;COLORATION TEMPORAIRE;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12242;COLORATION TON SUR TON;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12243;DECOLORANT;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12244;COLORATION D UN JOUR;100%;
