N° Rayon;Libellé Rayon;N° Famille;Libellé Famille;N° Sous-Famille;Libellé Sous-Famille;Facteur;Date suppression
60;CHAUSSURE;6013;SPORT FILLE 31/38;60130;TENNIS F 22/30;100%;
60;CHAUSSURE;6013;SPORT FILLE 31/38;60131;TRAINING;100%;
60;CHAUSSURE;6013;SPORT FILLE 31/38;60132;DETENTE;100%;
60;CHAUSSURE;6013;SPORT FILLE 31/38;60133;BASKET;100%;
60;CHAUSSURE;6014;SPORT GARCON 31/38;60140;TENNIS;100%;
60;CHAUSSURE;6014;SPORT GARCON 31/38;60141;TRAINING;100%;
60;CHAUSSURE;6014;SPORT GARCON 31/38;60142;DETENTE;100%;
60;CHAUSSURE;6014;SPORT GARCON 31/38;60143;BASKET;100%;
60;CHAUSSURE;6014;SPORT GARCON 31/38;60144;FOOTBALL;100%;
60;CHAUSSURE;6015;SPORT FEMME 35/42;60150;TENNIS;100%;
60;CHAUSSURE;6015;SPORT FEMME 35/42;60151;TRAINING;100%;
60;CHAUSSURE;6015;SPORT FEMME 35/42;60152;DETENTE;100%;
60;CHAUSSURE;6015;SPORT FEMME 35/42;60153;BASKET;100%;
60;CHAUSSURE;6016;SPORT HOMME 39/46;60160;TENNIS;100%;
60;CHAUSSURE;6016;SPORT HOMME 39/46;60161;TRAINING;100%;
60;CHAUSSURE;6016;SPORT HOMME 39/46;60162;DETENTE;100%;
60;CHAUSSURE;6016;SPORT HOMME 39/46;60163;BASKET;100%;
60;CHAUSSURE;6016;SPORT HOMME 39/46;60164;FOOTBALL;100%;
60;CHAUSSURE;6017;SPORT MARQUE JUNIOR/FEMME;60170;CADET / FEMME;100%;
60;CHAUSSURE;6018;SPORT DE MARQUE HOMME;60180;HOMME;100%;
60;CHAUSSURE;6020;ESPADRILLE;60200;BEBE;100%;
60;CHAUSSURE;6020;ESPADRILLE;60201;ENFANT;100%;
60;CHAUSSURE;6020;ESPADRILLE;60202;CADET;100%;
60;CHAUSSURE;6020;ESPADRILLE;60203;FEMME;100%;
60;CHAUSSURE;6020;ESPADRILLE;60204;HOMME;100%;
60;CHAUSSURE;6021;TOILE  FILLE 22/30;60210;AVEC LACETS;100%;
60;CHAUSSURE;6021;TOILE  FILLE 22/30;60211;SANS LACETS;100%;
60;CHAUSSURE;6021;TOILE  FILLE 22/30;60212;MULE;100%;
60;CHAUSSURE;6022;TOILE  GARCON 22/30;60220;AVEC LACETS;100%;
60;CHAUSSURE;6022;TOILE  GARCON 22/30;60221;SANS LACETS;100%;
60;CHAUSSURE;6022;TOILE  GARCON 22/30;60222;MULE;100%;
60;CHAUSSURE;6023;TOILE  FILLE 31/38;60230;AVEC LACETS;100%;
60;CHAUSSURE;6023;TOILE  FILLE 31/38;60231;SANS LACETS;100%;
60;CHAUSSURE;6023;TOILE  FILLE 31/38;60232;MULE;100%;
60;CHAUSSURE;6024;TOILE  GARCON 31/38;60240;AVEC LACETS;100%;
60;CHAUSSURE;6024;TOILE  GARCON 31/38;60241;SANS LACETS;100%;
60;CHAUSSURE;6024;TOILE  GARCON 31/38;60242;MULE;100%;
60;CHAUSSURE;6025;TOILE FEMME 35/42;60250;AVEC LACETS;100%;
60;CHAUSSURE;6025;TOILE FEMME 35/42;60251;SANS LACETS;100%;
60;CHAUSSURE;6025;TOILE FEMME 35/42;60252;MULE;100%;
60;CHAUSSURE;6026;TOILE HOMME 39/46;60260;AVEC LACETS;100%;
60;CHAUSSURE;6026;TOILE HOMME 39/46;60261;SANS LACETS;100%;
60;CHAUSSURE;6026;TOILE HOMME 39/46;60262;MULE;100%;
60;CHAUSSURE;6030;PLAGE FILLE 22/30;60300;MULE / SABOT;100%;
60;CHAUSSURE;6030;PLAGE FILLE 22/30;60301;ENTRE DOIGTS;100%;
60;CHAUSSURE;6030;PLAGE FILLE 22/30;60302;SANDALE;100%;
60;CHAUSSURE;6031;PLAGE GARCON 22/30;60310;MULE / SABOT;100%;
60;CHAUSSURE;6031;PLAGE GARCON 22/30;60311;ENTRE DOIGTS;100%;
60;CHAUSSURE;6031;PLAGE GARCON 22/30;60312;SANDALE;100%;
60;CHAUSSURE;6032;PLAGE FILLE 31/38;60320;MULE / SABOT;100%;
60;CHAUSSURE;6032;PLAGE FILLE 31/38;60321;ENTRE DOIGTS;100%;
60;CHAUSSURE;6032;PLAGE FILLE 31/38;60322;SANDALE;100%;
60;CHAUSSURE;6033;PLAGE GARCON 31/38;60330;MULE / SABOT;100%;
60;CHAUSSURE;6033;PLAGE GARCON 31/38;60331;ENTRE DOIGTS;100%;
60;CHAUSSURE;6033;PLAGE GARCON 31/38;60332;SANDALE;100%;
60;CHAUSSURE;6034;PLAGE FEMME 35/42;60340;MULE / SABOT;100%;
60;CHAUSSURE;6034;PLAGE FEMME 35/42;60341;ENTRE DOIGTS;100%;
60;CHAUSSURE;6034;PLAGE FEMME 35/42;60342;SANDALE;100%;
60;CHAUSSURE;6035;PLAGE HOMME 39/46;60350;MULE / SABOT;100%;
60;CHAUSSURE;6035;PLAGE HOMME 39/46;60351;ENTRE DOIGTS;100%;
60;CHAUSSURE;6035;PLAGE HOMME 39/46;60352;SANDALE;100%;
60;CHAUSSURE;6036;ACCESSOIRES LACETS;60360;VILLE;100%;
60;CHAUSSURE;6036;ACCESSOIRES LACETS;60361;DETENTE;100%;
60;CHAUSSURE;6037;ACCESSOIRES SEMELLES;60370;VILLE;100%;
60;CHAUSSURE;6037;ACCESSOIRES SEMELLES;60371;DETENTE;100%;
60;CHAUSSURE;6038;ACCESSOIRES AUTRES;60380;HYGIENE;100%;
60;CHAUSSURE;6038;ACCESSOIRES AUTRES;60381;REPARATION;100%;
60;CHAUSSURE;6038;ACCESSOIRES AUTRES;60382;ENTRETIEN;100%;
60;CHAUSSURE;6040;NEIGE  BEBE  22/30;60400;BOTTILLON FILLE;100%;
60;CHAUSSURE;6040;NEIGE  BEBE  22/30;60401;BOTTILLON GARCON;100%;
60;CHAUSSURE;6040;NEIGE  BEBE  22/30;60402;APRES-SKI FILLE;100%;
60;CHAUSSURE;6040;NEIGE  BEBE  22/30;60403;APRES SKI GARCON;100%;
60;CHAUSSURE;6041;NEIGE  ENFANT 22/30;60410;BOTTILLON FILLE;100%;
60;CHAUSSURE;6041;NEIGE  ENFANT 22/30;60411;BOTTILLON GARCON;100%;
60;CHAUSSURE;6041;NEIGE  ENFANT 22/30;60412;APRES-SKI FILLE;100%;
60;CHAUSSURE;6041;NEIGE  ENFANT 22/30;60413;APRES-SKI GARCON;100%;
60;CHAUSSURE;6042;NEIGE FEMME 35/42;60420;BOTTILLON;100%;
60;CHAUSSURE;6042;NEIGE FEMME 35/42;60421;APRES-SKI;100%;
60;CHAUSSURE;6043;NEIGE HOMME 39/46;60430;BOTTILLON;100%;
60;CHAUSSURE;6043;NEIGE HOMME 39/46;60431;APRES-SKI;100%;
60;CHAUSSURE;6044;PLUIE BEBE 22/30;60440;BOTTE FILLE;100%;
60;CHAUSSURE;6044;PLUIE BEBE 22/30;60441;BOTTE GARCON;100%;
60;CHAUSSURE;6045;PLUIE ENFANT 31/38;60450;BOTTE FILLE;100%;
60;CHAUSSURE;6045;PLUIE ENFANT 31/38;60451;BOTTE GARCON;100%;
60;CHAUSSURE;6046;PLUIE FEMME 35/42;60460;BOTTE;100%;
60;CHAUSSURE;6046;PLUIE FEMME 35/42;60461;MULE  SABOT;100%;
60;CHAUSSURE;6047;PLUIE HOMME 39/46;60470;BOTTE;100%;
60;CHAUSSURE;6047;PLUIE HOMME 39/46;60471;SABOT;100%;
60;CHAUSSURE;6047;PLUIE HOMME 39/46;60472;PECHE / CHASSE;100%;
60;CHAUSSURE;6048;RANDONNEE;60480;RANDONNEE GARCON  28 / 34;100%;
60;CHAUSSURE;6048;RANDONNEE;60481;RANDONNEE FILLE 28/34;100%;
60;CHAUSSURE;6048;RANDONNEE;60482;RANDONNEE JUNIOR 35/38;100%;
60;CHAUSSURE;6048;RANDONNEE;60483;RANDONNEE FEMME 35/42;100%;
60;CHAUSSURE;6048;RANDONNEE;60484;RANDONNEE HOMME 39/46;100%;
60;CHAUSSURE;6050;CHAUSSURE BEBE PARC 16/21;60500;PARC;100%;
60;CHAUSSURE;6051;CHAUSSURE BEBE SPORT;60510;SPORT;100%;
60;CHAUSSURE;6052;CHAUSSURE BEBE TOILE;60520;TOILE;100%;
60;CHAUSSURE;6053;CHAUSSURE BEBE PLAGE;60530;PLAGE;100%;
60;CHAUSSURE;6054;CHAUSSURE BEBE NEIGE;60540;NEIGE;100%;
60;CHAUSSURE;6055;CHAUSSURE BEBE VILLE;60550;VILLE;100%;
60;CHAUSSURE;6060;CHAUSSURE FILLE 22 /27;60600;BASSES AVEC LACETS;100%;
60;CHAUSSURE;6060;CHAUSSURE FILLE 22 /27;60601;BASSES SANS LACETS;100%;
60;CHAUSSURE;6060;CHAUSSURE FILLE 22 /27;60602;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6060;CHAUSSURE FILLE 22 /27;60603;MULE / SABOT;100%;
60;CHAUSSURE;6060;CHAUSSURE FILLE 22 /27;60604;BOTILLONS;100%;
60;CHAUSSURE;6060;CHAUSSURE FILLE 22 /27;60605;BOOTS / BOTTES;100%;
60;CHAUSSURE;6061;CHAUSSURE GARCON 22 /27;60610;BASSES AVEC LACETS;100%;
60;CHAUSSURE;6061;CHAUSSURE GARCON 22 /27;60611;BASSES SANS LACETS;100%;
60;CHAUSSURE;6061;CHAUSSURE GARCON 22 /27;60612;NU PIEDS / SANDALES;100%;
60;CHAUSSURE;6061;CHAUSSURE GARCON 22 /27;60613;MULE / SABOT;100%;
60;CHAUSSURE;6061;CHAUSSURE GARCON 22 /27;60614;BOTILLONS;100%;
60;CHAUSSURE;6061;CHAUSSURE GARCON 22 /27;60615;BOOTS / BOTTES;100%;
60;CHAUSSURE;6062;CHAUSSURE FILLE 28/34;60620;BASSES AVEC LACETS;100%;
60;CHAUSSURE;6062;CHAUSSURE FILLE 28/34;60621;BASSES SANS LACETS;100%;
60;CHAUSSURE;6062;CHAUSSURE FILLE 28/34;60622;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6062;CHAUSSURE FILLE 28/34;60623;MULE / SABOT;100%;
60;CHAUSSURE;6062;CHAUSSURE FILLE 28/34;60624;BOTILLONS;100%;
60;CHAUSSURE;6062;CHAUSSURE FILLE 28/34;60625;BOOTS / BOTTES;100%;
60;CHAUSSURE;6063;CHAUSSURE GARCON 28/34;60630;BASSES AVEC LACETS;100%;
60;CHAUSSURE;6063;CHAUSSURE GARCON 28/34;60631;BASSES SANS LACETS;100%;
60;CHAUSSURE;6063;CHAUSSURE GARCON 28/34;60632;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6063;CHAUSSURE GARCON 28/34;60633;MULE / SABOT;100%;
60;CHAUSSURE;6063;CHAUSSURE GARCON 28/34;60634;BOTILLONS;100%;
60;CHAUSSURE;6063;CHAUSSURE GARCON 28/34;60635;BOOTS / BOTTES;100%;
60;CHAUSSURE;6064;JUNIOR FILLE 35/41;60640;BASSES AVEC LACETS;100%;
60;CHAUSSURE;6064;JUNIOR FILLE 35/41;60641;BASSES SANS LACETS;100%;
60;CHAUSSURE;6064;JUNIOR FILLE 35/41;60642;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6064;JUNIOR FILLE 35/41;60643;MULE / SABOT;100%;
60;CHAUSSURE;6064;JUNIOR FILLE 35/41;60644;BOTILLONS;100%;
60;CHAUSSURE;6064;JUNIOR FILLE 35/41;60645;BOOTS / BOTTES;100%;
60;CHAUSSURE;6065;CHAUSSURE JUNIOR G 35/41;60650;BASSES AVEC LACETS;100%;
60;CHAUSSURE;6065;CHAUSSURE JUNIOR G 35/41;60651;BASSES SANS LACETS;100%;
60;CHAUSSURE;6065;CHAUSSURE JUNIOR G 35/41;60652;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6065;CHAUSSURE JUNIOR G 35/41;60653;MULE / SABOT;100%;
60;CHAUSSURE;6065;CHAUSSURE JUNIOR G 35/41;60654;BOTILLONS;100%;
60;CHAUSSURE;6065;CHAUSSURE JUNIOR G 35/41;60655;BOOTS / BOTTES;100%;
60;CHAUSSURE;6070;CHAUSSURE HOMME VILLE;60700;MOCASSIN / LOAFER;100%;
60;CHAUSSURE;6070;CHAUSSURE HOMME VILLE;60701;DERBY LACET;100%;
60;CHAUSSURE;6070;CHAUSSURE HOMME VILLE;60702;DERBY BOUCLE;100%;
60;CHAUSSURE;6070;CHAUSSURE HOMME VILLE;60703;BOOTS;100%;
60;CHAUSSURE;6070;CHAUSSURE HOMME VILLE;60704;BOTILLONS;100%;
60;CHAUSSURE;6070;CHAUSSURE HOMME VILLE;60705;BOTTES;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60710;MOCASSIN / LOAFER;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60711;DERBY LACETS;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60712;DERBY BOUCLE;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60713;BOOTS;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60714;BOTILLONS;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60715;BOTTES;100%;
60;CHAUSSURE;6071;CHAUSSURE HOMME DETENTE;60716;DETENTE MARQUE;100%;
60;CHAUSSURE;6072;CHAUSSURE HOMME ETE;60720;SANDALES / NU-PIEDS;100%;
60;CHAUSSURE;6072;CHAUSSURE HOMME ETE;60721;MULES;100%;
60;CHAUSSURE;6073;CHAUSSURE HOMME TRAVAIL;60730;CHAUSSURE TRAVAIL BASSE;100%;
60;CHAUSSURE;6073;CHAUSSURE HOMME TRAVAIL;60731;CHAUSSURE TRAVAIL HAUTE;100%;
60;CHAUSSURE;6080;FEMME VILLE/DETENTE;60800;MULE / SABOT;100%;
60;CHAUSSURE;6080;FEMME VILLE/DETENTE;60801;BALLERINE;100%;
60;CHAUSSURE;6080;FEMME VILLE/DETENTE;60802;DERBY;100%;
60;CHAUSSURE;6080;FEMME VILLE/DETENTE;60803;MOCASSIN;100%;
60;CHAUSSURE;6080;FEMME VILLE/DETENTE;60804;TROTTEUR;100%;
60;CHAUSSURE;6080;FEMME VILLE/DETENTE;60805;ESCARPIN;100%;
60;CHAUSSURE;6081;CHAUSSURE FEMME ETE;60810;NU-PIEDS;100%;
60;CHAUSSURE;6081;CHAUSSURE FEMME ETE;60811;SANDALES;100%;
60;CHAUSSURE;6081;CHAUSSURE FEMME ETE;60812;MULES OUVERTES;100%;
60;CHAUSSURE;6082;CHAUSSURE FEMME HIVER;60820;BOTTILLONS;100%;
60;CHAUSSURE;6082;CHAUSSURE FEMME HIVER;60821;BOOTS;100%;
60;CHAUSSURE;6082;CHAUSSURE FEMME HIVER;60822;BOTTES;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60830;MULE / SABOT;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60831;BALLERINE;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60832;DERBY;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60833;MOCASSIN;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60834;TROTTEUR;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60835;ESCARPIN;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60836;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60837;BOTILLONS / BOOTS;100%;
60;CHAUSSURE;6083;CHAUSSURE FEMME CONFORT;60838;BOTTES;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60840;MULE / SABOT;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60841;BALLERINE;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60842;DERBY;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60843;MOCASSIN;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60844;TROTTEUR;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60845;ESCARPIN;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60846;NU-PIEDS / SANDALES;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60847;BOTILLONS / BOOTS;100%;
60;CHAUSSURE;6084;CHAUSSURE FEMME ACTUA;60848;BOTTES;100%;
60;CHAUSSURE;6085;CHAUSSURE FEMME JUNIOR;60850;JUNIOR BASSES AVEC LACETS;100%;
60;CHAUSSURE;6085;CHAUSSURE FEMME JUNIOR;60851;JUNIOR BASSES SANS LACETS;100%;
60;CHAUSSURE;6085;CHAUSSURE FEMME JUNIOR;60852;JUNIOR NU-PIEDS SANDALES;100%;
60;CHAUSSURE;6085;CHAUSSURE FEMME JUNIOR;60853;MULE / SABOT;100%;
60;CHAUSSURE;6085;CHAUSSURE FEMME JUNIOR;60854;BALLERINES;100%;
60;CHAUSSURE;6085;CHAUSSURE FEMME JUNIOR;60855;BOOTS / BOTTES;100%;
60;CHAUSSURE;6098;CAISSE RAYON 60;60989;CAISSE RAYON 60;100%;
60;CHAUSSURE;6099;REMBOURSEMENT;60999;REMBOURSEMENT;100%;
61;BEBE;6100;CULOTTE / CHEMISE;61000;CULOTTE HUBLOT;100%;
61;BEBE;6100;CULOTTE / CHEMISE;61001;CULOTTE CLASSIQUE;100%;
61;BEBE;6100;CULOTTE / CHEMISE;61002;CHEMISE MANCHES COURTES;100%;
61;BEBE;6100;CULOTTE / CHEMISE;61003;CHEMISE MANCHES LONGUES;100%;
61;BEBE;6101;BODY;61010;BODY CROISE;100%;
61;BEBE;6101;BODY;61011;BODY SANS MANCHES;100%;
61;BEBE;6101;BODY;61012;BODY MANCHES COURTES;100%;
61;BEBE;6101;BODY;61013;BODY MANCHES LONGUES;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61100;SOCQUETTE NAISSANCE ACRYL;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61101;SOCQUETTE NAISSANCE COTON;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61102;SOCQUETTE NAISSANCE LAINE;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61103;MI-CHAUSSETTE NAISSANCE ACRYLI;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61104;MI-CHAUSSETTE NAISSANCE COTON;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61105;MI-CHAUSSETTE NAISSANCE LAINE;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61106;MI-BAS NAISSANCE ACRYLIQUE;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61107;MI-BAS NAISSANCE COTON;100%;
61;BEBE;6110;CHAUSSETTE NAISSANCE BEBE;61108;MI-BAS NAISSANCE LAINE;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61110;SOCQUETTE 1ER AGE ACRY;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61111;SOCQUETTE 1ER AGE COTON;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61112;SOCQUETTE 1ER AGE LAINE;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61113;MI-CHAUSSETTE 1ER AGE ACRYLIQU;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61114;MI-CHAUSSETTE 1ER AGE COTON;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61115;MI-CHAUSSETTE 1ER AGE LAINE;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61116;MI-BAS 1ER AGE ACRYLIQUE;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61117;MI-BAS 1ER AGE COTON;100%;
61;BEBE;6111;CHAUSSETTE 1ER AGE;61118;MI-BAS 1ER AGE LAINE;100%;
61;BEBE;6112;COLLANT;61120;COLLANT NAISSANCE POLYA;100%;
61;BEBE;6112;COLLANT;61121;COLLANT NAISSANCE ACRY;100%;
61;BEBE;6112;COLLANT;61122;COLLANT NAISSANCE COTON;100%;
61;BEBE;6112;COLLANT;61123;COLLANT NAISSANCE LAINE;100%;
61;BEBE;6112;COLLANT;61124;COLLANT 1ER AGE POLYAMIDE;100%;
61;BEBE;6112;COLLANT;61125;COLLANT 1ER AGE ACRYLIQUE;100%;
61;BEBE;6112;COLLANT;61126;COLLANT 1ER AGE COTON;100%;
61;BEBE;6112;COLLANT;61127;COLLANT 1ER AGE LAINE;100%;
61;BEBE;6120;PYJAMA LEGER 1 P A PIEDS;61200;PYJAMA LEGER 1P JERSEY;100%;
61;BEBE;6120;PYJAMA LEGER 1 P A PIEDS;61201;PYJAMA LEGER 1P BOUCLETTE;100%;
61;BEBE;6121;PYJAMA LOURD 1P A PIEDS;61210;PYJAMA LOURD 1P VELOURS;100%;
61;BEBE;6121;PYJAMA LOURD 1P A PIEDS;61211;PYJAMA LOURD 1P MOLLETON;100%;
61;BEBE;6121;PYJAMA LOURD 1P A PIEDS;61212;PYJAMA LOURD 1P A MATIERE;100%;
61;BEBE;6122;PYJAMA LEGER 2 P A PIEDS;61220;PYJAMA LEGER 2 P JERSEY;100%;
61;BEBE;6122;PYJAMA LEGER 2 P A PIEDS;61221;PYJAMA LEGER 2P BOUCLETTE;100%;
61;BEBE;6123;PYJAMA LOURD 2P A PIEDS;61230;PYJAMA LOURD 2 P VELOURS;100%;
61;BEBE;6123;PYJAMA LOURD 2P A PIEDS;61231;PYJAMA LOURD 2 P MOLLETON;100%;
61;BEBE;6123;PYJAMA LOURD 2P A PIEDS;61232;PYJAMA LOURD 2P AUTRE MATIERE;100%;
61;BEBE;6124;PYJAMA COUVERTURE;61240;PYJAMA COUVERTURE;100%;
61;BEBE;6125;PYJAMA LICENCES;61250;PYJAMA LICENCES;100%;
61;BEBE;6130;MAILLE TRICOT;61300;GILET / CARDIGAN MAILLE;100%;
61;BEBE;6130;MAILLE TRICOT;61301;PULL - OVER MAILLE;100%;
61;BEBE;6131;MOLLETON;61310;GILET / CARDIGAN MOLLETON;100%;
61;BEBE;6131;MOLLETON;61311;SWEAT- SHIRT MOLLETON;100%;
61;BEBE;6132;JERSEY  MANCHES LONGUES;61320;TEE-SHIRT M/L;100%;
61;BEBE;6132;JERSEY  MANCHES LONGUES;61321;POLO M/L;100%;
61;BEBE;6132;JERSEY  MANCHES LONGUES;61322;BODY M/L;100%;
61;BEBE;6132;JERSEY  MANCHES LONGUES;61323;SOUS-PULL M/L;100%;
61;BEBE;6133;JERSEY MANCHES COURTES;61330;DEBARDEUR / CARACO M/C;100%;
61;BEBE;6133;JERSEY MANCHES COURTES;61331;TEE-SHIRT M/C;100%;
61;BEBE;6133;JERSEY MANCHES COURTES;61332;POLO M/C;100%;
61;BEBE;6133;JERSEY MANCHES COURTES;61333;BODY M/C;100%;
61;BEBE;6134;PULL LICENCES;61340;PULL LICENCES;100%;
61;BEBE;6140;ROBE SANS MANCHES;61400;ROBE SANS MANCHES;100%;
61;BEBE;6141;ROBE MANCHES COURTES;61410;ROBE MANCHES COURTES;100%;
61;BEBE;6142;ROBE MANCHES LONGUES;61420;ROBE MANCHES LONGUES;100%;
61;BEBE;6143;CHEMISIER;61430;CHEMISIER SANS MANCHES;100%;
61;BEBE;6143;CHEMISIER;61431;CHEMISIER MANCHES COURTES;100%;
61;BEBE;6143;CHEMISIER;61432;CHEMISIER MANCHES LONGUES;100%;
61;BEBE;6144;CHEMISE;61440;CHEMISE MANCHES COURTES;100%;
61;BEBE;6144;CHEMISE;61441;CHEMISE MANCHES LONGUES;100%;
61;BEBE;6145;ROBE LICENCES;61450;ROBE CHEMISE CHEMISIER LICENCE;100%;
61;BEBE;6150;PANTALON;61500;PANTALON DENIM;100%;
61;BEBE;6150;PANTALON;61501;PANTALON TOILE;100%;
61;BEBE;6150;PANTALON;61502;PANTALON VELOURS;100%;
61;BEBE;6150;PANTALON;61503;PANTALON AUTRES MATIERES;100%;
61;BEBE;6150;PANTALON;61504;COLECON;100%;
61;BEBE;6151;SALOPETTE LONGUE;61510;SALOPETTE LONGUE DENIM;100%;
61;BEBE;6151;SALOPETTE LONGUE;61511;SALOPETTE LONGUETOILE;100%;
61;BEBE;6151;SALOPETTE LONGUE;61512;SALOPETTE LONGUE VELOURS;100%;
61;BEBE;6151;SALOPETTE LONGUE;61513;SALOPETTE LONGUE AUTRE;100%;
61;BEBE;6152;SALOPETTE COURTE;61520;SALOPETTE COURTE DENIM;100%;
61;BEBE;6152;SALOPETTE COURTE;61521;SALOPETTE COURTETOILE;100%;
61;BEBE;6152;SALOPETTE COURTE;61522;SALOPETTE COURTE VELOURS;100%;
61;BEBE;6152;SALOPETTE COURTE;61523;SALOPETTE COURTE AUTRE MATIERE;100%;
61;BEBE;6153;COMBINAISON LONGUE;61530;COMBINAISON LONGUE DENIM;100%;
61;BEBE;6153;COMBINAISON LONGUE;61531;COMBINAISON LONGUE TOILE;100%;
61;BEBE;6153;COMBINAISON LONGUE;61532;COMBINAISON LONGUE VELOUR;100%;
61;BEBE;6153;COMBINAISON LONGUE;61533;COMBI LONGUE AUTRE MATIERE;100%;
61;BEBE;6154;COMBINAISON COURTE;61540;COMBINAISON COURTE DENIM;100%;
61;BEBE;6154;COMBINAISON COURTE;61541;COMBINAISON COURTE TOILE;100%;
61;BEBE;6154;COMBINAISON COURTE;61542;COMBINAISON COURTE VELOURS;100%;
61;BEBE;6154;COMBINAISON COURTE;61543;COMBINAISON COURTE AUTRE MATIE;100%;
61;BEBE;6155;SHORT / BERMUDA;61550;SHORT / BERMUDA DENIM;100%;
61;BEBE;6155;SHORT / BERMUDA;61551;SHORT / BERMUDA TOILE;100%;
61;BEBE;6155;SHORT / BERMUDA;61552;SHORT / BERMUDA VELOURS;100%;
61;BEBE;6155;SHORT / BERMUDA;61553;SHORT / BERMUDA AUTRE MATIERE;100%;
61;BEBE;6156;ENSEMBLE LONG;61560;SURVETEMENT;100%;
61;BEBE;6156;ENSEMBLE LONG;61561;ENSEMBLE CALECON / PANTALON;100%;
61;BEBE;6156;ENSEMBLE LONG;61562;ENSEMBLE SALOPETTE / COMBINAIS;100%;
61;BEBE;6156;ENSEMBLE LONG;61563;ENSEMBLE ROBE MANCHES LONGUES;100%;
61;BEBE;6157;ENSEMBLE COURT;61570;ENSEMBLE BERMUDA / SHORT;100%;
61;BEBE;6157;ENSEMBLE COURT;61571;ENSEMBLE SALOPETTE COMBINAISON;100%;
61;BEBE;6157;ENSEMBLE COURT;61572;ENSEMBLE ROBE MANCHES LONGUES;100%;
61;BEBE;6158;LICENCE PANTALON ENSEMBLE;61580;LICENCES PANTALON COMBINAISON;100%;
61;BEBE;6160;CONFECTION;61600;CIRE / COUPE VENT;100%;
61;BEBE;6160;CONFECTION;61601;BLOUSON / PARKA;100%;
61;BEBE;6160;CONFECTION;61602;MANTEAU;100%;
61;BEBE;6160;CONFECTION;61603;COMBINAISON;100%;
61;BEBE;6161;BAIN;61610;BAIN SLIP SEUL FILLE;100%;
61;BEBE;6161;BAIN;61611;MAILLOT DE BAIN 1 P FILLE;100%;
61;BEBE;6161;BAIN;61612;BAIN SLIP GARCON;100%;
61;BEBE;6161;BAIN;61613;BAIN BERMUDA GARCON;100%;
61;BEBE;6162;LICENCE CONFECTION BAIN;61620;LICENCES CONFECTION BAIN;100%;
61;BEBE;6170;REPAS;61700;BIBERON;100%;
61;BEBE;6170;REPAS;61701;TETINES;100%;
