N° Rayon;Libellé Rayon;N° Groupe de familles;Libellé Groupe de famille;N° Famille;Libellé Famille;Facteur;A supprimer le
22;FRUITS ET LEGUMES;224;4EME/5EME GAMME INDUSTRIELLE;2245;PRODUIT BIO 4E/5E GAMME;1;
22;FRUITS ET LEGUMES;224;4EME/5EME GAMME INDUSTRIELLE;2246;MINI LEGUM 4E/5E GAMME;1;
22;FRUITS ET LEGUMES;224;4EME/5EME GAMME INDUSTRIELLE;2247;SALADE FRUIT COND.4E/5E GAMME;1;
22;FRUITS ET LEGUMES;225;FRUITS SECS LEGUMES SECS;2251;FRUITS SECS CONDITIONNES;1;
22;FRUITS ET LEGUMES;225;FRUITS SECS LEGUMES SECS;2250;FRUITS SECS VRACS;1;
22;FRUITS ET LEGUMES;225;FRUITS SECS LEGUMES SECS;2252;LEGUMES SECS VRACS;1;
22;FRUITS ET LEGUMES;225;FRUITS SECS LEGUMES SECS;2253;LEGUMES SECS CONDITIONNES;1;
22;FRUITS ET LEGUMES;226;OLIVES;2260;OLIVES CONDITIONNEES;1;
22;FRUITS ET LEGUMES;227;JUS FRUIT ET LEGUMES S/PLACE;2270;JUS FRUITS FAB SUR PLACE;1;
22;FRUITS ET LEGUMES;227;JUS FRUIT ET LEGUMES S/PLACE;2271;FRUITS PREPARES SUR PLACE;1;
22;FRUITS ET LEGUMES;227;JUS FRUIT ET LEGUMES S/PLACE;2272;LEGUME PREPARE SUR PLACE;1;
22;FRUITS ET LEGUMES;227;JUS FRUIT ET LEGUMES S/PLACE;2273;OLIVES VRACS;1;
22;FRUITS ET LEGUMES;227;JUS FRUIT ET LEGUMES S/PLACE;2274;EPICES;1;
22;FRUITS ET LEGUMES;227;JUS FRUIT ET LEGUMES S/PLACE;2275;SALADERIE;1;
22;FRUITS ET LEGUMES;228;FLEURS;2280;BOUQUETS COMPOSES;1;
22;FRUITS ET LEGUMES;228;FLEURS;2281;FLEURS ISSUES DE BULBE;1;
22;FRUITS ET LEGUMES;228;FLEURS;2282;FLEURS HERBACEES;1;
22;FRUITS ET LEGUMES;228;FLEURS;2283;FLEURS LIGNEUSES;1;
22;FRUITS ET LEGUMES;228;FLEURS;2284;FLEURS EXOTIQUES;1;
22;FRUITS ET LEGUMES;228;FLEURS;2285;COMPOSITION;1;
22;FRUITS ET LEGUMES;228;FLEURS;2286;FEUILLAGES;1;
22;FRUITS ET LEGUMES;228;FLEURS;2287;PRODUITS FESTIFS;1;
22;FRUITS ET LEGUMES;229;GESTION FRUITS ET LEGUMES;2290;COMMANDE CLIENT FRUIT/LEGUMES;1;
22;FRUITS ET LEGUMES;229;GESTION FRUITS ET LEGUMES;2291;ECONOMAT FRUITS ET LEGUMES;1;
22;FRUITS ET LEGUMES;229;GESTION FRUITS ET LEGUMES;2299;REMBOURSEMENT FRUIT ET LEGUMES;1;
23;BOULANGERIE/PATISSERIE;230;BOULANGERIE;2300;PAINS;1;
23;BOULANGERIE/PATISSERIE;230;BOULANGERIE;2301;PAINS DE CAMPAGNE;1;
23;BOULANGERIE/PATISSERIE;230;BOULANGERIE;2302;PAINS SPECIAUX;1;
23;BOULANGERIE/PATISSERIE;230;BOULANGERIE;2303;PETITS PAINS;1;
23;BOULANGERIE/PATISSERIE;230;BOULANGERIE;2304;PAINS BIOLOGIQUES;1;
23;BOULANGERIE/PATISSERIE;231;VIENNOISERIES;2310;CROISSANTS ET DERIVES;1;
23;BOULANGERIE/PATISSERIE;231;VIENNOISERIES;2311;BRIOCHES;1;
23;BOULANGERIE/PATISSERIE;231;VIENNOISERIES;2312;AUTRES VIENNOISERIES;1;
23;BOULANGERIE/PATISSERIE;232;PATISSERIES;2320;PATISSERIE SECHE;1;
23;BOULANGERIE/PATISSERIE;232;PATISSERIES;2321;TARTES;1;
23;BOULANGERIE/PATISSERIE;232;PATISSERIES;2322;GRANDE PIECES;1;
23;BOULANGERIE/PATISSERIE;232;PATISSERIES;2323;INDIVIDUELLES;1;
23;BOULANGERIE/PATISSERIE;232;PATISSERIES;2324;PATES ET SERVICES;1;
23;BOULANGERIE/PATISSERIE;233;CHOCOLATS ET CONFISERIES;2330;CHOCOLATS MAISON;1;
23;BOULANGERIE/PATISSERIE;233;CHOCOLATS ET CONFISERIES;2331;CONFISERIES MAISON;1;
23;BOULANGERIE/PATISSERIE;234;PATISSERIE GLACEE;2340;GLACE VRAC;1;
23;BOULANGERIE/PATISSERIE;234;PATISSERIE GLACEE;2341;GLACE LIBRE SERVICE;1;
23;BOULANGERIE/PATISSERIE;234;PATISSERIE GLACEE;2342;PATISSERIE GLACEE;1;
23;BOULANGERIE/PATISSERIE;235;COMMANDE CLIENTS;2352;COMMANDE CLIENT PATIS;1;
23;BOULANGERIE/PATISSERIE;238;ACHAT FABRICATION PARTIEL;2380;ACHAT FABRIC PARTIEL BOUL;1;
23;BOULANGERIE/PATISSERIE;238;ACHAT FABRICATION PARTIEL;2381;ACHAT FABRIC PARTIEL VIEN;1;
23;BOULANGERIE/PATISSERIE;238;ACHAT FABRICATION PARTIEL;2382;ACHAT FABRIC PARTIEL PATI;1;
23;BOULANGERIE/PATISSERIE;239;ACHATS BOUL/PATISSERIE;2391;EMBALLAGE BOUL/PATE;1;
23;BOULANGERIE/PATISSERIE;239;ACHATS BOUL/PATISSERIE;2392;MATIERE 1ERE BOUL/PATE;1;
23;BOULANGERIE/PATISSERIE;239;ACHATS BOUL/PATISSERIE;2399;REMBOURSEMENT BOULANG/PATIS.;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2400;VIANDES BOVINE BIO;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2401;HACHE BIO;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2402;VEAU BIO;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2403;AGNEAU BIO;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2404;PORC BIO;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2405;SAUCISSE BIO;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2406;VIANDE BOVINE ETNIQUE;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2407;VEAU ETHNIQUE;1;
24;BOUCHERIE VOLAILLE;240;VIANDES BIO ET ETHNIQUE;2408;AGNEAU ETHNIQUE;1;
24;BOUCHERIE VOLAILLE;241;VIANDE BOVINE;2410;FQC RACE VIANDE;1;
24;BOUCHERIE VOLAILLE;241;VIANDE BOVINE;2411;FQC RACE MIXTE;1;
24;BOUCHERIE VOLAILLE;241;VIANDE BOVINE;2412;VBF;1;
24;BOUCHERIE VOLAILLE;241;VIANDE BOVINE;2413;TAUREAU;1;
24;BOUCHERIE VOLAILLE;241;VIANDE BOVINE;2414;VIANDE BOVINE 1/2 GROS;1;
24;BOUCHERIE VOLAILLE;241;VIANDE BOVINE;2415;HACHE BOEUF BARQUETTE;1;
24;BOUCHERIE VOLAILLE;242;VEAU ET PORC;2420;VEAU FQC;1;
24;BOUCHERIE VOLAILLE;242;VEAU ET PORC;2421;VEAU STAND;1;
24;BOUCHERIE VOLAILLE;242;VEAU ET PORC;2422;VEAU HACHE;1;
24;BOUCHERIE VOLAILLE;242;VEAU ET PORC;2423;PORC FQC;1;
24;BOUCHERIE VOLAILLE;242;VEAU ET PORC;2424;PORC STD;1;
24;BOUCHERIE VOLAILLE;242;VEAU ET PORC;2425;PORC 1/2 SEL;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2430;AGNEAU FRANCAIS FQC;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2431;AGNEAU FRANCAIS STAND;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2432;AGNEAU IMPORT CONTROLE;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2433;AGNEAU IMPORT STAND;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2434;AGNEAU DE LAIT;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2435;MOUTON;1;
24;BOUCHERIE VOLAILLE;243;OVINS-CAPRINS;2436;CHEVREAU;1;
24;BOUCHERIE VOLAILLE;244;CHEVAL/ABAT/GIBIER/VDE EXOT.;2440;CHEVAL;1;
24;BOUCHERIE VOLAILLE;244;CHEVAL/ABAT/GIBIER/VDE EXOT.;2441;ABATS;1;
24;BOUCHERIE VOLAILLE;244;CHEVAL/ABAT/GIBIER/VDE EXOT.;2442;VIANDES EXOTIQUES;1;
24;BOUCHERIE VOLAILLE;244;CHEVAL/ABAT/GIBIER/VDE EXOT.;2443;GIBIER A POIL;1;
24;BOUCHERIE VOLAILLE;244;CHEVAL/ABAT/GIBIER/VDE EXOT.;2444;GIBIER A PLUME;1;
24;BOUCHERIE VOLAILLE;244;CHEVAL/ABAT/GIBIER/VDE EXOT.;2445;VIANDE POUR ANIMAUX;1;
24;BOUCHERIE VOLAILLE;245;SAUCISSERIE-BARBECUE;2452;SAUCISSERIE BARQUETTES;1;
24;BOUCHERIE VOLAILLE;245;SAUCISSERIE-BARBECUE;2450;CHAIR ET FARCE;1;
24;BOUCHERIE VOLAILLE;245;SAUCISSERIE-BARBECUE;2451;CREPINETTES;1;
24;BOUCHERIE VOLAILLE;245;SAUCISSERIE-BARBECUE;2453;SAUCISSERIE CAISSETTES;1;
24;BOUCHERIE VOLAILLE;245;SAUCISSERIE-BARBECUE;2454;BARBECUE;1;
24;BOUCHERIE VOLAILLE;245;SAUCISSERIE-BARBECUE;2455;SAUCES ET BEURRE;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2460;VIANDE HEBDOPACK;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2461;SPECIALITE BOUCHERE IND. BOEUF;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2462;SPECIALITE BOUCHERE IND. VEAU;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2463;SBI AGNEAU;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2464;SBI PORC;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2465;SBI ABATS;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2466;SBI CHEVAL;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2467;VIANDE PRET A MANGER;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2468;VIANDE PRET A CUIRE;1;
24;BOUCHERIE VOLAILLE;246;SPECIALITE BOUCHERE,PROD SERV.;2469;VIANDE PRETE A RECHAUFFER;1;
24;BOUCHERIE VOLAILLE;247;VOLAILLE A LA COUPE;2471;DECOUPE VOLAILLE COUPE;1;
24;BOUCHERIE VOLAILLE;247;VOLAILLE A LA COUPE;2470;VOLAILLE ENTIERE COUPE;1;
24;BOUCHERIE VOLAILLE;247;VOLAILLE A LA COUPE;2472;VOLAILLE PREPAREE COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2480;BOEUF A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2481;VEAU A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2482;AGNEAU/MOUTON A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2483;CHEVAL A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2484;PORC A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2485;ABAT A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2486;PRODUITS ELABORE COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2487;SAUCISSERIE A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2488;GIBIER A LA COUPE;1;
24;BOUCHERIE VOLAILLE;248;BOUCHERIE A LA COUPE;2489;VIANDE POUR ANIMAUX COUPE;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2490;COMMANDES CLIENT BOUCHERIE;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2491;EMBALLAGE BOUCHERIE;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2492;NECESSAIRE FABRICATION;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2493;INGREDIENT FABRICATION;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2494;MATIERE PREMIERE ACHAT LS;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2495;MATIERE PREMIERE ACHAT CPE;1;
24;BOUCHERIE VOLAILLE;249;GESTION RAYON BOUCHERIE;2499;REMBOURSEMENT BOUCHERIE-VOLAIL;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2504;PATE PRES.CUITE & NON CUITE;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2506;PRE EMBALLES;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2500;PATES MOLLES;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2501;PERSILLES;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2502;CHEVRES ET BREBIS;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2503;PATES FRAICHES;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2505;FROMAGES A CUIRE ET FONDUS;1;
25;PRODUITS LIBRE SERVICE;250;FROMAGES;2507;FROMAGES ALLEGES;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2510;DESSERTS;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2514;BLANCS;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2511;LAIT ENTIER ET SPECIALITES;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2512;NON BLANCS;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2513;SANTE ACTIVE;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2515;CROISSANCE;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2516;BOISSONS;1;
25;PRODUITS LIBRE SERVICE;251;ULTRA FRAIS;2517;COMPOTES;1;
25;PRODUITS LIBRE SERVICE;252;CREMERIE;2520;CREMES ET SAUCES;1;
25;PRODUITS LIBRE SERVICE;252;CREMERIE;2523;OEUFS;1;
25;PRODUITS LIBRE SERVICE;252;CREMERIE;2521;BEURRE;1;
25;PRODUITS LIBRE SERVICE;252;CREMERIE;2522;CORPS GRAS VEGETAL/MIXTE;1;
25;PRODUITS LIBRE SERVICE;252;CREMERIE;2524;LAIT;1;
25;PRODUITS LIBRE SERVICE;253;VOLAILLE;2530;VOLAILLES ENTIERES;1;
25;PRODUITS LIBRE SERVICE;253;VOLAILLE;2531;DECOUPE DE VOLAILLES;1;
25;PRODUITS LIBRE SERVICE;253;VOLAILLE;2532;PRODUITS PREPARES;1;
25;PRODUITS LIBRE SERVICE;253;VOLAILLE;2533;VOLAILLE HALAL ET CASHER;1;
25;PRODUITS LIBRE SERVICE;253;VOLAILLE;2534;ALIMENTS POUR ANIMAUX;1;
25;PRODUITS LIBRE SERVICE;254;CHARCUTERIE;2541;JAMBON CRU, SEC ET TRANCHAGE;1;
25;PRODUITS LIBRE SERVICE;254;CHARCUTERIE;2543;SAUCISSERIE SECHE;1;
25;PRODUITS LIBRE SERVICE;254;CHARCUTERIE;2545;HALAL & CASHER;1;
25;PRODUITS LIBRE SERVICE;254;CHARCUTERIE;2540;JAMBON CUIT;1;
25;PRODUITS LIBRE SERVICE;254;CHARCUTERIE;2542;SAUCISSON/PATES/RILLETTES;1;
25;PRODUITS LIBRE SERVICE;254;CHARCUTERIE;2544;CHARCUTERIE A CUIRE;1;
25;PRODUITS LIBRE SERVICE;255;TRAITEUR;2550;ENTREES TRAITEUR;1;
25;PRODUITS LIBRE SERVICE;255;TRAITEUR;2551;TARTES SALEES TRAITEUR;1;
25;PRODUITS LIBRE SERVICE;255;TRAITEUR;2555;PATES A TARTE;1;
25;PRODUITS LIBRE SERVICE;255;TRAITEUR;2552;PANES FRAIS;1;
25;PRODUITS LIBRE SERVICE;255;TRAITEUR;2553;PLATS CUISINES FRAIS;1;
25;PRODUITS LIBRE SERVICE;255;TRAITEUR;2554;PATES FRAICHES ET QUENELLES;1;
25;PRODUITS LIBRE SERVICE;256;PRODUITS DE LA MER;2560;SAURISSERIE;1;
25;PRODUITS LIBRE SERVICE;256;PRODUITS DE LA MER;2561;TRAITEUR DE LA MER;1;
25;PRODUITS LIBRE SERVICE;256;PRODUITS DE LA MER;2562;CRUSTACES ET ANCHOIS;1;
25;PRODUITS LIBRE SERVICE;256;PRODUITS DE LA MER;2563;SURIMI;1;
25;PRODUITS LIBRE SERVICE;256;PRODUITS DE LA MER;2564;TARTINABLES ET BLINIS;1;
25;PRODUITS LIBRE SERVICE;257;BOULANGERIE/PATISSERIE;2571;VIENNOISERIE;1;
25;PRODUITS LIBRE SERVICE;257;BOULANGERIE/PATISSERIE;2570;PAIN INDUSTRIEL;1;
25;PRODUITS LIBRE SERVICE;257;BOULANGERIE/PATISSERIE;2572;PATISSERIE;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2580;ENTREES SURGELEES;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2581;TARTES SALEES SURGELEES;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2582;PLATS CUISINES SURGELES;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2583;POISSONS SURGELES;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2584;CRUSTACE, MOLLUSQUE SURGELE;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2585;VIANDES SURGELEES;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2586;LEGUMES SURGELES;1;
25;PRODUITS LIBRE SERVICE;258;SURGELES;2587;HALAL ET CASHER SURGELES;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2593;GLACES VRACS;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2590;SNACKING/GRIGNOTAGE;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2591;GLACES ENFANTS;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2592;DESSERTS INDIVIDUELS;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2594;SPECIALITES A PARTAGER;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2595;FRUITS ET PATES;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2596;SACS;1;
25;PRODUITS LIBRE SERVICE;259;GLACES;2599;REMBOURSEMENTS P.L.S;1;
30;BRICOLAGE;300;ELECTRICITE;3000;ACCUMULATEUR;1;
30;BRICOLAGE;300;ELECTRICITE;3001;PILE;1;
30;BRICOLAGE;300;ELECTRICITE;3002;ECLAIRAGE PORTATIF;1;
30;BRICOLAGE;300;ELECTRICITE;3003;AMPOULE;1;
30;BRICOLAGE;300;ELECTRICITE;3004;ECLAIRAGE FONCTIONNEL;1;
30;BRICOLAGE;300;ELECTRICITE;3005;RALLONGE PRISE MULTIPLE;1;
30;BRICOLAGE;300;ELECTRICITE;3006;PETIT MAT D'INSTALLATION;1;
30;BRICOLAGE;300;ELECTRICITE;3007;FIL ET CABLE;1;
30;BRICOLAGE;300;ELECTRICITE;3008;ELECTRO.DOMESTIQ. CONFORT;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3010;TOURNEVIS PERCEUSE PERFO;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3011;ACCESS PERFO PERCEUS TOURNEVIS;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3012;SCIE ET ACCESSOIRES;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3013;PONCEUSE/RABOT/DEFONCEUSE/+;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3014;MEULEUSE,TOURET,ACCESS;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3015;PROTECTION DE LA PERSONNE;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3016;SOUDURE ET ACCESSOIRES;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3017;N.H.P ET ACCESSOIRES;1;
30;BRICOLAGE;301;OUTILLAGE ELECTRO ACCESSOIRES;3018;COMPRESSEUR,GROUPE ELECTROGENE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3020;TOURNEVIS;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3021;CLE DE SERRAGE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3022;PINCE ET ACCESS. D ETABLI;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3023;AGRAFEUSE,PISTOLET A COLLE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3024;LIME ET RAPE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3025;OUTIL TRANCHANT, PERCAGE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3026;MARTEAU;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3027;MESURE/TRACAGE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3028;BACHE;1;
30;BRICOLAGE;302;OUTILLAGE A MAIN;3029;BOITE A OUTILS GARNIE;1;
30;BRICOLAGE;303;EQUIPEMENT AMENAGEMENT;3030;RANGEMENT OUTILLAGE;1;
30;BRICOLAGE;303;EQUIPEMENT AMENAGEMENT;3031;RANGEMENT QUINCAILLERIE;1;
30;BRICOLAGE;303;EQUIPEMENT AMENAGEMENT;3032;EQUIPEMENT GARAGE,ATELIER;1;
30;BRICOLAGE;303;EQUIPEMENT AMENAGEMENT;3033;CONSOLE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3040;CLOUTERIE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3041;VISSERIE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3042;BOULONNERIE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3043;PITONNERIE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3044;QUINCAILLERIE AMEUBLEMENT;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3045;SERRURERIE SECURITE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3046;CORDAGE ET CORDONNERIE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3047;SIGNALISATION,BTE LETTRES;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3048;PLOMBERIE;1;
30;BRICOLAGE;304;QUINCAILLERIE GENERALE;3049;PETITE ISOLATION;1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3050;TAR:FER FORGE,LAITON,ACCESS;1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3051;TRINGLE BOIS, ACCESSOIRES;1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3052;TRINGLE COULEUR ET ACCESS;1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3053;"TRINGLE ""RAIL""ET ACCESS";1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3054;TRINGLE VITRAGE, ACCESS;1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3055;TRINGLE PENDERIE,ACCESS;1;
30;BRICOLAGE;305;TRINGLES RIDEAU / STORES /;3056;STORE INTERIEUR,MOUSTIQUAIRE;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3060;ADHESIF;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3061;COLLE D  ASSEMBLAGE;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3062;COLLE DECORATION;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3063;OUTIL POUR TAPISSER;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3064;OUTIL DU MACON;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3065;PRODUIT DE REPARATION;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3066;ANTI HUMIDITE;1;
30;BRICOLAGE;306;ADHESIF/COLLE/MACONNERIE;3067;PREPARATION DES SUPPORTS;1;
30;BRICOLAGE;307;DECORATION;3070;ADDITIF;1;
30;BRICOLAGE;307;DECORATION;3071;OUTILLAGE DU PEINTRE;1;
30;BRICOLAGE;307;DECORATION;3072;PEINTURE DE FINITION;1;
30;BRICOLAGE;307;DECORATION;3073;PEINTURE FER,BOIS,SOL;1;
30;BRICOLAGE;307;DECORATION;3074;PEINTURE SPECIALE;1;
30;BRICOLAGE;307;DECORATION;3075;PEINTURE DE DECORATION;1;
30;BRICOLAGE;307;DECORATION;3076;PEINTURE MUR ET PLAFOND;1;
30;BRICOLAGE;307;DECORATION;3077;PEINTURE EXTERIEURE;1;
30;BRICOLAGE;307;DECORATION;3078;TRAITEMENT,PROTECTION BOIS;1;
30;BRICOLAGE;307;DECORATION;3079;REVETEMENT MUR SOL PLAFOND;1;
30;BRICOLAGE;308;MATERIAUX;3080;MATERIAUX DE CONSTRUCTION;1;
30;BRICOLAGE;308;MATERIAUX;3081;MENUISERIE;1;
30;BRICOLAGE;308;MATERIAUX;3082;ISOLATION GROS TRAVAUX;1;
30;BRICOLAGE;308;MATERIAUX;3083;SANITAIRE;1;
30;BRICOLAGE;308;MATERIAUX;3084;ECHELLE ECHAFAUDAGE;1;
30;BRICOLAGE;308;MATERIAUX;3085;STORE EXTERIEUR;1;
30;BRICOLAGE;309;SAV & GESTION BRICOLAGE;3098;SAV BRICOLAGE;1;
30;BRICOLAGE;309;SAV & GESTION BRICOLAGE;3099;REMBOURSEMENT BRICOLAGE;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3100;GOBELET;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3101;VERRE FORME BASSE, HAUTE;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3102;ESPACE BAR & VIN;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3103;VERRE A PIED;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3104;VERRE EN CRISTAL;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3105;VERRE A L'UNITE;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3106;PICHET CARAFE;1;
31;CONFORT DE LA MAISON;310;VERRERIE;3107;SERVICE DE VERRES;1;
31;CONFORT DE LA MAISON;311;VAISSELLE COUVERTS;3110;VAISSELLE VERRE;1;
31;CONFORT DE LA MAISON;311;VAISSELLE COUVERTS;3111;VAISSELLE FAIENCE/GRES;1;
31;CONFORT DE LA MAISON;311;VAISSELLE COUVERTS;3112;VAISSELLE PORCELAINE;1;
31;CONFORT DE LA MAISON;311;VAISSELLE COUVERTS;3113;VAISSELLE SPECIFIQUE;1;
31;CONFORT DE LA MAISON;311;VAISSELLE COUVERTS;3114;SERVICE DE TABLE;1;
